NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
HLA-DMA	1	H2-DMa	
HLA-DMB	2	H2-DMb2:H2-DMb1	
PMS2	1	Pms2	
CYP2F1	1	Cyp2f2	
PMS1	1	Pms1	
GK	1	Gk	
MDH1	1	Mdh1	
MDH2	1	Mdh2	
TTLL7	1	Ttll7	
TTLL5	1	Ttll5	
TTLL4	1	Ttll4	
TTLL3	1	Ttll3	
TTLL2	1	Ttll2	
TTLL1	1	Ttll1	
TTLL9	1	Ttll9	
HDDC2	1	Hddc2	
FAM13B	1	Fam13b	
UBE2D2	1	Ube2d2a	
UBE2D3	1	Ube2d3	
FAM13A	1	Fam13a	
HP	1	Hp	
UBE2D1	1	Ube2d1	
HR	1	Hr	
HDDC3	1	Hddc3	
HPGDS	1	Hpgds	
PMPCB	1	Pmpcb	
PMPCA	1	Pmpca	
HLA-DOA	1	H2-Oa	
HLA-DOB	1	H2-Ob	
LAG3	1	Lag3	
IK	1	Ik	
UBE2E3	1	Ube2e3	
VPS33A	1	Vps33a	
VPS33B	1	Vps33b	
UBE2E1	1	Ube2e1	
UBE2E2	1	Ube2e2	
EMSY	1	Emsy	
NSMAF	1	Nsmaf	
FBLIM1	1	Fblim1	
ART2BP	1	Art2b	
ECSCR	1	Ecscr	
DPT	1	Dpt	
TNFRSF11A	1	Tnfrsf11a	
NTPCR	1	Ntpcr	
SOCS2	1	Socs2	
SOCS3	1	Socs3	
SOCS1	1	Socs1	
PMVK	1	Pmvk	
SOCS6	1	Socs6	
SOCS7	1	Socs7	
MDN1	1	Mdn1	
SOCS4	1	Socs4	
SOCS5	1	Socs5	
DR1	1	Dr1	
BRPF1	1	Brpf1	
BRPF3	1	Brpf3	
GFPT2	1	Gfpt2	
GFPT1	1	Gfpt1	
BCDIN3D	1	Bcdin3d	
TNFRSF10A	1	Tnfrsf10b	
ZC3HC1	1	Zc3hc1	
TFCP2	1	Tfcp2	
AAK1	1	Aak1	
MDM2	1	Mdm2	
MDM4	1	Mdm4	
MYD88	1	Myd88	
MDM1	1	Mdm1	
DRAXIN	1	Draxin	
ST6GALNAC2	1	St6galnac2	
SH2D4A	1	Sh2d4a	
SH2D4B	1	Sh2d4b	
ATRAID	1	Atraid	
MRPL4	1	Mrpl4	
NGRN	1	Ngrn	
MRPL3	1	Mrpl3	
MRPL2	1	Mrpl2	
MRPL1	1	Mrpl1	
DSE	1	Dse	
DGCR8	1	Dgcr8	
MRPL9	1	Mrpl9	
MDP1	1	Mdp1	
SPG11	1	Spg11	
EID2B	1	Eid2b	
SLFN12L	2	Slfn2:Slfn4	
DGCR2	1	Dgcr2	
PTCRA	1	Ptcra	
DST	1	Dst	
SH2D3C	1	Sh2d3c	
VPS37C	1	Vps37c	
VPS37D	1	Vps37d	
VPS37A	1	Vps37a	
RAD23A	1	Rad23a	
VPS37B	1	Vps37b	
RAD23B	1	Rad23b	
CYP2A6	1	Cyp2a4	
ST6GALNAC3	1	St6galnac3	
BDP1	1	Bdp1	
DTL	1	Dtl	
ST6GALNAC4	1	St6galnac4	
ST6GALNAC5	1	St6galnac5	
ST6GALNAC6	1	St6galnac6	
RNFT2	1	Rnft2	
COL15A1	1	Col15a1	
HSD17B14	1	Hsd17b14	
HSD17B12	1	Hsd17b12	
HSD17B11	1	Hsd17b11	
HSD17B10	1	Hsd17b10	
RNFT1	1	Rnft1	
CECR2	1	Cecr2	
AAMP	1	Aamp	
C1orf226	1	Gm7694	
DUT	1	Dut	
BAIAP2	1	Baiap2	
BAIAP3	1	Baiap3	
PC	1	Pcx	
VIPAS39	1	Vipas39	
PABPC1L	1	Pabpc1l	
MDGA1	1	Mdga1	
SPG21	1	Spg21	
VPS35L	1	Vps35l	
RETREG3	1	Retreg3	
RGSL1	1	Rgsl1	
RTCA	1	Rtca	
RTCB	1	Rtcb	
TXNDC11	1	Txndc11	
UBE2L6	1	Ube2l6	
TXNDC12	1	Txndc12	
TXNDC15	1	Txndc15	
TXNDC16	1	Txndc16	
TXNDC17	1	Txndc17	
UBE2L3	1	Ube2l3	
SLC34A2	1	Slc34a2	
ENTPD1	1	Entpd1	
ENTPD3	1	Entpd3	
SLC34A1	1	Slc34a1	
ENTPD5	1	Entpd5	
ENTPD6	1	Entpd6	
ENTPD7	1	Entpd7	
TIMD4	1	Timd4	
ASRGL1	1	Asrgl1	
DXO	1	Dxo	
LAP3	1	Lap3	
C1orf216	1	5730409E04Rik	
RTF2	1	Rtf2	
RTF1	1	Rtf1	
MST1R	1	Mst1r	
UBE2J2	1	Ube2j2	
AARD	1	Aard	
OSGEP	1	Osgep	
UBE2J1	1	Ube2j1	
SWI5	1	Swi5	
DYM	1	Dym	
AAR2	1	Aar2	
WAPL	1	Wapl	
TF	1	Trf	
TG	1	Tg	
RETREG2	1	Retreg2	
RETREG1	1	Retreg1	
TNFRSF13B	1	Tnfrsf13b	
SLC7A13	1	Slc7a13	
AATK	1	Aatk	
SLC7A11	1	Slc7a11	
WASL	1	Wasl	
PCSK7	1	Pcsk7	
TNFRSF13C	1	Tnfrsf13c	
SLC7A10	1	Slc7a10	
AATF	1	Aatf	
IER3IP1	1	Ier3ip1	
PCSK5	1	Pcsk5	
GGTA1	1	Ggta1	
PCSK4	1	Pcsk4	
CLYBL	1	Clybl	
MYDGF	1	Mydgf	
IMMP2L	1	Immp2l	
GNGT2	1	Gngt2	
HYAL1	1	Hyal1	
HYAL2	1	Hyal2	
HYAL3	1	Hyal3	
ENC1	1	Enc1	
FAM170B	1	Fam170b	
L3HYPDH	1	L3hypdh	
AASS	1	Aass	
TNFRSF12A	1	Tnfrsf12a	
MRPS2	1	Mrps2	
MRPS7	1	Mrps7	
MRPS6	1	Mrps6	
MRPS5	1	Mrps5	
ENAH	1	Enah	
LAT2	1	Lat2	
IMMP1L	1	Immp1l	
MRPS9	1	Mrps9	
G2E3	1	G2e3	
PNCK	1	Pnck	
IGHMBP2	1	Ighmbp2	
FAAP24	1	Faap24	
NEDD9	1	Nedd9	
NEDD8	1	Nedd8	
CRIP2	1	Crip2	
FAAP20	1	Faap20	
CRIP1	1	Crip1	
ARVCF	1	Arvcf	
ALS2CL	1	Als2cl	
FAM172A	1	Fam172a	
SCAND1	1	Scand1	
NPDC1	1	Npdc1	
ZNRD1ASP	1	Znrd1as	
YIPF1	1	Yipf1	
YIPF2	1	Yipf2	
YIPF3	1	Yipf3	
YIPF4	1	Yipf4	
YIPF5	1	Yipf5	
HUWE1	1	Huwe1	
KLK13	1	Klk13	
CRIPT	1	Cript	
UBE2G1	1	Ube2g1	
UBE2G2	1	Ube2g2	
NEDD1	1	Nedd1	
XK	1	Xk	
GLB1L	1	Glb1l	
THEMIS2	1	Themis2	
NEDD4	1	Nedd4	
YIPF6	1	Yipf6	
FAM171B	1	Fam171b	
RTKN	1	Rtkn	
BCCIP	1	Bccip	
RTL6	1	Rtl6	
RTL5	1	Rtl5	
FAM174C	1	1600002K03Rik	
C11orf1	1	1110032A03Rik	
FAM174B	1	Fam174b	
FAM174A	1	Fam174a	
PAMR1	1	Pamr1	
SH3GL1	1	Sh3gl1	
LAX1	1	Lax1	
DKC1	1	Dkc1	
UBE2V2	1	Ube2v2	
UBE2V1	1	Ube2v1	
PHAF1	1	D230025D16Rik	
RTN2	1	Rtn2	
RTN3	1	Rtn3	
RTN1	1	Rtn1	
RTN4	1	Rtn4	
ENHO	1	Enho	
HCAR3	1	Hcar2	
EBP	1	Ebp	
ECD	1	Ecd	
CRIM1	1	Crim1	
LAYN	1	Layn	
PHOX2A	1	Phox2a	
STT3A	1	Stt3a	
STT3B	1	Stt3b	
RTP4	1	Rtp4	
RTP3	1	Rtp3	
CHD9	1	Chd9	
CHD8	1	Chd8	
CHD7	1	Chd7	
CHD6	1	Chd6	
CHD5	1	Chd5	
CHD4	1	Chd4	
CHD3	1	Chd3	
CHD2	1	Chd2	
MEA1	1	Mea1	
CHD1	1	Chd1	
FAM178B	1	Fam178b	
PIDD1	1	Pidd1	
UBE2Q1	1	Ube2q1	
UBE2Q2	1	Ube2q2	
EED	1	Eed	
DARS2	1	Dars2	
CIP2A	1	Cip2a	
DARS1	1	Dars	
UBE2R2	1	Ube2r2	
CHDH	1	Chdh	
CXorf49B	1	Gm4779	
PNKP	1	Pnkp	
TGFBRAP1	1	Tgfbrap1	
ACVR1B	1	Acvr1b	
EGF	1	Egf	
SWT1	1	Swt1	
LRWD1	1	Lrwd1	
ACVR2B	1	Acvr2b	
ACVR2A	1	Acvr2a	
CHFR	1	Chfr	
PNKD	1	Pnkd	
INAFM2	1	Inafm2	
INAFM1	1	Inafm1	
ACIN1	1	Acin1	
EHF	1	Ehf	
RPL30	1	Rpl30	
RPL32	1	Rpl32	
RPL31	1	Rpl31	
RPL34	1	Rpl34	
ENO1	2	Eno1b:Eno1	
MICOS13	1	Micos13	
MICOS10	1	Micos10	
ENO2	1	Eno2	
ABCA13	1	Abca13	
ENO3	1	Eno3	
ENO4	1	Eno4	
RNF115	1	Rnf115	
RNF114	1	Rnf114	
GPR171	1	Gpr171	
RPL36	1	Rpl36	
RPL35	2	Rpl35:Gm2000	
ADNP2	1	Adnp2	
RPL38	1	Rpl38	
RTTN	1	Rttn	
RPL37	1	Rpl37	
ANKS1A	1	Anks1	
RPL39	1	Rpl39	
RNF111	1	Rnf111	
ANKS1B	1	Anks1b	
MED1	1	Med1	
CHIA	3	Chia1:Chil3:Chil5	
MECR	1	Mecr	
RPL21	1	Rpl21	
RPL23	1	Rpl23	
RPL22	1	Rpl22	
MED8	1	Med8	
MED9	1	Med9	
AARSD1	1	Ptges3l	
MED4	1	Med4	
DKK2	1	Dkk2	
MED6	1	Med6	
DKK3	1	Dkk3	
MED7	1	Med7	
CPED1	1	Cped1	
GPR162	1	Gpr162	
RNF123	1	Rnf123	
RNF126	1	Rnf126	
RNF125	1	Rnf125	
RNF128	1	Rnf128	
GPR160	1	Gpr160	
RPL24	1	Rpl24	
RPL27	1	Rpl27	
RPL26	1	Rpl26	
RPL29	1	Rpl29	
RPL28	1	Rpl28	
ALG10B	1	Alg10b	
RNF122	1	Rnf122	
GPLD1	1	Gpld1	
RNF121	1	Rnf121	
OSER1	1	Oser1	
VPS26C	1	Vps26c	
VPS26A	1	Vps26a	
VPS26B	1	Vps26b	
MEFV	1	Mefv	
OCSTAMP	1	Ocstamp	
PNPO	1	Pnpo	
RPL41	1	Rpl41	
CHKB	1	Chkb	
CHKA	1	Chka	
PNO1	1	Pno1	
PRRC2C	1	Prrc2c	
SLC16A10	1	Slc16a10	
SLC16A14	1	Slc16a14	
PRRC2B	1	Prrc2b	
GPR137B	1	Gpr137b	
RPL3L	1	Rpl3l	
GPR137C	1	Gpr137c	
SLC16A13	1	Slc16a13	
PRRC2A	1	Prrc2a	
CPEB1	1	Cpeb1	
RNF103	1	Rnf103	
GPR180	1	Gpr180	
GPR183	1	Gpr183	
GPR182	1	Gpr182	
CYP1A1	1	Cyp1a1	
CPEB3	1	Cpeb3	
CPEB2	1	Cpeb2	
CPEB4	1	Cpeb4	
SPEF2	1	Spef2	
SPEF1	2	Spef1:6430531B16Rik	
ELL	1	Ell	
ELN	1	Eln	
VSIG10L	1	Vsig10l	
RNF157	1	Rnf157	
ZCWPW1	1	Zcwpw1	
GPR132	1	Gpr132	
ENSA	1	Ensa	
GPR137	1	Gpr137	
RNF150	1	Rnf150	
EMB	1	Emb	
RNF152	1	Rnf152	
EMD	1	Emd	
GPR135	1	Gpr135	
ZC3H10	1	Zc3h10	
EN2	1	En2	
RNF168	1	Rnf168	
GCFC2	1	Gcfc2	
RNF167	1	Rnf167	
AFTPH	1	Aftph	
RNF169	1	Rnf169	
RNF166	1	Rnf166	
ENG	1	Eng	
PCYOX1	1	Pcyox1	
CCDC90B	1	Ccdc90b	
RPL10	1	Rpl10	
RPL12	1	Rpl12	
RPL11	1	Rpl11	
RNF135	1	Rnf135	
GPR153	1	Gpr153	
RNF139	1	Rnf139	
RNF138	2	Rnf138:Rnf138rt1	
CHN2	1	Chn2	
GPR150	1	Gpr150	
CHN1	1	Chn1	
RPL14	1	Rpl14	
RPL13	1	Rpl13	
CHML	1	Chml	
RPL15	1	Rpl15	
RPL18	1	Rpl18	
GPR155	1	Gpr155	
RNF130	1	Rnf130	
GPR157	1	Gpr157	
RPL19	1	Rpl19	
TIMMDC1	1	Timmdc1	
F10	1	F10	
NMNAT3	1	Nmnat3	
RNF146	1	Rnf146	
GPR141	1	Gpr141	
RNF145	1	Rnf145	
ABI2	1	Abi2	
NMNAT1	1	Nmnat1	
RNF149	1	Rnf149	
ABI3	1	Abi3	
ABI1	1	Abi1	
MSRB2	1	Msrb2	
MSRB3	1	Msrb3	
RNF141	1	Rnf141	
GPR146	1	Gpr146	
MSRB1	1	Msrb1	
COL16A1	1	Col16a1	
CHPF	1	Chpf	
HJURP	1	Hjurp	
RNF19B	1	Rnf19b	
RNF19A	1	Rnf19a	
CHP2	1	Chp2	
CHP1	1	Chp1	
MEN1	1	Men1	
RNF44	1	Rnf44	
F2R	1	F2r	
RNF40	1	Rnf40	
RNF41	1	Rnf41	
MELK	1	Melk	
ERF	1	Erf	
NHP2	1	Nhp2	
ERH	2	Gm10131:Erh	
ERG	1	Erg	
ENY2	1	Eny2	
ABHD4	1	Abhd4	
ABHD3	1	Abhd3	
ABHD2	1	Abhd2	
RNF180	1	Rnf180	
ABHD8	1	Abhd8	
ABHD6	1	Abhd6	
ABHD5	1	Abhd5	
MACROH2A2	1	H2afy2	
MACROH2A1	1	H2afy	
STRA8	1	Stra8	
TBXA2R	1	Tbxa2r	
OARD1	1	Oard1	
ESD	1	Esd	
ABL1	1	Abl1	
ABL2	1	Abl2	
RNF170	1	Rnf170	
GPR108	1	Gpr108	
TVP23A	1	Tvp23a	
TVP23B	1	Tvp23b	
PALB2	1	Palb2	
RNF181	1	Rnf181	
CCDC92B	1	Ccdc92b	
GPR107	1	Gpr107	
RNF183	1	Rnf183	
RNF185	1	Rnf185	
RNF187	1	Rnf187	
RNF10	1	Rnf10	
RNF11	1	Rnf11	
CALCOCO1	1	Calcoco1	
SFT2D3	1	Sft2d3	
RNF13	1	Rnf13	
RNF14	1	Rnf14	
TREM2	1	Trem2	
ADRA1A	1	Adra1a	
TREM1	1	Trem1	
RPL7A	1	Rpl7a	
PTBP1	1	Ptbp1	
DNMT3L	1	Dnmt3l	
DNMT3B	1	Dnmt3b	
RNF17	1	Rnf17	
IQCB1	1	Iqcb1	
PDCD6IP	1	Pdcd6ip	
CHUK	1	Chuk	
DNMT3A	1	Dnmt3a	
KCNAB1	1	Kcnab1	
KCNAB2	1	Kcnab2	
KCNAB3	1	Kcnab3	
RANGAP1	1	Rangap1	
ADRA2B	1	Adra2b	
PTBP2	1	Ptbp2	
COASY	1	Coasy	
ADRA2A	1	Adra2a	
PTBP3	1	Ptbp3	
EVC	1	Evc	
IL3RA	1	Il3ra	
EVL	1	Evl	
SFT2D2	1	Sft2d2	
SSX2IP	1	Ssx2ip	
SFT2D1	2	Sft2d1:Gm12166	
RNF31	1	Rnf31	
CX3CR1	1	Cx3cr1	
RNF32	1	Rnf32	
SMARCD1	1	Smarcd1	
SMARCD2	1	Smarcd2	
SMARCD3	1	Smarcd3	
RNF34	1	Rnf34	
WBP1	1	Wbp1	
WBP2	1	Wbp2	
RNF38	1	Rnf38	
WBP4	1	Wbp4	
ITLN1	1	Itln1	
STMND1	1	Stmnd1	
MESD	1	Mesd	
MROH1	1	Mroh1	
RBBP4	1	Rbbp4	
PUF60	1	Puf60	
RBBP5	1	Rbbp5	
RBBP8	1	Rbbp8	
RBBP9	1	Rbbp9	
RBBP6	1	Rbbp6	
RBBP7	1	Rbbp7	
MEST	1	Mest	
FDXACB1	1	Fdxacb1	
RNF20	1	Rnf20	
SMARCE1	1	Smarce1	
RNF24	1	Rnf24	
RNF25	1	Rnf25	
RNF26	1	Rnf26	
PNRC1	1	Pnrc1	
PNRC2	1	Pnrc2	
TRMT61A	1	Trmt61a	
BET1	1	Bet1	
SLC46A3	1	Slc46a3	
SLC46A1	1	Slc46a1	
SLC46A2	1	Slc46a2	
GOLGA2	1	Golga2	
GOLGA3	1	Golga3	
GOLGA4	1	Golga4	
GOLGA5	1	Golga5	
GOLGA1	1	Golga1	
GOLGA7	1	Golga7	
ABT1	1	Abt1	
MCCC2	1	Mccc2	
MCCC1	1	Mccc1	
MTUS1	1	Mtus1	
MTUS2	1	Mtus2	
MTURN	1	Mturn	
OVOL2	1	Ovol2	
AFG3L2	1	Afg3l2	
COX7A2L	1	Cox7a2l	
AKAP9	1	Akap9	
GUF1	1	Guf1	
RELCH	1	Relch	
ANKRA2	1	Ankra2	
EZR	1	Ezr	
BEX4	2	Bex4:Bex6	
BEX3	1	Bex3	
BEX2	1	Bex1	
BEX1	1	Bex2	
TSHZ3	1	Tshz3	
TSHZ1	1	Tshz1	
TSHZ2	1	Tshz2	
GMCL1	1	Gmcl1	
GNG10	1	Gng10	
GPM6B	1	Gpm6b	
STK11IP	1	Stk11ip	
MEIG1	1	Meig1	
SLC33A1	1	Slc33a1	
KNOP1	1	Knop1	
GNG12	1	Gng12	
C21orf91	1	D16Ertd472e	
GNG11	1	Gng11	
CCDC88B	1	Ccdc88b	
LACC1	1	Lacc1	
CCDC88A	1	Ccdc88a	
CDAN1	1	Cdan1	
GOLGB1	1	Golgb1	
CCDC88C	1	Ccdc88c	
ITM2A	1	Itm2a	
ITM2B	1	Itm2b	
ITM2C	1	Itm2c	
ACVRL1	1	Acvrl1	
OLA1	1	Ola1	
C21orf62	1	4932438H23Rik	
CX3CL1	1	Cx3cl1	
ANKRD9	1	Ankrd9	
EPM2AIP1	1	Epm2aip1	
GLIPR1	1	Glipr1	
GLIPR2	1	Glipr2	
GUK1	1	Guk1	
TNFAIP8L1	1	Tnfaip8l1	
GNPNAT1	1	Gnpnat1	
TNFAIP8L3	1	Tnfaip8l3	
TNFAIP8L2	1	Tnfaip8l2	
DLAT	1	Dlat	
RSPRY1	1	Rspry1	
STRBP	1	Strbp	
MSANTD3-TMEFF1	1	Tmeff1	
MSS51	1	Mss51	
PALD1	1	Pald1	
RPUSD4	1	Rpusd4	
B3GNT9	1	B3gnt9	
B3GNT8	1	B3gnt8	
B3GNT7	1	B3gnt7	
MDFIC	1	Mdfic	
POC5	1	Poc5	
B3GNT6	1	B3gnt6	
RPUSD1	1	Rpusd1	
RPUSD2	1	Rpusd2	
B3GNT5	1	B3gnt5	
RPUSD3	1	Rpusd3	
FRG1	1	Frg1	
FAM20B	1	Fam20b	
B3GNT3	1	B3gnt3	
FAM20C	1	Fam20c	
STRAP	1	Strap	
FAM181B	1	Fam181b	
B3GNT2	1	B3gnt2	
ALDOC	1	Aldoc	
FAM20A	1	Fam20a	
ALDOA	2	Aldoart1:Aldoa	
MYCBP	1	Mycbp	
SLC20A2	1	Slc20a2	
SLC20A1	1	Slc20a1	
AKAP8	1	Akap8	
AKAP7	1	Akap7	
AKAP5	1	Akap5	
AKAP3	1	Akap3	
AKAP1	1	Akap1	
FAM184B	1	Fam184b	
SHOC2	1	Shoc2	
PCP4L1	1	Pcp4l1	
PDZK1IP1	1	Pdzk1ip1	
FAH	1	Fah	
LBX1	1	Lbx1	
LBX2	1	Lbx2	
FAP	1	Fap	
DLC1	1	Dlc1	
FAS	1	Fas	
FAU	1	Fau	
SIRPD	1	Gm9733	
POGK	1	Pogk	
CIB3	1	Cib3	
CIB2	1	Cib2	
CIB1	1	Cib1	
FBL	1	Fbl	
POGZ	1	Pogz	
NUSAP1	1	Nusap1	
SIRPA	1	Sirpa	
MEIOB	1	Meiob	
TBCCD1	1	Tbccd1	
CFAP418	1	2610301B20Rik	
ANGEL2	1	Angel2	
PAM16	2	Pam16:Gm9803	
ANGEL1	1	Angel1	
CFAP410	1	1810043G02Rik	
TBL1XR1	1	Tbl1xr1	
ILVBL	1	Ilvbl	
KIAA2026	1	9930021J03Rik	
FAM185A	1	Fam185a	
RPL7L1	1	Rpl7l1	
EOGT	1	Eogt	
ELMO1	1	Elmo1	
ELMO2	1	Elmo2	
RELL1	1	Rell1	
ELMO3	1	Elmo3	
RELL2	1	Rell2	
H6PD	1	H6pd	
NID1	1	Nid1	
NID2	1	Nid2	
SDCBP	1	Sdcbp	
ANTKMT	1	Fam173a	
ZC3H18	1	Zc3h18	
ZC3H13	1	Zc3h13	
ZC3H14	1	Zc3h14	
ZC3H15	1	Zc3h15	
HSPA9	1	Hspa9	
HSPA8	1	Hspa8	
TGFB2	1	Tgfb2	
TGFB1	1	Tgfb1	
HSPA5	1	Hspa5	
HSPA4	1	Hspa4	
LRRC75A	1	Lrrc75a	
TGFB3	1	Tgfb3	
PTCH1	1	Ptch1	
BFAR	2	3110001I22Rik:Bfar	
HSPA2	1	Hspa2	
NFKBIA	1	Nfkbia	
DLG1	1	Dlg1	
FER	1	Fer	
DLG2	1	Dlg2	
DLG3	1	Dlg3	
FES	1	Fes	
DLG4	1	Dlg4	
DLG5	1	Dlg5	
FAM187B	1	Fam187b	
CLASRP	1	Clasrp	
TGFBI	1	Tgfbi	
GRSF1	1	Grsf1	
PALS2	1	Mpp6	
NFKBIE	1	Nfkbie	
NFKBID	1	Nfkbid	
NFKBIB	1	Nfkbib	
PALS1	1	Mpp5	
HSPB6	1	Hspb6	
HSPB8	1	Hspb8	
HSPB2	1	Hspb2	
HSPB1	1	Hspb1	
DHTKD1	1	Dhtkd1	
POLB	1	Polb	
ALDH2	1	Aldh2	
ZC3H7A	1	Zc3h7a	
ZC3H7B	1	Zc3h7b	
NFKBIZ	1	Nfkbiz	
POLI	1	Poli	
POLL	1	Poll	
POLK	1	Polk	
GUSB	1	Gusb	
POLE	1	Pole	
POLH	1	Polh	
POLG	1	Polg	
CENATAC	1	Ccdc84	
CTPS2	1	Ctps2	
CTPS1	1	Ctps	
FGR	1	Fgr	
FAM189B	1	Fam189b	
PALLD	1	Palld	
CHMP6	1	Chmp6	
CHMP7	1	Chmp7	
CHMP5	1	Chmp5	
RGS18	1	Rgs18	
PON3	1	Pon3	
RGS19	1	Rgs19	
RGS14	1	Rgs14	
RGS16	1	Rgs16	
PON2	1	Pon2	
POMP	1	Pomp	
PALM3	1	Palm3	
LCAT	1	Lcat	
DLL1	1	Dll1	
STRN4	1	Strn4	
HSPD1	1	Hspd1	
STRN3	1	Strn3	
DLL4	1	Dll4	
PALMD	1	Palmd	
NRIP1	1	Nrip1	
NRIP3	1	Nrip3	
CLASP1	1	Clasp1	
CLASP2	1	Clasp2	
PTCD3	1	Ptcd3	
POLQ	1	Polq	
PTCD1	1	Ptcd1	
PTCD2	1	Ptcd2	
NIFK	1	Nifk	
POLN	1	Poln	
POLM	1	Polm	
LCA5	1	Lca5	
HSPE1	1	Hspe1	
MEIS3	1	Meis3	
MEIS2	1	Meis2	
POMC	1	Pomc	
MEIS1	1	Meis1	
RGS10	1	Rgs10	
POMK	1	Pomk	
PMP22	1	Pmp22	
RGS12	1	Rgs12	
RGS11	1	Rgs11	
POP5	1	Pop5	
POP7	1	Pop7	
POP1	1	Pop1	
POP4	1	Pop4	
F11R	1	F11r	
ACCS	1	Accs	
NOC2L	1	Noc2l	
FRS2	1	Frs2	
FRS3	1	Frs3	
RABL3	1	Rabl3	
RABL6	1	Rabl6	
CDCA2	1	Cdca2	
CDCA3	1	Cdca3	
CDCA4	1	Cdca4	
CDCA5	1	Cdca5	
CDCA7	1	Cdca7	
CDCA8	1	Cdca8	
FUCA1	1	Fuca1	
FUCA2	1	Fuca2	
FN1	1	Fn1	
MAGOHB	1	Magohb	
TPBGL	1	Tpbgl	
B4GAT1	1	B4gat1	
MTMR10	1	Mtmr10	
MTMR12	1	Mtmr12	
MTMR11	1	Mtmr11	
MTMR14	1	Mtmr14	
PCMTD2	1	Pcmtd2	
PANX1	1	Panx1	
CHAF1B	1	Chaf1b	
CHAF1A	1	Chaf1a	
OLR1	1	Olr1	
NINL	1	Ninl	
PCMTD1	1	Pcmtd1	
SPHK2	1	Sphk2	
SPHK1	1	Sphk1	
EPS15L1	1	Eps15l1	
FOS	1	Fos	
SLC7A4	1	Slc7a4	
SLC7A5	1	Slc7a5	
SLC7A6	1	Slc7a6	
SLC7A7	1	Slc7a7	
SLC7A8	1	Slc7a8	
CINP	1	Cinp	
POT1	2	Pot1b:Pot1a	
ACSBG1	1	Acsbg1	
CACUL1	1	Cacul1	
ELOF1	1	Elof1	
NIP7	1	Nip7	
CIPC	1	Cipc	
DLST	1	Dlst	
NOC4L	1	Noc4l	
SLC7A1	1	Slc7a1	
SLC7A2	1	Slc7a2	
MFN1	1	Mfn1	
MFN2	1	Mfn2	
P4HTM	1	P4htm	
GOLM2	1	Casc4	
GOLM1	1	Golm1	
TRAPPC10	1	Trappc10	
NOC3L	1	Noc3l	
RABIF	1	Rabif	
TTC30B	1	Ttc30b	
TTC30A	2	Ttc30a1:Ttc30a2	
YPEL1	1	Ypel1	
CRLF3	1	Crlf3	
YPEL5	1	Ypel5	
YPEL4	1	Ypel4	
FRYL	1	Fryl	
YPEL3	1	Ypel3	
FRK	1	Frk	
CRLF2	1	Crlf2	
YPEL2	1	Ypel2	
SLC27A1	1	Slc27a1	
PLOD3	1	Plod3	
HIKESHI	1	Hikeshi	
PLOD2	1	Plod2	
PLOD1	1	Plod1	
FRY	1	Fry	
ADORA3	1	Adora3	
CIR1	1	Cir1	
BNIP3L	1	Bnip3l	
CISH	1	Cish	
FST	1	Fst	
ATXN2L	1	Atxn2l	
ACLY	1	Acly	
MFNG	1	Mfng	
SLC27A3	1	Slc27a3	
IL6ST	1	Il6st	
SLC27A4	1	Slc27a4	
FTL	1	Ftl1	
FTO	1	Fto	
COL17A1	1	Col17a1	
CORO1A	1	Coro1a	
CORO1B	1	Coro1b	
CORO1C	1	Coro1c	
HSP90B1	1	Hsp90b1	
IGSF23	1	Igsf23	
SLC14A1	1	Slc14a1	
FUS	1	Fus	
FUZ	1	Fuz	
CORO2A	1	Coro2a	
CORO2B	1	Coro2b	
NDC80	1	Ndc80	
IGSF10	1	Igsf10	
DMXL1	1	Dmxl1	
DMXL2	1	Dmxl2	
LCN2	1	Lcn2	
ACO1	1	Aco1	
ACO2	1	Aco2	
NIT1	1	Nit1	
NIT2	1	Nit2	
MCFD2	1	Mcfd2	
CDC73	1	Cdc73	
ACP6	1	Acp6	
ACP4	1	Acp4	
ACP5	1	Acp5	
ACP2	1	Acp2	
ACP3	1	Acpp	
ACP1	1	Acp1	
EIF5A	1	Eif5a	
EIF5B	1	Eif5b	
COMMD10	1	Commd10	
SYF2	1	Syf2	
LCOR	1	Lcor	
LCP2	1	Lcp2	
LCP1	1	Lcp1	
YJU2B	1	Ccdc130	
FXN	1	Fxn	
MGRN1	1	Mgrn1	
SLC5A11	1	Slc5a11	
RCHY1	1	Rchy1	
EHBP1	1	Ehbp1	
CDC42	1	Cdc42	
CDC45	1	Cdc45	
ATXN1L	1	Atxn1l	
EIF4H	1	Eif4h	
FSD2	1	Fsd2	
FYN	1	Fyn	
EIF4E	1	Eif4e	
EIF4B	1	Eif4b	
GADD45GIP1	1	Gadd45gip1	
CIZ1	1	Ciz1	
CDC5L	1	Cdc5l	
TTC39C	1	Ttc39c	
TTC39A	1	Ttc39a	
TTC39B	1	Ttc39b	
EIF3M	1	Eif3m	
MCM3AP	1	Mcm3ap	
EIF3K	1	Eif3k	
EIF3L	1	Eif3l	
EIF3I	1	Eif3i	
EIF3J	2	Eif3j2:Eif3j1	
EIF3G	1	Eif3g	
EIF3H	1	Eif3h	
FSBP	1	Fsbp	
EIF3E	1	Eif3e	
STUB1	1	Stub1	
EIF3F	1	Eif3f	
ATXN10	1	Atxn10	
EIF3D	1	Eif3d	
EIF3A	1	Eif3a	
