Probeset_ID,Gene Symbol,MF Lu CD11b+ CD24-,Sample_,Sample_
10338752,---,-23.47,-74.36,24.69
10338753,---,-16.68,35.70,-77.83
10338754,---,12.44,-39.38,59.20
10338755,---,-18.89,-28.22,-9.85
10338756,---,-20.67,-17.88,-24.24
10338757,---,18.81,55.60,-20.53
10338758,---,15.66,-1.38,33.69
10338759,---,-97.74,-99.21,-95.51
10338760,---,-59.45,-67.83,-48.26
10338761,---,-18.02,11.18,-47.88
10338762,---,5.19,71.65,-64.01
10338763,---,-90.22,-95.96,-74.85
10338764,---,-38.34,-41.53,-35.12
10338765,---,-23.35,-26.47,-19.78
10338766,---,18.73,-27.49,58.94
10338767,---,-42.85,-18.55,-80.27
10338768,---,32.18,46.11,15.51
10338769,---,8.59,3.53,13.34
10338770,---,4.04,-15.67,27.59
10338771,---,-69.99,-97.60,-14.71
10338772,---,-65.41,-54.65,-75.89
10338773,---,-11.34,8.91,-37.43
10338774,---,-31.67,24.62,-76.55
10338775,---,91.15,64.37,97.85
10338776,---,66.84,89.62,15.44
10338777,---,-77.36,-98.23,-35.94
10338778,---,47.41,71.37,13.57
10338779,---,-95.81,-94.77,-96.73
10338780,---,-26.95,-7.08,-45.65
10338781,---,3.00,14.43,-4.41
10338782,---,40.13,94.64,-53.13
10338783,---,-43.25,-61.90,-21.50
10338784,---,-69.46,-64.98,-73.80
10338785,---,-37.60,-6.25,-69.55
10338786,---,-6.97,-55.98,49.16
10338787,---,-77.81,-62.37,-88.08
10338788,---,14.00,57.34,-32.97
10338789,---,-35.22,-51.56,-20.62
10338790,---,-15.95,1.36,-34.23
10338791,---,21.04,-13.12,52.92
10338792,---,52.56,41.66,64.11
10338793,---,86.96,80.22,92.31
10338794,---,-85.73,-69.00,-95.91
10338795,---,-10.83,21.74,-41.64
10338796,---,-33.29,18.16,-80.96
10338797,---,-77.09,-71.32,-82.60
10338798,---,-23.14,-10.13,-36.03
10338799,---,-52.35,-29.01,-79.43
10338800,---,73.06,60.44,83.18
10338801,---,6.71,-43.86,59.44
10338802,---,-93.79,-96.52,-88.27
10338803,---,-23.02,-15.60,-30.28
10338804,---,70.91,58.43,79.84
10338805,---,-16.28,-5.34,-30.16
10338806,---,76.00,92.63,20.14
10338807,---,-31.11,-29.87,-32.26
10338808,---,-21.22,-0.27,-43.09
10338809,---,-71.16,-71.96,-70.61
10338810,---,4.63,-16.06,18.95
10338811,---,-44.16,-77.51,-0.15
10338812,---,-49.08,-64.83,-24.94
10338813,---,-96.62,-96.36,-96.92
10338814,---,85.85,92.36,74.90
10338815,---,34.64,48.41,21.91
10338816,---,40.69,88.94,-50.23
10338817,---,-26.44,-17.04,-35.53
10338818,---,7.90,9.23,6.60
10338819,---,38.88,40.91,36.97
10338820,---,96.38,97.85,93.27
10338821,---,64.39,11.54,91.51
10338822,---,53.97,10.98,84.60
10338823,---,13.20,12.58,13.82
10338824,---,-74.37,-73.75,-74.92
10338825,---,-5.50,-5.20,-5.75
10338826,---,-28.22,6.02,-57.33
10338827,---,-38.08,-29.41,-46.54
10338828,---,53.59,41.09,63.95
10338829,---,-36.58,13.91,-70.09
10338830,---,-65.77,-81.47,-22.81
10338831,---,-13.93,-23.11,-5.67
10338832,---,-94.99,-98.26,-86.16
10338833,---,58.68,70.47,42.66
10338834,---,-46.54,-17.14,-77.01
10338835,---,-74.76,-81.17,-67.96
10338836,---,-30.15,-16.80,-55.68
10338837,---,-92.84,-97.33,-79.51
10338838,---,-33.12,-0.68,-65.97
10338839,---,-14.67,-9.90,-20.21
10338840,---,22.56,18.63,26.95
10338841,---,-74.33,-73.66,-75.36
10338842,---,-15.10,-28.44,-2.78
10338843,---,52.30,59.52,45.62
10338844,---,-12.60,-47.63,25.74
10338845,---,-82.58,-93.87,-68.01
10338846,---,65.79,68.94,62.64
10338847,---,64.85,57.74,70.79
10338848,---,-63.39,-96.06,18.82
10338849,---,45.03,41.08,48.33
10338850,---,-33.43,-46.57,-20.25
10338851,---,52.84,58.40,47.06
10338852,---,-81.44,-87.88,-72.36
10338853,---,42.58,39.07,45.85
10338854,---,-0.34,1.03,-1.89
10338855,---,-44.16,-46.56,-42.31
10338856,---,-78.49,-77.13,-79.77
10338857,---,-14.84,-33.78,-0.40
10338858,---,-69.79,-70.28,-69.37
10338859,---,-16.50,-40.75,9.20
10338860,---,-12.20,34.73,-59.58
10338861,---,94.18,87.24,97.42
10338862,---,-12.91,32.24,-55.19
10338863,---,65.82,39.69,82.16
10338864,---,-89.75,-80.87,-94.35
10338865,---,-85.96,-90.34,-79.82
10338866,---,-55.22,-78.64,-30.59
10338867,---,16.62,20.26,11.52
10338868,---,-2.98,-17.70,18.31
10338869,---,-71.59,-95.03,-2.90
10338870,---,22.27,-19.91,60.05
10338871,---,58.87,81.75,9.94
10338872,---,-38.31,-50.40,-24.07
10338873,---,0.77,6.63,-1.88
10338874,---,30.01,58.33,-6.46
10338875,---,75.60,91.03,50.21
10338876,---,-81.80,-96.46,-54.60
10338877,---,-19.37,-62.04,28.91
10338878,---,-13.43,-18.85,-8.02
10338879,---,-6.55,-59.85,51.98
10338880,---,-97.08,-96.92,-97.14
10338881,---,-94.94,-98.40,-83.92
10338882,---,-55.45,-74.21,-28.76
10338883,---,-60.06,-45.37,-73.57
10338884,---,-18.86,-24.22,-13.71
10338885,---,-23.85,-42.72,-5.37
10338886,---,39.71,-5.38,66.56
10338887,---,74.47,72.86,76.38
10338888,---,66.69,52.10,76.48
10338889,---,-75.78,-68.76,-81.23
10338890,---,-64.95,-15.92,-89.36
10338891,---,-23.60,61.14,-89.30
10338892,---,-1.60,65.35,-56.56
10338893,---,-23.28,-2.55,-41.77
10338894,---,-46.14,-70.15,-10.07
10338895,---,-70.29,-89.20,-40.89
10338896,---,-37.28,-35.52,-39.50
10338897,---,-44.76,18.61,-89.50
10338898,---,-19.56,-19.44,-19.66
10338899,---,-15.38,13.24,-43.41
10338900,---,-63.84,-41.32,-82.07
10338901,---,-38.83,5.60,-78.89
10338902,---,-67.70,-57.96,-76.71
10338903,---,-28.40,-23.01,-34.72
10338904,---,95.41,99.08,71.66
10338905,---,-89.27,-94.98,-79.45
10338906,---,-83.70,-74.98,-89.44
10338907,---,18.29,11.56,25.20
10338908,---,18.09,15.08,20.68
10338909,---,22.30,-15.16,55.15
10338910,---,-80.96,-89.72,-40.06
10338911,---,26.12,39.53,12.63
10338912,---,-10.18,-9.22,-11.28
10338913,---,4.22,13.09,-3.92
10338914,---,54.39,83.05,4.94
10338915,---,-16.87,-0.31,-38.66
10338916,---,-14.25,-10.91,-17.60
10338917,---,-3.54,-5.48,-1.06
10338918,---,-73.08,-78.76,-66.09
10338919,---,-90.25,-91.84,-88.33
10338920,---,13.55,8.04,22.50
10338921,---,-39.39,-55.62,-22.23
10338922,---,-28.71,53.54,-93.14
10338923,---,-95.95,-97.53,-94.35
10338924,---,-24.06,-32.00,-16.00
10338925,---,89.91,72.78,96.23
10338926,---,68.16,7.95,92.37
10338927,---,67.73,68.90,66.50
10338928,---,-51.58,-84.99,-2.84
10338929,---,81.34,97.29,9.42
10338930,---,40.03,17.54,60.64
10338931,---,-2.12,-29.80,30.40
10338932,---,75.40,90.80,40.45
10338933,---,-87.69,-77.21,-94.10
10338934,---,77.42,64.59,84.85
10338935,---,-24.41,-8.50,-50.90
10338936,---,-52.37,-78.88,-15.05
10338937,---,-29.75,-37.85,-23.09
10338938,---,31.05,-36.81,78.84
10338939,---,-63.14,-96.04,-37.71
10338940,---,36.55,10.35,56.46
10338941,---,76.61,98.30,-4.11
10338942,---,4.86,66.02,-55.08
10338943,---,42.76,-19.20,81.21
10338944,---,-37.05,-16.03,-62.05
10338945,---,-73.21,-88.72,-37.45
10338946,---,-18.38,-19.38,-17.68
10338947,---,-62.43,-82.20,-35.87
10338948,---,-65.66,-85.78,-46.29
10338949,---,-82.17,-88.11,-71.82
10338950,---,-78.79,-62.55,-91.14
10338951,---,-45.98,-73.46,-2.41
10338952,---,-4.71,59.04,-67.79
10338953,---,-51.37,-36.61,-68.91
10338954,---,-85.25,-88.94,-78.01
10338955,---,-28.76,-15.41,-45.76
10338956,---,27.02,67.10,-19.77
10338957,---,-13.75,-11.49,-15.66
10338958,---,-53.99,-64.20,-41.69
10338959,---,71.53,83.34,54.39
10338960,---,56.58,91.59,-24.23
10338961,---,-7.74,7.72,-20.83
10338962,---,65.18,77.23,47.30
10338963,---,-83.47,-83.14,-83.75
10338964,---,-26.33,6.08,-54.19
10338965,---,34.71,33.92,35.86
10338966,---,-53.30,-77.89,-19.94
10338967,---,-38.05,-88.89,42.91
10338968,---,-5.07,37.61,-39.62
10338969,---,63.47,63.94,62.72
10338970,---,-32.25,1.51,-64.41
10338971,---,34.83,34.37,35.32
10338972,---,-67.34,-87.68,-15.17
10338973,---,-91.15,-97.80,-67.94
10338974,---,-26.07,-68.10,19.67
10338975,---,30.56,-17.90,67.26
10338976,---,5.57,-15.03,31.00
10338977,---,-35.24,-14.53,-53.48
10338978,---,32.22,67.43,-11.81
10338979,---,89.73,95.61,79.91
10338980,---,-58.74,-78.20,-34.01
10338981,---,28.05,23.65,32.25
10338982,---,-10.15,-16.65,-4.34
10338983,---,18.27,8.90,26.42
10338984,---,46.58,20.12,72.45
10338985,---,-71.37,-88.04,-51.66
10338986,---,-9.24,40.82,-82.70
10338987,---,-85.71,-90.86,-77.22
10338988,---,-6.34,-4.60,-8.59
10338989,---,-0.24,-71.85,73.72
10338990,---,-59.68,-73.14,-43.65
10338991,---,58.16,87.88,-4.58
10338992,---,29.58,-5.95,60.54
10338993,---,86.49,77.16,93.52
10338994,---,-43.02,-57.63,-26.26
10338995,---,-16.33,-47.37,15.27
10338996,---,-40.60,-87.24,26.43
10338997,---,-43.29,-65.76,-20.33
10338998,---,-14.37,0.81,-30.68
10338999,---,-42.20,-69.18,-2.98
10339000,---,-54.51,-64.53,-43.84
10339001,---,-84.40,-87.63,-81.16
10339002,---,-15.21,-3.90,-27.18
10339003,---,-62.37,-88.53,-15.65
10339004,---,78.82,77.12,80.32
10339005,---,93.78,98.24,78.22
10339006,---,0.44,30.84,-12.95
10339007,---,-70.10,-44.72,-87.59
10339008,---,17.66,37.29,-4.19
10339009,---,3.16,18.26,-11.53
10339010,---,76.01,80.98,70.64
10339011,---,-91.64,-94.36,-88.02
10339012,---,-30.42,-58.51,-2.08
10339013,---,-87.00,-96.35,-69.46
10339014,---,-78.51,-88.18,-63.60
10339015,---,37.97,42.88,32.54
10339016,---,-20.80,-9.34,-35.09
10339017,---,-35.04,-28.83,-40.52
10339018,---,31.81,56.65,-0.55
10339019,---,-28.10,-8.82,-51.80
10339020,---,50.73,36.83,63.05
10339021,---,-9.12,7.47,-26.03
10339022,---,-71.70,-91.59,-29.84
10339023,---,-5.70,-26.84,6.88
10339024,---,59.91,86.78,2.32
10339025,---,-60.28,-80.04,-37.41
10339026,---,-69.85,-28.54,-97.57
10339027,---,-48.79,-83.11,-10.84
10339028,---,93.25,95.61,89.29
10339029,---,-37.60,-87.47,42.04
10339030,---,-80.81,-93.86,-50.64
10339031,---,81.20,93.73,49.13
10339032,---,-60.07,-76.05,-44.38
10339033,---,-62.19,-63.31,-61.12
10339034,---,-98.32,-97.84,-98.82
10339035,---,10.49,-26.24,57.48
10339036,---,5.58,0.00,15.05
10339037,---,-7.71,-16.46,-1.08
10339038,---,22.33,14.30,30.09
10339039,---,63.14,54.99,69.57
10339040,---,-64.41,-52.65,-75.63
10339041,---,-23.38,-57.49,17.66
10339042,---,-73.25,-86.36,-56.84
10339043,---,-4.56,13.98,-17.21
10339044,---,-41.59,-53.98,-30.77
10339045,---,90.56,96.35,76.96
10339046,---,-21.75,31.53,-67.72
10339047,---,7.87,37.74,-12.22
10339048,---,-37.11,-20.44,-57.63
10339049,---,6.69,32.20,-12.71
10339050,---,23.57,56.22,-14.32
10339051,---,29.06,70.13,-22.44
10339052,---,16.09,0.89,29.82
10339053,---,-22.50,42.57,-90.59
10339054,---,-32.83,-95.70,58.50
10339055,---,-74.34,-87.59,-53.15
10339056,---,-20.45,-38.17,-2.89
10339057,---,54.04,2.00,83.13
10339058,---,-29.38,4.32,-65.33
10339059,---,-68.82,-43.96,-91.88
10339060,---,-32.11,-93.87,39.75
10339061,---,96.97,98.02,94.82
10339062,---,-80.56,-87.23,-66.41
10339063,---,-18.51,-19.67,-17.74
10339064,---,-86.01,-90.75,-76.68
10339065,---,15.28,4.66,43.90
10339066,---,-13.92,42.93,-62.72
10339067,---,6.21,-23.02,36.41
10339068,---,85.48,82.05,88.26
10339069,---,-34.32,-38.18,-29.96
10339070,---,87.76,98.30,51.16
10339071,---,-92.67,-95.36,-88.80
10339072,---,47.69,58.97,34.63
10339073,---,63.19,72.37,51.59
10339074,---,-39.40,-34.61,-44.35
10339075,---,-71.84,-68.75,-75.51
10339076,---,-24.89,-18.57,-30.88
10339077,---,-48.12,-87.04,14.23
10339078,---,-49.10,-81.10,-12.53
10339079,---,-36.40,-36.56,-36.15
10339080,---,62.43,38.90,76.13
10339081,---,-13.58,-39.98,14.69
10339082,---,25.45,50.09,-3.89
10339083,---,-18.37,-17.24,-19.93
10339084,---,-81.01,-79.61,-82.34
10339085,---,-48.31,-29.50,-72.02
10339086,---,-67.10,-50.68,-80.20
10339087,---,-91.87,-97.09,-80.85
10339088,---,88.60,91.83,84.94
10339089,---,19.37,16.38,21.76
10339090,---,-22.17,-58.24,20.38
10339091,---,-56.95,-30.40,-79.30
10339092,---,-1.69,-6.32,2.67
10339093,---,3.88,2.20,5.53
10339094,---,-74.81,-86.26,-58.32
10339095,---,-18.04,-63.20,22.04
10339096,---,-69.61,-43.78,-88.34
10339097,---,-77.21,-88.26,-56.02
10339098,---,-87.23,-93.08,-74.15
10339099,---,14.50,61.80,-37.60
10339100,---,-67.99,-66.25,-69.73
10339101,---,-93.05,-91.25,-94.69
10339102,---,-31.17,-45.25,-18.20
10339103,---,32.44,36.74,27.56
10339104,---,26.74,46.00,2.53
10339105,---,-36.81,-26.85,-49.23
10339106,---,-69.91,-71.14,-69.19
10339107,---,13.01,15.03,10.66
10339108,---,-52.59,-63.48,-40.85
10339109,---,76.07,24.91,92.84
10339110,---,-17.97,-44.20,10.48
10339111,---,-8.49,-27.39,14.24
10339112,---,28.37,25.36,31.58
10339113,---,-71.24,-93.03,-44.81
10339114,---,16.13,51.34,-20.32
10339115,---,20.12,30.23,9.13
10339116,---,-47.37,-31.02,-63.11
10339117,---,74.14,82.48,64.05
10339118,---,42.98,-6.32,78.50
10339119,---,-77.11,-75.73,-78.94
10339120,---,89.87,89.68,89.98
10339121,---,84.99,79.45,89.10
10339122,---,63.18,72.84,51.03
10339123,---,95.44,98.24,88.13
10339124,---,35.54,43.06,27.11
10339125,---,94.90,96.19,92.88
10339126,---,54.52,-54.33,96.28
10339127,---,-96.32,-98.23,-89.79
10339128,---,-95.35,-99.38,-77.48
10339129,---,-2.94,-12.26,10.67
10339130,---,-94.26,-81.28,-98.97
10339131,---,-48.84,-79.20,-7.79
10339132,---,11.71,-9.07,31.11
10339133,---,44.00,7.08,64.43
10339134,---,7.27,-1.08,15.23
10339135,---,15.30,52.12,-20.15
10339136,---,75.27,86.82,55.93
10339137,---,-16.19,-26.49,-6.54
10339138,---,-35.08,-7.10,-57.43
10339139,---,3.27,1.50,6.63
10339140,---,9.50,-5.26,25.06
10339141,---,81.83,86.59,76.59
10339142,---,-64.80,-95.23,-15.69
10339143,---,-55.05,-69.24,-41.14
10339144,---,3.64,9.48,-1.81
10339145,---,-3.86,11.70,-19.33
10339146,---,74.37,88.53,38.28
10339147,---,-5.89,-9.51,-3.89
10339148,---,-88.57,-93.51,-81.06
10339149,---,56.12,42.70,67.58
10339150,---,-88.92,-97.59,-62.65
10339151,---,23.76,60.88,-13.54
10339152,---,35.11,65.93,-7.20
10339153,---,-95.41,-98.35,-84.82
10339154,---,-42.66,-12.81,-79.38
10339155,---,-23.87,-48.43,0.12
10339156,---,1.95,-44.59,22.95
10339157,---,-79.51,-93.61,-45.04
10339158,---,-12.24,-17.03,-7.35
10339159,---,87.66,85.36,89.66
10339160,---,-58.10,-75.44,-37.70
10339161,---,-55.07,-77.10,-5.42
10339162,---,72.19,55.88,81.54
10339163,---,-24.38,-65.88,29.47
10339164,---,42.97,66.31,6.71
10339165,---,-50.50,-62.35,-37.55
10339166,---,-43.01,-8.82,-79.26
10339167,---,-4.00,54.27,-51.11
10339168,---,0.53,47.84,-46.20
10339169,---,-63.62,-36.58,-83.70
10339170,---,-7.46,2.63,-22.09
10339171,---,93.61,92.03,95.21
10339172,---,-51.76,-71.97,-25.78
10339173,---,-3.24,19.76,-19.47
10339174,---,-83.87,-86.12,-80.98
10339175,---,-1.66,10.70,-11.04
10339176,---,49.35,62.13,35.57
10339177,---,-50.14,-64.65,-34.16
10339178,---,89.23,79.41,93.69
10339179,---,47.37,63.20,27.76
10339180,---,26.07,4.49,47.01
10339181,---,-30.46,-35.18,-25.91
10339182,---,-13.42,12.58,-46.68
10339183,---,72.55,60.14,80.88
10339184,---,53.59,58.86,48.62
10339185,---,-72.83,-75.45,-69.11
10339186,---,-86.48,-93.82,-74.86
10339187,---,30.80,-50.86,86.67
10339188,---,12.53,64.51,-44.32
10339189,---,-6.63,-32.14,22.84
10339190,---,-42.44,-69.53,-15.42
10339191,---,-73.32,-83.52,-58.31
10339192,---,18.07,-20.16,51.65
10339193,---,79.66,60.65,91.71
10339194,---,-14.14,59.69,-88.27
10339195,---,95.64,98.21,88.58
10339196,---,46.93,62.78,25.18
10339197,---,75.97,71.11,80.24
10339198,---,11.30,-6.65,30.59
10339199,---,-85.02,-81.42,-87.89
10339200,---,-7.46,41.56,-50.56
10339201,---,-22.46,-2.78,-47.27
10339202,---,-41.24,-14.39,-64.92
10339203,---,3.51,73.00,-67.11
10339204,---,-55.67,-40.60,-67.81
10339205,---,1.02,-36.01,36.04
10339206,---,-75.26,-93.68,-33.47
10339207,---,89.18,68.42,97.50
10339208,---,-77.90,-54.67,-94.53
10339209,---,-57.40,-50.91,-64.09
10339210,---,88.17,75.54,94.95
10339211,---,-60.58,-27.25,-82.93
10339212,---,-48.95,-18.69,-71.48
10339213,---,79.24,78.32,79.75
10339214,---,-14.32,-20.14,-9.09
10339215,---,15.95,-9.59,38.63
10339216,---,40.39,12.08,70.75
10339217,---,29.63,6.18,48.88
10339218,---,-56.18,-61.40,-50.70
10339219,---,-39.46,-0.32,-84.96
10339220,---,9.83,-42.42,65.13
10339221,---,2.34,0.90,5.49
10339222,---,-59.44,-21.22,-91.97
10339223,---,-15.40,-61.28,34.04
10339224,---,-94.26,-93.91,-94.50
10339225,---,-75.78,-86.95,-43.72
10339226,---,-37.06,-15.19,-62.21
10339227,---,46.40,72.93,12.80
10339228,---,73.23,55.50,85.79
10339229,---,77.51,85.43,66.03
10339230,---,22.01,51.06,-7.49
10339231,---,-22.55,-18.56,-25.98
10339232,---,-38.83,-21.14,-54.05
10339233,---,-18.72,3.20,-40.73
10339234,---,-85.45,-55.93,-97.71
10339235,---,-32.08,-1.89,-63.55
10339236,---,81.77,88.57,70.60
10339237,---,-80.25,-85.95,-72.34
10339238,---,-48.77,-55.64,-41.05
10339239,---,86.23,92.28,76.79
10339240,---,-4.39,-12.16,5.16
10339241,---,60.73,62.05,59.49
10339242,---,-63.48,-85.03,-29.12
10339243,---,-79.42,-95.65,-49.15
10339244,---,-78.49,-80.92,-75.71
10339245,---,-82.23,-87.30,-74.53
10339246,---,54.52,44.19,61.95
10339247,---,68.89,55.73,79.57
10339248,---,-27.37,-29.86,-25.35
10339249,---,-14.80,-26.88,-0.45
10339250,---,-83.97,-96.35,-61.19
10339251,---,-85.80,-86.97,-84.88
10339252,---,-37.12,-69.24,-5.91
10339253,---,80.70,87.55,70.49
10339254,---,-63.95,20.45,-97.15
10339255,---,-36.91,-30.57,-42.81
10339256,---,-93.20,-96.40,-88.36
10339257,---,-20.90,-57.59,21.22
10339258,---,-70.97,-63.25,-77.36
10339259,---,59.97,53.50,64.63
10339260,---,-50.50,-76.92,-20.35
10339261,---,-54.26,3.09,-91.33
10339262,---,-54.26,-47.05,-60.85
10339263,---,-69.99,-61.90,-77.33
10339264,---,-4.04,-16.44,10.72
10339265,---,72.07,88.39,31.91
10339266,---,-89.11,-84.11,-92.62
10339267,---,93.26,97.62,81.33
10339268,---,-8.81,-37.84,26.23
10339269,---,-78.69,-68.70,-86.23
10339270,---,-77.95,-58.71,-91.63
10339271,---,-63.90,-58.64,-68.62
10339272,---,-88.93,-98.51,-51.82
10339273,---,-38.30,-52.84,-25.59
10339274,---,-60.36,-64.55,-56.16
10339275,---,-7.73,-11.48,-4.04
10339276,---,72.13,66.53,76.21
10339277,---,-43.07,-48.49,-38.15
10339278,---,-14.38,-2.45,-26.34
10339279,---,-79.31,-91.10,-61.03
10339280,---,-10.29,-27.69,7.14
10339281,---,-32.47,-58.00,-6.39
10339282,---,79.46,90.06,62.89
10339283,---,-94.74,-88.01,-98.54
10339284,---,10.00,21.54,-2.79
10339285,---,35.20,42.59,27.85
10339286,---,-20.64,-57.30,19.20
10339287,---,-33.20,-22.01,-43.93
10339288,---,61.60,54.25,68.55
10339289,---,-48.21,-50.42,-46.14
10339290,---,-60.71,-67.61,-52.25
10339291,---,73.11,78.46,64.65
10339292,---,59.53,77.54,30.47
10339293,---,-52.16,-34.18,-65.95
10339294,---,-9.28,7.34,-25.29
10339295,---,55.25,93.93,-77.49
10339296,---,12.01,6.21,21.40
10339297,---,-19.60,-33.66,-4.16
10339298,---,-62.60,-83.99,-37.89
10339299,---,13.37,10.12,16.53
10339300,---,83.43,63.45,93.34
10339301,---,-37.07,-46.87,-25.82
10339302,---,-22.47,-38.85,-11.49
10339303,---,-27.95,-74.83,33.48
10339304,---,71.54,92.03,21.03
10339305,---,-81.44,-82.59,-80.29
10339306,---,31.81,76.87,-39.69
10339307,---,-23.01,-29.45,-16.59
10339308,---,-62.41,-84.05,-26.53
10339309,---,-23.59,-28.14,-19.42
10339310,---,-19.63,27.19,-59.34
10339311,---,54.73,49.21,59.29
10339312,---,1.49,-8.39,12.05
10339313,---,-34.94,-18.31,-61.42
10339314,---,48.88,-18.41,84.80
10339315,---,-15.51,22.46,-49.29
10339316,---,-88.83,-94.36,-76.44
10339317,---,44.14,58.39,27.80
10339318,---,89.51,94.75,83.11
10339319,---,-99.00,-99.78,-96.30
10339320,---,-37.02,-42.19,-31.36
10339321,---,-22.99,-78.13,40.50
10339322,---,85.18,89.27,78.96
10339323,---,18.17,4.54,36.62
10339324,---,-9.28,-20.61,2.56
10339325,---,58.43,56.99,59.82
10339326,---,50.79,86.20,-16.56
10339327,---,18.19,62.24,-23.04
10339328,---,-30.62,-25.07,-36.87
10339329,---,93.42,96.23,87.21
10339330,---,-65.19,-35.57,-84.53
10339331,---,31.44,73.31,-21.24
10339332,---,50.00,74.36,13.72
10339333,---,-95.41,-99.07,-87.17
10339334,---,23.54,18.77,26.97
10339335,---,-95.56,-99.91,-82.78
10339336,---,-71.67,-87.23,-47.28
10339337,---,-91.89,-95.49,-85.80
10339338,---,70.77,92.57,-1.84
10339339,---,-89.81,-98.61,-72.19
10339340,---,-55.93,-71.78,-38.30
10339341,---,-63.25,-78.50,-40.60
10339342,---,-39.87,2.39,-78.40
10339343,---,50.98,-46.07,89.73
10339344,---,-1.51,-4.84,2.72
10339345,---,-32.82,-51.56,-13.83
10339346,---,-98.02,-99.44,-92.64
10339347,---,29.48,-27.53,72.38
10339348,---,62.34,42.02,79.79
10339349,---,41.82,34.96,49.02
10339350,---,-8.10,11.94,-24.38
10339351,---,-86.84,-92.47,-78.12
10339352,---,45.48,58.72,28.48
10339353,---,34.30,17.45,49.66
10339354,---,-90.87,-95.86,-53.19
10339355,---,-18.92,-2.74,-35.23
10339356,---,-95.95,-98.65,-83.40
10339357,---,-19.53,-12.95,-26.25
10339358,---,97.25,99.14,91.98
10339359,---,-23.12,-32.48,-16.39
10339360,---,-23.43,4.23,-64.20
10339361,---,23.29,31.38,14.74
10339362,---,-57.11,-82.31,-25.02
10339363,---,94.86,94.00,96.03
10339364,---,-74.52,-66.41,-82.03
10339365,---,-36.70,-48.71,-21.28
10339366,---,-0.62,41.34,-15.23
10339367,---,-20.33,-33.04,-8.14
10339368,---,-59.68,-85.27,-24.67
10339369,---,76.99,58.90,87.45
10339370,---,51.42,41.98,60.13
10339371,---,86.42,94.37,69.02
10339372,---,-11.80,75.56,-80.72
10339373,---,74.22,70.86,77.31
10339374,---,-69.41,-76.25,-58.40
10339375,---,12.38,6.63,22.74
10339376,---,-70.33,-65.81,-74.25
10339377,---,88.82,90.71,86.73
10339378,---,-26.48,-2.35,-66.41
10339379,---,-3.99,-3.43,-4.67
10339380,---,-69.52,-48.04,-88.15
10339381,---,-80.61,-82.03,-78.83
10339382,---,78.81,73.04,83.14
10339383,---,42.50,51.33,32.77
10339384,---,80.79,74.00,85.97
10339385,---,-24.10,6.98,-51.33
10339386,---,-16.75,-37.51,3.07
10339387,---,27.75,46.26,7.56
10339388,---,-7.35,-15.85,1.51
10339389,---,-39.01,-46.98,-32.05
10339390,---,52.41,45.81,59.77
10339391,---,-37.37,-29.09,-45.69
10339392,---,-47.87,-47.58,-48.40
10339393,---,1.68,35.21,-32.41
10339394,---,73.43,81.56,62.92
10339395,---,-26.25,-6.53,-46.02
10339396,---,-77.97,-69.47,-84.67
10339397,---,58.44,58.65,57.86
10339398,---,-46.30,-26.32,-74.89
10339399,---,-14.94,-41.28,12.93
10339400,---,-32.34,-70.65,7.89
10339401,---,-14.05,-9.10,-18.29
10339402,---,-78.48,-87.95,-65.84
10339403,---,-6.30,16.97,-25.35
10339404,---,25.01,55.74,-9.11
10339405,---,44.68,14.72,69.21
10339406,---,21.78,26.23,17.04
10339407,---,87.01,93.19,75.43
10339408,---,11.38,-32.45,50.77
10339409,---,-58.43,-49.03,-67.16
10339410,---,76.79,84.38,63.08
10339411,---,-17.69,-21.47,-12.23
10339412,---,-74.70,-63.15,-84.61
10339413,---,87.61,70.02,95.63
10339414,---,-92.13,-78.99,-98.11
10339415,---,67.81,57.59,76.92
10339416,---,-45.11,-25.99,-64.15
10339417,---,13.49,13.58,13.34
10339418,---,-33.66,16.60,-71.18
10339419,---,-10.91,-60.01,40.07
10339420,---,30.73,78.81,-45.35
10339421,---,27.58,24.64,30.00
10339422,---,68.96,81.72,48.76
10339423,---,-8.28,-20.37,4.23
10339424,---,33.07,83.23,-35.40
10339425,---,-40.06,-1.50,-87.04
10339426,---,-66.66,-75.68,-56.96
10339427,---,-78.78,-78.99,-78.60
10339428,---,37.62,2.28,64.01
10339429,---,-83.19,-66.92,-93.65
10339430,---,-66.73,-61.45,-71.46
10339431,---,-76.20,-94.03,-48.22
10339432,---,-48.31,-91.65,28.07
