Probeset_ID,Gene Symbol,Mo Bl Ly6C- IIint,Sample_,Sample_,Sample_,Sample_,Sample_
10338485,---,48.55,40.73,74.58,30.18,33.79,44.34
10338486,---,5.90,-9.07,4.56,-15.21,38.80,35.14
10338487,---,33.47,10.00,-2.32,64.91,46.90,44.62
10338488,---,80.76,93.12,73.40,90.19,52.63,68.49
10338489,---,61.45,88.82,79.34,69.96,26.99,15.28
10338490,---,37.14,37.74,33.07,44.49,42.60,28.10
10338491,---,28.28,19.43,35.67,42.93,9.17,28.03
10338492,---,66.44,86.79,48.42,77.51,31.24,64.79
10338493,---,-54.75,-63.03,-92.20,-67.78,-14.42,-20.33
10338494,---,75.32,86.25,72.66,82.56,58.00,67.21
10338495,---,87.60,93.09,82.53,97.29,61.92,81.29
10338496,---,30.91,10.64,36.64,22.46,49.05,37.70
10338497,---,66.64,11.43,36.06,94.09,71.02,82.06
10338498,---,70.44,93.83,25.58,96.94,30.78,69.42
10338499,---,89.32,90.11,57.05,74.19,96.21,98.32
10338500,---,80.36,73.69,59.37,62.51,87.06,97.53
10338501,---,48.72,74.28,26.70,73.19,41.16,-1.17
10338502,---,49.90,51.27,59.11,37.43,53.20,45.92
10338503,---,-7.06,40.26,-37.92,-55.65,-25.95,68.61
10338504,---,92.21,90.44,95.25,90.16,93.03,91.45
10338505,---,72.24,81.81,64.81,95.59,44.58,45.22
10338506,---,55.37,78.24,41.09,73.94,70.51,-18.86
10338507,---,88.35,78.59,61.07,90.24,95.48,96.43
10338508,---,55.21,82.63,0.00,55.64,24.67,79.18
10338509,---,78.39,90.79,77.75,82.73,63.20,70.55
10338510,---,-41.43,-19.58,1.60,-41.92,-63.84,-64.93
10338511,---,88.98,96.44,77.52,93.45,53.05,96.41
10338512,---,39.80,70.26,12.99,56.82,38.56,9.92
10338513,---,90.80,94.34,89.06,92.54,83.07,92.13
10338514,---,-8.49,19.82,25.86,10.10,-68.45,-26.82
10338515,---,-68.70,-84.98,-23.42,-88.20,-56.38,-68.61
10338516,---,57.59,44.73,-1.40,69.12,90.18,41.09
10338517,---,16.95,12.77,37.31,-0.03,52.73,-20.33
10338518,---,-24.56,-49.53,-47.42,-36.21,-9.90,26.82
10338519,---,8.14,3.52,37.46,5.19,9.46,-14.40
10338520,---,80.13,93.49,88.65,90.87,30.55,60.29
10338521,---,43.78,77.18,-2.54,67.30,0.23,48.58
10338522,---,18.56,20.91,26.15,0.02,32.10,17.28
10338523,---,40.58,57.65,39.40,15.06,70.49,11.20
10338524,---,39.73,-16.42,65.33,28.76,47.87,59.54
10338525,---,56.94,75.68,54.76,58.00,24.41,57.94
10338526,---,47.37,82.13,91.12,-37.64,-0.59,7.77
10338527,---,50.43,76.09,68.67,51.06,44.02,-0.74
10338528,---,11.80,22.45,52.08,24.12,-25.59,-23.46
10338529,---,3.17,13.38,32.71,56.87,-52.40,-63.14
10338530,---,98.21,99.95,98.50,99.93,90.34,84.29
10338531,---,5.94,43.28,-19.65,32.82,-23.14,-4.62
10338532,---,57.05,-11.90,19.35,60.37,89.65,80.46
10338533,---,26.39,50.61,33.55,27.35,-0.26,19.02
10338534,---,64.10,86.79,37.18,85.38,49.48,23.60
10338535,---,-1.02,12.07,-38.37,6.15,28.97,-8.00
10338536,---,90.94,77.62,83.40,90.29,98.51,91.62
10338537,---,75.02,80.83,81.50,62.16,72.49,74.00
10338538,---,84.03,98.98,91.58,95.16,55.43,12.20
10338539,---,15.62,47.79,66.27,-47.90,10.62,-2.38
10338540,---,16.01,24.54,35.14,18.05,6.73,3.59
10338541,---,36.69,18.66,30.76,29.51,58.55,60.50
10338542,---,83.76,93.54,73.44,90.94,78.24,72.91
10338543,---,17.36,-0.87,-30.38,-10.18,51.11,66.98
10338544,---,66.09,95.22,93.66,26.16,-19.65,-31.38
10338545,---,87.77,97.72,94.29,93.61,49.12,73.63
10338546,---,52.67,71.18,67.90,56.21,-8.36,56.42
10338547,---,-3.01,27.00,0.51,-33.23,-15.64,29.74
10338548,---,59.16,91.08,21.22,52.89,18.33,65.99
10338549,---,66.01,87.79,64.51,35.55,95.03,-45.15
10338550,---,62.34,70.72,53.75,12.11,77.87,73.48
10338551,---,-33.69,-81.32,-17.30,-14.18,-58.16,19.27
10338552,---,-8.60,12.57,-22.68,-26.99,-10.99,18.89
10338553,---,39.82,85.31,-20.55,62.15,-12.87,39.34
10338554,---,64.33,91.65,43.98,89.46,52.61,-1.38
10338555,---,-36.00,22.39,-83.31,-58.25,-24.29,-22.39
10338556,---,-52.46,-44.75,-33.26,-71.90,-36.92,-66.69
10338557,---,67.35,80.43,59.13,67.60,57.28,67.60
10338558,---,-57.36,-57.66,-37.51,-63.23,-48.19,-74.77
10338559,---,94.43,95.04,69.84,93.07,95.66,98.89
10338560,---,87.82,95.97,85.44,91.38,64.94,84.30
10338561,---,71.99,81.14,56.81,84.31,69.50,60.93
10338562,---,-23.68,44.28,-5.08,-37.10,-89.57,-41.82
10338563,---,1.56,-5.39,51.78,-6.41,-42.16,46.15
10338564,---,-3.59,-0.63,-57.96,-7.70,31.38,39.83
10338565,---,3.61,-9.89,42.93,-16.95,20.90,-34.43
10338566,---,53.02,65.58,30.57,63.39,42.10,57.06
10338567,---,38.32,41.85,55.88,21.89,35.76,40.46
10338568,---,51.08,65.68,41.95,76.34,28.50,27.98
10338569,---,85.35,86.12,89.82,86.58,58.08,93.14
10338570,---,11.22,35.77,13.64,4.63,15.80,-11.67
10338571,---,48.64,49.64,56.52,31.22,58.83,44.68
10338572,---,5.52,-14.57,74.63,-6.72,-57.25,29.48
10338573,---,68.44,67.97,62.75,51.62,79.09,76.94
10338574,---,53.27,83.56,43.16,16.90,52.51,49.17
10338575,---,18.29,35.25,-24.35,63.80,-16.26,31.15
10338576,---,99.20,99.67,99.17,99.65,98.50,97.75
10338577,---,-6.22,58.60,7.85,-42.57,-3.47,-31.67
10338578,---,5.30,0.69,17.64,4.39,12.18,0.94
10338579,---,-11.76,14.87,-55.29,-74.76,56.06,-12.42
10338580,---,59.70,74.39,61.07,60.26,53.00,47.13
10338581,---,15.02,47.78,46.70,10.41,-16.40,-12.44
10338582,---,-43.77,25.60,-74.79,-26.14,-63.21,-63.59
10338583,---,-11.32,51.48,-87.42,15.42,-41.38,-3.83
10338584,---,48.23,41.81,69.06,66.51,36.43,18.75
10338585,---,92.05,94.62,95.09,93.43,85.22,89.91
10338586,---,81.53,89.10,78.43,46.26,91.72,81.82
10338587,---,74.75,67.13,77.79,76.80,62.71,84.42
10338588,---,-35.04,-72.41,-13.58,-52.85,22.44,-45.57
10338589,---,-34.42,-16.04,-9.43,-52.37,-71.58,-24.86
10338590,---,34.19,52.47,29.40,58.88,-0.38,15.67
10338591,---,29.82,-3.72,61.43,31.29,68.39,-27.73
10338592,---,-20.99,39.70,-30.01,-24.46,-67.11,-32.63
10338593,---,94.86,96.99,89.90,98.72,94.02,85.14
10338594,---,22.57,3.43,49.22,27.24,16.96,14.93
10338595,---,49.31,68.34,-2.74,80.31,38.48,44.96
10338596,---,45.60,85.07,42.98,50.47,-1.68,16.10
10338597,---,33.74,12.95,-21.04,7.22,68.10,73.70
10338598,---,49.63,81.25,4.64,1.62,-3.20,97.58
10338599,---,-16.30,12.19,-54.34,-11.18,18.60,-39.69
10338600,---,66.50,85.48,79.26,89.45,5.58,5.93
10338601,---,-27.49,-15.24,26.88,-31.50,-36.47,-68.96
10338602,---,72.27,77.98,60.56,67.63,61.92,85.89
10338603,---,60.34,58.84,33.27,83.95,43.01,65.92
10338604,---,48.95,66.38,57.97,80.95,29.57,-2.35
10338605,---,-17.79,-17.41,-40.01,-11.81,-2.46,-21.32
10338606,---,84.60,90.19,86.42,95.07,75.05,55.47
10338607,---,93.03,80.17,95.18,92.41,93.93,96.74
10338608,---,54.66,71.94,67.79,77.60,11.27,-11.92
10338609,---,-50.55,-35.72,-89.33,-23.17,-88.29,-17.69
10338610,---,66.53,37.47,71.76,61.71,74.14,72.78
10338611,---,96.64,99.37,92.69,89.56,88.33,98.81
10338612,---,-9.64,-18.82,49.15,-7.12,-35.26,-29.55
10338613,---,87.55,92.55,86.31,93.16,86.06,74.90
10338614,---,48.82,12.31,80.82,-28.59,47.69,86.05
10338615,---,-14.49,-47.63,20.86,-35.53,0.72,-8.24
10338616,---,84.85,94.27,93.92,85.47,40.51,80.99
10338617,---,46.16,54.65,5.54,40.55,71.62,42.24
10338618,---,46.09,29.68,46.52,-0.65,75.84,59.87
10338619,---,95.66,98.31,98.66,96.23,91.50,88.80
10338620,---,49.72,66.27,39.89,50.88,52.68,38.17
10338621,---,65.47,98.26,59.14,69.81,-15.09,10.71
10338622,---,-43.70,-61.31,-54.65,-1.17,-70.66,-38.60
10338623,---,83.40,95.53,93.34,80.59,23.62,86.28
10338624,---,84.18,96.52,93.14,81.59,43.76,78.85
10338625,---,51.10,80.57,48.87,70.72,33.89,6.00
10338626,---,-21.21,8.71,-17.30,-34.52,-45.48,-17.58
10338627,---,73.88,95.28,63.51,92.08,1.05,60.58
10338628,---,-4.38,34.35,-65.83,3.77,53.43,-38.05
10338629,---,91.70,95.16,82.48,84.73,93.43,95.72
10338630,---,-31.81,-51.09,-7.29,-40.09,-61.29,-21.11
10338631,---,-3.04,-9.21,-2.09,-6.89,-0.72,-1.93
10338632,---,75.51,87.00,86.34,71.23,57.57,56.54
10338633,---,32.12,71.49,35.18,42.49,-5.23,7.43
10338634,---,47.47,71.69,60.56,68.87,-7.02,19.70
10338635,---,65.73,95.01,88.55,19.02,-10.99,66.25
10338636,---,79.42,96.66,91.65,77.45,19.17,58.24
10338637,---,37.20,48.60,76.64,81.06,3.12,-58.92
10338638,---,6.19,13.21,-7.13,-7.88,34.95,-1.68
10338639,---,82.66,85.24,78.11,87.63,56.03,92.79
10338640,---,-10.30,-13.23,-52.97,-27.38,25.12,33.80
10338641,---,2.40,44.79,-31.63,53.03,-17.94,-16.77
10338642,---,31.91,62.57,31.36,72.46,-4.65,-18.83
10338643,---,53.97,71.47,55.07,53.29,44.48,43.45
10338644,---,-14.50,-13.27,2.37,-10.54,-12.86,-36.26
10338645,---,35.95,33.22,39.27,31.56,37.54,36.48
10338646,---,87.97,95.29,90.56,95.69,79.46,51.89
10338647,---,30.82,73.39,41.45,-17.99,-2.95,49.41
10338648,---,85.29,90.04,81.14,66.53,88.34,92.14
10338649,---,-16.48,-11.07,-23.12,-24.00,-12.46,-15.84
10338650,---,45.53,78.17,14.88,-16.84,31.30,81.09
10338651,---,60.74,71.70,74.83,91.43,30.74,4.72
10338652,---,-17.54,-10.55,-48.89,57.25,-37.50,-45.08
10338653,---,70.81,83.02,69.18,94.09,39.47,32.35
10338654,---,-50.67,-46.03,-45.85,-29.22,-71.70,-52.34
10338655,---,71.56,80.54,80.46,76.13,68.45,49.39
10338656,---,73.67,84.59,75.83,75.42,54.27,65.26
10338657,---,-20.22,-35.62,-10.20,-34.06,18.73,-33.80
10338658,---,45.80,33.20,-13.10,83.05,57.70,48.08
10338659,---,97.11,97.70,98.48,99.15,90.88,96.81
10338660,---,-17.69,22.62,-28.20,-27.34,-6.93,-47.82
10338661,---,-3.13,-1.58,58.20,-41.37,-17.38,-9.41
10338662,---,9.04,-38.14,39.56,-6.05,32.20,33.18
10338663,---,87.56,88.65,89.58,97.15,70.71,82.43
10338664,---,17.54,11.93,33.36,14.38,19.51,12.53
10338665,---,-16.31,-7.25,22.53,-8.67,-42.40,-38.24
10338666,---,7.41,5.08,-13.61,-39.94,34.48,36.03
10338667,---,-14.23,22.05,-42.18,-4.59,-6.13,-38.95
10338668,---,9.91,71.55,-56.42,-1.63,-76.22,83.98
10338669,---,-27.83,-52.92,-78.92,-61.79,-7.01,28.14
10338670,---,28.49,85.02,-6.94,64.77,-15.74,-17.51
10338671,---,86.88,88.73,79.45,85.03,89.74,89.02
10338672,---,83.02,88.12,73.33,83.29,76.94,90.11
10338673,---,93.63,98.91,97.48,97.10,68.78,90.00
10338674,---,20.68,42.52,35.95,19.26,10.51,10.25
10338675,---,57.82,70.35,72.24,83.22,13.27,6.69
10338676,---,-37.69,-74.61,-44.04,-28.07,-28.07,-19.03
10338677,---,55.71,98.33,67.62,55.96,-28.75,-52.92
10338678,---,-39.14,-41.16,-64.17,-31.31,-44.94,-10.68
10338679,---,-9.28,33.51,3.74,-18.41,-35.48,-22.25
10338680,---,98.44,99.49,99.56,97.87,92.69,96.82
10338681,---,-9.05,-40.39,31.42,-16.11,-12.36,-17.96
10338682,---,76.13,89.14,78.13,88.14,48.85,61.45
10338683,---,42.92,64.01,76.86,75.35,2.18,8.67
10338684,---,68.75,67.48,62.78,65.40,71.17,75.70
10338685,---,39.56,86.47,80.60,21.70,-11.76,-47.07
10338686,---,65.34,67.92,78.46,69.89,25.41,67.99
10338687,---,-1.24,-52.59,-0.17,-40.12,25.25,46.06
10338688,---,66.58,55.10,80.83,67.65,57.34,68.42
10338689,---,-53.01,-72.91,-38.39,-73.49,-49.08,-24.69
10338690,---,68.16,86.15,83.24,71.43,39.94,38.95
10338691,---,-20.38,27.44,-22.95,-14.04,-59.42,-41.19
10338692,---,62.65,93.77,29.77,60.28,78.74,-10.20
10338693,---,97.63,99.00,99.16,98.28,92.02,95.99
10338694,---,25.14,65.37,4.95,-49.13,47.57,47.52
10338695,---,93.73,94.69,97.19,88.89,94.80,91.42
10338696,---,-8.33,0.50,-11.52,-14.75,11.47,-26.53
10338697,---,-12.41,49.28,-57.28,22.93,-41.88,-30.45
10338698,---,72.35,63.88,92.85,78.56,27.24,70.02
10338699,---,-73.81,-65.31,-68.37,-67.17,-64.46,-96.69
10338700,---,93.47,98.45,79.42,98.57,88.49,88.59
10338701,---,5.78,57.55,10.67,-24.60,18.08,-31.17
10338702,---,97.67,99.45,96.35,99.26,92.24,94.47
10338703,---,-40.61,-68.08,40.14,-44.46,-98.49,30.01
10338704,---,81.28,82.77,74.18,85.58,84.62,78.97
10338705,---,42.64,-1.32,5.11,45.26,63.54,70.58
10338706,---,29.92,50.34,33.26,20.51,15.24,30.65
10338707,---,14.95,11.30,-9.62,2.74,73.38,-20.66
10338708,---,-27.80,-48.94,-21.02,-45.65,-1.79,-13.19
10338709,---,96.11,98.98,98.91,99.52,85.09,85.12
10338710,---,59.13,74.96,75.65,60.30,22.55,25.09
10338711,---,36.23,84.69,12.60,41.84,18.09,-7.70
10338712,---,-73.19,-72.70,-57.03,-66.80,-77.83,-83.84
10338713,---,55.81,70.72,50.44,61.06,49.29,45.08
10338714,---,80.04,96.29,90.68,96.78,34.94,-5.41
10338715,---,58.60,57.78,43.40,75.30,60.54,47.53
10338716,---,76.17,93.15,83.54,61.54,47.74,76.83
10338717,---,-27.89,-9.86,-45.47,-46.71,-2.45,-31.31
10338718,---,-4.37,-0.56,27.85,-36.94,0.20,-13.09
10338719,---,-33.15,-53.00,-81.47,-52.48,22.73,-3.77
10338720,---,80.61,89.93,69.04,88.48,64.17,81.17
10338721,---,-2.52,11.42,81.12,-24.97,-16.97,-53.07
10338722,---,19.15,37.83,-35.81,70.16,62.96,-59.01
10338723,---,96.43,98.58,97.16,98.15,93.59,75.70
10338724,---,-10.73,-65.88,-4.08,42.62,-48.94,35.28
10338725,---,45.01,65.41,-10.52,76.66,43.35,29.47
10338726,---,-5.59,1.95,-11.64,-7.57,-34.92,33.58
10338727,---,18.15,29.64,32.58,21.55,9.59,7.35
10338728,---,-40.11,-27.97,-10.02,-68.34,-44.51,-39.66
10338729,---,64.17,77.25,81.33,69.06,29.42,37.39
10338730,---,10.26,-6.82,16.36,-14.52,21.07,22.71
10338731,---,-38.17,-31.05,-31.58,-71.93,-80.05,27.73
10338732,---,81.22,68.71,-12.65,88.69,99.56,68.02
10338733,---,81.58,93.29,88.23,86.79,70.60,51.81
10338734,---,63.40,37.20,85.84,27.27,51.79,85.00
10338735,---,-73.42,-93.57,-24.40,-75.85,-88.54,-84.68
10338736,---,64.67,55.76,90.47,60.19,61.89,39.28
10338737,---,77.86,82.90,82.61,75.31,76.79,69.42
10338738,---,52.82,51.88,52.61,42.69,41.33,70.62
10338739,---,30.79,26.57,37.87,62.13,86.04,-79.44
10338740,---,52.15,78.01,44.46,64.73,-1.45,45.37
10338741,---,28.23,-0.64,32.14,8.79,45.57,50.89
10338742,---,3.04,39.64,-6.78,46.86,-55.85,-4.95
10338743,---,87.33,96.04,87.05,86.97,78.61,81.97
10338744,---,97.67,97.91,98.31,98.46,98.11,91.84
10338745,---,97.65,99.33,97.65,96.50,97.11,96.80
10338746,---,43.63,70.38,49.47,54.58,36.78,0.99
10338747,---,79.57,61.51,90.33,54.35,85.51,87.80
10338748,---,48.64,77.10,14.60,78.00,-10.85,32.75
10338749,---,29.97,29.75,26.95,62.81,10.92,9.23
10338750,---,83.55,96.08,82.06,87.33,64.96,71.50
10338751,---,71.00,73.84,77.83,60.49,78.92,61.65
10338752,---,92.49,99.08,95.88,95.46,78.29,73.75
10338753,---,-9.56,-13.84,39.09,-8.22,-20.36,-33.10
10338754,---,16.31,67.97,-41.32,61.73,-31.35,9.02
10338755,---,-40.83,-73.47,-40.54,-33.77,-6.14,-61.93
10338756,---,76.84,68.15,62.52,80.91,73.13,90.42
10338757,---,-33.32,-38.77,-49.45,16.63,-50.46,-41.62
10338758,---,84.05,89.84,70.21,85.19,91.22,76.81
10338759,---,36.29,8.83,29.53,34.15,61.73,46.11
10338760,---,21.35,28.35,15.07,36.56,12.04,16.56
10338761,---,-75.70,-82.68,-56.30,-73.51,-71.34,-89.70
10338762,---,62.81,67.40,26.85,64.40,52.19,83.46
10338763,---,50.84,66.78,27.24,0.80,67.02,74.78
10338764,---,92.08,92.61,91.49,90.64,92.22,93.16
10338765,---,35.99,57.84,20.57,57.96,1.56,19.99
10338766,---,94.84,97.70,94.81,97.88,84.44,92.12
10338767,---,-24.42,-57.01,-6.83,8.74,-37.97,-88.20
10338768,---,90.64,97.08,94.92,95.72,85.93,55.69
10338769,---,70.59,78.46,79.57,54.00,82.22,52.89
10338770,---,-9.09,3.74,-10.70,0.19,52.19,-78.34
10338771,---,80.26,64.09,91.86,91.15,38.36,84.91
10338772,---,42.36,63.17,67.72,34.90,19.72,22.01
10338773,---,2.90,-0.70,13.26,13.91,-6.73,-19.24
10338774,---,82.51,96.81,95.40,63.58,66.07,55.78
10338775,---,94.67,96.86,95.75,96.91,80.40,93.17
10338776,---,80.67,92.18,72.73,74.62,75.50,80.67
10338777,---,78.00,96.80,-16.46,98.81,-3.15,8.30
10338778,---,55.13,44.11,50.93,-28.86,67.09,93.43
10338779,---,-83.25,-91.57,-63.26,-91.51,-78.14,-73.54
10338780,---,-74.22,-74.77,-99.10,-79.50,-32.97,-21.72
10338781,---,84.38,88.15,92.24,51.32,60.68,94.67
10338782,---,33.31,46.43,39.51,66.88,14.80,2.78
10338783,---,30.86,54.48,36.88,65.39,-2.63,-24.23
10338784,---,34.85,80.64,44.45,39.40,0.31,-16.91
10338785,---,26.98,65.19,24.13,3.69,-2.89,25.36
10338786,---,78.15,94.02,89.46,86.35,-0.95,75.06
10338787,---,75.85,94.59,76.83,61.06,47.96,81.29
10338788,---,84.85,97.87,92.31,76.62,71.40,62.15
10338789,---,6.84,37.47,31.66,10.26,-33.60,-1.89
10338790,---,35.29,28.40,20.08,72.38,33.90,12.67
10338791,---,84.30,94.45,90.41,79.39,55.11,88.90
10338792,---,69.56,73.53,76.49,92.52,30.39,59.12
10338793,---,77.59,94.86,78.58,83.85,66.41,31.99
10338794,---,-19.12,31.14,-31.47,4.08,12.38,-81.14
10338795,---,-64.87,-69.17,-78.96,-91.37,-58.28,-25.56
10338796,---,9.83,-5.51,-14.26,22.22,34.33,13.22
10338797,---,24.98,41.39,22.64,53.89,43.70,-37.62
10338798,---,41.13,63.01,26.77,57.90,17.66,26.95
10338799,---,53.64,66.27,43.65,41.95,20.98,83.07
10338800,---,84.17,91.82,76.54,89.29,77.92,78.99
10338801,---,74.29,91.94,92.35,40.89,27.59,71.35
10338802,---,-61.58,-89.76,-65.86,-84.23,17.30,17.40
10338803,---,90.05,96.25,96.10,84.65,80.39,79.65
10338804,---,83.93,97.68,82.78,89.27,47.23,75.15
10338805,---,90.35,98.23,89.09,96.97,74.70,57.47
10338806,---,-13.50,15.22,7.98,-65.16,53.71,-74.70
10338807,---,26.69,20.60,-17.92,-20.94,64.53,70.47
10338808,---,77.95,92.74,77.17,89.05,41.43,64.54
10338809,---,86.24,89.89,68.23,90.85,91.86,82.38
10338810,---,99.73,99.90,99.92,99.73,99.26,99.15
10338811,---,15.59,15.51,30.03,8.68,17.32,8.68
10338812,---,19.90,39.14,51.50,3.70,8.86,-1.17
10338813,---,57.22,48.65,26.32,83.72,62.18,42.96
10338814,---,65.84,88.10,54.28,86.52,9.35,45.12
10338815,---,9.90,13.66,31.86,17.09,-24.01,2.96
10338816,---,77.27,88.51,63.99,88.82,48.44,77.33
10338817,---,56.94,55.26,62.05,22.48,73.04,67.59
10338818,---,76.77,87.42,84.98,72.14,68.17,61.67
10338819,---,46.44,70.12,16.31,61.41,19.75,54.12
10338820,---,96.57,99.38,98.79,98.47,85.41,75.02
10338821,---,93.31,98.05,93.08,98.57,74.23,74.66
10338822,---,93.01,94.48,91.46,96.77,90.15,86.63
10338823,---,50.67,79.66,15.79,62.64,-8.56,57.64
10338824,---,74.79,70.90,86.49,79.31,62.53,66.12
10338825,---,31.08,76.46,45.49,-4.20,18.52,-9.68
10338826,---,84.59,91.94,85.51,89.76,79.69,67.92
10338827,---,6.40,11.17,-10.57,10.51,39.54,-6.89
10338828,---,91.57,93.10,88.17,91.51,93.55,92.76
10338829,---,45.03,77.53,3.29,66.72,37.43,25.58
10338830,---,-9.29,18.48,31.39,-63.58,-11.56,-37.33
10338831,---,-17.27,-36.19,-34.29,6.31,-23.05,-3.84
10338832,---,-0.16,-48.71,-37.12,-21.68,65.81,60.24
10338833,---,80.44,84.29,86.43,94.01,66.49,55.74
10338834,---,5.66,-18.11,39.25,-96.03,49.88,77.82
10338835,---,-60.64,-20.09,-16.71,-78.41,-78.05,-84.35
10338836,---,-1.47,-71.95,-5.84,-43.11,55.10,44.01
10338837,---,-1.60,-25.89,-6.31,-14.57,19.23,27.76
10338838,---,16.71,53.77,-20.02,33.88,-2.57,16.86
10338839,---,72.81,85.80,77.39,77.03,46.27,68.77
10338840,---,97.66,99.72,99.26,89.34,90.20,88.32
10338841,---,12.03,6.96,20.33,-21.03,13.85,33.67
10338842,---,-14.44,-38.49,-66.52,0.80,27.76,15.64
10338843,---,96.52,97.55,98.76,98.96,89.42,89.46
10338844,---,-38.41,-51.15,-25.69,-6.38,-64.89,-57.69
10338845,---,51.09,32.75,48.79,76.56,46.92,40.67
10338846,---,83.03,89.18,80.06,88.33,62.15,86.21
10338847,---,-1.67,11.60,25.21,23.52,-14.16,-38.25
10338848,---,90.65,67.31,99.32,91.61,86.87,85.54
10338849,---,98.38,99.32,93.52,99.19,97.99,98.48
10338850,---,62.61,93.65,40.74,89.85,25.58,-1.67
10338851,---,96.54,99.04,93.88,88.73,97.81,96.87
10338852,---,42.21,49.56,32.54,40.65,60.97,19.84
10338853,---,82.89,72.20,96.57,82.78,79.21,70.02
10338854,---,-21.19,-19.82,4.71,-13.56,-33.87,-41.53
10338855,---,76.28,97.46,94.68,88.73,-38.03,24.24
10338856,---,-20.46,-59.61,-57.53,-85.03,13.17,18.37
10338857,---,-65.22,-44.81,-35.62,-97.76,-46.02,-78.76
10338858,---,12.14,37.43,13.51,42.00,1.06,-32.99
10338859,---,97.77,99.60,99.03,98.37,94.54,93.54
10338860,---,8.35,54.99,-2.94,-16.63,-38.00,64.84
10338861,---,35.55,58.70,-60.11,83.53,20.90,45.97
10338862,---,93.15,99.39,96.84,97.67,80.37,31.18
10338863,---,85.23,93.89,88.17,90.74,75.83,54.31
10338864,---,35.43,44.25,45.03,-27.05,45.33,61.32
10338865,---,-17.56,-39.85,-14.52,-36.84,4.21,5.23
10338866,---,28.78,70.80,-1.96,24.81,14.98,17.85
10338867,---,95.65,98.52,82.81,98.60,95.57,96.69
10338868,---,76.46,78.91,83.77,59.61,74.60,81.82
10338869,---,84.03,98.16,87.70,91.23,56.90,42.90
10338870,---,21.69,24.59,30.64,-25.98,38.67,37.15
10338871,---,2.06,35.43,-52.67,72.80,-12.25,-31.08
10338872,---,43.23,82.73,81.59,48.05,-37.32,-8.92
10338873,---,62.21,83.54,67.90,-11.51,85.41,31.99
10338874,---,73.85,92.43,75.53,63.90,63.73,58.29
10338875,---,75.66,82.27,87.02,79.53,56.55,68.08
10338876,---,-40.71,-68.64,-31.36,-60.48,-14.14,-1.89
10338877,---,79.31,84.62,70.12,80.97,78.10,81.78
10338878,---,-18.20,-5.76,-51.28,-7.51,7.04,-54.18
10338879,---,80.18,74.87,58.11,83.07,91.91,84.81
10338880,---,-37.87,-62.06,-51.26,-60.52,12.42,-15.62
10338881,---,74.59,88.05,90.55,96.56,20.97,25.34
10338882,---,68.93,79.51,70.76,64.22,78.84,40.01
10338883,---,4.50,-41.80,17.43,-11.77,26.19,47.34
10338884,---,56.28,70.75,26.32,54.01,78.09,43.79
10338885,---,68.14,44.40,54.54,67.42,82.80,84.67
10338886,---,93.30,93.69,91.65,96.39,84.12,95.57
10338887,---,63.63,74.26,-0.68,85.25,58.17,74.68
10338888,---,73.06,97.10,34.69,93.45,-10.41,55.68
10338889,---,67.14,62.39,51.55,85.16,22.34,82.25
10338890,---,-77.03,-81.86,-67.09,-84.22,-48.53,-86.72
10338891,---,-19.26,-2.11,1.33,48.61,-94.30,-12.20
10338892,---,-71.02,-76.18,-78.74,-97.54,-54.74,-34.57
10338893,---,44.72,47.81,59.32,81.09,-25.47,36.07
10338894,---,79.02,80.76,67.98,83.96,86.67,70.20
10338895,---,60.76,73.19,60.27,54.32,65.48,46.14
10338896,---,49.68,-1.10,37.93,85.62,64.16,26.57
10338897,---,42.88,37.83,42.56,67.47,-34.23,75.65
10338898,---,-6.65,-8.93,-3.86,-3.47,-9.26,-9.07
10338899,---,5.67,-2.78,-20.71,31.58,45.47,-7.59
10338900,---,72.05,83.89,81.49,76.87,23.13,66.03
10338901,---,45.03,2.29,55.01,43.20,58.60,53.33
10338902,---,-40.14,-25.78,-28.30,-53.42,-50.46,-43.18
10338903,---,77.77,98.43,91.54,73.38,-24.40,58.62
10338904,---,95.44,95.98,86.08,93.09,96.09,98.43
10338905,---,-37.48,-80.67,-85.85,-6.77,-6.43,-1.24
10338906,---,-66.26,-82.60,-42.77,-85.01,-13.41,-65.12
10338907,---,65.07,71.83,63.56,54.99,73.80,60.93
10338908,---,18.20,17.66,17.66,10.12,13.30,30.32
10338909,---,45.64,-17.59,76.91,44.56,89.38,-16.75
10338910,---,-30.11,-15.82,2.56,-19.10,-50.62,-55.99
10338911,---,24.28,30.83,21.87,40.88,23.47,0.25
10338912,---,84.44,87.48,89.26,79.15,92.09,65.69
10338913,---,7.67,55.56,-17.32,38.33,50.91,-75.62
10338914,---,64.50,67.19,64.34,59.31,69.16,62.28
10338915,---,-4.81,81.11,2.22,-11.88,-41.55,-59.24
10338916,---,-50.37,-14.32,-65.52,-26.06,-97.17,-51.97
10338917,---,-10.58,-16.89,-30.41,41.38,18.56,-56.39
10338918,---,-66.51,-44.65,-32.01,-84.30,-58.66,-87.54
10338919,---,57.66,76.65,46.77,24.84,70.08,57.02
10338920,---,30.37,45.32,39.81,36.67,21.94,16.28
10338921,---,89.85,87.87,89.14,81.95,91.09,95.25
10338922,---,-8.28,50.02,-15.88,-13.70,-21.26,-26.28
10338923,---,78.27,70.90,88.14,82.46,80.08,63.26
10338924,---,90.24,98.12,87.79,98.24,62.44,63.59
10338925,---,85.88,92.29,74.20,89.88,85.62,82.58
