Probeset_ID,Gene Symbol,Mo BM Ly6C+ II-,Sample_,Sample_,Sample_
10338623,---,-7.52,35.83,5.58,-57.27
10338624,---,-12.02,-4.11,-7.91,-24.15
10338625,---,-57.73,-44.81,-89.37,-30.56
10338626,---,-80.77,-67.70,-91.45,-78.58
10338627,---,33.56,42.31,46.65,12.47
10338628,---,-29.21,-13.32,31.96,-86.39
10338629,---,71.50,-0.35,89.66,80.88
10338630,---,-3.21,-31.70,-45.91,77.49
10338631,---,-31.56,-27.34,-43.66,-24.71
10338632,---,-8.00,-41.38,-48.75,66.91
10338633,---,-48.23,-88.24,-25.06,-2.02
10338634,---,-70.30,-75.75,-43.04,-85.96
10338635,---,67.66,60.77,56.25,82.45
10338636,---,3.42,-14.12,-50.93,74.75
10338637,---,68.26,58.63,53.27,85.20
10338638,---,-70.52,7.13,-29.08,-99.25
10338639,---,28.14,23.04,-21.53,73.74
10338640,---,6.01,-57.08,35.14,58.52
10338641,---,-53.99,-77.06,-47.39,-30.09
10338642,---,6.76,1.87,33.30,-11.85
10338643,---,-1.82,-28.11,9.94,16.30
10338644,---,79.61,84.84,67.07,83.94
10338645,---,13.55,12.16,10.76,17.21
10338646,---,-19.18,31.08,-33.11,-46.99
10338647,---,47.61,60.53,-1.23,71.88
10338648,---,90.23,92.99,95.25,77.53
10338649,---,-83.06,-96.18,-75.98,-69.45
10338650,---,65.75,89.83,43.02,39.69
10338651,---,-57.69,-41.77,-33.58,-82.91
10338652,---,23.67,-49.61,-34.95,94.43
10338653,---,-73.53,-95.82,-46.03,-60.77
10338654,---,-77.13,-55.46,-75.25,-88.87
10338655,---,-51.52,-43.90,-80.14,-29.08
10338656,---,-11.91,-10.10,-16.90,-8.96
10338657,---,-68.92,-97.28,-52.57,-2.69
10338658,---,50.18,26.86,29.66,81.25
10338659,---,73.94,57.26,79.99,79.17
10338660,---,-57.12,-84.69,-10.41,-75.09
10338661,---,-52.01,-72.68,-33.93,-42.86
10338662,---,-59.08,46.32,55.59,-99.98
10338663,---,-7.57,-24.29,66.04,-63.89
10338664,---,-41.48,-29.30,-66.11,-21.45
10338665,---,-89.28,-84.04,-53.92,-98.65
10338666,---,-2.46,1.82,-41.36,22.86
10338667,---,-54.84,-50.67,-75.98,-38.78
10338668,---,-16.44,-46.89,-91.50,73.42
10338669,---,-86.31,-22.48,-94.69,-99.27
10338670,---,-52.46,-44.09,-78.88,-37.15
10338671,---,2.06,7.07,22.22,-25.08
10338672,---,53.18,45.70,62.21,48.94
10338673,---,95.42,93.63,96.20,96.25
10338674,---,14.64,21.57,17.37,7.86
10338675,---,6.95,-56.27,-22.66,81.15
10338676,---,-26.43,-74.49,-34.38,18.39
10338677,---,-31.42,-97.22,-83.72,71.15
10338678,---,38.21,9.83,6.47,76.82
10338679,---,-23.10,-37.70,-51.04,20.65
10338680,---,-18.81,-27.73,-26.55,-0.25
10338681,---,23.47,23.25,5.23,41.53
10338682,---,-10.16,-35.80,-20.98,29.10
10338683,---,-81.47,-71.57,-83.67,-83.93
10338684,---,38.12,57.29,31.36,25.59
10338685,---,-1.16,10.24,-30.60,30.36
10338686,---,-58.65,-64.63,-60.12,-50.54
10338687,---,91.88,86.59,86.50,96.96
10338688,---,77.10,77.84,92.31,50.27
10338689,---,-55.46,-2.65,16.74,-99.39
10338690,---,-81.12,-80.41,-87.88,-73.90
10338691,---,-63.64,-68.78,-82.10,-35.01
10338692,---,-64.86,-23.88,-87.61,-71.68
10338693,---,-19.21,-16.80,11.63,-52.10
10338694,---,-10.97,44.35,-42.39,-28.66
10338695,---,-68.90,-63.95,-81.81,-57.82
10338696,---,-69.38,-67.83,-75.00,-63.75
10338697,---,-30.51,-89.62,-81.20,51.98
10338698,---,-25.23,-43.90,-49.52,23.93
10338699,---,-55.07,-40.14,-74.70,-54.00
10338700,---,-50.15,-41.39,-65.61,-43.21
10338701,---,8.97,49.98,17.79,-36.06
10338702,---,23.12,-4.13,4.46,58.75
10338703,---,32.48,68.57,-36.05,54.71
10338704,---,10.54,44.45,-7.87,-10.73
10338705,---,58.40,54.23,53.74,66.23
10338706,---,49.19,64.17,9.08,68.45
10338707,---,-35.97,-68.52,13.13,-41.81
10338708,---,38.81,49.63,37.00,30.41
10338709,---,-61.08,-36.33,-66.77,-69.96
10338710,---,28.93,4.43,49.78,26.25
10338711,---,-66.59,-89.35,-58.47,-42.25
10338712,---,-81.03,-70.38,-74.68,-89.35
10338713,---,37.44,35.21,46.58,29.79
10338714,---,-46.02,-68.24,7.91,-82.91
10338715,---,-4.98,-20.52,-6.79,17.03
10338716,---,-76.48,-90.23,-67.75,-64.20
10338717,---,-36.95,-70.40,-29.44,-1.50
10338718,---,69.89,55.77,81.27,71.35
10338719,---,-1.11,-33.93,-20.33,63.87
10338720,---,27.68,7.40,33.16,43.30
10338721,---,-27.02,-20.20,-84.72,10.46
10338722,---,55.64,49.51,91.40,-7.17
10338723,---,-6.75,37.76,6.54,-57.32
10338724,---,61.47,24.77,51.68,86.34
10338725,---,-28.19,-73.70,10.21,-5.43
10338726,---,-28.17,-62.26,-5.59,-19.35
10338727,---,-42.80,-32.66,-54.36,-38.74
10338728,---,-28.84,-16.12,-51.06,-15.86
10338729,---,44.34,-72.44,52.08,93.42
10338730,---,87.68,82.61,90.70,89.59
10338731,---,-18.71,-55.60,-16.53,18.06
10338732,---,79.90,77.79,66.38,90.96
10338733,---,16.09,53.53,-46.56,39.30
10338734,---,84.13,81.18,63.30,94.26
10338735,---,-15.45,-46.50,-11.90,-0.07
10338736,---,24.52,15.11,6.54,50.42
10338737,---,-56.06,-60.88,-76.42,-20.87
10338738,---,96.42,87.75,89.25,99.65
10338739,---,-13.31,14.28,73.46,-91.39
10338740,---,-38.28,-65.74,-50.28,17.65
10338741,---,68.09,54.23,61.58,81.32
10338742,---,-32.80,-3.56,-32.72,-60.65
10338743,---,0.40,27.71,-11.16,-6.80
10338744,---,66.42,61.41,77.53,54.55
10338745,---,-0.74,-12.47,11.27,0.57
10338746,---,-77.10,-83.93,-78.74,-67.76
10338747,---,19.34,51.45,18.94,-15.63
10338748,---,-35.13,-35.64,-47.12,-21.11
10338749,---,-53.65,-58.98,-44.84,-56.06
10338750,---,51.89,-10.25,75.18,71.71
10338751,---,98.28,94.36,97.75,99.53
10338752,---,-33.05,-24.30,-59.80,-19.67
10338753,---,-0.97,-16.23,-58.89,78.57
10338754,---,28.75,4.57,-22.88,81.93
10338755,---,29.79,-52.99,68.95,62.96
10338756,---,-42.30,-96.44,15.51,-9.92
10338757,---,80.08,91.85,98.23,-15.33
10338758,---,-76.27,-54.25,-94.27,-62.16
10338759,---,-10.80,-7.20,-22.73,-2.81
10338760,---,2.98,4.30,6.04,-1.99
10338761,---,-9.29,-20.67,-8.20,0.12
10338762,---,-10.68,1.38,-34.01,-0.51
10338763,---,66.78,62.96,82.46,46.05
10338764,---,79.37,90.14,45.86,86.85
10338765,---,-76.79,-86.61,-79.78,-57.58
10338766,---,59.05,82.59,63.02,18.99
10338767,---,-40.61,-92.76,-68.45,-3.31
10338768,---,-80.62,-69.85,-69.41,-93.91
10338769,---,-19.71,-3.04,-16.89,-34.76
10338770,---,62.85,21.41,65.63,82.63
10338771,---,69.22,68.66,67.17,71.34
10338772,---,8.59,30.26,-25.54,15.84
10338773,---,-59.30,-53.63,-75.20,-40.41
10338774,---,-19.04,-21.59,-33.28,-3.17
10338775,---,14.48,50.37,60.81,-61.21
10338776,---,45.83,46.19,-6.06,76.50
10338777,---,-0.67,-57.20,-13.54,76.28
10338778,---,18.49,29.69,-20.86,50.25
10338779,---,-96.32,-96.67,-94.83,-97.00
10338780,---,17.84,-12.65,40.80,23.10
10338781,---,-56.00,-12.58,-93.64,-66.10
10338782,---,47.84,60.13,75.60,1.48
10338783,---,-74.92,-83.86,-61.77,-74.38
10338784,---,-70.87,-83.69,-86.15,-38.20
10338785,---,22.50,-56.76,65.39,54.06
10338786,---,-39.69,12.67,-4.42,-86.19
10338787,---,75.91,58.21,73.98,90.19
10338788,---,-41.75,-46.98,-22.22,-55.54
10338789,---,-29.82,-50.22,-10.02,-35.05
10338790,---,-21.42,-37.49,-65.71,41.76
10338791,---,19.67,68.41,6.64,-22.90
10338792,---,36.03,21.57,31.04,53.12
10338793,---,-36.67,-15.59,-73.36,-18.14
10338794,---,-71.93,-69.92,-87.26,-52.73
10338795,---,-7.09,-16.89,-22.25,35.79
10338796,---,-6.58,3.55,8.49,-31.06
10338797,---,-4.26,14.31,-33.32,7.73
10338798,---,-61.11,-53.43,-80.32,-47.59
10338799,---,-34.30,-52.38,-59.80,10.86
10338800,---,-44.58,-6.83,-45.71,-71.36
10338801,---,36.76,86.66,-46.14,38.68
10338802,---,42.78,36.00,41.08,51.47
10338803,---,-34.89,-47.78,-28.89,-27.63
10338804,---,-44.30,6.51,-2.69,-88.61
10338805,---,-61.46,-23.20,-86.71,-70.15
10338806,---,49.97,14.49,43.58,71.64
10338807,---,37.62,26.85,64.37,7.93
10338808,---,-7.07,-3.08,-4.51,-13.88
10338809,---,-37.79,-63.89,-51.69,-2.65
10338810,---,31.13,34.17,23.38,36.34
10338811,---,66.56,67.38,56.97,75.07
10338812,---,28.65,53.12,33.49,0.57
10338813,---,-1.57,65.67,17.14,-78.54
10338814,---,-40.01,5.62,16.70,-93.95
10338815,---,82.21,80.58,77.88,86.36
10338816,---,-64.95,-56.14,-57.41,-76.14
10338817,---,96.65,95.63,96.51,97.57
10338818,---,-51.31,-42.49,-50.44,-60.55
10338819,---,-63.39,-36.38,-72.08,-77.42
10338820,---,15.64,10.41,-18.29,54.03
10338821,---,-83.34,-84.75,-97.12,-38.13
10338822,---,-1.25,-4.89,17.00,-20.04
10338823,---,-71.45,-43.87,-77.85,-85.33
10338824,---,-30.98,-30.61,-26.19,-36.63
10338825,---,-22.88,-90.11,-46.34,65.38
10338826,---,79.13,75.18,78.75,83.23
10338827,---,-53.46,-74.29,-59.57,-24.31
10338828,---,97.23,97.57,96.04,98.02
10338829,---,-25.01,-34.27,-64.76,37.51
10338830,---,-48.15,63.16,29.17,-94.37
10338831,---,-45.84,-38.62,-23.60,-73.24
10338832,---,-70.74,-80.75,-71.64,-57.96
10338833,---,-24.41,-3.69,-50.06,-17.68
10338834,---,44.87,-4.96,0.69,87.85
10338835,---,-75.29,-70.58,-85.26,-67.67
10338836,---,-12.82,-16.25,-17.65,-6.82
10338837,---,56.10,52.74,49.88,65.34
10338838,---,-46.89,-61.28,-50.32,-29.14
10338839,---,-10.44,-2.62,0.44,-27.05
10338840,---,4.22,-24.16,38.63,15.95
10338841,---,84.32,75.76,83.50,92.24
10338842,---,14.39,14.96,52.73,-17.80
10338843,---,-9.15,-2.38,-52.87,29.61
10338844,---,15.91,-33.65,-10.00,80.42
10338845,---,-49.11,-43.73,-79.30,-19.95
10338846,---,-26.13,10.21,-40.96,-45.83
10338847,---,-11.38,-17.96,-16.05,-0.12
10338848,---,44.95,-20.41,39.38,86.72
10338849,---,-23.39,-11.48,-7.76,-48.17
10338850,---,-38.70,-51.97,-72.63,8.99
10338851,---,-14.03,-7.47,-27.29,-8.75
10338852,---,-85.45,-82.38,-81.64,-90.95
10338853,---,24.53,62.54,76.48,-75.63
10338854,---,-41.58,-44.28,-34.16,-46.23
10338855,---,-70.97,-95.94,-52.93,-34.58
10338856,---,-38.66,-38.91,-38.41,-38.70
10338857,---,-40.75,-55.90,-78.44,4.16
10338858,---,-86.53,-89.68,-97.46,-50.33
10338859,---,-21.39,5.63,-47.35,-22.30
10338860,---,-22.87,-45.48,-41.08,7.23
10338861,---,-5.75,-24.51,5.32,4.00
10338862,---,-63.57,-79.23,-69.83,-39.96
10338863,---,-3.73,-38.96,-46.47,69.36
10338864,---,-33.84,-46.44,-72.75,21.86
10338865,---,34.82,22.73,29.22,49.03
10338866,---,-79.39,-57.39,-89.16,-86.47
10338867,---,7.25,19.24,-0.58,4.22
10338868,---,-17.37,16.65,2.24,-67.21
10338869,---,-50.62,-34.92,-91.56,20.82
10338870,---,42.27,55.91,33.04,36.35
10338871,---,-23.80,-16.72,-29.49,-25.61
10338872,---,-49.41,-27.52,-63.73,-53.34
10338873,---,-13.18,-67.18,-1.88,22.71
10338874,---,-16.51,25.09,-74.22,17.79
10338875,---,95.49,89.62,94.48,98.73
10338876,---,26.14,8.35,20.86,48.49
10338877,---,65.67,71.50,77.94,39.68
10338878,---,-8.42,-64.51,-41.70,74.84
10338879,---,8.48,-17.73,39.86,6.77
10338880,---,-98.03,-95.47,-96.00,-99.70
10338881,---,-11.67,0.00,-40.27,6.44
10338882,---,-49.81,-58.45,19.01,-82.96
10338883,---,27.44,26.59,74.91,-34.09
10338884,---,-84.18,-76.08,-82.45,-91.94
10338885,---,59.92,49.54,57.47,70.06
10338886,---,95.61,94.08,93.77,97.02
10338887,---,-3.59,-23.49,-1.11,15.38
10338888,---,-7.50,-2.02,-71.75,58.36
10338889,---,6.67,-24.27,22.69,30.27
10338890,---,-26.85,17.60,-11.18,-74.39
10338891,---,-55.61,-16.76,-43.95,-89.35
10338892,---,-33.16,-21.26,-63.67,-21.48
10338893,---,26.77,-14.92,-11.02,80.70
10338894,---,84.45,80.66,83.14,88.78
10338895,---,-80.77,-80.29,-82.01,-80.19
10338896,---,-56.73,-67.09,-56.73,-44.85
10338897,---,-26.14,-21.88,-34.99,-22.73
10338898,---,-9.21,-3.86,-28.84,-1.88
10338899,---,49.37,76.92,-1.71,46.86
10338900,---,-56.06,-77.43,-55.63,-32.86
10338901,---,-48.88,-34.36,-71.68,-39.77
10338902,---,-83.42,-47.87,-95.78,-91.07
10338903,---,-15.59,-18.95,-93.96,57.84
10338904,---,91.56,87.58,15.58,99.56
10338905,---,-85.58,-93.62,-47.80,-94.30
10338906,---,-94.00,-95.09,-89.26,-95.88
10338907,---,-15.34,-2.58,-10.61,-32.33
10338908,---,-8.42,-10.32,-7.10,-7.90
10338909,---,38.30,10.59,66.19,30.73
10338910,---,-87.06,-83.90,-84.92,-90.79
10338911,---,27.96,18.44,11.45,51.23
10338912,---,-13.24,-34.85,-45.75,48.14
10338913,---,-15.22,-78.42,12.84,36.91
10338914,---,0.38,42.41,19.80,-55.15
10338915,---,-44.80,-9.45,-50.10,-84.23
10338916,---,-23.29,-55.47,-14.98,-11.02
10338917,---,-46.06,-22.00,-63.32,-54.68
10338918,---,-97.38,-94.63,-97.87,-98.14
10338919,---,-15.37,1.39,-29.77,-18.54
10338920,---,30.76,40.53,31.52,22.27
10338921,---,-56.19,-56.05,-85.56,-20.84
10338922,---,-69.11,-72.55,-40.16,-88.86
10338923,---,-59.06,-7.07,52.32,-99.80
10338924,---,-63.82,-94.99,26.68,-84.28
10338925,---,-31.18,-2.28,3.39,-78.39
10338926,---,24.48,-12.83,49.96,30.90
10338927,---,24.87,17.93,72.91,-29.02
10338928,---,11.95,-40.59,23.31,55.01
10338929,---,61.39,73.73,46.59,59.18
10338930,---,41.07,56.53,43.18,22.17
10338931,---,55.62,55.88,64.93,45.95
10338932,---,65.61,-1.63,52.94,94.23
10338933,---,-37.98,-19.22,-40.76,-58.43
10338934,---,33.75,-19.02,60.78,44.77
10338935,---,-12.54,-4.83,-38.96,-4.40
10338936,---,-34.83,-71.96,11.90,-32.74
10338937,---,-4.80,19.64,-41.03,12.36
10338938,---,-7.97,8.34,-8.94,-28.85
10338939,---,1.80,-9.76,12.83,9.49
10338940,---,-32.04,-13.10,-59.32,-19.23
10338941,---,64.55,75.26,46.71,67.86
10338942,---,-34.90,-59.23,-12.12,-31.32
10338943,---,27.64,-59.21,42.07,81.90
10338944,---,-29.34,-31.13,23.92,-81.22
10338945,---,-54.09,8.41,54.35,-97.93
10338946,---,35.11,63.34,0.58,37.75
10338947,---,14.75,-23.45,46.27,22.75
10338948,---,-45.10,-28.31,-61.65,-46.32
10338949,---,-68.50,-52.12,-29.93,-92.50
10338950,---,28.59,23.33,50.46,1.87
10338951,---,-75.94,-61.74,-83.49,-79.04
10338952,---,-67.40,-73.10,-18.18,-89.82
10338953,---,15.46,50.03,-5.36,1.00
10338954,---,-91.10,-85.98,-93.78,-92.95
10338955,---,-29.77,-22.43,-47.78,-22.50
10338956,---,23.92,1.00,-34.40,81.43
10338957,---,-55.66,-64.47,-63.78,-36.01
10338958,---,-38.98,-25.63,-4.26,-73.94
10338959,---,-18.75,2.45,-16.88,-38.00
10338960,---,-29.85,-12.18,-81.22,-9.41
10338961,---,41.56,24.15,-9.69,79.34
10338962,---,-28.87,-93.32,-3.02,-10.89
10338963,---,-46.79,-76.20,-33.62,-16.63
10338964,---,60.27,-2.19,66.25,86.01
10338965,---,-13.47,-25.51,-23.18,9.78
10338966,---,0.73,29.78,-19.58,-6.43
10338967,---,2.32,-0.90,53.62,-39.87
10338968,---,-25.30,-43.45,-61.69,34.93
10338969,---,50.52,38.89,21.53,79.22
10338970,---,-33.95,-68.28,-61.25,38.50
10338971,---,2.35,9.01,-13.31,10.98
10338972,---,-38.03,-43.00,-35.98,-34.75
10338973,---,5.75,41.94,54.40,-73.44
10338974,---,71.32,87.33,79.76,35.25
10338975,---,31.07,-5.35,39.14,54.07
10338976,---,-33.12,-18.12,-30.13,-49.07
10338977,---,-52.86,-50.42,-71.36,-30.75
10338978,---,21.86,31.18,39.27,-6.82
10338979,---,86.54,81.80,86.84,89.83
10338980,---,-26.74,-22.85,-74.60,31.63
10338981,---,-58.35,-48.84,-59.44,-65.54
10338982,---,-69.14,-90.88,-48.26,-64.88
10338983,---,68.51,45.81,69.35,82.77
10338984,---,25.29,24.42,33.88,19.10
10338985,---,-75.46,-60.47,-97.05,-53.31
10338986,---,-48.73,-79.78,-24.14,-52.18
10338987,---,-94.44,-91.92,-93.26,-96.65
10338988,---,69.92,66.24,65.28,76.92
10338989,---,-25.99,13.18,-75.15,-15.35
10338990,---,-30.39,-57.09,-40.93,10.32
10338991,---,-25.48,-66.51,-54.71,45.25
10338992,---,-32.48,-40.84,-38.15,-16.68
10338993,---,63.19,39.40,84.59,52.06
10338994,---,-35.04,-30.86,-25.41,-48.19
10338995,---,-20.01,-21.00,-66.89,26.48
10338996,---,-3.60,5.86,-50.29,41.04
10338997,---,-20.47,-55.27,39.23,-43.56
10338998,---,-20.69,-14.49,-25.85,-22.34
10338999,---,5.21,68.11,19.74,-69.29
10339000,---,-27.52,-50.07,-41.35,-0.17
10339001,---,-48.14,-31.93,-44.45,-66.34
10339002,---,26.36,43.12,25.03,8.57
10339003,---,37.96,-19.08,11.21,89.03
10339004,---,-61.39,-61.39,-56.07,-65.44
10339005,---,89.94,86.93,89.66,92.98
10339006,---,-39.47,-54.09,-77.80,-3.62
10339007,---,-59.38,-37.61,-56.31,-78.41
10339008,---,-14.02,-56.71,-25.38,47.80
10339009,---,-25.16,-21.24,-59.02,8.67
10339010,---,-28.71,-85.50,-68.12,68.16
10339011,---,-27.36,-26.94,-14.83,-42.40
10339012,---,-60.43,-63.33,-88.37,-16.06
10339013,---,-37.57,-32.91,-16.87,-60.85
10339014,---,-2.81,19.87,-26.83,-0.12
10339015,---,89.33,97.76,95.52,32.83
10339016,---,-18.22,-61.06,-31.91,37.08
10339017,---,36.57,52.51,31.28,26.23
10339018,---,-35.43,-27.72,-75.10,8.74
10339019,---,-59.97,-74.71,-10.83,-90.76
10339020,---,-5.04,-67.13,-3.94,60.29
10339021,---,-38.87,-41.87,-16.06,-60.27
10339022,---,75.43,78.94,67.77,78.53
10339023,---,48.01,46.72,43.05,54.95
10339024,---,-43.66,-14.36,-79.02,-36.32
10339025,---,-22.01,23.68,-20.81,-64.55
10339026,---,-55.82,-80.98,-27.44,-55.62
10339027,---,45.41,22.50,-0.48,88.63
10339028,---,-83.31,-27.14,-93.49,-94.58
10339029,---,-34.89,71.58,-10.65,-98.14
10339030,---,-42.16,-70.31,-54.57,7.99
10339031,---,-31.45,-85.64,19.40,-8.07
10339032,---,-53.35,-57.11,-35.46,-68.45
10339033,---,-32.15,-23.39,-70.88,-0.10
10339034,---,-43.12,-41.16,-81.98,-10.86
10339035,---,-19.96,-9.27,-5.61,-50.39
10339036,---,76.52,75.31,67.39,84.95
10339037,---,38.72,35.11,30.33,50.31
10339038,---,-19.68,-67.40,5.06,16.96
10339039,---,50.83,17.96,75.97,47.13
10339040,---,-85.40,-72.55,-89.19,-92.30
10339041,---,-70.86,-39.19,-13.22,-97.31
10339042,---,-34.14,-29.71,-43.39,-30.26
10339043,---,89.73,90.68,93.56,82.52
10339044,---,30.49,3.12,-2.77,70.76
10339045,---,89.12,43.15,94.36,97.83
10339046,---,-33.81,-61.90,-81.65,56.90
10339047,---,-44.60,-45.83,-97.09,12.50
10339048,---,-57.27,-88.70,-70.66,-25.53
10339049,---,-52.22,-76.63,-62.67,-15.12
10339050,---,47.01,-41.60,45.66,90.38
10339051,---,73.64,62.69,85.02,68.77
10339052,---,-64.28,-60.54,-55.42,-73.68
10339053,---,-67.25,-73.34,-79.15,-48.18
10339054,---,-24.03,35.02,-19.89,-76.55
10339055,---,-2.63,41.80,16.49,-59.70
10339056,---,93.08,92.10,91.71,96.03
10339057,---,-27.43,7.92,-4.79,-75.99
10339058,---,-34.11,-9.65,-74.46,-19.32
10339059,---,-17.35,-94.87,65.46,-15.71
10339060,---,96.72,97.33,95.93,96.84
10339061,---,83.28,84.53,80.57,85.13
10339062,---,36.37,47.96,19.15,41.77
10339063,---,37.39,51.19,67.29,-13.99
10339064,---,22.36,25.64,16.09,24.31
10339065,---,10.49,27.51,18.42,1.57
10339066,---,-54.89,-91.84,-95.60,79.66
10339067,---,-16.98,-17.34,-67.72,44.94
10339068,---,1.59,-7.06,13.68,-9.17
10339069,---,28.77,-61.99,54.01,75.86
10339070,---,89.01,67.53,94.64,93.67
10339071,---,-30.99,-26.74,-45.97,-19.27
10339072,---,-11.80,-5.42,-41.12,12.55
10339073,---,-36.11,-11.16,-83.97,-1.75
10339074,---,-33.15,-44.37,-51.78,-4.90
10339075,---,-53.56,-18.59,-76.50,-57.17
10339076,---,-19.46,-6.73,-60.36,9.25
10339077,---,-37.19,-25.90,-17.47,-63.53
10339078,---,-59.39,-15.10,-62.73,-90.77
10339079,---,39.73,-9.28,45.46,73.31
10339080,---,9.69,-0.14,47.61,-15.23
10339081,---,-55.43,-52.79,-62.10,-53.12
10339082,---,-42.53,-78.94,-14.48,-24.49
10339083,---,-49.91,-27.91,-47.03,-73.81
10339084,---,-22.55,-22.66,-36.58,-11.74
10339085,---,-45.69,-38.55,-91.22,-18.34
10339086,---,21.92,67.33,1.75,-9.34
10339087,---,-2.32,-21.11,-33.94,55.96
10339088,---,-29.46,-74.11,-64.52,27.15
10339089,---,-8.47,-46.99,18.68,12.94
10339090,---,-69.67,-83.37,-57.80,-62.29
10339091,---,-63.89,-96.34,-66.69,-2.56
10339092,---,-47.46,-17.29,-99.15,0.50
10339093,---,-46.78,-51.07,-49.11,-40.43
10339094,---,-40.19,-45.00,-46.16,-30.65
10339095,---,23.30,-14.33,2.38,70.15
10339096,---,-78.19,-86.37,-64.20,-80.37
10339097,---,51.16,57.85,55.62,37.90
10339098,---,-93.40,-77.41,-78.86,-99.25
10339099,---,-80.96,-75.27,-86.45,-80.77
10339100,---,13.70,22.63,11.27,6.59
10339101,---,-75.78,-54.49,-72.58,-88.79
10339102,---,-66.86,-23.79,-87.33,-85.72
10339103,---,24.41,71.18,52.80,-57.47
10339104,---,-26.07,-44.15,-22.70,-10.25
10339105,---,-52.48,-32.27,-86.14,-42.11
10339106,---,-9.69,8.15,3.75,-47.99
10339107,---,75.98,62.72,62.40,90.78
10339108,---,-55.38,-37.99,-69.46,-53.97
10339109,---,-10.53,28.98,23.96,-71.81
10339110,---,47.96,26.86,73.79,34.14
10339111,---,-11.35,-13.15,-45.95,29.29
10339112,---,-41.96,-85.94,35.22,-56.24
10339113,---,-24.89,-3.31,-61.05,-15.10
10339114,---,-38.14,-55.70,-48.60,-9.75
10339115,---,-49.32,-93.68,-35.28,-0.52
10339116,---,-93.23,-78.38,-97.93,-98.80
10339117,---,21.01,27.30,-63.32,82.48
10339118,---,87.51,96.72,58.65,87.10
10339119,---,38.49,28.11,20.42,60.38
10339120,---,78.54,81.43,74.13,79.49
10339121,---,66.14,80.58,62.86,50.98
10339122,---,-6.09,-57.10,-29.66,68.79
10339123,---,69.79,54.68,56.79,87.38
10339124,---,-33.15,-64.15,23.18,-44.22
10339125,---,71.40,53.66,83.74,65.80
10339126,---,17.36,-16.66,28.87,38.63
10339127,---,-60.88,-48.03,-59.90,-73.26
10339128,---,21.98,-8.32,1.53,61.50
10339129,---,16.50,-27.87,45.09,30.59
10339130,---,-60.20,-31.49,32.16,-100.00
10339131,---,27.84,11.22,4.24,61.38
10339132,---,2.62,15.34,-26.60,8.64
10339133,---,96.06,95.27,95.17,97.66
10339134,---,-40.23,-53.91,-30.43,-35.71
10339135,---,-7.71,-45.95,-45.39,69.23
10339136,---,42.47,-14.25,71.08,59.43
10339137,---,69.32,75.87,-58.54,98.20
10339138,---,-62.42,-29.28,-66.97,-79.12
10339139,---,61.46,63.75,53.56,66.61
10339140,---,67.54,54.38,65.41,82.29
10339141,---,25.24,25.66,-28.60,69.45
10339142,---,-35.99,-94.26,-67.45,69.98
10339143,---,-75.53,-86.22,-87.85,-48.74
10339144,---,-88.18,-85.01,-96.86,-74.05
10339145,---,-74.82,-80.97,-77.01,-65.30
10339146,---,-54.68,-69.40,-92.47,17.98
10339147,---,-12.98,-5.74,-57.26,-9.06
10339148,---,35.74,-9.55,72.83,31.46
10339149,---,42.23,29.17,32.02,60.30
10339150,---,-47.29,-21.96,-72.83,-36.02
10339151,---,-13.74,-53.03,-3.11,14.03
10339152,---,-94.38,-90.18,-99.74,-86.39
10339153,---,9.83,2.55,1.18,26.87
10339154,---,21.63,57.13,-22.48,34.87
10339155,---,-55.68,-86.92,-67.77,20.04
10339156,---,55.57,59.60,50.62,55.69
10339157,---,6.16,-16.65,-45.99,69.85
10339158,---,7.40,-24.35,-3.00,51.46
10339159,---,-27.69,-39.78,-36.66,-10.08
10339160,---,-72.24,-56.85,-82.52,-73.02
10339161,---,56.65,56.81,54.58,58.12
10339162,---,-50.05,-31.63,-70.31,-45.19
10339163,---,-37.09,-33.04,-40.19,-37.64
10339164,---,-17.81,-76.68,-30.90,57.95
10339165,---,35.13,31.32,30.38,43.26
10339166,---,-39.37,-48.30,-53.79,-17.34
10339167,---,63.37,39.21,3.88,94.20
10339168,---,-63.61,1.99,-74.89,-88.68
10339169,---,63.32,77.74,58.21,47.09
10339170,---,-8.52,-1.31,-7.98,-22.97
10339171,---,87.24,73.08,76.00,97.22
10339172,---,-68.27,-91.00,-70.76,-26.30
10339173,---,-72.72,-60.59,-61.59,-88.99
10339174,---,-1.63,-49.28,-15.11,59.44
10339175,---,-44.27,-52.86,-62.28,-16.78
10339176,---,99.07,99.18,99.54,97.95
10339177,---,54.00,59.06,48.58,53.85
10339178,---,-8.68,-19.11,-7.13,-0.85
10339179,---,1.56,-12.74,20.31,0.37
10339180,---,-11.13,-43.09,14.86,-3.20
10339181,---,28.66,-17.92,55.25,54.36
10339182,---,9.52,-46.88,-37.50,88.14
10339183,---,7.17,38.78,-19.42,28.37
10339184,---,35.05,1.59,-36.60,89.22
10339185,---,-33.97,-46.33,-35.74,-19.03
10339186,---,-77.55,-75.37,-81.32,-74.82
10339187,---,32.56,14.30,19.96,57.91
10339188,---,28.98,37.95,-49.14,80.05
10339189,---,-9.99,-91.30,31.31,60.83
10339190,---,-27.53,-22.93,-42.56,-15.85
10339191,---,-83.79,-81.11,-85.82,-84.11
10339192,---,90.60,84.47,86.98,97.14
10339193,---,42.28,39.56,42.31,44.96
10339194,---,31.83,-6.67,41.37,58.85
