Probeset_ID,Gene Symbol,Mo Bl Ly6C- II-,Sample_,Sample_
10338779,---,-73.00,-67.42,-78.53
10338780,---,-74.22,-24.93,-95.09
10338781,---,87.74,86.34,89.60
10338782,---,19.44,35.56,5.17
10338783,---,30.57,54.41,-1.00
10338784,---,-27.81,-8.99,-47.42
10338785,---,71.89,74.84,68.19
10338786,---,53.70,50.49,57.42
10338787,---,81.67,86.61,75.97
10338788,---,10.20,22.37,-2.22
10338789,---,26.25,30.63,18.85
10338790,---,24.11,0.42,44.56
10338791,---,52.02,86.73,5.19
10338792,---,82.22,80.00,84.57
10338793,---,57.94,80.53,11.79
10338794,---,-59.96,-31.75,-80.16
10338795,---,-39.30,-46.30,-33.21
10338796,---,23.11,28.75,17.27
10338797,---,56.02,70.20,38.00
10338798,---,-11.95,38.00,-54.33
10338799,---,-2.71,-0.78,-4.54
10338800,---,86.26,93.68,73.75
10338801,---,56.94,77.98,27.14
10338802,---,-69.21,-89.76,-2.79
10338803,---,63.86,56.67,69.67
10338804,---,92.39,98.65,73.28
10338805,---,89.95,90.76,89.24
10338806,---,57.58,-9.08,84.53
10338807,---,38.36,13.56,56.17
10338808,---,61.75,68.65,55.04
10338809,---,-35.76,3.78,-79.21
10338810,---,99.48,99.96,97.42
10338811,---,0.46,6.64,-14.28
10338812,---,-41.72,-20.37,-58.28
10338813,---,-10.78,-45.49,29.13
10338814,---,90.40,92.26,88.10
10338815,---,4.98,1.84,7.86
10338816,---,32.51,84.47,-50.98
10338817,---,83.88,89.37,76.48
10338818,---,30.90,40.15,22.87
10338819,---,41.81,76.88,-7.46
10338820,---,93.50,99.67,37.35
10338821,---,94.52,97.25,89.10
10338822,---,87.62,93.96,73.38
10338823,---,-17.09,21.01,-52.26
10338824,---,69.33,82.04,49.32
10338825,---,66.17,84.91,34.88
10338826,---,31.97,77.42,-23.59
10338827,---,-4.65,4.78,-13.21
10338828,---,85.17,86.47,83.70
10338829,---,26.81,30.75,23.78
10338830,---,-20.15,-18.36,-21.72
10338831,---,9.95,13.93,6.25
10338832,---,-0.67,-20.83,33.73
10338833,---,82.01,93.92,61.41
10338834,---,-75.30,-85.61,-62.53
10338835,---,-79.11,-58.28,-90.56
10338836,---,-4.94,-70.67,14.52
10338837,---,-37.98,-48.72,-27.35
10338838,---,-29.19,-54.58,-4.99
10338839,---,42.34,70.08,2.07
10338840,---,68.49,84.16,39.20
10338841,---,-32.45,-56.06,-4.01
10338842,---,57.91,52.84,63.42
10338843,---,45.71,94.86,-49.70
10338844,---,-47.65,-55.74,-39.93
10338845,---,32.44,22.29,40.25
10338846,---,71.06,85.45,46.70
10338847,---,-5.28,-3.66,-7.55
10338848,---,77.80,94.86,32.41
10338849,---,96.50,98.28,92.16
10338850,---,48.35,75.00,2.82
10338851,---,71.20,84.80,46.33
10338852,---,44.75,54.63,32.00
10338853,---,71.17,83.03,55.53
10338854,---,-39.37,-15.97,-57.84
10338855,---,9.88,60.71,-43.07
10338856,---,-36.38,-85.81,-2.39
10338857,---,-30.39,-90.98,36.93
10338858,---,2.91,54.97,-47.43
10338859,---,91.97,98.80,75.31
10338860,---,-17.29,-9.54,-26.45
10338861,---,-9.41,14.12,-32.19
10338862,---,88.54,98.33,54.85
10338863,---,75.30,90.38,42.01
10338864,---,-46.92,-16.16,-73.16
10338865,---,-26.29,-49.09,-1.67
10338866,---,-41.15,-10.01,-71.65
10338867,---,83.55,93.65,65.48
10338868,---,79.62,91.12,60.73
10338869,---,93.38,95.74,89.74
10338870,---,0.68,-5.63,5.03
10338871,---,54.24,27.12,71.65
10338872,---,22.87,81.82,-58.38
10338873,---,10.44,-19.56,51.49
10338874,---,74.29,86.72,54.82
10338875,---,87.94,84.28,91.30
10338876,---,-52.12,-69.72,-27.93
10338877,---,51.05,78.62,3.44
10338878,---,-22.57,-21.94,-23.25
10338879,---,72.23,55.37,85.31
10338880,---,-43.78,-32.56,-55.00
10338881,---,67.07,97.28,-9.50
10338882,---,58.45,73.26,38.46
10338883,---,71.30,76.73,64.45
10338884,---,53.59,67.61,38.81
10338885,---,67.61,41.66,85.92
10338886,---,95.92,94.47,96.71
10338887,---,77.72,66.20,86.38
10338888,---,89.80,92.67,85.82
10338889,---,12.56,83.59,-75.76
10338890,---,-83.24,-83.38,-83.18
10338891,---,-15.13,-40.97,14.62
10338892,---,46.34,28.48,59.17
10338893,---,29.73,61.46,-9.23
10338894,---,93.26,95.24,90.61
10338895,---,83.11,83.11,83.11
10338896,---,38.03,57.09,10.09
10338897,---,1.36,4.41,-0.71
10338898,---,-13.14,-16.33,-10.45
10338899,---,75.80,58.99,86.86
10338900,---,28.65,71.00,-23.39
10338901,---,5.07,7.48,3.47
10338902,---,-39.87,-35.38,-43.79
10338903,---,83.08,91.61,69.11
10338904,---,88.09,95.20,73.39
10338905,---,30.62,78.52,-35.13
10338906,---,-79.93,-69.54,-86.63
10338907,---,49.40,74.74,21.12
10338908,---,23.96,18.90,28.92
10338909,---,90.52,52.96,97.77
10338910,---,-63.45,-5.65,-83.62
10338911,---,3.52,19.71,-9.45
10338912,---,38.45,76.74,-14.92
10338913,---,-3.94,38.00,-39.50
10338914,---,71.25,30.34,90.37
10338915,---,-0.62,-49.36,60.83
10338916,---,-25.31,-1.02,-70.83
10338917,---,-0.12,-0.02,-0.14
10338918,---,-90.19,-91.36,-89.40
10338919,---,71.44,81.83,55.50
10338920,---,9.49,27.01,2.50
10338921,---,93.14,92.49,93.95
10338922,---,-15.25,-34.65,5.04
10338923,---,68.98,82.42,44.76
10338924,---,97.43,96.67,98.16
10338925,---,76.55,75.71,77.28
10338926,---,-12.11,-11.37,-13.02
10338927,---,0.03,-7.65,7.11
10338928,---,65.96,83.59,39.05
10338929,---,-20.44,-86.52,67.16
10338930,---,37.54,64.71,7.31
10338931,---,51.61,77.37,13.91
10338932,---,-24.15,-67.48,27.19
10338933,---,-0.11,-0.64,1.73
10338934,---,46.89,57.75,33.56
10338935,---,-43.10,-93.22,-10.55
10338936,---,37.28,82.27,-28.63
10338937,---,-16.13,4.39,-57.29
10338938,---,98.22,99.89,91.93
10338939,---,60.53,95.14,-13.75
10338940,---,37.08,7.67,59.20
10338941,---,17.19,62.08,-31.34
10338942,---,32.65,75.43,-13.48
10338943,---,-53.29,-6.73,-86.44
10338944,---,-57.11,-72.74,-41.23
10338945,---,-45.83,11.30,-80.30
10338946,---,93.39,99.67,46.39
10338947,---,-47.14,-73.15,-19.53
10338948,---,54.68,61.98,46.57
10338949,---,40.61,64.32,11.54
10338950,---,57.89,30.42,76.42
10338951,---,32.28,88.42,-46.50
10338952,---,68.47,98.05,-22.81
10338953,---,-54.08,-17.92,-91.83
10338954,---,4.44,5.84,3.40
10338955,---,-3.58,-6.33,-1.63
10338956,---,14.06,53.73,-20.94
10338957,---,-87.08,-69.15,-95.73
10338958,---,65.33,81.42,42.95
10338959,---,73.55,93.91,22.09
10338960,---,-1.23,60.72,-51.41
10338961,---,39.30,-33.54,81.77
10338962,---,-24.98,-3.31,-61.74
10338963,---,66.98,77.48,46.17
10338964,---,-53.78,-74.76,-25.59
10338965,---,98.24,99.49,94.70
10338966,---,-37.98,56.85,-91.95
10338967,---,14.43,-47.20,70.77
10338968,---,78.21,91.86,47.52
10338969,---,92.32,97.70,73.77
10338970,---,-34.90,1.81,-67.85
10338971,---,44.68,64.85,23.56
10338972,---,-37.59,-65.25,3.07
10338973,---,-85.73,-59.80,-96.53
10338974,---,17.28,53.60,-19.00
10338975,---,18.02,41.61,-5.45
10338976,---,68.22,87.28,26.90
10338977,---,92.92,97.39,82.18
10338978,---,87.13,96.04,67.66
10338979,---,91.33,91.82,90.68
10338980,---,83.28,86.12,78.98
10338981,---,89.82,95.72,77.44
10338982,---,-45.48,-2.39,-89.89
10338983,---,36.36,67.65,-1.56
10338984,---,37.57,68.60,10.34
10338985,---,-5.87,-11.39,-3.33
10338986,---,-51.49,-58.29,-45.30
10338987,---,-88.42,-85.68,-90.44
10338988,---,12.81,11.55,14.68
10338989,---,67.82,93.17,12.21
10338990,---,-0.29,19.08,-16.27
10338991,---,-45.64,-38.44,-52.61
10338992,---,80.25,91.22,59.81
10338993,---,88.65,73.99,96.50
10338994,---,90.86,98.55,53.61
10338995,---,91.96,97.56,63.85
10338996,---,56.63,82.29,5.66
10338997,---,24.32,67.78,-24.94
10338998,---,35.41,62.55,-0.97
10338999,---,48.86,62.50,33.75
10339000,---,-1.20,51.62,-41.68
10339001,---,8.79,52.62,-36.11
10339002,---,96.38,94.43,97.88
10339003,---,76.13,83.42,65.27
10339004,---,-20.86,8.03,-47.14
10339005,---,37.68,71.55,-11.45
10339006,---,76.95,96.39,-8.04
10339007,---,93.42,95.46,91.23
10339008,---,79.93,70.62,86.91
10339009,---,74.25,67.81,79.82
10339010,---,5.37,72.55,-61.00
10339011,---,-35.97,41.95,-97.46
10339012,---,72.14,77.35,65.20
10339013,---,-43.03,-25.03,-60.51
10339014,---,96.64,99.79,59.61
10339015,---,92.71,96.09,86.56
10339016,---,-3.33,40.41,-28.75
10339017,---,74.75,82.26,64.06
10339018,---,76.46,96.97,12.27
10339019,---,2.83,26.24,-8.50
10339020,---,9.97,58.89,-28.65
10339021,---,-7.53,56.53,-65.42
10339022,---,70.87,81.74,56.39
10339023,---,0.24,7.29,-17.81
10339024,---,42.36,15.88,61.89
10339025,---,35.35,49.82,15.43
10339026,---,1.85,54.09,-43.46
10339027,---,58.59,56.41,61.35
10339028,---,9.98,66.29,-51.32
10339029,---,86.20,73.80,92.57
10339030,---,5.37,39.28,-32.73
10339031,---,29.84,43.96,13.70
10339032,---,12.05,56.61,-30.89
10339033,---,-15.86,14.08,-42.08
10339034,---,-81.06,-78.94,-83.32
10339035,---,27.38,58.38,-11.34
10339036,---,7.96,14.27,3.33
10339037,---,-1.26,-44.88,44.27
10339038,---,11.17,37.24,-14.69
10339039,---,49.17,60.67,35.86
10339040,---,-8.41,24.47,-38.70
10339041,---,5.52,75.21,-67.87
10339042,---,-16.60,-50.46,-4.30
10339043,---,79.58,72.48,83.96
10339044,---,54.55,39.93,65.24
10339045,---,88.65,91.78,84.72
10339046,---,64.90,90.89,5.65
10339047,---,-31.69,-1.94,-71.73
10339048,---,-1.78,77.28,-92.98
10339049,---,76.36,89.31,48.33
10339050,---,88.67,93.24,82.31
10339051,---,77.45,92.68,48.85
10339052,---,76.46,91.77,53.60
10339053,---,-13.79,-57.04,31.78
10339054,---,48.84,62.80,31.16
10339055,---,-59.34,31.27,-93.06
10339056,---,84.65,85.29,84.21
10339057,---,76.41,78.74,73.72
10339058,---,-2.19,76.58,-79.82
10339059,---,-41.81,-59.21,-24.61
10339060,---,71.42,79.79,57.52
10339061,---,89.35,97.23,60.98
10339062,---,-53.23,-50.48,-55.84
10339063,---,45.53,89.42,-47.39
10339064,---,-89.79,-89.49,-90.23
10339065,---,15.50,22.08,10.87
10339066,---,12.30,20.27,3.81
10339067,---,74.84,78.92,70.16
10339068,---,97.34,99.35,93.86
10339069,---,47.94,75.62,0.57
10339070,---,-2.46,-49.59,32.94
10339071,---,-77.21,-71.13,-81.95
10339072,---,42.63,29.25,54.53
10339073,---,59.97,66.25,52.80
10339074,---,-36.20,-49.76,-22.51
10339075,---,-41.86,-26.64,-55.71
10339076,---,-20.89,11.19,-51.39
10339077,---,-43.01,-50.37,-34.80
10339078,---,-51.09,-73.38,-26.64
10339079,---,35.19,68.36,-5.33
10339080,---,93.46,97.28,87.15
10339081,---,79.36,90.74,58.08
10339082,---,56.53,59.74,53.26
10339083,---,74.46,91.94,41.61
10339084,---,-16.41,-2.89,-40.36
10339085,---,-34.82,-29.64,-41.45
10339086,---,75.77,95.07,38.26
10339087,---,-0.25,-41.69,50.48
10339088,---,-8.58,-13.22,-4.88
10339089,---,-18.80,-22.12,-14.69
10339090,---,77.64,95.35,27.86
10339091,---,40.33,78.11,-20.93
10339092,---,47.10,52.17,41.07
10339093,---,3.25,2.31,4.23
10339094,---,50.23,89.87,-18.35
10339095,---,83.98,90.87,73.33
10339096,---,-3.00,-16.45,0.50
10339097,---,-32.34,-24.60,-41.21
10339098,---,-51.28,10.15,-80.47
10339099,---,82.03,88.09,74.40
10339100,---,-25.12,31.43,-71.75
10339101,---,-77.42,-95.39,-9.38
10339102,---,-24.54,14.79,-71.32
10339103,---,59.39,4.19,87.38
10339104,---,88.59,92.42,80.98
10339105,---,-37.98,-32.82,-42.21
10339106,---,-26.75,-53.36,-2.92
10339107,---,70.49,84.01,49.10
10339108,---,45.08,37.55,51.63
10339109,---,40.28,84.21,-29.76
10339110,---,14.41,-30.17,55.30
10339111,---,-34.77,-21.40,-49.05
10339112,---,-16.34,-4.07,-31.02
10339113,---,-22.24,-15.91,-28.60
10339114,---,17.33,-4.28,37.98
10339115,---,51.70,-54.34,93.15
10339116,---,-32.24,-13.63,-51.90
10339117,---,10.29,0.53,18.72
10339118,---,44.38,31.09,56.20
10339119,---,8.53,-49.11,61.47
10339120,---,88.02,97.39,50.44
10339121,---,55.28,-2.88,85.07
10339122,---,25.94,28.68,22.86
10339123,---,30.16,47.46,12.48
10339124,---,93.77,97.31,83.29
10339125,---,54.20,37.12,66.46
10339126,---,55.99,32.69,73.35
10339127,---,15.60,23.20,6.71
10339128,---,29.73,62.76,-13.07
10339129,---,24.15,-12.12,53.32
10339130,---,54.33,87.39,-2.87
10339131,---,72.44,84.29,56.73
10339132,---,71.26,93.95,21.86
10339133,---,84.25,81.26,87.07
10339134,---,-4.09,4.97,-13.03
10339135,---,-25.58,-26.98,-24.07
10339136,---,88.38,96.66,64.77
10339137,---,-18.72,-7.36,-30.38
10339138,---,31.60,87.23,-63.23
10339139,---,65.43,68.45,61.83
10339140,---,9.82,-12.20,32.33
10339141,---,83.17,86.86,79.17
10339142,---,-51.29,-26.81,-73.87
10339143,---,-29.52,-27.38,-31.72
10339144,---,0.55,32.47,-27.57
10339145,---,53.66,58.91,47.60
10339146,---,-29.46,-34.82,-23.93
10339147,---,0.00,-1.10,4.66
10339148,---,-15.42,-38.74,11.01
10339149,---,74.01,76.26,71.83
10339150,---,16.24,-25.52,53.86
10339151,---,-11.49,-40.35,18.68
10339152,---,-16.37,-52.55,20.85
10339153,---,-71.94,-54.70,-81.61
10339154,---,29.18,-11.74,63.55
10339155,---,72.47,79.93,63.23
10339156,---,1.70,23.33,-46.85
10339157,---,-22.33,-14.91,-28.83
10339158,---,56.39,81.19,13.14
10339159,---,28.19,-5.08,56.77
10339160,---,-50.15,13.18,-91.31
10339161,---,9.95,66.19,-53.34
10339162,---,70.65,69.37,71.75
10339163,---,42.68,64.58,18.59
10339164,---,-24.81,-57.07,5.70
10339165,---,-33.89,-40.51,-26.44
10339166,---,43.40,64.09,15.67
10339167,---,-73.58,-51.04,-92.68
10339168,---,-34.82,-56.74,-8.10
10339169,---,73.47,78.01,67.71
10339170,---,-4.47,-31.46,38.17
10339171,---,-10.33,-48.63,32.74
10339172,---,74.78,97.39,16.04
10339173,---,-20.61,-18.47,-23.06
10339174,---,-2.32,-9.06,4.11
10339175,---,8.48,-2.37,20.35
10339176,---,72.05,80.06,62.91
10339177,---,15.08,15.10,15.06
10339178,---,66.74,95.37,-23.56
10339179,---,60.42,69.05,50.82
10339180,---,88.00,90.15,84.69
10339181,---,-90.10,-97.89,-74.31
10339182,---,21.20,-10.65,56.24
10339183,---,-0.17,-3.73,12.41
10339184,---,82.90,87.01,77.55
10339185,---,-48.49,-83.35,5.92
10339186,---,-2.16,8.47,-8.32
10339187,---,7.63,23.65,-9.03
10339188,---,-26.60,-62.83,14.10
10339189,---,-28.44,-6.80,-50.90
10339190,---,65.07,78.32,45.87
10339191,---,-22.09,-15.03,-28.68
10339192,---,43.58,53.54,33.23
10339193,---,96.71,96.54,96.88
10339194,---,54.10,59.80,46.45
10339195,---,90.48,82.82,95.00
10339196,---,26.72,64.70,-15.74
10339197,---,18.00,57.75,-23.58
10339198,---,77.33,97.67,20.12
10339199,---,13.18,58.10,-22.49
10339200,---,-6.75,31.43,-39.17
10339201,---,16.55,59.16,-22.84
10339202,---,2.62,-12.06,20.66
10339203,---,79.82,75.43,83.78
10339204,---,-43.89,-84.31,20.73
10339205,---,57.42,81.30,17.23
10339206,---,74.82,95.19,14.62
10339207,---,83.27,85.74,79.49
10339208,---,86.03,92.38,76.15
10339209,---,16.83,28.66,4.54
10339210,---,85.48,97.89,29.59
10339211,---,-22.32,-26.57,-17.83
10339212,---,69.54,92.44,10.87
10339213,---,92.21,96.61,83.51
10339214,---,27.41,22.82,32.26
10339215,---,93.12,98.73,76.92
10339216,---,39.44,36.65,42.30
10339217,---,33.03,30.34,35.43
10339218,---,-8.64,-19.34,2.54
10339219,---,37.32,78.14,-20.60
10339220,---,36.76,46.28,25.58
10339221,---,26.85,48.65,12.59
10339222,---,0.05,34.87,-21.94
10339223,---,9.55,74.29,-64.46
10339224,---,-79.65,-85.56,-69.23
10339225,---,-13.90,16.48,-50.22
10339226,---,-7.00,-0.19,-14.26
10339227,---,48.42,62.40,34.05
10339228,---,82.84,97.59,25.99
10339229,---,88.25,91.31,83.79
10339230,---,19.82,57.75,-18.43
10339231,---,4.37,24.55,-16.35
10339232,---,-9.12,46.53,-57.08
10339233,---,47.90,78.90,-0.93
10339234,---,46.77,30.11,60.80
10339235,---,52.67,32.12,68.58
10339236,---,77.69,92.20,44.06
10339237,---,-28.15,-20.83,-35.07
10339238,---,83.08,94.88,62.24
10339239,---,91.93,92.31,91.59
10339240,---,-2.42,-14.50,13.12
10339241,---,90.29,95.01,83.40
10339242,---,61.04,81.87,24.79
10339243,---,27.49,69.28,-22.73
10339244,---,-19.65,-1.83,-46.46
10339245,---,16.75,-52.21,70.18
10339246,---,-26.53,-67.45,21.39
10339247,---,59.15,64.84,52.84
10339248,---,-18.22,-19.86,-16.77
10339249,---,27.87,57.17,7.72
10339250,---,83.81,60.54,94.92
10339251,---,-79.36,-89.38,-66.33
10339252,---,33.76,84.03,-36.20
10339253,---,15.02,20.66,8.07
10339254,---,-22.91,43.63,-75.20
10339255,---,67.64,85.42,41.62
10339256,---,77.23,79.79,74.45
10339257,---,27.89,13.42,40.01
10339258,---,-22.09,-51.27,0.94
10339259,---,36.47,23.47,48.34
10339260,---,-5.92,-44.27,45.31
10339261,---,-26.44,-49.97,-3.19
10339262,---,75.57,86.80,59.73
10339263,---,-19.66,25.50,-67.55
10339264,---,-3.56,56.47,-58.27
10339265,---,-5.91,-40.80,32.36
10339266,---,41.16,53.85,27.97
10339267,---,92.75,87.13,95.96
10339268,---,79.00,95.49,42.18
10339269,---,84.53,98.97,25.75
10339270,---,-19.63,-11.02,-28.47
10339271,---,-8.53,-38.42,0.00
10339272,---,33.98,67.58,-13.27
10339273,---,4.07,-0.86,11.08
10339274,---,-35.78,-79.48,-1.82
10339275,---,-39.90,-3.00,-69.55
10339276,---,82.61,93.22,59.57
10339277,---,-61.09,-45.16,-78.54
10339278,---,-61.02,33.76,-97.05
10339279,---,59.58,16.65,84.67
10339280,---,12.94,66.10,-42.92
10339281,---,49.26,65.56,32.62
10339282,---,-32.57,20.40,-79.16
10339283,---,-75.89,-94.53,-39.54
10339284,---,-3.98,-7.05,-0.17
10339285,---,35.70,9.05,55.24
10339286,---,14.25,3.06,25.00
10339287,---,-34.45,13.28,-73.39
10339288,---,75.36,75.29,75.39
10339289,---,58.25,92.36,-14.87
10339290,---,-21.09,-11.20,-30.87
10339291,---,75.36,87.44,57.49
10339292,---,21.99,6.57,37.68
10339293,---,96.69,99.82,76.31
10339294,---,79.06,27.72,95.85
10339295,---,-10.41,-22.91,-1.52
10339296,---,36.41,54.88,20.98
10339297,---,81.16,88.28,71.07
10339298,---,-63.71,-40.34,-83.74
10339299,---,66.83,93.50,9.40
10339300,---,86.05,90.31,80.47
10339301,---,-5.55,-14.37,1.14
10339302,---,-3.27,-8.72,-1.60
10339303,---,93.66,88.97,96.23
10339304,---,73.45,68.15,78.32
10339305,---,22.85,62.72,-25.39
10339306,---,-28.96,-22.50,-35.92
10339307,---,-63.26,-81.94,-31.19
10339308,---,-49.45,-18.70,-75.04
10339309,---,-16.74,-27.26,-9.97
10339310,---,71.84,71.87,71.68
10339311,---,90.90,94.40,85.43
10339312,---,83.45,97.79,31.03
10339313,---,-24.16,-75.35,-5.94
10339314,---,71.88,29.78,90.17
10339315,---,63.36,82.56,30.66
10339316,---,-83.19,-57.82,-90.96
10339317,---,54.36,62.78,44.27
10339318,---,88.46,93.68,83.18
10339319,---,-73.90,-95.82,-1.26
10339320,---,40.94,77.50,-3.20
10339321,---,-3.84,-1.78,-5.49
10339322,---,31.90,3.74,55.62
10339323,---,51.36,66.65,35.44
10339324,---,90.12,92.37,86.52
10339325,---,53.59,53.93,53.35
10339326,---,53.11,57.24,47.85
10339327,---,1.21,-5.79,15.65
10339328,---,-17.78,-5.42,-40.71
10339329,---,91.16,98.15,53.97
10339330,---,8.90,-33.00,49.70
10339331,---,19.93,42.05,-1.38
10339332,---,74.46,67.49,79.43
10339333,---,59.44,43.91,72.21
10339334,---,24.05,27.04,20.17
10339335,---,-36.27,-18.01,-55.03
10339336,---,7.05,72.64,-59.08
10339337,---,-34.30,-61.25,-5.73
10339338,---,68.63,51.30,80.44
10339339,---,-8.16,24.18,-34.14
10339340,---,35.91,62.64,5.56
10339341,---,27.33,-6.31,55.65
10339342,---,98.83,99.55,96.57
10339343,---,3.71,-2.37,14.71
10339344,---,-17.72,21.87,-64.28
10339345,---,37.50,75.30,-18.34
10339346,---,-28.54,-90.45,-0.85
10339347,---,20.50,50.14,-8.40
10339348,---,-27.89,1.87,-47.96
10339349,---,45.79,60.30,31.58
10339350,---,78.94,54.84,90.20
10339351,---,61.42,54.06,68.22
10339352,---,94.20,96.22,91.15
10339353,---,75.71,85.31,59.42
10339354,---,-35.61,-22.30,-49.05
10339355,---,77.89,85.27,66.04
10339356,---,-69.81,-48.73,-81.04
10339357,---,31.99,49.15,10.02
10339358,---,18.15,-6.75,42.40
10339359,---,-50.01,-31.21,-74.82
10339360,---,19.74,40.87,-3.76
10339361,---,55.54,79.00,9.67
10339362,---,60.16,69.94,50.32
10339363,---,23.16,35.44,8.34
10339364,---,-44.41,-34.16,-55.93
10339365,---,10.80,13.81,7.84
10339366,---,-18.59,-36.95,-6.78
10339367,---,52.19,71.80,28.05
10339368,---,67.33,97.71,-25.16
10339369,---,89.84,97.61,51.46
10339370,---,70.68,49.16,85.02
10339371,---,20.60,18.29,23.07
10339372,---,48.98,2.67,77.79
10339373,---,93.12,93.17,93.08
10339374,---,-26.01,-28.34,-23.45
10339375,---,7.44,15.18,2.49
10339376,---,20.40,67.73,-37.25
10339377,---,96.58,98.76,89.54
10339378,---,-18.04,9.25,-53.93
10339379,---,29.76,52.76,-3.06
10339380,---,-48.35,-33.46,-62.69
10339381,---,-44.42,-44.16,-44.75
10339382,---,45.58,86.93,12.04
10339383,---,-12.84,-3.30,-22.45
10339384,---,45.13,-72.56,93.81
10339385,---,76.40,83.31,66.92
10339386,---,30.57,7.90,49.14
10339387,---,60.08,65.75,52.97
10339388,---,-29.80,-0.14,-54.49
10339389,---,-0.31,-2.29,6.00
10339390,---,69.24,82.24,47.98
10339391,---,34.31,41.75,25.76
10339392,---,44.40,69.62,10.52
10339393,---,65.77,69.95,60.95
10339394,---,75.09,75.65,74.45
10339395,---,82.44,74.59,88.08
10339396,---,48.03,81.59,3.88
10339397,---,-13.05,59.64,-81.10
10339398,---,-7.27,-6.05,-8.94
10339399,---,18.62,76.16,-48.79
10339400,---,53.07,71.55,24.12
10339401,---,95.73,98.76,84.09
10339402,---,-18.21,-49.97,15.46
10339403,---,75.79,82.17,68.63
10339404,---,95.76,95.83,95.73
10339405,---,82.37,91.70,65.77
10339406,---,31.51,21.21,41.00
10339407,---,-50.00,1.08,-88.19
10339408,---,47.20,91.14,-34.01
10339409,---,-11.06,-54.12,39.08
10339410,---,-8.34,-13.95,-4.00
10339411,---,15.86,9.57,24.12
10339412,---,64.09,91.53,-0.61
10339413,---,93.75,94.24,93.41
10339414,---,70.53,78.72,59.80
10339415,---,75.66,90.83,52.62
10339416,---,-54.50,-42.86,-64.64
10339417,---,14.65,27.80,1.12
10339418,---,15.01,57.56,-33.63
10339419,---,54.25,81.07,13.10
10339420,---,31.92,58.31,-6.21
10339421,---,42.57,28.93,54.82
10339422,---,67.44,98.65,-60.16
10339423,---,2.06,-15.26,23.71
10339424,---,-25.02,35.89,-74.45
10339425,---,44.92,95.44,-79.92
10339426,---,36.79,7.04,59.75
10339427,---,-59.73,-4.49,-88.44
10339428,---,38.51,-26.84,80.28
10339429,---,23.89,53.18,-9.31
10339430,---,-34.29,-8.25,-72.19
10339431,---,93.96,95.99,91.21
10339432,---,-50.76,-76.77,-16.48
10339433,---,17.51,78.88,-60.98
10339434,---,25.43,66.82,-23.30
10339435,---,89.19,86.61,91.38
10339436,---,73.80,40.45,90.84
10339437,---,32.44,56.68,4.62
10339438,---,44.69,75.09,-9.96
10339439,---,19.36,4.75,34.52
10339440,---,75.61,78.09,72.64
10339441,---,0.75,2.57,-0.69
10339442,---,-82.40,-90.33,-73.24
10339443,---,35.73,31.05,39.81
10339444,---,9.96,41.35,-11.86
10339445,---,-70.08,-67.33,-73.02
10339446,---,-21.12,-64.63,15.65
10339447,---,90.60,92.50,88.95
10339448,---,81.30,83.76,77.84
10339449,---,32.18,-12.93,64.40
10339450,---,54.63,85.72,-5.51
10339451,---,-17.77,47.75,-68.07
10339452,---,34.42,88.98,-48.50
10339453,---,-53.83,-21.46,-71.71
10339454,---,69.62,54.99,80.12
10339455,---,65.74,95.36,2.43
10339456,---,3.99,-36.26,41.11
10339457,---,64.56,96.85,-14.64
10339458,---,78.11,81.00,74.63
10339459,---,12.35,57.98,-37.21
10339460,---,44.43,58.99,25.73
10339461,---,-49.34,-47.04,-51.99
10339462,---,-35.68,-63.08,-1.45
10339463,---,-54.07,-62.21,-44.93
10339464,---,29.00,59.25,-7.51
10339465,---,-57.26,-42.94,-71.35
10339466,---,61.60,-11.40,90.35
