Probeset_ID,Gene Symbol,DC Lu CD103+,Sample_,Sample_,Sample_,Sample_,Sample_
10338465,---,17.20,-51.82,5.35,-18.90,38.55,85.32
10338466,---,-22.85,17.76,25.81,-39.87,-36.71,-66.41
10338467,---,-28.56,-67.89,-25.20,-23.54,-25.38,-4.51
10338468,---,-68.45,-43.58,-98.90,-94.38,24.88,-13.84
10338469,---,-77.39,-67.08,-73.65,-70.40,-91.66,-74.92
10338470,---,-64.67,-47.61,-58.11,-96.59,-33.67,-53.69
10338471,---,26.37,27.19,26.57,39.91,17.74,25.00
10338472,---,98.25,97.68,96.97,97.56,99.15,99.61
10338473,---,28.77,19.13,-27.05,27.43,65.02,50.60
10338474,---,44.84,63.99,45.64,45.07,35.35,35.59
10338475,---,98.82,99.77,99.47,99.92,95.93,95.97
10338476,---,-59.87,-22.13,-92.59,-77.50,20.24,-71.40
10338477,---,50.01,55.47,84.65,84.58,53.50,-57.66
10338478,---,-46.02,-31.59,-50.38,-88.13,-21.50,-35.70
10338479,---,-72.65,-83.38,-91.15,-70.78,-70.41,-48.48
10338480,---,8.75,17.51,-20.34,-36.63,60.34,15.86
10338481,---,47.66,55.09,72.01,70.39,-16.93,39.10
10338482,---,59.72,79.03,52.94,26.28,57.56,73.84
10338483,---,96.86,93.43,93.95,78.03,99.68,99.76
10338484,---,29.98,37.56,-10.67,-50.62,77.56,76.50
10338485,---,-52.94,-45.61,-89.93,-25.83,-37.03,-64.37
10338486,---,2.45,9.62,4.12,4.35,5.33,-16.12
10338487,---,67.97,63.12,62.89,7.61,92.69,68.27
10338488,---,-9.55,-4.99,-8.25,-84.45,8.47,64.61
10338489,---,-31.38,-18.47,-72.26,-81.43,57.96,2.01
10338490,---,-13.09,-4.91,-25.77,-54.06,-4.61,-5.63
10338491,---,13.82,28.28,44.65,44.52,-10.54,-20.15
10338492,---,-62.79,-76.01,-95.24,-69.79,-8.51,-23.09
10338493,---,-90.32,-63.83,-83.88,-99.07,-80.62,-93.60
10338494,---,24.07,0.78,5.44,7.82,59.23,26.36
10338495,---,15.42,-3.40,-53.27,-7.19,55.83,68.77
10338496,---,-9.05,-14.98,-25.62,2.29,14.00,-26.28
10338497,---,51.19,19.44,-3.75,19.78,69.98,96.58
10338498,---,53.68,30.56,37.82,57.38,66.29,75.68
10338499,---,-76.23,-99.10,-77.27,-97.14,-63.52,14.04
10338500,---,-12.91,7.50,-28.84,-29.67,29.73,-43.41
10338501,---,57.69,-18.10,87.00,57.42,38.01,81.62
10338502,---,-61.37,-43.31,-91.59,-45.96,-28.39,-76.52
10338503,---,-32.14,-73.99,-50.31,-98.68,45.49,-2.70
10338504,---,94.16,95.93,93.86,92.38,95.95,92.68
10338505,---,5.73,-5.23,62.87,-55.00,-6.47,27.20
10338506,---,-23.50,-6.64,-19.69,-17.48,-51.60,-23.29
10338507,---,-48.56,-57.08,-75.08,-94.80,63.56,-7.41
10338508,---,6.52,-10.00,-17.04,-0.56,53.98,15.79
10338509,---,-44.25,-15.05,-14.31,-58.95,-70.35,-57.09
10338510,---,-7.12,-1.68,18.17,4.23,-36.78,-17.07
10338511,---,31.52,-37.32,-14.69,64.23,71.47,50.79
10338512,---,-43.79,-18.47,-91.09,-82.88,11.99,11.54
10338513,---,54.41,67.77,84.33,67.94,39.45,-19.26
10338514,---,-24.83,-74.87,-45.78,-66.89,18.00,63.28
10338515,---,-45.80,-17.46,-27.60,-39.23,-81.19,-54.46
10338516,---,-0.06,-2.23,-27.65,-37.14,25.82,49.62
10338517,---,64.70,55.91,39.31,25.41,71.63,97.67
10338518,---,-83.47,-74.27,-66.70,-98.29,-78.52,-81.09
10338519,---,-1.35,0.53,-54.37,8.65,12.75,25.44
10338520,---,93.73,94.22,95.16,48.64,97.90,96.56
10338521,---,0.30,-21.16,-78.78,27.51,26.55,61.18
10338522,---,51.17,59.29,48.29,32.68,52.11,65.02
10338523,---,0.13,12.84,-41.28,-48.18,25.22,56.84
10338524,---,27.11,27.08,24.71,55.34,-10.59,31.34
10338525,---,-31.91,-38.33,-71.66,-31.03,-20.92,12.55
10338526,---,-26.15,-73.36,38.90,-63.89,-23.13,-19.82
10338527,---,-49.96,14.79,-56.75,-79.76,-41.36,-63.18
10338528,---,34.83,73.44,12.02,27.68,37.98,11.86
10338529,---,-8.58,-41.25,9.92,-35.03,-27.36,31.57
10338530,---,61.78,59.80,64.06,26.68,87.66,68.60
10338531,---,-35.37,-29.38,-13.29,-22.90,-44.37,-58.55
10338532,---,5.21,39.82,58.44,9.00,-54.94,-18.22
10338533,---,16.24,-34.57,-22.69,-6.12,18.45,90.13
10338534,---,24.28,32.89,-17.30,45.60,21.69,39.91
10338535,---,-44.29,-45.86,-52.62,-59.24,-66.51,10.68
10338536,---,-31.86,-44.27,-43.31,-28.80,-20.72,-20.21
10338537,---,-24.15,-38.19,-16.87,-86.33,-23.53,49.68
10338538,---,-60.53,-74.24,-72.12,-71.36,-52.83,-25.79
10338539,---,-89.69,-48.57,-93.65,-89.35,-83.12,-99.56
10338540,---,17.20,4.63,10.29,6.42,24.32,54.92
10338541,---,35.13,43.17,32.40,51.29,24.98,30.84
10338542,---,86.96,96.52,60.40,73.72,96.30,74.19
10338543,---,57.21,62.33,78.16,10.92,34.47,71.25
10338544,---,-63.46,-79.88,-16.49,-69.22,-82.68,-79.56
10338545,---,9.87,-26.96,-3.59,27.83,40.58,8.62
10338546,---,-60.18,-61.49,-89.37,-41.08,-73.59,-19.88
10338547,---,-7.77,72.26,6.34,60.84,-79.09,-87.23
10338548,---,-10.62,-6.93,-2.85,-33.13,17.71,-35.54
10338549,---,-40.26,-0.95,-74.67,-71.08,-11.43,-68.53
10338550,---,-60.84,-71.59,-30.92,-76.38,-32.30,-81.43
10338551,---,20.41,44.24,-18.46,83.21,-3.49,-37.39
10338552,---,81.66,72.47,91.20,97.91,38.97,13.72
10338553,---,12.44,13.65,34.46,5.12,-7.06,16.32
10338554,---,-20.77,9.50,-49.72,-77.38,46.51,-31.21
10338555,---,-42.85,-23.98,-8.43,-6.81,-94.48,-59.45
10338556,---,3.57,2.45,-18.13,-26.70,28.26,21.38
10338557,---,-17.50,-0.82,-47.22,-71.59,34.28,15.24
10338558,---,-42.15,-14.19,-2.48,-33.31,-74.72,-69.00
10338559,---,22.05,24.27,-11.70,6.43,44.67,44.67
10338560,---,-8.38,-12.78,-72.96,-29.88,20.29,63.16
10338561,---,63.99,80.39,82.95,62.80,25.80,48.98
10338562,---,-28.49,-88.02,-51.20,37.67,-32.14,-18.25
10338563,---,-13.68,-19.73,-18.39,-76.59,-28.08,78.30
10338564,---,-40.02,-91.14,44.57,-31.99,-69.84,-49.79
10338565,---,15.23,4.99,-28.70,33.74,12.82,42.77
10338566,---,-11.98,54.44,-45.36,-14.36,-28.62,-19.44
10338567,---,41.63,43.80,54.81,35.27,42.82,33.10
10338568,---,-1.82,-16.09,56.76,-61.43,6.97,10.17
10338569,---,12.96,44.66,-30.78,70.11,31.78,-49.22
10338570,---,-68.84,-68.16,-70.51,-86.69,-55.50,-55.01
10338571,---,-80.14,-71.82,-84.63,-99.35,-35.99,-29.69
10338572,---,51.13,-77.07,-47.58,69.62,82.63,98.03
10338573,---,60.75,92.41,70.69,19.88,56.34,31.59
10338574,---,86.29,89.46,95.56,85.25,31.28,94.51
10338575,---,-64.81,-36.83,-98.66,-92.62,-13.89,-26.98
10338576,---,25.56,66.52,-43.11,-36.10,61.52,66.05
10338577,---,-39.68,-63.15,-21.58,-22.52,-31.84,-58.14
10338578,---,4.83,8.31,1.94,2.34,9.37,3.00
10338579,---,-19.70,-18.93,-1.54,-27.58,-39.93,-22.99
10338580,---,-39.38,-1.80,8.32,-94.74,-34.03,-22.51
10338581,---,-42.08,-51.69,-77.49,-17.30,-45.24,-0.97
10338582,---,-28.60,-28.56,-24.36,-3.84,28.03,-89.32
10338583,---,-1.57,-1.63,-64.16,22.28,-29.16,76.59
10338584,---,50.53,27.68,4.36,84.87,5.00,83.59
10338585,---,97.74,97.90,96.44,96.66,98.89,98.43
10338586,---,32.98,18.54,19.02,-43.46,67.12,79.56
10338587,---,-7.71,-4.59,-31.38,-67.14,60.77,-1.52
10338588,---,-27.43,-14.88,-15.21,1.88,-82.08,-7.44
10338589,---,-73.17,-49.92,-91.60,-65.08,-52.65,-97.68
10338590,---,-16.94,-67.41,-7.76,-2.36,1.72,-20.69
10338591,---,6.50,41.84,17.70,79.22,-20.76,-73.94
10338592,---,-27.97,-66.82,-70.50,27.51,-27.13,-29.76
10338593,---,-13.17,6.05,-5.57,36.66,-10.50,-80.94
10338594,---,-56.15,-14.36,-50.44,-50.79,-63.01,-83.73
10338595,---,29.64,62.55,49.49,-1.46,73.01,-56.38
10338596,---,36.14,36.14,-37.49,-43.98,82.96,88.11
10338597,---,-68.53,-35.64,-93.10,-85.10,-95.90,3.89
10338598,---,-65.08,-75.83,-84.41,-96.46,-30.91,-18.42
10338599,---,-32.79,-36.36,-75.61,-81.37,28.38,9.78
10338600,---,1.09,-29.31,-46.69,24.56,16.29,47.19
10338601,---,54.41,72.61,43.95,51.68,45.62,51.40
10338602,---,3.37,38.08,29.97,-26.54,38.60,-47.20
10338603,---,51.69,79.84,-20.07,-36.87,80.79,88.81
10338604,---,25.77,-16.57,-8.98,-15.34,81.56,69.76
10338605,---,-25.60,-25.08,-18.70,-39.51,-32.95,-11.13
10338606,---,67.32,77.09,85.07,65.62,36.68,52.80
10338607,---,59.45,82.58,48.46,73.52,61.72,23.31
10338608,---,-17.05,37.19,-53.68,-52.42,6.69,-14.92
10338609,---,-17.02,-66.20,-3.21,-82.63,64.53,-10.99
10338610,---,-6.59,33.13,35.45,-31.74,-40.95,-20.63
10338611,---,59.90,69.79,0.82,-6.70,87.09,93.06
10338612,---,-41.97,-63.08,-67.10,59.89,-82.31,-41.85
10338613,---,8.59,-36.14,-47.97,-40.55,62.71,82.00
10338614,---,-46.71,-57.69,-65.36,-25.56,-25.75,-65.70
10338615,---,17.11,11.01,1.62,33.06,5.58,38.36
10338616,---,-9.41,-15.28,-15.77,-25.75,-10.32,23.80
10338617,---,36.42,13.40,32.69,8.29,55.82,60.51
10338618,---,-85.13,-93.95,-89.21,-95.00,-67.02,-76.81
10338619,---,81.88,89.39,72.95,77.69,78.41,88.00
10338620,---,-26.87,-34.65,-33.80,-87.89,24.82,6.23
10338621,---,-14.79,-54.66,-99.24,7.08,22.37,63.53
10338622,---,-16.96,-52.44,-23.76,-0.70,-52.48,46.24
10338623,---,-59.15,-53.07,-63.54,-93.39,-49.36,-8.49
10338624,---,24.21,33.77,23.00,-20.59,73.76,-6.17
10338625,---,-8.89,18.40,-40.25,-42.47,2.84,19.37
10338626,---,22.46,73.58,33.15,-7.82,-1.00,-1.98
10338627,---,79.63,85.55,81.02,36.99,77.53,93.11
10338628,---,30.20,-47.02,4.68,13.70,66.37,82.21
10338629,---,-66.70,4.84,-67.23,-95.92,-49.74,-91.01
10338630,---,-72.56,-85.73,-69.78,-53.58,-81.94,-68.96
10338631,---,-39.38,-10.13,-19.48,-21.61,-68.55,-87.60
10338632,---,-23.25,-50.89,-39.08,-23.95,-13.84,17.00
10338633,---,47.03,33.40,55.36,22.57,28.10,83.37
10338634,---,-51.61,-76.75,-81.88,-31.02,-85.11,48.74
10338635,---,-52.38,-79.14,-69.67,-92.13,35.29,-11.47
10338636,---,-26.81,-25.70,-74.80,-69.99,-18.55,56.00
10338637,---,14.24,-84.66,14.77,70.44,28.57,52.96
10338638,---,-50.57,18.32,-39.71,-34.55,-73.40,-87.53
10338639,---,31.45,23.77,-37.34,-4.54,56.85,89.59
10338640,---,-19.75,15.43,24.25,-15.54,-52.16,-71.64
10338641,---,13.76,-3.85,43.14,-1.01,6.81,19.06
10338642,---,16.02,39.85,41.31,52.58,-14.91,-38.84
10338643,---,0.97,3.62,-53.31,-45.67,46.55,52.32
10338644,---,-25.65,-19.17,-56.10,-52.52,-4.95,24.03
10338645,---,-4.55,23.92,-12.39,-11.19,-0.31,-0.69
10338646,---,-1.17,-36.26,38.97,-27.87,38.97,-14.69
10338647,---,-17.00,-17.81,-73.31,-81.64,69.14,27.04
10338648,---,3.27,-31.19,-17.93,22.34,27.91,18.73
10338649,---,-53.25,-12.34,-39.19,-89.03,-91.31,-69.13
10338650,---,41.77,21.86,5.67,12.36,52.52,85.02
10338651,---,9.16,53.50,14.04,-41.91,14.18,1.28
10338652,---,-42.78,-83.00,-85.13,-27.04,39.05,-10.67
10338653,---,22.20,-3.56,-36.41,-41.24,91.41,56.94
10338654,---,-78.58,-34.61,-86.42,-86.60,-77.59,-81.52
10338655,---,1.78,-23.49,50.93,31.23,-1.52,-30.99
10338656,---,3.88,-21.50,-52.21,-46.74,83.42,30.04
10338657,---,-76.27,-48.09,-76.25,-65.86,-68.28,-95.68
10338658,---,51.11,67.54,37.58,54.61,29.73,62.49
10338659,---,21.83,15.97,57.97,-33.65,35.03,33.91
10338660,---,-52.06,-85.52,-47.31,-65.75,-15.79,-46.50
10338661,---,-64.80,-92.57,-64.24,-83.50,-26.50,-22.30
10338662,---,58.85,24.98,68.55,81.08,53.36,42.54
10338663,---,5.86,4.10,36.70,-87.06,-45.29,91.29
10338664,---,1.06,7.91,19.31,-25.51,-33.01,3.84
10338665,---,-40.18,-27.13,-27.97,-82.17,-16.48,-35.01
10338666,---,15.59,38.96,-14.30,-34.61,31.69,38.43
10338667,---,-53.65,-53.31,-78.20,-77.15,-45.69,-14.59
10338668,---,-12.91,-44.38,-50.94,68.39,-1.53,-43.71
10338669,---,-20.20,24.76,-37.54,-11.37,-24.11,-70.54
10338670,---,1.91,-16.69,-49.51,-19.26,35.46,74.19
10338671,---,-48.39,-11.71,-22.04,-83.77,-30.96,-59.33
10338672,---,48.35,31.40,57.84,46.76,60.26,37.86
10338673,---,99.68,99.68,99.49,99.47,99.65,99.88
10338674,---,12.76,24.28,7.53,1.19,20.93,45.01
10338675,---,-37.66,-85.26,-69.55,8.54,-54.63,46.47
10338676,---,-20.54,-22.54,-10.78,-3.49,-87.18,-1.88
10338677,---,7.88,42.87,-40.95,-81.62,28.97,85.92
10338678,---,-16.94,11.98,10.06,-51.26,-32.91,-17.66
10338679,---,-44.23,-84.21,-74.98,-77.28,19.00,-1.39
10338680,---,-23.43,38.27,-91.32,-82.67,49.51,23.77
10338681,---,-60.97,-66.28,-78.98,-25.26,-34.55,-70.75
10338682,---,-16.40,28.65,52.67,-77.94,-11.49,-65.69
10338683,---,19.54,33.65,30.88,16.26,15.38,5.84
10338684,---,36.18,8.64,10.64,33.42,78.27,38.71
10338685,---,-58.58,-66.03,-17.91,-97.31,-50.06,-41.33
10338686,---,24.04,56.69,-1.81,-0.91,-12.12,59.27
10338687,---,-26.83,0.49,-20.27,29.67,-74.07,-47.36
10338688,---,83.74,83.34,94.02,76.67,78.38,80.09
10338689,---,-33.04,-58.59,1.17,1.67,-45.93,-59.07
10338690,---,9.34,25.94,-32.46,-21.05,52.83,30.57
10338691,---,-47.14,-36.06,-18.42,-42.98,-66.75,-72.07
10338692,---,61.64,62.38,52.83,-8.58,85.88,76.46
10338693,---,-5.62,19.49,-22.81,-13.71,-21.42,23.06
10338694,---,-70.15,-1.55,-62.67,-87.98,-73.71,-94.81
10338695,---,14.53,13.60,-48.10,-20.98,21.83,84.05
10338696,---,1.13,53.16,36.00,7.81,-25.39,-42.30
10338697,---,-36.68,-99.05,-94.39,-41.81,-21.97,54.32
10338698,---,-5.14,-12.39,-5.47,-71.38,49.17,31.79
10338699,---,-48.95,-67.61,-61.73,-74.41,-43.65,-18.53
10338700,---,-0.85,10.38,-31.46,-37.77,50.18,3.86
10338701,---,-24.40,50.21,39.35,-25.27,-76.46,-70.85
10338702,---,35.79,67.28,56.39,-5.61,42.97,-3.73
10338703,---,-72.91,-26.61,-72.09,-90.02,-64.77,-89.02
10338704,---,88.40,91.14,60.91,16.49,98.22,97.52
10338705,---,22.08,-33.72,77.44,-49.45,24.53,59.30
10338706,---,16.01,52.53,22.43,56.51,-14.96,-30.56
10338707,---,-66.93,-84.60,-90.00,-6.71,-72.41,-47.07
10338708,---,-70.54,-51.85,-64.63,-77.07,-66.54,-82.90
10338709,---,35.81,48.33,61.34,44.50,27.81,-7.34
10338710,---,-32.88,-74.57,-75.12,-54.51,41.70,18.56
10338711,---,-4.02,-16.76,-9.27,-44.12,38.97,21.08
10338712,---,-26.81,-33.54,-40.54,-40.43,-56.76,31.75
10338713,---,-25.06,-20.89,-17.97,-95.72,42.50,47.33
10338714,---,-5.64,-27.75,-24.16,62.46,20.98,-45.00
10338715,---,27.89,-33.39,-65.93,46.70,87.56,61.47
10338716,---,22.51,35.23,26.67,-37.46,37.80,49.87
10338717,---,-21.40,21.66,51.24,54.09,-87.72,-76.09
10338718,---,60.15,50.50,62.30,82.43,52.22,44.36
10338719,---,-4.88,4.87,-10.54,37.33,-42.38,-1.37
10338720,---,4.84,-17.94,-40.62,-11.67,44.93,41.23
10338721,---,-27.14,-96.53,-83.71,-13.81,71.23,-37.52
10338722,---,40.82,64.56,9.01,70.48,26.53,19.49
10338723,---,-6.66,-0.07,-34.34,-24.53,-14.76,48.56
10338724,---,-15.75,37.33,-36.48,-24.99,-52.06,3.27
10338725,---,-43.03,-13.64,-44.94,-94.73,31.20,-30.72
10338726,---,-50.83,-82.43,-61.13,-66.56,-28.12,-9.84
10338727,---,12.76,40.20,13.20,8.59,6.41,7.01
10338728,---,-28.61,24.23,44.13,-70.87,-51.48,-56.55
10338729,---,-0.18,-1.58,-5.05,-43.61,65.70,-4.00
10338730,---,20.87,27.80,18.65,25.13,12.53,20.14
10338731,---,-45.20,-69.42,7.35,-4.78,-93.37,-60.34
10338732,---,41.24,59.20,24.51,92.44,69.97,-75.17
10338733,---,1.56,-52.87,35.47,37.43,-7.57,0.28
10338734,---,88.33,79.64,89.74,27.98,92.55,97.99
10338735,---,-39.14,-77.92,-13.40,-48.83,-66.84,-9.70
10338736,---,-14.40,29.12,24.25,-71.76,-16.24,-31.18
10338737,---,-25.71,51.26,-14.69,-80.35,-56.52,1.42
10338738,---,32.81,24.79,20.27,87.16,-7.12,2.70
10338739,---,14.92,55.74,39.40,-63.33,61.90,-24.37
10338740,---,2.70,79.43,-34.65,-8.23,-29.19,-14.62
10338741,---,-10.19,-35.12,17.77,-64.18,31.27,13.13
10338742,---,-32.08,-22.88,-0.04,-31.34,-65.35,-37.03
10338743,---,-15.15,-3.29,-15.23,66.69,-44.92,-72.76
10338744,---,27.75,-28.75,-30.72,-9.88,87.19,73.51
10338745,---,70.77,66.87,29.87,22.03,93.34,94.79
10338746,---,3.29,-23.81,-36.24,-47.84,62.54,53.13
10338747,---,-13.07,20.56,-47.67,-11.45,49.31,-64.41
10338748,---,68.90,74.94,74.48,85.05,28.13,52.00
10338749,---,33.09,26.85,36.83,-27.34,64.08,51.20
10338750,---,-0.82,-27.47,34.52,-61.49,57.98,1.12
10338751,---,-8.15,27.69,-22.54,-6.80,-1.82,-36.80
10338752,---,47.05,28.03,-12.55,14.25,73.52,85.02
10338753,---,-23.92,-79.15,-30.07,21.13,-38.59,-11.08
10338754,---,-41.49,59.48,50.69,-76.65,-12.64,-98.52
10338755,---,6.51,-90.85,9.25,60.16,-6.96,71.29
10338756,---,8.81,13.65,-42.09,-26.00,51.29,48.50
10338757,---,55.87,30.68,54.88,66.21,59.41,65.70
10338758,---,25.38,23.35,-13.72,0.44,43.64,70.26
10338759,---,-69.39,-36.10,-72.26,-92.40,-66.77,-59.23
10338760,---,5.61,18.93,6.13,-21.39,10.98,3.89
10338761,---,-40.81,-44.85,-23.51,-18.29,-47.11,-70.07
10338762,---,32.73,57.54,-25.43,61.31,-2.95,58.15
10338763,---,-35.74,-50.26,7.68,-61.52,-11.89,-46.54
10338764,---,15.43,48.77,38.00,66.34,-6.07,-65.13
10338765,---,8.02,7.98,-24.53,-7.14,40.68,30.60
10338766,---,47.09,15.53,40.61,37.80,81.16,50.40
10338767,---,-36.44,-65.59,-64.46,-27.76,-19.13,-24.13
10338768,---,-1.91,22.93,-6.27,-91.01,43.70,50.76
10338769,---,-12.49,31.66,0.18,-7.47,-49.41,-30.92
10338770,---,68.04,66.67,-29.85,60.30,94.04,79.33
10338771,---,-45.15,-90.17,-77.91,10.74,-25.69,-16.19
10338772,---,18.55,30.44,35.57,25.09,18.53,-18.15
10338773,---,6.52,34.17,3.88,7.97,-15.96,0.45
10338774,---,-56.82,-77.22,-57.24,17.84,-87.89,-40.80
10338775,---,1.38,65.11,-41.65,-79.43,-13.30,79.67
10338776,---,81.32,43.62,16.04,87.61,95.23,94.11
10338777,---,-93.27,-97.85,-93.27,-99.15,-79.72,-81.16
10338778,---,62.34,58.27,39.82,77.82,-29.40,96.18
10338779,---,-88.95,-84.76,-78.76,-83.84,-87.91,-97.27
10338780,---,-48.73,29.16,-20.56,-69.60,-82.44,-72.57
10338781,---,58.87,-2.74,3.78,-0.94,92.45,91.15
10338782,---,28.69,67.98,-9.09,88.07,3.45,-29.01
10338783,---,-79.33,-87.54,-80.77,-97.53,-18.25,-47.71
10338784,---,-5.36,28.46,-85.17,-37.83,32.33,61.40
10338785,---,-26.64,-18.01,46.13,27.97,-99.13,-29.46
10338786,---,15.47,-15.47,-24.89,18.97,53.87,35.10
10338787,---,12.38,24.09,-16.07,-19.50,24.60,47.83
10338788,---,-36.03,28.63,40.70,-90.29,-87.36,-30.64
10338789,---,-8.62,-3.25,-2.02,19.49,-15.40,-49.11
10338790,---,-28.88,-19.18,-44.29,-79.80,-15.42,24.47
10338791,---,34.57,21.13,12.02,-42.13,81.44,76.55
10338792,---,45.82,48.41,64.39,93.86,14.60,-25.51
10338793,---,94.21,98.10,92.36,84.15,97.58,86.49
10338794,---,-86.06,-85.53,-81.22,-98.61,-63.27,-85.42
10338795,---,-40.69,-70.04,-34.04,-41.13,-23.94,-38.36
10338796,---,-19.15,-29.70,-51.55,-49.32,24.18,13.22
10338797,---,-46.90,-36.40,-66.76,-79.64,-30.92,-0.67
10338798,---,-19.26,-61.36,-10.70,-23.44,-3.94,-0.95
10338799,---,-28.27,-13.68,-45.87,-61.13,-35.44,16.33
10338800,---,60.33,66.02,38.84,33.66,75.03,80.23
10338801,---,29.88,-0.48,49.65,31.60,-29.62,77.32
10338802,---,-80.45,-80.14,-84.17,-91.87,-59.34,-77.84
10338803,---,55.27,77.20,22.74,73.63,54.23,38.08
10338804,---,57.63,57.26,43.94,35.30,77.02,65.84
10338805,---,-67.38,-67.19,-19.07,-99.76,-32.14,-55.30
10338806,---,-39.26,-93.05,-32.31,-37.57,-70.16,47.33
10338807,---,-34.59,-8.04,-25.60,-54.41,-34.59,-52.77
10338808,---,66.81,92.43,75.44,67.63,60.57,-0.89
10338809,---,-61.12,-91.10,-37.56,-50.18,-77.05,-40.33
10338810,---,26.04,42.15,26.46,23.79,2.42,43.18
10338811,---,-5.25,3.05,-26.18,-31.36,-5.25,20.86
10338812,---,-16.51,-40.38,2.79,-25.17,19.65,-49.17
10338813,---,-77.86,-77.86,-63.86,-98.37,-97.14,-35.16
10338814,---,72.75,76.92,76.38,69.09,72.09,67.79
10338815,---,28.16,29.17,12.94,46.93,29.84,21.49
10338816,---,-38.37,25.89,-24.68,-92.13,-2.50,-37.25
10338817,---,19.77,-7.86,24.26,-30.13,64.43,38.65
10338818,---,-10.01,-17.66,-44.63,-87.74,59.88,60.01
10338819,---,7.38,53.12,-9.28,-23.61,19.31,-4.58
10338820,---,65.49,57.26,75.84,24.36,94.65,41.82
10338821,---,15.41,26.05,-12.40,-35.69,78.16,-1.44
10338822,---,84.94,92.96,46.82,54.07,97.90,80.77
10338823,---,-5.28,3.09,-3.38,27.02,-3.34,-43.10
10338824,---,-51.91,-48.12,-78.60,-63.74,-31.47,-26.00
10338825,---,-16.92,-3.40,-88.01,-30.48,-8.55,42.53
10338826,---,20.96,28.19,12.49,7.29,31.70,25.62
10338827,---,-7.60,27.17,-13.50,-58.05,25.45,-8.00
10338828,---,49.75,79.68,41.82,-13.89,48.90,58.23
10338829,---,16.18,12.24,-42.41,50.56,24.56,29.76
10338830,---,-26.12,-19.80,-58.22,-66.90,4.73,19.57
10338831,---,-38.39,-10.23,-36.64,-41.84,-81.70,-22.47
10338832,---,-80.35,-80.12,-27.61,-91.94,-92.33,-90.82
10338833,---,82.19,87.62,71.60,64.01,92.10,86.24
10338834,---,-36.54,-22.40,-33.43,-16.69,-55.36,-59.67
10338835,---,-31.74,-35.75,-17.18,-30.83,-39.51,-37.07
10338836,---,-22.05,-30.22,-11.41,-17.86,-32.26,-26.49
10338837,---,-48.39,-43.29,-53.02,-80.06,-9.64,-40.24
10338838,---,-73.18,-86.26,-81.17,-91.38,-77.24,-9.45
10338839,---,-20.01,-12.98,-14.20,-82.53,30.47,-9.15
10338840,---,-5.75,-21.97,-13.42,-5.24,-14.51,44.56
10338841,---,-8.55,-66.22,-39.93,-23.35,40.74,38.99
10338842,---,8.76,20.19,33.45,-2.25,30.38,-19.47
10338843,---,26.01,51.26,-45.65,-61.12,70.88,87.76
10338844,---,-27.39,-64.72,5.11,20.69,-62.95,-50.88
10338845,---,-42.60,-20.18,-94.39,-83.80,-12.72,17.46
10338846,---,33.79,34.97,-17.18,-55.69,65.70,94.52
10338847,---,-11.60,-60.66,-64.22,-18.13,32.97,62.10
10338848,---,-3.73,18.20,8.82,-3.52,-2.31,-37.29
10338849,---,43.28,46.94,71.43,-38.70,27.76,77.39
10338850,---,4.87,45.08,-76.93,34.79,17.98,27.73
10338851,---,53.64,36.42,27.84,-3.64,84.17,82.11
10338852,---,11.50,31.45,-1.13,-36.31,28.95,31.60
10338853,---,69.65,72.91,59.42,73.60,82.29,53.81
10338854,---,24.08,-1.23,-17.29,21.32,55.66,53.25
10338855,---,24.12,57.54,69.69,-63.42,71.50,-27.72
10338856,---,-66.69,-69.74,-62.47,-71.43,-80.15,-45.20
10338857,---,-41.54,-90.60,-33.59,-27.02,-1.97,-58.37
10338858,---,-73.31,-53.96,-72.09,-96.16,35.74,-97.31
10338859,---,0.60,40.59,16.16,-0.55,-35.70,-7.57
10338860,---,-13.65,-26.17,-36.11,55.67,-39.60,-11.76
10338861,---,72.88,32.14,16.04,80.92,95.14,80.09
10338862,---,-5.45,55.82,66.97,-80.60,-55.72,-10.33
10338863,---,91.42,87.34,67.07,82.30,99.11,94.64
10338864,---,-28.78,-36.92,-47.33,-16.49,-62.24,20.29
10338865,---,-28.11,-27.81,-26.56,-27.21,-44.62,-14.72
10338866,---,-17.26,3.33,-34.40,-14.14,-2.46,-38.74
10338867,---,62.09,84.31,48.73,0.99,85.68,67.37
10338868,---,30.68,46.82,-4.74,-7.62,35.28,66.79
10338869,---,-50.54,-49.49,-43.74,-81.88,-36.53,-21.61
10338870,---,33.11,56.47,42.20,-15.70,31.56,47.04
10338871,---,-1.59,-16.37,19.12,-18.77,-3.28,23.40
10338872,---,-51.98,-28.51,-97.06,-69.37,10.12,-18.63
10338873,---,-5.96,52.10,-53.44,12.21,-1.46,-28.77
10338874,---,19.68,-33.03,67.10,69.72,-55.38,31.90
10338875,---,46.43,29.38,50.91,79.76,29.23,36.78
10338876,---,-58.77,-67.27,-56.84,-66.29,-51.49,-51.35
10338877,---,78.34,95.51,74.41,42.15,41.17,95.02
10338878,---,-29.50,-25.08,-68.45,-10.02,-30.62,-24.39
10338879,---,-1.00,-18.92,-40.07,-76.19,51.27,80.93
10338880,---,-79.00,-38.33,-85.00,-59.80,-77.75,-96.55
10338881,---,2.76,-2.89,-34.86,-24.16,52.47,28.74
10338882,---,-0.26,-2.79,20.56,-83.05,70.57,12.79
10338883,---,5.67,82.81,70.41,-21.00,-53.06,-65.93
