Probeset_ID,Gene Symbol,DCLuLN CD11b+,Sample_,Sample_,Sample_
10338636,---,47.15,58.01,62.00,13.86
10338637,---,-29.27,-11.78,-62.19,-7.57
10338638,---,-50.01,-60.53,-43.79,-44.59
10338639,---,46.60,77.08,14.96,40.32
10338640,---,-15.58,-14.64,-4.99,-30.50
10338641,---,31.57,33.93,34.82,26.18
10338642,---,57.02,48.73,37.18,78.32
10338643,---,10.20,49.26,27.47,-47.63
10338644,---,-41.20,-61.08,-16.81,-34.65
10338645,---,-1.57,-0.41,-5.41,5.32
10338646,---,24.39,40.62,-4.88,33.83
10338647,---,28.92,90.96,-30.84,-6.50
10338648,---,67.60,73.70,53.52,73.13
10338649,---,-49.58,-74.08,-58.59,-27.32
10338650,---,25.25,60.01,32.00,-20.59
10338651,---,75.19,78.86,79.74,65.23
10338652,---,20.40,55.69,31.10,-30.16
10338653,---,77.44,81.98,87.30,53.54
10338654,---,-78.09,-80.21,-73.44,-79.43
10338655,---,79.65,91.91,77.67,56.35
10338656,---,72.23,77.27,79.40,51.63
10338657,---,3.45,3.45,-10.20,20.01
10338658,---,46.94,48.60,45.47,46.76
10338659,---,25.76,34.80,27.76,14.90
10338660,---,-27.38,-42.68,-46.42,-1.46
10338661,---,17.15,39.51,62.59,-50.86
10338662,---,16.59,-11.52,12.63,47.81
10338663,---,68.07,84.40,-3.89,85.23
10338664,---,3.80,3.80,9.03,0.24
10338665,---,-20.51,-8.43,-30.85,-20.06
10338666,---,60.46,73.37,55.50,50.80
10338667,---,-75.43,-51.54,-78.07,-90.83
10338668,---,-22.23,60.85,-59.03,-82.49
10338669,---,-85.08,-83.68,-72.24,-94.08
10338670,---,1.00,-12.66,-0.84,26.31
10338671,---,27.62,45.36,45.99,-11.56
10338672,---,73.63,75.58,73.03,72.04
10338673,---,96.85,94.39,97.80,97.57
10338674,---,9.72,21.20,10.40,4.44
10338675,---,-13.15,29.87,-80.90,34.57
10338676,---,-12.98,-7.73,-9.74,-22.28
10338677,---,44.79,67.00,-30.72,73.45
10338678,---,-18.79,-18.43,-46.18,10.73
10338679,---,47.60,72.57,3.52,46.48
10338680,---,82.56,90.92,59.57,88.66
10338681,---,-24.67,-10.75,-23.50,-38.73
10338682,---,19.94,32.76,42.11,-15.12
10338683,---,31.58,53.60,44.34,6.43
10338684,---,81.62,88.12,77.11,77.42
10338685,---,50.70,39.24,-13.94,87.01
10338686,---,-3.35,41.18,-37.82,-4.84
10338687,---,-51.91,-55.29,-27.30,-66.95
10338688,---,57.13,51.66,47.46,70.48
10338689,---,-32.00,-39.95,-13.04,-41.26
10338690,---,71.15,80.09,66.88,65.76
10338691,---,-17.02,-2.87,-33.88,-20.88
10338692,---,88.73,93.95,85.58,83.74
10338693,---,64.18,62.09,57.88,71.76
10338694,---,-32.96,-11.69,-14.04,-73.06
10338695,---,9.69,44.23,19.62,-31.83
10338696,---,-18.08,-24.98,-7.65,-23.22
10338697,---,-61.18,-72.95,-34.29,-80.42
10338698,---,-30.24,-13.07,-25.28,-54.05
10338699,---,-42.29,-39.90,-28.48,-62.90
10338700,---,72.98,62.96,61.60,86.40
10338701,---,-5.78,51.10,-43.45,-21.21
10338702,---,89.07,91.59,83.51,90.11
10338703,---,-25.42,-37.36,-4.31,-39.06
10338704,---,92.20,92.95,93.57,89.05
10338705,---,-31.70,-60.99,-20.47,-6.20
10338706,---,26.28,9.42,38.14,30.44
10338707,---,69.72,85.35,41.64,70.74
10338708,---,-37.70,-11.57,-25.26,-64.09
10338709,---,56.80,53.56,68.62,49.20
10338710,---,43.06,47.64,56.31,21.53
10338711,---,55.61,81.18,47.58,25.00
10338712,---,-52.45,-35.36,-65.20,-52.01
10338713,---,74.98,85.92,59.32,75.46
10338714,---,1.94,14.75,38.87,-32.57
10338715,---,19.61,57.06,-29.38,27.13
10338716,---,99.10,99.76,98.08,98.80
10338717,---,35.56,55.62,-10.91,53.38
10338718,---,30.04,-12.81,42.47,54.68
10338719,---,-76.54,-55.08,-62.19,-94.75
10338720,---,40.78,50.83,32.57,39.28
10338721,---,-43.00,-40.91,-57.49,-32.60
10338722,---,20.80,-10.90,-18.17,73.71
10338723,---,-15.53,-31.82,-9.72,-6.87
10338724,---,-35.05,-20.65,-48.61,-35.55
10338725,---,27.35,65.72,-19.39,25.24
10338726,---,-42.06,-35.89,-80.18,-8.16
10338727,---,9.79,16.62,6.17,8.27
10338728,---,-45.50,-42.26,-53.40,-40.69
10338729,---,3.09,63.32,-43.70,-0.89
10338730,---,20.56,20.04,20.89,20.39
10338731,---,-30.96,38.82,-56.69,-69.04
10338732,---,93.32,83.62,98.20,88.41
10338733,---,83.75,97.30,17.96,92.21
10338734,---,35.22,39.82,33.45,32.10
10338735,---,-64.83,-52.95,-93.21,-44.62
10338736,---,2.03,47.79,-23.57,-18.78
10338737,---,88.72,92.73,92.08,72.75
10338738,---,10.78,-25.58,23.41,34.02
10338739,---,47.04,15.00,55.48,63.72
10338740,---,56.78,-0.70,74.84,69.58
10338741,---,80.89,87.67,77.51,76.18
10338742,---,-19.32,37.50,-42.30,-49.57
10338743,---,25.67,38.66,-18.64,51.62
10338744,---,87.90,74.38,91.64,92.90
10338745,---,99.06,99.66,98.76,97.51
10338746,---,60.31,66.43,45.42,66.25
10338747,---,16.29,44.98,56.11,-52.78
10338748,---,66.09,40.57,71.35,74.71
10338749,---,84.10,90.34,65.60,88.39
10338750,---,72.80,62.61,60.20,86.18
10338751,---,-40.16,-35.66,-72.82,-2.85
10338752,---,3.57,39.58,62.85,-80.90
10338753,---,-8.82,20.60,3.55,-54.36
10338754,---,19.87,16.03,-44.65,75.01
10338755,---,-60.73,-64.13,-74.14,-42.93
10338756,---,-15.85,29.01,-44.04,-29.27
10338757,---,62.25,41.58,55.45,82.00
10338758,---,79.77,81.51,88.03,67.27
10338759,---,-5.92,-16.17,9.10,-11.96
10338760,---,10.70,32.89,5.89,1.22
10338761,---,-53.20,-52.26,-74.42,-31.42
10338762,---,-52.05,-55.00,-79.64,-15.10
10338763,---,-50.40,-23.29,-57.79,-60.82
10338764,---,22.21,46.98,32.95,-11.57
10338765,---,51.17,48.33,49.16,54.42
10338766,---,79.42,86.98,81.69,64.15
10338767,---,-36.39,-39.85,-62.39,-17.37
10338768,---,63.64,83.26,49.86,52.88
10338769,---,-5.93,26.50,-40.22,-5.64
10338770,---,40.30,49.59,-55.81,87.78
10338771,---,41.19,78.70,41.26,-15.02
10338772,---,-30.35,4.86,-25.87,-55.07
10338773,---,-12.16,3.39,-16.08,-26.43
10338774,---,-1.34,64.32,-33.84,-31.64
10338775,---,31.89,54.23,76.28,-52.12
10338776,---,69.25,91.18,-2.50,77.75
10338777,---,-3.17,14.41,-0.04,-18.11
10338778,---,-7.44,-4.83,13.15,-26.55
10338779,---,-89.78,-77.58,-86.90,-96.55
10338780,---,-29.36,-40.34,-58.14,16.96
10338781,---,60.11,-0.21,68.65,82.41
10338782,---,58.93,41.55,50.50,78.59
10338783,---,41.40,59.07,16.68,39.93
10338784,---,68.13,81.56,52.03,65.95
10338785,---,-11.04,-14.08,13.15,-29.20
10338786,---,96.71,99.25,99.02,78.41
10338787,---,62.39,91.26,14.28,54.67
10338788,---,29.68,25.11,50.53,11.45
10338789,---,-12.15,-9.76,-10.30,-16.98
10338790,---,58.21,66.33,45.89,61.46
10338791,---,91.48,93.98,91.15,88.43
10338792,---,42.77,29.61,52.79,45.96
10338793,---,91.28,88.69,88.26,94.21
10338794,---,-21.17,6.24,-55.20,-7.21
10338795,---,-35.55,-18.06,-40.19,-53.33
10338796,---,30.46,51.95,24.82,12.08
10338797,---,-6.58,42.46,-10.03,-49.91
10338798,---,41.66,56.41,59.67,-2.81
10338799,---,62.76,91.12,1.90,70.61
10338800,---,79.70,80.98,77.15,80.87
10338801,---,25.46,-8.43,66.84,4.46
10338802,---,-55.12,-61.02,-32.46,-62.57
10338803,---,23.36,33.49,22.50,13.92
10338804,---,84.86,77.52,88.97,86.00
10338805,---,76.06,83.18,71.11,72.53
10338806,---,-63.67,-69.92,-56.74,-63.03
10338807,---,-8.65,-6.87,-11.01,-7.99
10338808,---,36.45,6.16,54.81,43.15
10338809,---,84.98,77.68,71.42,95.97
10338810,---,63.13,69.16,47.54,71.91
10338811,---,13.63,10.24,24.25,8.17
10338812,---,45.99,51.54,60.75,25.15
10338813,---,-45.92,-59.65,-40.67,-37.67
10338814,---,70.45,32.18,80.39,80.83
10338815,---,25.33,26.86,26.58,22.79
10338816,---,64.51,79.55,57.70,49.29
10338817,---,73.00,74.13,67.29,76.58
10338818,---,60.21,72.43,66.92,39.45
10338819,---,60.62,70.62,70.97,36.25
10338820,---,89.39,94.58,95.98,63.37
10338821,---,72.60,87.49,49.27,71.45
10338822,---,88.18,79.77,90.07,91.43
10338823,---,36.85,25.06,47.25,34.55
10338824,---,11.28,23.52,14.16,-3.00
10338825,---,60.21,63.22,18.21,82.16
10338826,---,91.23,96.78,83.53,89.05
10338827,---,-22.01,-0.29,-32.91,-36.48
10338828,---,47.09,67.12,2.89,51.78
10338829,---,64.06,81.26,56.49,46.93
10338830,---,19.43,25.83,28.36,3.69
10338831,---,-23.05,-43.28,-35.09,3.47
10338832,---,-80.88,-76.02,-75.31,-89.40
10338833,---,57.02,52.45,55.55,62.38
10338834,---,11.27,37.92,45.93,-38.39
10338835,---,-65.23,-75.43,-54.75,-62.81
10338836,---,-38.24,-19.07,-65.85,-45.55
10338837,---,-51.31,-64.06,-16.00,-66.10
10338838,---,-29.06,-41.67,-5.32,-40.56
10338839,---,29.20,20.93,33.56,33.49
10338840,---,36.92,3.70,89.86,-32.96
10338841,---,63.84,68.03,66.00,58.16
10338842,---,-29.48,-46.84,-23.78,-18.92
10338843,---,80.80,83.91,79.05,79.30
10338844,---,-56.00,-57.89,-26.23,-85.90
10338845,---,40.64,68.86,14.94,32.17
10338846,---,37.15,58.18,37.39,14.27
10338847,---,30.87,22.71,20.20,49.54
10338848,---,58.79,80.84,82.23,-16.82
10338849,---,54.29,92.23,29.48,-5.54
10338850,---,40.65,75.67,17.08,10.47
10338851,---,94.45,98.47,90.95,90.16
10338852,---,46.54,63.93,37.80,31.37
10338853,---,79.81,85.97,82.23,68.29
10338854,---,-30.28,-19.39,-30.69,-40.69
10338855,---,65.79,62.47,75.58,58.48
10338856,---,-84.96,-93.41,-63.38,-89.31
10338857,---,-75.51,-66.01,-84.55,-74.80
10338858,---,4.15,12.11,-17.10,18.08
10338859,---,42.95,42.95,33.79,51.35
10338860,---,-10.04,28.80,-5.58,-54.74
10338861,---,49.31,13.72,54.40,69.18
10338862,---,15.11,3.51,19.59,20.90
10338863,---,89.74,86.41,87.27,93.53
10338864,---,-46.90,-42.95,-45.85,-51.37
10338865,---,-51.59,-48.05,-61.25,-43.58
10338866,---,12.74,-27.24,13.16,56.46
10338867,---,96.88,99.10,95.81,94.06
10338868,---,44.91,42.38,-0.62,73.31
10338869,---,65.11,92.83,36.28,42.03
10338870,---,51.08,58.77,58.09,35.72
10338871,---,67.06,51.35,65.04,79.57
10338872,---,5.95,22.61,56.31,-59.51
10338873,---,-23.67,-47.85,-0.40,-33.88
10338874,---,17.45,44.46,-55.24,60.29
10338875,---,75.10,79.53,77.67,67.58
10338876,---,-70.11,-71.93,-56.21,-78.82
10338877,---,61.17,74.94,57.17,47.53
10338878,---,-70.60,-82.75,-89.81,-38.54
10338879,---,56.58,88.31,3.64,47.38
10338880,---,-58.45,-25.37,-43.29,-87.89
10338881,---,57.09,54.69,68.00,45.99
10338882,---,75.78,91.85,60.21,64.04
10338883,---,-31.67,-74.53,-46.44,35.35
10338884,---,66.34,77.86,67.26,50.99
10338885,---,11.68,2.79,7.83,24.17
10338886,---,82.12,80.64,83.30,82.05
10338887,---,92.77,94.57,81.19,96.09
10338888,---,-15.59,2.61,-74.61,34.69
10338889,---,12.52,28.62,-38.80,52.57
10338890,---,-50.38,-53.69,-70.37,-19.43
10338891,---,30.57,54.45,39.55,-6.55
10338892,---,-22.36,-1.19,-42.90,-29.67
10338893,---,20.72,-50.80,33.25,71.06
10338894,---,21.32,25.13,45.07,-7.91
10338895,---,66.89,68.18,57.13,75.06
10338896,---,13.60,21.16,41.44,-14.47
10338897,---,36.30,-11.40,23.06,75.93
10338898,---,-14.68,-14.79,-14.72,-14.63
10338899,---,-64.79,-49.40,-97.66,-21.09
10338900,---,1.91,-20.98,6.37,35.52
10338901,---,-22.63,-19.93,-40.37,-8.54
10338902,---,1.37,-14.93,5.80,20.52
10338903,---,34.62,86.10,-0.91,-21.85
10338904,---,66.14,39.74,81.59,65.70
10338905,---,-7.92,-4.46,-16.34,-3.98
10338906,---,-54.47,-30.28,-57.49,-68.36
10338907,---,67.29,79.25,63.44,56.25
10338908,---,-1.12,-1.26,-2.74,2.10
10338909,---,-63.49,-20.42,-98.24,-9.91
10338910,---,-32.88,1.28,-29.55,-59.60
10338911,---,-1.95,-7.26,41.74,-32.74
10338912,---,79.26,94.40,33.58,81.40
10338913,---,-12.03,3.42,-44.40,8.44
10338914,---,21.46,31.62,-8.45,39.57
10338915,---,-13.52,-39.06,-16.73,16.11
10338916,---,-64.54,-27.04,-77.14,-88.75
10338917,---,-1.16,14.48,21.68,-28.63
10338918,---,-27.50,0.11,-26.57,-54.04
10338919,---,-46.10,-55.46,-5.83,-69.68
10338920,---,63.11,64.03,62.39,62.36
10338921,---,43.67,74.37,42.44,5.59
10338922,---,15.22,19.02,36.60,-7.56
10338923,---,8.87,-0.42,-1.27,27.98
10338924,---,44.60,75.50,46.78,-3.36
10338925,---,93.48,87.77,95.13,94.81
10338926,---,66.30,39.20,79.18,72.08
10338927,---,-24.94,-38.86,-22.74,-12.17
10338928,---,18.82,17.97,25.54,11.47
10338929,---,54.35,13.89,63.77,72.54
10338930,---,93.09,89.19,93.18,95.72
10338931,---,0.88,43.21,-10.06,-25.66
10338932,---,-65.10,-66.57,-68.65,-59.82
10338933,---,-84.87,-76.84,-90.68,-85.05
10338934,---,20.81,-44.05,57.32,45.44
10338935,---,-23.29,-30.78,-37.02,-8.91
10338936,---,52.15,77.41,57.33,8.95
10338937,---,-29.59,-38.14,-29.50,-22.76
10338938,---,75.57,85.70,64.28,72.91
10338939,---,46.02,32.66,54.52,50.73
10338940,---,41.16,69.09,-8.05,49.87
10338941,---,65.16,84.62,72.22,23.20
10338942,---,65.77,51.16,71.93,71.22
10338943,---,-31.18,-96.83,24.85,27.49
10338944,---,21.10,-27.97,56.03,37.42
10338945,---,29.56,16.57,4.34,66.01
10338946,---,46.06,57.91,22.47,57.28
10338947,---,-79.09,-77.66,-76.11,-83.70
10338948,---,73.67,70.81,72.90,76.96
10338949,---,8.65,-29.30,-4.19,54.00
10338950,---,-22.87,-10.89,-3.54,-61.94
10338951,---,46.86,51.42,16.71,68.48
10338952,---,52.96,71.91,44.72,34.60
10338953,---,-9.51,-79.92,48.67,-3.14
10338954,---,36.85,53.78,16.23,41.60
10338955,---,-21.79,-55.35,-34.10,-2.02
10338956,---,53.04,73.56,34.26,44.07
10338957,---,-75.31,-71.06,-79.63,-75.10
10338958,---,68.42,78.18,87.22,19.43
10338959,---,12.69,30.23,40.63,-37.84
10338960,---,10.45,-9.61,49.61,-3.08
10338961,---,-5.42,9.20,39.67,-51.88
10338962,---,48.72,78.37,75.04,-44.23
10338963,---,0.78,-20.64,-15.56,44.53
10338964,---,-61.38,-66.62,-42.28,-71.21
10338965,---,75.59,75.98,74.41,76.44
10338966,---,-22.08,15.53,-75.81,11.27
10338967,---,35.68,-0.24,44.51,55.39
10338968,---,39.46,66.99,32.97,7.71
10338969,---,87.08,85.54,94.04,77.14
10338970,---,-0.44,41.08,-23.34,-13.38
10338971,---,84.84,95.39,74.36,79.98
10338972,---,80.76,88.66,73.62,78.59
10338973,---,-28.76,-11.31,-31.15,-42.91
10338974,---,36.10,29.60,58.20,19.94
10338975,---,49.64,58.83,69.73,5.34
10338976,---,65.42,68.18,59.89,67.61
10338977,---,33.91,59.72,3.03,35.47
10338978,---,96.52,97.92,94.36,95.89
10338979,---,36.39,23.33,33.05,50.55
10338980,---,-11.41,23.78,-15.68,-38.82
10338981,---,49.79,43.25,42.46,61.36
10338982,---,55.27,65.44,66.31,27.86
10338983,---,75.31,53.07,93.03,66.78
10338984,---,81.33,89.09,72.70,77.64
10338985,---,-86.89,-58.60,-97.65,-88.52
10338986,---,-78.31,-83.78,-81.11,-69.32
10338987,---,-70.21,-67.54,-61.79,-79.31
10338988,---,18.35,23.12,14.96,17.06
10338989,---,83.29,70.27,93.05,79.11
10338990,---,9.93,81.77,-25.03,-43.04
10338991,---,-15.51,5.00,-22.69,-27.46
10338992,---,-2.23,-32.36,17.85,8.72
10338993,---,54.35,51.90,37.50,69.73
10338994,---,76.90,85.73,76.57,65.91
10338995,---,-26.02,-1.87,-9.52,-77.77
10338996,---,-37.00,-42.64,-1.94,-64.14
10338997,---,-7.10,21.13,-6.08,-29.94
10338998,---,46.60,16.87,56.99,61.27
10338999,---,68.00,85.31,54.07,57.55
10339000,---,-15.51,-17.23,-44.23,14.61
10339001,---,61.44,76.48,64.29,41.16
10339002,---,43.53,78.75,-13.50,36.42
10339003,---,43.24,43.21,-12.40,80.28
10339004,---,37.69,14.12,69.78,8.03
10339005,---,86.69,93.40,75.87,85.59
10339006,---,98.92,98.99,98.73,98.67
10339007,---,38.23,67.15,30.08,11.90
10339008,---,62.51,12.10,83.68,68.83
10339009,---,76.11,86.94,42.37,84.18
10339010,---,40.18,82.39,51.22,-34.20
10339011,---,55.90,63.40,24.55,70.70
10339012,---,7.63,-13.47,58.34,-20.51
10339013,---,-21.57,8.65,-33.70,-36.76
10339014,---,64.98,76.12,71.87,44.19
10339015,---,89.04,91.85,89.19,85.37
10339016,---,-25.25,-59.98,-15.56,-11.48
10339017,---,15.39,9.12,34.38,-0.12
10339018,---,57.95,64.12,55.49,54.48
10339019,---,-30.37,-9.80,-61.94,-24.76
10339020,---,33.37,71.73,42.05,-20.85
10339021,---,-14.01,-26.08,-4.44,-11.97
10339022,---,47.01,63.83,28.64,48.04
10339023,---,49.42,59.05,43.53,46.20
10339024,---,94.81,98.88,94.76,82.88
10339025,---,-31.64,-35.71,-21.79,-38.35
10339026,---,-36.09,-10.29,-45.79,-52.62
10339027,---,-39.03,-51.21,-32.50,-33.29
10339028,---,55.70,88.29,14.07,42.87
10339029,---,-1.27,11.65,5.74,-16.86
10339030,---,-78.69,-77.13,-64.97,-88.68
10339031,---,-9.31,-24.78,27.68,-25.55
10339032,---,59.85,56.11,63.67,59.64
10339033,---,-30.81,-17.95,-37.71,-37.98
10339034,---,-48.68,-18.60,-74.96,-55.50
10339035,---,-26.65,-63.25,-11.88,-10.55
10339036,---,45.94,53.90,38.18,45.68
10339037,---,-20.15,-6.72,-6.64,-56.88
10339038,---,-2.93,-31.35,-24.64,51.60
10339039,---,83.24,72.85,81.23,91.23
10339040,---,40.66,63.70,55.25,-6.63
10339041,---,12.52,20.34,-1.79,18.83
10339042,---,-72.01,-69.65,-46.86,-91.79
10339043,---,60.65,41.51,74.31,59.32
10339044,---,44.10,36.67,42.09,52.35
10339045,---,38.23,13.11,47.79,52.56
10339046,---,36.18,49.79,14.19,39.41
10339047,---,-4.27,47.00,11.00,-56.21
10339048,---,52.47,78.07,44.07,19.48
10339049,---,95.00,88.44,93.00,98.57
10339050,---,-22.88,-0.28,-56.36,-9.17
10339051,---,64.08,75.19,21.06,81.14
10339052,---,56.85,59.67,47.35,63.35
10339053,---,-13.50,-0.93,30.62,-78.17
10339054,---,85.07,61.36,93.29,89.40
10339055,---,46.73,76.85,15.22,39.07
10339056,---,58.56,68.07,47.47,59.00
10339057,---,44.45,21.89,47.11,60.45
10339058,---,52.07,88.50,8.08,19.32
10339059,---,-51.16,-66.19,-39.20,-49.06
10339060,---,68.26,39.50,70.08,81.86
10339061,---,87.47,91.56,86.02,83.28
10339062,---,1.34,9.05,-5.70,-8.10
10339063,---,53.72,80.16,48.62,7.39
10339064,---,2.05,8.15,-7.96,2.87
10339065,---,28.80,20.18,29.19,39.48
10339066,---,-23.44,-34.21,7.81,-44.01
10339067,---,38.43,65.28,-28.08,62.46
10339068,---,86.67,82.79,82.00,92.44
10339069,---,-17.67,-10.17,-1.06,-43.55
10339070,---,59.21,39.25,47.65,82.29
10339071,---,-77.21,-80.73,-78.88,-70.99
10339072,---,59.26,93.16,-15.53,55.00
10339073,---,40.03,43.46,26.50,48.17
10339074,---,62.18,62.00,84.33,28.61
10339075,---,8.05,59.97,-16.85,-22.97
10339076,---,-30.70,-6.29,-29.02,-56.46
10339077,---,7.39,49.21,-15.22,-13.54
10339078,---,-45.32,-62.18,-13.46,-58.57
10339079,---,48.36,34.44,34.20,71.26
10339080,---,76.42,71.15,71.74,84.45
10339081,---,-2.64,44.55,-23.78,-16.94
10339082,---,19.52,39.65,7.85,9.01
10339083,---,21.50,26.95,-6.82,45.25
10339084,---,-39.53,-24.76,-44.14,-52.95
10339085,---,-62.03,-46.57,-77.86,-62.30
10339086,---,75.17,85.95,64.15,71.96
10339087,---,-26.16,-12.03,-52.91,-12.44
10339088,---,-20.40,-65.77,-61.13,48.94
10339089,---,50.39,76.30,22.56,39.72
10339090,---,64.24,58.47,70.87,63.00
10339091,---,-40.02,-39.11,-56.50,-24.57
10339092,---,74.01,78.31,79.20,61.45
10339093,---,45.02,58.32,30.84,47.73
10339094,---,91.81,98.52,81.89,85.28
10339095,---,-21.47,-56.82,12.11,-25.16
10339096,---,-91.51,-94.80,-78.97,-95.23
10339097,---,-14.30,-5.94,5.99,-39.58
10339098,---,40.68,60.55,28.10,28.20
10339099,---,51.36,42.23,63.21,47.82
10339100,---,-14.08,-15.30,-17.88,-8.53
10339101,---,-56.33,-49.45,-17.66,-84.30
10339102,---,-47.07,-17.41,-47.33,-81.14
10339103,---,38.92,17.31,27.53,65.77
10339104,---,10.35,7.17,-11.15,34.84
10339105,---,-65.26,-74.65,-71.40,-51.46
10339106,---,-18.41,-11.72,-0.72,-46.30
10339107,---,20.91,1.25,31.44,30.12
10339108,---,55.31,49.21,69.53,43.76
10339109,---,71.70,53.65,87.49,59.12
10339110,---,-74.46,-40.70,-78.34,-89.28
10339111,---,-16.12,-0.84,-13.73,-40.10
10339112,---,-54.16,-15.68,-85.14,-50.84
10339113,---,22.61,18.65,30.32,18.11
10339114,---,-4.58,5.90,-10.41,-7.51
10339115,---,-44.90,-37.52,-77.71,-17.47
10339116,---,10.17,56.34,-6.27,-20.32
10339117,---,9.94,36.40,-58.83,50.46
10339118,---,32.40,72.51,66.58,-56.30
10339119,---,-58.95,-62.88,-18.33,-80.38
10339120,---,94.69,92.57,97.52,93.16
10339121,---,-22.84,-7.01,-62.77,3.13
10339122,---,2.95,24.50,27.16,-28.24
10339123,---,69.06,65.40,85.21,48.04
10339124,---,41.64,53.40,37.87,33.73
10339125,---,-5.20,30.89,-44.92,4.63
10339126,---,86.11,87.86,82.64,87.33
10339127,---,-47.70,-12.77,-55.04,-69.52
10339128,---,-39.82,-62.84,-12.77,-44.97
10339129,---,-34.43,-62.66,-15.61,-23.83
10339130,---,-5.95,22.96,-18.32,-18.15
10339131,---,52.78,71.78,27.91,53.26
10339132,---,65.69,68.78,65.76,62.53
10339133,---,59.23,72.77,74.74,-5.79
10339134,---,-28.10,-16.01,-29.02,-37.82
10339135,---,-53.98,-11.02,-82.85,-67.85
10339136,---,84.13,71.58,89.79,87.13
10339137,---,-50.76,-28.51,-46.76,-74.68
10339138,---,63.00,70.83,75.47,35.10
10339139,---,26.84,26.30,26.76,27.51
10339140,---,-34.81,-39.06,-32.27,-33.47
10339141,---,43.14,37.93,49.38,41.48
10339142,---,5.12,-3.28,0.95,21.08
10339143,---,38.37,65.21,-12.56,53.63
10339144,---,52.58,31.51,83.47,28.01
10339145,---,61.50,72.10,37.99,70.07
10339146,---,-53.57,-37.04,-68.79,-54.21
10339147,---,-1.46,-0.90,-2.05,-1.51
10339148,---,-12.88,-17.00,51.43,-62.85
10339149,---,70.97,78.79,50.77,77.97
10339150,---,-71.95,-80.32,-55.95,-75.88
10339151,---,-27.30,-67.04,-10.77,-5.71
10339152,---,11.60,-10.23,6.58,46.51
10339153,---,-60.52,-23.15,-54.15,-80.15
10339154,---,-41.13,-40.12,-31.15,-53.34
10339155,---,24.02,56.60,76.75,-70.39
10339156,---,70.34,77.47,64.16,68.91
10339157,---,29.12,74.11,11.39,-4.36
10339158,---,15.07,31.03,25.10,-9.99
10339159,---,47.88,26.14,87.41,-7.10
10339160,---,-35.63,-68.14,-39.68,-3.36
10339161,---,7.00,46.09,2.44,-32.05
10339162,---,70.36,46.82,68.24,83.44
10339163,---,51.72,79.67,39.20,32.28
10339164,---,-39.77,-45.60,-12.05,-63.23
10339165,---,-4.47,-4.27,2.06,-11.34
10339166,---,-2.31,5.31,-54.10,52.78
10339167,---,65.48,84.42,69.03,25.79
10339168,---,37.37,73.34,6.85,17.50
10339169,---,-40.57,-51.89,-1.99,-62.31
10339170,---,-33.30,-62.48,-6.65,-52.57
10339171,---,7.37,20.35,35.02,-28.07
10339172,---,25.27,40.77,5.33,30.14
10339173,---,3.99,36.70,-5.41,-12.22
10339174,---,-71.91,-74.44,-63.37,-76.73
10339175,---,-9.73,-8.45,-14.38,-6.24
10339176,---,51.09,49.92,37.58,65.03
10339177,---,43.48,54.66,45.11,29.91
10339178,---,77.96,-15.52,81.19,97.43
10339179,---,34.58,47.55,32.99,21.87
10339180,---,55.95,57.51,43.76,63.56
10339181,---,-77.22,-81.63,-53.38,-90.90
10339182,---,-23.81,-19.84,-33.97,-19.44
10339183,---,-41.57,-61.97,-49.26,-19.83
10339184,---,57.00,10.00,66.11,77.74
10339185,---,-80.05,-69.35,-78.90,-88.35
10339186,---,-50.15,-62.83,-47.73,-39.94
10339187,---,69.68,77.90,48.45,78.00
10339188,---,34.84,56.62,0.82,40.66
10339189,---,48.79,79.70,50.23,-7.21
10339190,---,55.31,57.94,49.59,57.05
10339191,---,-36.78,-24.86,-48.22,-34.04
10339192,---,-12.70,7.21,8.50,-54.74
10339193,---,50.70,48.22,57.11,46.96
10339194,---,-0.85,15.19,-17.11,11.11
10339195,---,56.00,66.52,13.70,74.73
10339196,---,-17.10,-55.15,-31.70,41.77
10339197,---,69.19,56.46,82.11,62.16
10339198,---,48.77,56.08,46.51,42.79
10339199,---,-12.68,-5.50,-16.83,-15.81
10339200,---,68.81,73.96,38.83,82.92
10339201,---,23.67,63.06,-52.20,59.31
10339202,---,-39.18,-72.36,-26.18,-14.64
10339203,---,0.85,-54.08,46.82,13.66
10339204,---,23.66,89.86,-69.49,2.38
10339205,---,67.74,71.01,61.39,70.16
10339206,---,31.06,-11.80,12.21,76.34
10339207,---,41.60,69.55,25.30,20.48
10339208,---,83.16,90.12,83.35,71.82
10339209,---,-9.26,41.44,-47.88,-20.40
10339210,---,87.20,83.45,87.82,90.44
10339211,---,-72.02,-45.81,-81.72,-82.58
10339212,---,9.95,-14.21,27.21,17.20
10339213,---,79.81,85.05,90.42,50.74
10339214,---,-41.35,-41.84,-39.79,-42.50
10339215,---,81.82,87.30,70.66,83.98
10339216,---,58.91,54.48,62.94,59.33
10339217,---,46.97,46.14,49.66,44.42
10339218,---,-26.76,-13.01,-21.11,-49.35
10339219,---,85.66,86.29,92.61,72.58
10339220,---,74.65,78.71,83.13,53.77
10339221,---,15.91,16.63,15.59,15.24
10339222,---,50.94,64.58,62.29,12.95
10339223,---,29.67,23.92,33.88,30.94
10339224,---,-82.32,-71.60,-90.23,-77.48
10339225,---,11.70,31.08,5.39,-3.23
10339226,---,45.94,49.95,29.85,57.04
