Probeset_ID,Gene Symbol,DC Lu CD24+,Sample_,Sample_
10338750,---,-66.91,-78.99,-48.81
10338751,---,11.23,3.49,17.46
10338752,---,-45.96,-42.75,-48.79
10338753,---,-81.59,-89.89,-71.98
10338754,---,-59.76,14.43,-91.08
10338755,---,-8.76,19.24,-29.95
10338756,---,-26.06,-25.16,-27.23
10338757,---,20.43,-8.48,48.29
10338758,---,-41.76,-33.42,-49.85
10338759,---,-94.35,-76.17,-99.18
10338760,---,-20.98,-18.08,-23.80
10338761,---,-48.80,-40.40,-57.36
10338762,---,11.35,-9.83,34.10
10338763,---,-77.63,-80.41,-74.50
10338764,---,-50.84,-41.59,-58.57
10338765,---,19.58,7.49,29.82
10338766,---,63.84,49.37,75.29
10338767,---,-33.64,-13.46,-68.45
10338768,---,-7.68,33.95,-44.85
10338769,---,-31.87,-1.28,-55.24
10338770,---,85.11,89.85,78.37
10338771,---,-79.21,-95.61,-50.36
10338772,---,-44.93,-31.82,-56.12
10338773,---,-2.34,1.63,-9.42
10338774,---,-80.07,-74.52,-84.82
10338775,---,47.40,8.12,71.81
10338776,---,84.60,76.98,90.14
10338777,---,-96.71,-88.76,-99.55
10338778,---,-10.12,3.18,-22.10
10338779,---,-88.95,-87.41,-89.81
10338780,---,-58.49,-33.18,-78.78
10338781,---,-8.15,33.57,-42.26
10338782,---,23.61,-38.72,76.60
10338783,---,-45.03,-56.31,-32.78
10338784,---,-31.54,-29.98,-33.14
10338785,---,-10.19,27.77,-41.11
10338786,---,36.66,3.95,60.54
10338787,---,-39.77,-25.70,-52.07
10338788,---,-24.43,-17.24,-30.67
10338789,---,-42.72,-11.31,-74.54
10338790,---,-10.74,-33.69,10.79
10338791,---,43.64,58.06,30.18
10338792,---,32.98,24.48,40.28
10338793,---,97.37,98.14,96.63
10338794,---,-78.52,-72.68,-83.95
10338795,---,-53.97,-58.91,-49.49
10338796,---,-48.65,-41.12,-57.17
10338797,---,-85.38,-82.54,-88.05
10338798,---,-71.67,-25.08,-98.18
10338799,---,-62.15,-72.43,-53.07
10338800,---,83.34,86.03,80.18
10338801,---,63.12,21.74,85.88
10338802,---,-73.68,-68.28,-78.96
10338803,---,70.35,70.05,70.62
10338804,---,79.97,80.51,79.49
10338805,---,-77.39,-81.04,-73.99
10338806,---,-2.71,-3.32,-2.29
10338807,---,-29.32,-13.18,-47.78
10338808,---,74.07,67.60,79.25
10338809,---,-48.02,-31.33,-66.37
10338810,---,15.67,15.36,15.90
10338811,---,18.63,23.79,13.93
10338812,---,38.73,29.13,49.10
10338813,---,-97.95,-89.04,-99.94
10338814,---,55.67,63.31,47.11
10338815,---,38.22,30.13,46.56
10338816,---,48.13,54.39,41.84
10338817,---,5.91,7.30,4.46
10338818,---,-35.53,-9.54,-57.76
10338819,---,16.72,7.00,25.78
10338820,---,94.22,92.82,95.33
10338821,---,48.44,54.46,42.09
10338822,---,95.98,95.59,96.43
10338823,---,0.84,-3.69,10.39
10338824,---,-84.16,-89.01,-77.61
10338825,---,18.15,-7.79,43.75
10338826,---,-64.05,-44.53,-78.62
10338827,---,-46.10,-32.27,-59.18
10338828,---,-9.24,59.48,-69.79
10338829,---,17.23,45.65,-16.32
10338830,---,-13.74,1.18,-28.35
10338831,---,-60.28,-76.36,-40.64
10338832,---,-96.30,-95.75,-96.88
10338833,---,77.68,85.30,67.24
10338834,---,-17.21,-10.17,-24.97
10338835,---,-59.78,-67.87,-51.13
10338836,---,-18.15,-14.90,-22.44
10338837,---,-59.27,-52.60,-65.82
10338838,---,-50.92,-48.35,-53.77
10338839,---,-30.91,-32.37,-29.52
10338840,---,-0.31,-23.48,39.49
10338841,---,16.73,24.70,7.68
10338842,---,-25.76,-41.25,-11.45
10338843,---,43.43,57.36,26.96
10338844,---,-72.28,-79.80,-63.79
10338845,---,-57.55,-58.85,-56.25
10338846,---,47.76,70.00,21.21
10338847,---,18.18,18.30,18.10
10338848,---,-80.48,-87.03,-72.13
10338849,---,-48.00,-35.75,-58.26
10338850,---,-36.59,-47.64,-25.40
10338851,---,-15.73,-9.45,-22.28
10338852,---,-25.74,3.73,-51.73
10338853,---,38.93,25.13,51.32
10338854,---,36.26,29.72,43.12
10338855,---,55.64,50.86,59.90
10338856,---,-59.50,-55.23,-63.71
10338857,---,-67.33,-58.33,-75.83
10338858,---,-94.31,-84.14,-98.49
10338859,---,-5.30,-0.06,-10.65
10338860,---,-7.88,46.76,-57.64
10338861,---,95.73,97.39,93.39
10338862,---,-67.91,-69.35,-66.46
10338863,---,92.89,94.74,90.53
10338864,---,-71.55,-48.32,-87.86
10338865,---,-69.57,-60.36,-77.38
10338866,---,-88.64,-96.10,-77.90
10338867,---,43.94,61.54,24.75
10338868,---,-27.26,-40.34,-13.65
10338869,---,-44.11,16.98,-81.59
10338870,---,30.74,31.32,30.28
10338871,---,-0.12,2.34,-1.76
10338872,---,-52.75,-11.27,-80.07
10338873,---,-12.36,6.57,-32.21
10338874,---,-56.46,-49.95,-61.81
10338875,---,54.04,45.01,62.60
10338876,---,-78.02,-73.50,-81.97
10338877,---,76.03,81.42,68.42
10338878,---,11.08,-12.07,43.42
10338879,---,-2.03,-25.39,26.95
10338880,---,-79.78,-67.12,-88.41
10338881,---,-8.74,-8.84,-8.63
10338882,---,-34.66,-4.54,-58.97
10338883,---,-57.84,-75.11,-38.58
10338884,---,-7.34,-29.28,11.40
10338885,---,-14.78,-18.08,-11.67
10338886,---,59.43,52.69,64.92
10338887,---,67.51,60.11,73.37
10338888,---,13.21,-5.56,32.79
10338889,---,-15.50,-19.17,-10.94
10338890,---,-0.79,-20.61,21.84
10338891,---,-62.24,-85.47,-28.45
10338892,---,-30.49,-9.36,-59.47
10338893,---,-60.42,-64.94,-55.85
10338894,---,10.74,-1.86,24.03
10338895,---,-22.04,-6.23,-35.43
10338896,---,-61.82,-33.70,-84.83
10338897,---,-50.13,-43.13,-56.70
10338898,---,-32.52,-25.87,-41.61
10338899,---,-80.57,-71.91,-87.83
10338900,---,-45.48,-29.53,-61.48
10338901,---,-70.43,-63.33,-77.95
10338902,---,-74.93,-67.38,-81.84
10338903,---,-66.25,-76.05,-54.95
10338904,---,52.94,49.34,55.84
10338905,---,-63.24,-56.09,-69.71
10338906,---,-44.13,-9.99,-67.66
10338907,---,4.97,4.77,5.11
10338908,---,15.89,12.98,18.47
10338909,---,-22.01,-71.14,40.55
10338910,---,-39.55,-13.67,-57.23
10338911,---,4.66,39.37,-24.09
10338912,---,-1.55,-14.67,20.74
10338913,---,-65.64,-48.68,-79.69
10338914,---,86.80,89.77,83.67
10338915,---,-11.05,-40.10,21.61
10338916,---,-79.89,-98.00,-50.37
10338917,---,-3.12,19.70,-19.00
10338918,---,10.11,32.13,-12.19
10338919,---,-8.79,29.92,-43.85
10338920,---,33.69,32.46,34.88
10338921,---,-80.52,-64.32,-91.87
10338922,---,-68.39,-62.72,-73.88
10338923,---,-53.24,-66.31,-38.72
10338924,---,-7.34,-13.85,-1.03
10338925,---,97.16,98.00,95.88
10338926,---,95.29,96.38,94.58
10338927,---,23.87,31.36,16.97
10338928,---,-30.88,-69.53,19.04
10338929,---,45.22,27.39,60.92
10338930,---,96.88,97.46,96.21
10338931,---,-32.49,-18.44,-44.85
10338932,---,26.31,31.32,20.75
10338933,---,-90.12,-84.13,-94.41
10338934,---,56.69,47.68,62.79
10338935,---,-52.57,-68.47,-38.65
10338936,---,-35.17,-32.65,-37.94
10338937,---,-9.89,-6.37,-14.67
10338938,---,51.97,67.06,34.09
10338939,---,-10.52,42.23,-56.64
10338940,---,42.26,60.44,18.90
10338941,---,-3.57,14.57,-15.93
10338942,---,-13.54,18.01,-45.63
10338943,---,50.74,-0.18,80.56
10338944,---,-25.33,-37.29,-14.55
10338945,---,-64.37,-82.95,-30.57
10338946,---,-16.66,28.65,-55.41
10338947,---,-65.06,-76.41,-50.69
10338948,---,-49.23,-52.71,-46.22
10338949,---,-1.26,-46.37,43.87
10338950,---,-73.28,-66.91,-78.81
10338951,---,-46.02,-69.05,-13.48
10338952,---,10.81,-25.13,48.55
10338953,---,-75.93,-77.42,-74.51
10338954,---,-55.60,-40.20,-67.08
10338955,---,-61.42,-76.15,-44.98
10338956,---,-45.17,-43.98,-46.26
10338957,---,-73.90,-73.45,-74.79
10338958,---,-51.17,-32.97,-65.42
10338959,---,-46.44,57.15,-90.85
10338960,---,-25.44,-19.51,-32.99
10338961,---,9.24,47.56,-22.66
10338962,---,54.89,40.57,65.74
10338963,---,-83.72,-92.02,-72.35
10338964,---,-30.43,-52.34,-5.82
10338965,---,55.81,58.30,53.42
10338966,---,-41.27,-74.87,5.44
10338967,---,-2.72,-29.86,28.96
10338968,---,-80.17,-83.14,-77.17
10338969,---,90.03,89.24,90.56
10338970,---,-51.62,-55.47,-47.71
10338971,---,70.70,85.95,48.10
10338972,---,-10.17,31.02,-53.54
10338973,---,-39.08,-36.62,-40.91
10338974,---,-10.43,-0.39,-18.93
10338975,---,7.49,2.51,12.46
10338976,---,-8.71,26.45,-37.64
10338977,---,-40.99,-43.37,-39.17
10338978,---,34.63,56.33,9.98
10338979,---,37.24,45.11,27.27
10338980,---,-85.04,-87.89,-81.65
10338981,---,9.04,28.90,-13.32
10338982,---,55.88,57.46,54.35
10338983,---,22.96,83.20,-58.47
10338984,---,44.30,34.50,53.74
10338985,---,-63.89,-60.14,-67.52
10338986,---,-76.13,-83.67,-68.01
10338987,---,-50.32,-38.97,-59.43
10338988,---,3.73,3.64,3.75
10338989,---,93.41,96.18,89.88
10338990,---,-19.01,-52.36,19.05
10338991,---,-9.07,-66.10,53.78
10338992,---,-51.51,-45.99,-56.24
10338993,---,64.59,75.20,48.89
10338994,---,-32.27,-12.68,-48.76
10338995,---,-22.32,11.35,-60.71
10338996,---,-30.25,-37.58,-22.86
10338997,---,-30.67,-43.80,-19.33
10338998,---,3.09,-5.30,13.94
10338999,---,-77.65,-49.23,-93.76
10339000,---,-60.99,-70.37,-51.06
10339001,---,-89.11,-80.71,-94.89
10339002,---,-15.07,-50.39,27.11
10339003,---,-59.86,-78.57,-35.06
10339004,---,-47.07,-54.29,-38.01
10339005,---,91.91,93.33,90.22
10339006,---,88.73,89.55,88.22
10339007,---,-33.12,-11.17,-53.75
10339008,---,86.39,53.85,96.39
10339009,---,-31.11,3.47,-61.19
10339010,---,-41.19,-27.40,-57.30
10339011,---,-27.31,-22.88,-32.59
10339012,---,-4.92,12.15,-19.08
10339013,---,-50.73,-50.93,-50.40
10339014,---,-85.37,-91.29,-76.75
10339015,---,-25.03,-30.33,-20.30
10339016,---,35.81,75.94,-19.89
10339017,---,-28.18,-16.54,-40.92
10339018,---,30.24,45.75,11.00
10339019,---,-77.67,-59.19,-90.78
10339020,---,29.97,59.88,-4.88
10339021,---,-59.40,-58.13,-60.39
10339022,---,-77.44,-71.46,-82.09
10339023,---,28.86,16.83,41.82
10339024,---,-74.88,-90.88,-55.73
10339025,---,-84.86,-84.78,-85.00
10339026,---,-74.12,-78.01,-69.75
10339027,---,19.16,-3.95,41.53
10339028,---,57.85,50.08,64.93
10339029,---,28.17,75.21,-38.18
10339030,---,-68.81,-64.84,-72.49
10339031,---,-5.53,-49.80,44.07
10339032,---,88.24,88.24,88.16
10339033,---,-58.27,-55.31,-60.45
10339034,---,-93.42,-97.02,-85.78
10339035,---,-15.21,-27.50,-3.91
10339036,---,21.46,27.60,16.22
10339037,---,12.42,0.49,21.03
10339038,---,-86.68,-74.57,-93.53
10339039,---,37.38,0.00,66.55
10339040,---,-49.39,-34.26,-62.93
10339041,---,-74.60,-69.63,-78.30
10339042,---,-84.91,-73.40,-92.67
10339043,---,24.75,68.92,-28.52
10339044,---,-61.13,-48.10,-72.19
10339045,---,71.37,73.98,68.60
10339046,---,-39.83,-51.04,-27.84
10339047,---,-2.99,11.54,-10.99
10339048,---,-38.82,-50.60,-29.36
10339049,---,15.91,30.20,-0.35
10339050,---,-68.61,-69.69,-67.57
10339051,---,-35.87,15.94,-75.07
10339052,---,18.04,19.80,15.55
10339053,---,-31.25,-59.69,-10.52
10339054,---,-24.28,-25.77,-22.32
10339055,---,-69.31,-51.24,-81.80
10339056,---,-35.78,-24.26,-46.44
10339057,---,12.55,-1.52,25.67
10339058,---,-78.89,-79.26,-78.33
10339059,---,-54.53,-34.72,-74.05
10339060,---,-9.62,-3.49,-16.84
10339061,---,95.61,97.06,93.07
10339062,---,-32.28,-28.71,-35.03
10339063,---,-63.97,-59.14,-68.47
10339064,---,-56.22,-62.36,-48.96
10339065,---,38.22,28.57,48.32
10339066,---,-15.02,-37.33,8.50
10339067,---,0.53,-7.99,10.32
10339068,---,72.24,60.92,80.55
10339069,---,-9.91,-41.89,27.11
10339070,---,65.83,45.18,81.07
10339071,---,-93.05,-93.51,-92.53
10339072,---,-2.83,-32.82,30.45
10339073,---,-40.19,-63.96,-14.89
10339074,---,-18.38,-27.22,-8.72
10339075,---,-56.51,-55.32,-57.67
10339076,---,-64.89,-69.53,-59.75
10339077,---,-41.39,-57.48,-22.44
10339078,---,-62.71,-57.15,-67.92
10339079,---,-68.88,-55.20,-78.32
10339080,---,56.89,39.40,68.61
10339081,---,-16.66,32.27,-62.31
10339082,---,-49.20,-68.41,-29.17
10339083,---,-8.76,-30.66,11.64
10339084,---,-72.94,-59.00,-82.72
10339085,---,-70.66,-33.56,-98.79
10339086,---,-45.45,-36.78,-52.61
10339087,---,-82.53,-85.90,-77.36
10339088,---,30.55,41.87,16.60
10339089,---,-61.99,-59.91,-64.02
10339090,---,36.44,60.21,10.22
10339091,---,-79.79,-67.60,-88.48
10339092,---,67.83,68.79,66.51
10339093,---,28.42,37.42,20.52
10339094,---,-16.58,37.19,-61.52
10339095,---,-54.37,-55.25,-53.37
10339096,---,-80.37,-94.14,-55.45
10339097,---,-33.54,-21.46,-47.22
10339098,---,-64.36,-75.56,-46.80
10339099,---,31.42,41.31,21.83
10339100,---,-87.85,-86.93,-88.58
10339101,---,-89.61,-91.13,-88.09
10339102,---,-49.39,-77.13,-24.46
10339103,---,-35.25,-64.26,-5.95
10339104,---,-1.50,12.43,-12.91
10339105,---,-97.99,-95.84,-99.12
10339106,---,-25.81,-24.97,-26.53
10339107,---,72.16,79.19,63.10
10339108,---,-26.74,-51.21,0.14
10339109,---,86.70,88.70,84.25
10339110,---,-19.47,36.98,-67.61
10339111,---,-40.74,-8.51,-83.42
10339112,---,-62.93,-39.11,-81.20
10339113,---,-86.91,-83.83,-89.62
10339114,---,-28.44,-12.75,-42.72
10339115,---,-29.87,-69.48,10.29
10339116,---,-28.52,-45.61,-12.31
10339117,---,31.11,69.77,-21.21
10339118,---,68.37,49.41,82.32
10339119,---,-56.20,-88.32,4.07
10339120,---,96.08,96.98,94.58
10339121,---,57.20,49.96,63.65
10339122,---,-34.31,-66.04,-4.46
10339123,---,54.33,45.03,63.20
10339124,---,42.52,55.03,28.47
10339125,---,53.85,70.66,29.96
10339126,---,90.58,80.86,95.09
10339127,---,-80.02,-65.71,-88.74
10339128,---,-95.37,-83.61,-98.97
10339129,---,18.70,28.72,6.56
10339130,---,-55.33,-64.85,-45.27
10339131,---,-53.75,-58.57,-49.48
10339132,---,31.74,4.22,57.03
10339133,---,-9.17,-31.57,20.43
10339134,---,47.38,48.64,46.04
10339135,---,-2.35,8.99,-10.51
10339136,---,90.66,90.16,90.97
10339137,---,19.77,-17.24,55.24
10339138,---,47.67,4.00,76.17
10339139,---,26.78,23.25,31.04
10339140,---,7.37,-2.61,16.57
10339141,---,60.66,68.24,51.31
10339142,---,49.89,81.52,-6.51
10339143,---,-93.32,-90.05,-95.69
10339144,---,2.54,-14.42,21.79
10339145,---,-42.25,-65.47,-11.18
10339146,---,49.89,1.64,76.24
10339147,---,-1.01,-0.29,-1.73
10339148,---,-14.03,-21.51,-5.14
10339149,---,41.98,0.50,69.98
10339150,---,-57.95,-11.11,-84.26
10339151,---,-30.12,-32.62,-27.38
10339152,---,-59.26,-46.80,-71.68
10339153,---,-72.67,-75.15,-70.98
10339154,---,-35.46,-41.73,-29.10
10339155,---,23.07,15.52,30.29
10339156,---,39.92,45.37,34.06
10339157,---,-45.52,-13.58,-70.21
10339158,---,-49.86,-39.44,-58.98
10339159,---,28.79,41.73,15.14
10339160,---,-38.82,-73.69,-4.53
10339161,---,-51.86,-62.84,-34.95
10339162,---,81.98,80.77,83.08
10339163,---,-3.40,7.47,-18.32
10339164,---,-14.56,23.21,-47.92
10339165,---,-6.87,-10.54,-3.21
10339166,---,-66.34,-91.11,-31.48
10339167,---,-59.23,-86.39,-32.83
10339168,---,-5.44,5.01,-15.21
10339169,---,-76.44,-68.24,-82.67
10339170,---,-46.81,-57.98,-37.14
10339171,---,17.81,35.45,0.54
10339172,---,-46.92,-51.94,-41.07
10339173,---,16.90,-16.68,50.85
10339174,---,-83.02,-89.16,-71.97
10339175,---,-4.39,-5.08,-3.63
10339176,---,26.54,-3.47,57.45
10339177,---,27.41,33.55,21.40
10339178,---,94.70,98.38,86.16
10339179,---,-26.36,26.83,-71.03
10339180,---,16.78,18.66,15.08
10339181,---,-12.03,-45.99,28.66
10339182,---,-53.67,-73.46,-36.68
10339183,---,-23.64,-33.64,-14.90
10339184,---,25.55,50.21,-5.61
10339185,---,-44.22,-59.53,-27.20
10339186,---,-76.72,-85.08,-66.40
10339187,---,45.93,43.75,48.14
10339188,---,27.67,11.45,40.99
10339189,---,-15.47,-5.81,-25.34
10339190,---,-52.22,-26.56,-76.80
10339191,---,-25.18,-2.09,-44.92
10339192,---,19.87,20.97,18.58
10339193,---,59.25,65.30,52.12
10339194,---,-36.70,-54.41,-20.83
10339195,---,42.64,52.79,31.70
10339196,---,48.80,53.35,44.49
10339197,---,83.29,85.98,79.90
10339198,---,4.55,1.90,7.05
10339199,---,-57.17,-66.57,-48.41
10339200,---,-32.13,-6.05,-57.92
10339201,---,-97.08,-93.49,-98.95
10339202,---,-91.50,-95.48,-85.32
10339203,---,-6.58,41.61,-50.68
10339204,---,12.74,14.15,11.59
10339205,---,44.87,41.91,47.43
10339206,---,-25.83,-20.68,-30.52
10339207,---,73.82,68.64,77.57
10339208,---,-46.32,-65.29,-28.42
10339209,---,-88.27,-90.60,-85.17
10339210,---,90.85,92.93,88.31
10339211,---,-57.78,-54.82,-60.48
10339212,---,-54.90,-72.10,-33.31
10339213,---,91.44,94.04,87.59
10339214,---,0.05,6.41,-2.88
10339215,---,-29.60,6.82,-58.53
10339216,---,59.21,69.33,48.61
10339217,---,66.22,58.80,71.50
10339218,---,-31.01,-35.70,-26.48
10339219,---,-26.95,8.33,-66.64
10339220,---,-20.51,-46.82,0.50
10339221,---,10.39,9.71,11.03
10339222,---,-32.73,6.68,-78.72
10339223,---,-16.10,-44.95,11.92
10339224,---,-89.17,-94.64,-77.29
10339225,---,-43.54,-47.62,-38.61
10339226,---,-71.13,-67.84,-74.56
10339227,---,-8.42,-1.24,-16.43
10339228,---,76.48,90.88,50.11
10339229,---,48.44,69.82,18.50
10339230,---,65.70,41.83,81.09
10339231,---,73.47,73.10,73.83
10339232,---,-12.87,-18.09,-8.20
10339233,---,-19.56,-22.09,-16.52
10339234,---,-36.69,-27.66,-46.97
10339235,---,-29.95,-11.75,-47.96
10339236,---,74.16,60.73,83.74
10339237,---,-74.74,-58.95,-86.64
10339238,---,-91.84,-92.78,-90.70
10339239,---,83.36,72.73,90.57
10339240,---,13.19,-10.63,35.89
10339241,---,29.58,30.29,29.05
10339242,---,-33.19,-35.03,-31.19
10339243,---,-85.08,-81.86,-88.05
10339244,---,-68.88,-60.57,-76.09
10339245,---,-58.84,-49.78,-67.66
10339246,---,-11.31,-6.05,-16.94
10339247,---,10.66,9.21,12.22
10339248,---,-50.21,-63.87,-38.26
10339249,---,15.91,18.95,12.59
10339250,---,-48.06,-35.91,-58.64
10339251,---,-66.41,-64.12,-68.18
10339252,---,-65.33,-82.22,-45.55
10339253,---,85.80,89.11,82.84
10339254,---,-53.55,-61.25,-46.35
10339255,---,-35.14,-14.28,-54.39
10339256,---,-88.14,-89.31,-87.02
10339257,---,1.94,24.76,-16.54
10339258,---,-66.04,-97.02,-24.09
10339259,---,67.05,73.95,60.04
10339260,---,-81.44,-65.51,-91.91
10339261,---,-37.71,-19.76,-53.91
10339262,---,-53.21,-70.06,-33.02
10339263,---,-32.25,-34.11,-29.96
10339264,---,12.93,1.49,24.15
10339265,---,-5.44,-12.38,-0.29
10339266,---,-80.74,-93.48,-47.50
10339267,---,79.27,53.75,92.39
10339268,---,-19.57,-29.85,-10.21
10339269,---,-20.45,-19.56,-21.72
10339270,---,-57.61,-43.28,-72.48
10339271,---,-60.13,-81.88,-35.23
10339272,---,-49.47,1.27,-88.02
10339273,---,-76.76,-88.94,-60.37
10339274,---,-36.65,-50.87,-23.47
10339275,---,-0.12,-13.24,18.23
10339276,---,96.77,97.30,96.18
10339277,---,-25.34,-8.89,-49.47
10339278,---,-74.04,-74.16,-73.83
10339279,---,-84.72,-78.12,-90.20
10339280,---,-28.26,-4.43,-59.67
10339281,---,-43.54,-95.73,29.68
10339282,---,93.44,94.75,91.96
10339283,---,-87.25,-76.34,-94.14
10339284,---,-8.70,12.28,-26.48
10339285,---,-13.47,35.43,-57.01
10339286,---,-0.07,-21.81,17.70
10339287,---,-66.68,-71.34,-61.84
10339288,---,17.22,-25.48,54.48
10339289,---,-60.06,-83.99,-35.24
10339290,---,-41.63,-39.53,-44.37
10339291,---,86.55,91.87,79.31
10339292,---,-0.83,34.48,-30.75
10339293,---,-75.40,-63.78,-84.97
10339294,---,-20.89,-11.70,-30.37
10339295,---,-20.69,-76.66,22.57
10339296,---,22.76,19.41,26.38
10339297,---,7.78,-1.04,16.60
10339298,---,-69.15,-68.56,-69.48
10339299,---,-25.96,25.62,-66.71
10339300,---,37.67,37.56,37.71
10339301,---,5.81,-6.47,18.07
10339302,---,-39.50,-46.36,-32.84
10339303,---,46.29,18.14,66.90
10339304,---,38.28,-9.49,71.68
10339305,---,-68.85,-37.95,-90.92
10339306,---,-12.40,-38.58,15.77
10339307,---,1.96,-4.06,8.07
10339308,---,-81.63,-86.03,-76.03
10339309,---,-63.93,-92.21,-31.98
10339310,---,45.32,-5.18,79.27
10339311,---,-17.13,-10.75,-23.20
10339312,---,3.54,65.93,-63.19
10339313,---,-25.99,-25.50,-26.32
10339314,---,-64.08,9.16,-96.33
10339315,---,48.72,50.79,46.72
10339316,---,-59.52,-33.09,-75.11
10339317,---,4.58,59.42,-50.98
10339318,---,68.10,63.59,72.24
10339319,---,-80.81,-77.67,-84.03
10339320,---,-41.92,-23.29,-58.05
10339321,---,-0.18,15.51,-12.85
10339322,---,56.88,54.17,59.62
10339323,---,23.84,-5.22,61.10
10339324,---,24.95,22.27,27.52
10339325,---,13.84,11.21,16.28
10339326,---,-21.66,-56.90,1.24
10339327,---,4.10,3.06,4.97
10339328,---,-46.72,-51.72,-42.29
10339329,---,90.31,93.53,84.40
10339330,---,-40.23,-66.30,-7.45
10339331,---,49.45,58.41,38.30
10339332,---,48.07,59.05,33.67
10339333,---,-68.13,-87.66,-47.68
10339334,---,-13.49,11.58,-40.13
10339335,---,-91.09,-96.24,-84.27
10339336,---,-48.86,-43.88,-53.74
10339337,---,-99.18,-97.71,-99.84
10339338,---,83.22,88.71,73.75
10339339,---,-71.48,-86.37,-54.28
10339340,---,-93.16,-77.21,-99.40
10339341,---,-25.74,-41.69,-7.58
10339342,---,-21.71,-14.29,-29.44
10339343,---,-76.59,-89.36,-61.04
10339344,---,4.84,22.14,-6.63
10339345,---,-21.39,-19.01,-23.36
10339346,---,-99.71,-99.58,-99.78
10339347,---,-77.33,-80.40,-73.72
10339348,---,54.23,54.52,54.01
10339349,---,39.05,38.80,39.17
10339350,---,-17.40,22.05,-53.21
10339351,---,-66.92,-46.94,-82.06
10339352,---,-24.17,-14.82,-33.94
10339353,---,32.40,21.11,44.54
10339354,---,-50.60,-50.36,-51.02
10339355,---,-26.26,-23.52,-29.37
10339356,---,-86.91,-92.59,-75.44
10339357,---,-60.75,-68.21,-52.67
10339358,---,76.61,72.91,80.85
10339359,---,-37.95,-34.95,-40.92
10339360,---,-14.97,-25.18,-5.53
10339361,---,-32.64,-24.57,-41.53
10339362,---,-67.91,-70.91,-64.56
10339363,---,80.81,81.06,80.52
10339364,---,-42.58,-62.49,-27.52
10339365,---,15.75,15.90,15.55
10339366,---,-64.59,-61.28,-67.88
10339367,---,-44.03,-82.79,19.49
10339368,---,-89.25,-67.82,-98.09
10339369,---,79.75,83.99,75.55
10339370,---,7.17,42.88,-23.12
10339371,---,91.02,82.12,95.58
10339372,---,-72.37,-87.87,-47.43
10339373,---,36.01,54.62,9.24
10339374,---,-60.28,-64.15,-55.05
10339375,---,25.91,24.71,26.98
10339376,---,-86.56,-89.07,-83.68
10339377,---,40.71,95.73,-79.06
10339378,---,-45.93,-49.72,-42.50
10339379,---,8.44,45.26,-23.81
10339380,---,-64.32,-78.52,-50.35
10339381,---,-66.71,-83.40,-39.43
10339382,---,70.93,83.12,55.31
10339383,---,-6.41,-13.11,-0.07
10339384,---,65.39,60.98,69.87
10339385,---,-35.38,-39.86,-30.95
10339386,---,-34.63,-69.77,13.94
10339387,---,38.77,63.65,4.51
10339388,---,23.72,23.91,23.26
10339389,---,-25.56,-19.53,-33.35
10339390,---,51.10,47.02,55.66
10339391,---,-26.42,-42.68,-6.61
10339392,---,-48.69,-49.71,-47.58
10339393,---,8.94,18.84,-0.30
10339394,---,64.93,83.01,35.85
10339395,---,-6.78,-2.65,-11.76
10339396,---,-27.87,-26.20,-29.53
10339397,---,-18.31,23.64,-59.11
10339398,---,-54.35,-80.62,-33.77
10339399,---,81.90,89.75,71.72
10339400,---,5.86,22.05,-5.06
10339401,---,27.44,37.53,16.29
10339402,---,-7.74,20.46,-34.87
10339403,---,-42.61,-22.21,-62.85
10339404,---,-14.38,3.78,-33.56
10339405,---,-11.31,7.84,-28.81
10339406,---,-5.86,0.32,-11.79
10339407,---,28.89,15.19,40.80
10339408,---,35.24,37.17,33.21
10339409,---,-5.61,-17.46,6.84
10339410,---,-31.95,-5.20,-71.46
10339411,---,11.38,7.68,15.59
10339412,---,-42.15,-60.26,-22.53
10339413,---,92.57,95.49,88.17
10339414,---,-85.51,-55.24,-98.45
10339415,---,60.33,61.12,59.85
10339416,---,-53.83,-26.83,-75.58
10339417,---,-41.75,-78.20,9.58
10339418,---,-55.04,-60.72,-47.87
10339419,---,18.65,28.02,8.89
10339420,---,6.51,-37.79,52.38
10339421,---,-11.94,18.08,-36.32
10339422,---,31.38,-19.34,72.40
10339423,---,-45.48,0.40,-79.34
10339424,---,6.46,-22.27,35.65
10339425,---,-69.76,-89.91,-44.53
10339426,---,-69.18,-68.72,-69.72
10339427,---,-18.45,17.70,-51.62
10339428,---,56.86,60.97,52.71
