Probeset_ID,Gene Symbol,Mo Bl Ly6C+ II+,Sample_,Sample_,Sample_
10338642,---,36.46,44.50,71.73,-16.17
10338643,---,25.31,20.34,10.94,42.06
10338644,---,-32.78,-24.22,-23.06,-47.41
10338645,---,39.20,38.21,39.60,39.67
10338646,---,47.51,-33.31,84.36,53.64
10338647,---,26.47,27.55,15.48,35.76
10338648,---,77.72,25.61,89.35,89.88
10338649,---,-57.07,-76.52,-40.33,-57.56
10338650,---,54.13,96.54,-31.17,8.39
10338651,---,59.96,42.20,94.98,3.91
10338652,---,-15.59,-48.23,63.88,-59.20
10338653,---,33.63,39.11,-0.85,55.93
10338654,---,-59.08,-67.45,-54.18,-54.50
10338655,---,80.42,88.63,73.02,73.22
10338656,---,66.60,75.94,76.11,31.38
10338657,---,-48.35,-79.41,-33.93,-21.33
10338658,---,70.60,55.67,91.82,44.40
10338659,---,92.92,96.07,92.74,88.99
10338660,---,-68.52,-1.78,-98.60,-86.74
10338661,---,21.15,31.06,32.05,-2.79
10338662,---,80.34,84.06,75.77,81.03
10338663,---,-15.48,-48.79,75.74,-85.57
10338664,---,20.99,49.41,-7.24,40.51
10338665,---,-34.59,5.13,-22.66,-74.74
10338666,---,27.89,1.11,31.19,53.51
10338667,---,-24.46,-63.01,-1.96,-15.25
10338668,---,-18.76,-6.58,-7.86,-51.28
10338669,---,-16.93,-9.87,-43.28,-8.01
10338670,---,-54.00,-16.87,-61.58,-86.05
10338671,---,39.04,-8.39,25.77,79.15
10338672,---,5.63,-6.86,-12.58,39.11
10338673,---,96.15,99.07,99.44,78.09
10338674,---,14.62,34.99,20.08,4.30
10338675,---,18.60,-17.97,68.13,-7.36
10338676,---,-3.99,43.41,-51.87,5.20
10338677,---,43.42,1.74,43.73,66.38
10338678,---,-21.46,-47.17,-9.02,-7.61
10338679,---,-48.33,-12.05,-65.91,-67.14
10338680,---,87.98,94.21,64.10,91.74
10338681,---,6.99,24.57,-14.74,7.82
10338682,---,63.20,55.93,62.38,70.53
10338683,---,38.83,44.43,61.28,15.27
10338684,---,68.58,86.23,39.89,70.21
10338685,---,12.99,53.23,32.48,-39.21
10338686,---,57.53,62.53,32.31,70.84
10338687,---,-33.00,-11.44,-60.69,-19.55
10338688,---,79.87,81.90,78.46,79.15
10338689,---,-13.09,-36.85,-30.19,34.65
10338690,---,20.91,20.71,52.27,-12.20
10338691,---,-25.95,-57.13,-8.06,-18.79
10338692,---,41.56,89.79,-4.69,-12.18
10338693,---,68.03,90.33,66.63,21.86
10338694,---,-17.78,63.36,-72.03,-41.83
10338695,---,35.90,47.01,16.03,43.41
10338696,---,-2.48,-0.23,-12.61,8.94
10338697,---,-27.34,-9.10,-37.51,-42.19
10338698,---,90.48,98.76,35.82,89.69
10338699,---,-47.61,-45.33,-70.47,-32.46
10338700,---,80.81,89.19,37.16,92.05
10338701,---,-21.84,-51.19,-35.68,27.24
10338702,---,93.47,89.40,98.19,82.48
10338703,---,10.30,85.05,-7.64,-74.85
10338704,---,72.39,46.04,78.00,83.87
10338705,---,38.01,19.14,-9.82,77.30
10338706,---,35.96,41.48,9.59,53.21
10338707,---,-22.22,-46.22,-71.32,60.72
10338708,---,-4.24,-23.76,-19.89,18.94
10338709,---,90.16,91.79,94.61,78.34
10338710,---,29.47,15.00,63.22,-3.95
10338711,---,-34.09,8.56,-47.48,-66.80
10338712,---,-78.99,-67.84,-84.00,-82.29
10338713,---,20.89,-21.34,40.82,40.98
10338714,---,30.96,87.68,-25.82,-6.33
10338715,---,-19.31,12.94,-85.53,34.84
10338716,---,29.39,17.72,70.31,-8.85
10338717,---,-43.23,-20.11,20.16,-88.43
10338718,---,29.08,21.65,35.01,31.20
10338719,---,-24.17,-3.36,-61.35,-13.22
10338720,---,84.80,63.41,88.75,91.32
10338721,---,-75.25,-56.48,-92.37,-73.74
10338722,---,13.45,13.16,31.81,-5.59
10338723,---,86.67,66.58,94.11,91.14
10338724,---,23.58,13.98,17.82,36.54
10338725,---,-40.34,-15.09,-1.00,-81.79
10338726,---,-10.46,-24.01,-23.89,23.52
10338727,---,46.16,52.86,74.70,15.77
10338728,---,-67.69,-31.25,-82.79,-74.53
10338729,---,66.19,88.58,69.14,1.43
10338730,---,-0.15,-19.75,-17.21,20.29
10338731,---,-14.70,-62.48,29.10,-7.21
10338732,---,88.34,-21.91,83.18,99.72
10338733,---,77.96,24.59,94.39,85.25
10338734,---,7.85,-5.74,-43.61,66.76
10338735,---,-87.68,-97.56,-85.26,-74.11
10338736,---,23.54,38.32,30.11,1.43
10338737,---,36.85,2.20,74.18,21.04
10338738,---,52.85,49.47,55.55,53.17
10338739,---,-4.58,25.41,-15.70,-24.53
10338740,---,47.85,44.42,88.48,-47.08
10338741,---,27.90,-27.87,29.34,71.00
10338742,---,9.17,-38.56,53.06,9.36
10338743,---,86.77,87.80,83.53,88.92
10338744,---,75.92,82.26,65.39,78.16
10338745,---,92.97,98.42,86.01,90.85
10338746,---,33.13,40.75,38.70,19.61
10338747,---,17.93,43.03,32.33,-23.47
10338748,---,79.39,93.09,95.61,-6.87
10338749,---,19.96,33.29,40.93,-15.75
10338750,---,39.39,37.18,42.90,38.54
10338751,---,61.52,76.21,23.73,72.06
10338752,---,63.08,94.14,43.79,3.39
10338753,---,-10.83,-0.08,-40.11,-3.11
10338754,---,-36.81,-59.40,71.70,-86.04
10338755,---,64.44,58.90,9.19,87.39
10338756,---,87.70,93.15,69.68,91.65
10338757,---,-11.41,-38.46,-1.71,8.06
10338758,---,79.04,94.05,80.10,43.30
10338759,---,3.03,-7.26,-18.03,33.73
10338760,---,23.09,29.85,20.81,18.24
10338761,---,-61.14,-64.68,-40.01,-75.67
10338762,---,7.99,5.80,22.10,-3.36
10338763,---,36.62,64.26,-2.81,43.34
10338764,---,44.31,0.76,15.35,86.94
10338765,---,-2.08,38.96,-11.19,-23.57
10338766,---,93.52,97.78,88.73,89.39
10338767,---,-27.83,-22.21,-30.36,-32.13
10338768,---,60.80,40.39,91.97,28.51
10338769,---,14.96,10.09,4.85,29.13
10338770,---,-3.46,-73.66,5.59,66.04
10338771,---,75.54,84.05,76.99,58.59
10338772,---,38.23,32.77,37.94,44.51
10338773,---,15.42,25.86,15.77,6.00
10338774,---,74.09,92.48,87.53,-8.49
10338775,---,4.21,25.05,45.42,-43.37
10338776,---,70.05,64.35,70.29,75.34
10338777,---,68.27,89.09,87.66,-50.41
10338778,---,-7.53,70.87,-98.40,36.22
10338779,---,-79.27,-82.36,-87.67,-56.01
10338780,---,21.97,-60.66,60.61,60.33
10338781,---,67.05,93.43,12.83,50.44
10338782,---,-22.47,16.48,-99.34,97.17
10338783,---,28.73,59.70,41.99,-24.87
10338784,---,-9.84,-12.02,-3.46,-13.28
10338785,---,41.56,67.85,62.04,-23.96
10338786,---,67.58,85.10,86.29,-0.67
10338787,---,37.07,3.20,8.07,79.55
10338788,---,37.21,68.11,-10.78,45.58
10338789,---,27.21,39.70,27.21,5.89
10338790,---,-28.25,13.65,-73.45,-18.28
10338791,---,77.17,85.79,89.85,43.92
10338792,---,91.87,93.76,95.89,74.78
10338793,---,66.84,57.60,68.91,71.63
10338794,---,-65.47,-92.32,-59.88,-24.32
10338795,---,-45.60,-25.27,-98.37,-9.93
10338796,---,-13.21,-13.85,-24.78,0.35
10338797,---,1.36,7.54,27.26,-29.99
10338798,---,-8.70,-31.49,47.03,-32.96
10338799,---,-19.32,-73.20,54.54,-36.02
10338800,---,71.86,83.85,78.80,47.48
10338801,---,82.60,80.15,90.79,70.73
10338802,---,-64.80,-85.91,-78.71,27.43
10338803,---,87.01,98.12,63.95,76.94
10338804,---,82.56,96.86,93.11,18.64
10338805,---,49.14,85.30,15.20,4.95
10338806,---,-3.56,27.13,-81.54,62.49
10338807,---,-2.81,21.18,-17.80,-3.23
10338808,---,57.24,66.14,72.30,23.22
10338809,---,37.81,16.83,82.67,-10.18
10338810,---,98.37,99.83,96.30,95.43
10338811,---,-4.59,6.87,3.79,-32.17
10338812,---,8.32,33.45,-4.13,-9.56
10338813,---,-14.42,6.85,-19.59,-31.94
10338814,---,73.51,86.45,93.21,-23.47
10338815,---,25.05,47.24,19.45,6.64
10338816,---,-0.09,-45.34,26.62,20.05
10338817,---,27.37,17.90,-20.73,73.69
10338818,---,25.31,-10.15,43.22,44.41
10338819,---,42.31,67.84,40.88,11.00
10338820,---,95.63,98.20,98.69,67.42
10338821,---,67.23,16.04,95.90,50.36
10338822,---,88.23,87.18,88.39,88.96
10338823,---,19.55,61.40,46.12,-53.81
10338824,---,51.28,36.79,63.75,50.80
10338825,---,-9.25,-22.25,-49.40,53.03
10338826,---,66.47,76.27,55.49,66.91
10338827,---,-20.74,-59.42,-7.87,-0.05
10338828,---,96.77,97.06,93.89,98.70
10338829,---,12.79,-13.19,71.31,-35.57
10338830,---,-33.67,19.64,-70.00,-42.39
10338831,---,-3.94,-46.56,29.05,15.07
10338832,---,-14.79,-64.39,-66.35,58.14
10338833,---,85.39,90.25,90.82,72.92
10338834,---,-48.36,-97.11,-10.85,-24.27
10338835,---,-52.99,-46.75,-43.51,-68.67
10338836,---,-4.63,-26.07,-48.63,37.25
10338837,---,-45.99,-75.93,-45.74,-4.87
10338838,---,-85.23,-99.85,-27.35,-88.10
10338839,---,72.95,89.44,88.68,0.36
10338840,---,81.03,95.84,75.44,39.77
10338841,---,-37.68,-78.90,-33.37,29.35
10338842,---,-6.11,8.99,-24.20,-1.28
10338843,---,61.43,93.74,60.68,-9.01
10338844,---,-6.54,-49.30,-32.59,70.14
10338845,---,-42.55,-91.49,-18.70,-8.91
10338846,---,31.03,50.36,70.18,-33.91
10338847,---,-26.99,-25.93,-35.44,-20.02
10338848,---,50.65,44.49,43.37,62.04
10338849,---,92.48,93.94,89.18,93.75
10338850,---,47.09,32.38,73.35,24.87
10338851,---,81.41,84.97,77.55,81.38
10338852,---,13.58,14.97,12.01,13.81
10338853,---,66.73,54.56,54.89,84.02
10338854,---,-41.98,-10.47,-70.78,-35.33
10338855,---,-40.52,-22.78,-16.17,-73.07
10338856,---,-37.01,-67.73,-87.80,15.19
10338857,---,-37.00,-32.50,-33.93,-44.83
10338858,---,-53.69,-99.55,31.22,14.84
10338859,---,95.73,99.43,93.20,90.60
10338860,---,-2.70,-13.35,76.25,-70.85
10338861,---,50.50,60.42,21.56,61.71
10338862,---,51.47,98.38,-21.99,-5.22
10338863,---,87.16,85.66,91.74,81.69
10338864,---,-21.65,-70.92,-35.62,45.67
10338865,---,-50.40,-89.81,-61.13,39.34
10338866,---,-32.98,-59.94,3.71,-42.89
10338867,---,76.02,73.88,66.00,85.77
10338868,---,83.69,86.14,70.49,91.28
10338869,---,72.35,67.60,65.25,81.84
10338870,---,-2.87,1.11,-4.45,-6.88
10338871,---,-10.05,-15.07,-3.16,-12.82
10338872,---,56.08,88.58,62.85,-13.11
10338873,---,67.35,95.75,29.34,13.81
10338874,---,4.58,-3.89,-48.95,63.45
10338875,---,90.32,87.20,90.59,92.86
10338876,---,-38.64,-58.14,-62.55,23.66
10338877,---,86.44,97.98,80.65,68.38
10338878,---,18.58,-5.52,-14.39,68.77
10338879,---,45.95,-2.10,68.06,57.83
10338880,---,-52.48,-64.92,-68.43,-18.90
10338881,---,86.90,94.60,95.78,45.28
10338882,---,53.52,46.35,35.02,73.38
10338883,---,57.48,45.36,78.60,41.06
10338884,---,20.09,23.32,11.57,26.13
10338885,---,65.59,49.01,57.52,85.34
10338886,---,98.51,98.20,98.28,98.71
10338887,---,65.96,44.46,89.61,49.09
10338888,---,73.09,82.69,72.46,59.73
10338889,---,49.63,88.38,49.71,-32.32
10338890,---,-83.24,-33.70,-92.64,-93.99
10338891,---,-8.78,21.67,13.89,-53.46
10338892,---,-29.80,-74.77,52.38,-79.73
10338893,---,83.46,95.07,53.34,84.45
10338894,---,73.44,11.86,80.79,92.01
10338895,---,9.12,-59.07,48.62,41.00
10338896,---,2.97,31.50,-25.07,23.99
10338897,---,78.30,97.83,9.87,60.69
10338898,---,-3.63,-1.39,-8.68,-2.19
10338899,---,-10.42,29.40,-39.68,-14.48
10338900,---,48.57,55.69,55.29,31.26
10338901,---,-33.97,-74.66,-46.07,30.61
10338902,---,-50.36,-14.78,-81.37,-52.55
10338903,---,77.05,95.80,55.08,44.72
10338904,---,71.01,-12.93,91.60,83.97
10338905,---,-84.27,-97.92,-60.14,-69.13
10338906,---,-85.80,-92.20,-91.19,-53.64
10338907,---,50.71,60.10,27.48,63.16
10338908,---,34.57,31.72,37.64,33.87
10338909,---,-5.05,-94.34,-20.97,93.83
10338910,---,-79.66,-84.80,-65.48,-81.58
10338911,---,-9.04,-29.74,-25.72,38.47
10338912,---,-10.56,-40.81,-36.30,55.42
10338913,---,17.38,79.89,-7.78,-43.26
10338914,---,53.83,73.91,33.97,47.23
10338915,---,22.78,5.50,-1.77,55.33
10338916,---,-35.22,-12.64,-14.09,-93.18
10338917,---,33.79,1.14,20.05,64.06
10338918,---,-89.26,-85.54,-96.80,-73.53
10338919,---,74.42,85.28,58.58,72.83
10338920,---,38.00,81.26,44.30,8.58
10338921,---,71.64,76.65,53.56,80.78
10338922,---,-39.26,-78.04,-23.55,-17.37
10338923,---,46.07,22.84,42.50,67.02
10338924,---,72.51,59.80,72.47,81.62
10338925,---,88.90,69.65,93.80,93.94
10338926,---,36.17,11.05,44.77,48.54
10338927,---,32.53,41.40,-40.46,78.64
10338928,---,78.58,62.99,95.69,58.76
10338929,---,10.54,51.24,-46.26,31.61
10338930,---,51.62,29.88,37.54,77.95
10338931,---,54.20,68.10,5.11,75.99
10338932,---,64.73,68.30,14.10,87.65
10338933,---,21.73,31.36,3.18,20.27
10338934,---,35.21,68.53,68.80,-59.79
10338935,---,-39.69,-68.15,-5.10,-74.76
10338936,---,52.06,89.25,60.42,-22.90
10338937,---,-17.03,48.55,-36.30,-91.86
10338938,---,96.99,99.52,96.90,90.83
10338939,---,37.14,96.71,-43.74,10.30
10338940,---,42.66,-10.22,39.62,77.71
10338941,---,-35.03,76.84,-92.20,-88.98
10338942,---,67.25,58.65,80.56,58.16
10338943,---,-27.93,-97.40,56.22,5.40
10338944,---,3.83,79.52,-61.71,-13.93
10338945,---,-42.51,-98.38,54.06,52.59
10338946,---,74.86,81.47,55.73,83.32
10338947,---,-55.15,-82.99,-76.41,4.78
10338948,---,67.52,80.73,49.26,69.49
10338949,---,72.79,89.01,62.89,55.56
10338950,---,-3.84,51.87,-74.23,27.28
10338951,---,21.05,38.89,-7.45,31.66
10338952,---,-10.73,-23.15,8.28,-16.46
10338953,---,-14.88,49.79,-51.21,-40.99
10338954,---,10.39,24.07,4.10,4.80
10338955,---,-6.83,-15.05,-13.87,-0.94
10338956,---,76.50,98.27,69.26,-3.00
10338957,---,-94.01,-96.92,-99.16,-66.60
10338958,---,28.62,38.07,27.24,21.10
10338959,---,96.43,97.14,97.76,91.50
10338960,---,27.39,93.99,-48.76,-18.74
10338961,---,5.83,35.69,-7.43,-5.59
10338962,---,-6.00,77.09,-75.85,-31.20
10338963,---,21.33,10.01,65.12,-22.65
10338964,---,-10.22,-44.00,-20.73,37.22
10338965,---,91.40,94.94,93.58,81.13
10338966,---,24.07,67.55,37.74,-39.73
10338967,---,14.19,-25.50,65.35,-4.03
10338968,---,34.42,24.19,55.47,17.51
10338969,---,93.25,94.29,95.62,87.19
10338970,---,-19.31,37.06,-83.90,3.61
10338971,---,52.07,-15.09,62.88,89.51
10338972,---,-58.27,-44.37,-90.04,14.60
10338973,---,-69.64,-63.77,-25.37,-93.83
10338974,---,9.26,-6.64,-6.37,38.56
10338975,---,83.83,97.02,68.60,59.30
10338976,---,71.60,77.29,74.97,58.31
10338977,---,82.12,86.32,89.35,61.08
10338978,---,87.84,88.70,91.52,81.21
10338979,---,96.11,97.71,95.81,93.57
10338980,---,-2.03,6.37,41.13,-46.76
10338981,---,92.34,98.74,81.13,81.43
10338982,---,-42.45,-42.52,-28.13,-57.08
10338983,---,27.46,-8.84,8.99,72.92
10338984,---,41.10,76.22,45.17,6.76
10338985,---,-8.19,-21.78,-24.68,-1.04
10338986,---,-21.01,-11.11,-4.86,-82.57
10338987,---,-65.75,-56.23,-85.33,-30.32
10338988,---,20.45,15.10,10.54,39.89
10338989,---,93.69,93.85,97.99,81.12
10338990,---,-39.35,-85.74,-23.71,2.94
10338991,---,11.37,40.25,43.48,-42.21
10338992,---,88.70,90.74,97.90,43.40
10338993,---,68.55,74.25,92.60,-1.24
10338994,---,89.95,92.45,93.75,79.00
10338995,---,71.13,97.30,81.82,-80.91
10338996,---,39.44,80.40,73.65,-67.18
10338997,---,25.92,23.56,36.12,17.78
10338998,---,-0.15,-30.18,81.81,-66.33
10338999,---,27.42,57.00,-38.89,60.28
10339000,---,41.10,54.86,41.96,21.03
10339001,---,-25.88,-2.36,-4.26,-62.84
10339002,---,83.58,77.30,73.85,91.52
10339003,---,57.41,48.93,54.33,67.59
10339004,---,46.57,-38.30,46.17,84.71
10339005,---,35.67,-58.09,57.24,81.51
10339006,---,-0.04,53.39,47.75,-79.39
10339007,---,35.56,15.86,16.71,68.01
10339008,---,-75.76,-86.36,-31.66,-91.10
10339009,---,88.36,91.30,95.39,66.88
10339010,---,5.94,54.99,-46.89,22.35
10339011,---,18.50,46.35,-23.06,36.05
10339012,---,57.41,82.36,55.07,8.07
10339013,---,-8.56,-12.13,-39.00,33.02
10339014,---,95.54,99.08,89.99,91.80
10339015,---,98.14,98.62,98.38,96.43
10339016,---,13.94,86.77,-46.20,-20.89
10339017,---,80.62,95.34,62.76,60.88
10339018,---,54.65,74.86,57.62,21.21
10339019,---,-24.22,3.56,-11.69,-72.93
10339020,---,26.04,82.17,40.82,-68.70
10339021,---,-19.25,-28.37,49.06,-68.68
10339022,---,65.92,38.89,69.97,82.28
10339023,---,-13.97,4.76,-31.97,-19.28
10339024,---,90.90,96.05,87.25,86.27
10339025,---,-6.26,40.37,62.92,-91.51
10339026,---,14.45,36.53,11.97,-5.40
10339027,---,84.51,87.31,77.42,86.40
10339028,---,56.49,65.54,94.77,-42.38
10339029,---,13.73,-10.41,54.79,-9.85
10339030,---,-23.58,20.49,-40.21,-51.54
10339031,---,64.57,82.58,78.30,7.43
10339032,---,9.79,25.33,-5.25,11.47
10339033,---,-13.36,-2.43,-73.19,46.08
10339034,---,-39.62,67.37,-95.18,-82.96
10339035,---,57.41,56.44,58.51,57.73
10339036,---,13.58,14.45,11.01,15.76
10339037,---,25.61,-9.72,-11.93,71.89
10339038,---,21.26,-36.66,78.68,5.60
10339039,---,51.93,90.78,-4.73,21.79
10339040,---,-11.05,24.43,13.13,-65.15
10339041,---,65.28,96.67,75.31,-44.86
10339042,---,-24.80,-90.25,-54.95,2.25
10339043,---,89.68,94.34,75.47,92.12
10339044,---,-7.17,80.25,-51.42,-62.37
10339045,---,61.65,63.76,95.02,-24.91
10339046,---,67.67,92.00,-4.57,74.51
10339047,---,-42.92,-40.43,-77.34,-17.32
10339048,---,1.33,66.84,20.86,-74.23
10339049,---,50.11,47.67,86.66,-21.51
10339050,---,39.54,60.52,18.73,36.01
10339051,---,25.96,39.45,57.85,-25.37
10339052,---,65.09,72.40,81.58,38.65
10339053,---,21.58,38.01,43.32,-10.66
10339054,---,78.53,95.47,34.92,78.26
10339055,---,6.07,26.22,-33.76,20.80
10339056,---,95.24,95.73,92.15,97.01
10339057,---,64.53,76.35,82.79,12.00
10339058,---,-3.29,60.29,-61.72,-1.00
10339059,---,-13.66,49.96,-27.87,-55.39
10339060,---,90.53,93.63,78.03,92.90
10339061,---,66.72,70.02,37.70,82.98
10339062,---,-24.04,-58.59,-15.04,8.25
10339063,---,45.48,44.83,64.16,20.92
10339064,---,-83.94,-81.01,-86.49,-83.86
10339065,---,54.56,79.28,64.65,18.63
10339066,---,-38.23,-16.70,-48.23,-50.82
10339067,---,10.36,-13.22,22.34,22.57
10339068,---,82.91,96.22,97.03,-22.34
10339069,---,28.33,6.67,23.85,49.74
10339070,---,23.43,-11.82,64.90,15.31
10339071,---,-63.46,-78.29,-39.41,-63.21
10339072,---,86.50,98.73,87.12,27.97
10339073,---,64.68,75.07,85.58,1.77
10339074,---,-39.45,12.72,-43.30,-81.36
10339075,---,-84.25,-97.55,-18.53,-91.78
10339076,---,46.36,-2.62,46.66,76.09
10339077,---,-25.38,5.19,-37.00,-41.86
10339078,---,-25.20,-33.11,-32.68,-10.03
10339079,---,10.92,-81.53,18.05,86.01
10339080,---,93.78,96.81,99.21,70.90
10339081,---,66.74,91.38,9.56,61.61
10339082,---,69.43,92.70,44.73,52.51
10339083,---,77.27,86.74,58.36,80.82
10339084,---,-21.90,-31.47,-13.18,-23.36
10339085,---,-43.87,-48.20,-42.55,-40.84
10339086,---,81.54,82.23,73.67,88.29
10339087,---,-61.19,-93.40,-67.87,5.40
10339088,---,-15.12,-51.54,33.87,-29.04
10339089,---,-9.66,-41.99,-26.35,41.30
10339090,---,74.82,94.79,76.20,17.23
10339091,---,60.45,86.96,24.35,37.22
10339092,---,77.92,93.89,14.35,86.81
10339093,---,10.01,9.27,10.93,10.05
10339094,---,76.78,86.77,76.04,63.35
10339095,---,80.68,96.89,48.78,56.78
10339096,---,-3.86,-8.00,-8.16,-0.29
10339097,---,-21.87,-30.13,-25.72,-8.53
10339098,---,-30.26,5.59,-46.29,-45.78
10339099,---,84.06,94.14,86.25,54.96
10339100,---,-33.75,-34.76,-34.12,-32.43
10339101,---,-84.41,-95.08,-91.56,-11.21
10339102,---,-74.36,-38.86,-73.53,-94.68
10339103,---,58.06,54.05,53.98,65.16
10339104,---,51.16,33.85,72.98,40.13
10339105,---,-30.12,-14.52,-93.40,-10.85
10339106,---,-26.20,-59.92,-40.12,12.11
10339107,---,48.36,84.91,-53.75,73.96
10339108,---,-11.09,-41.37,46.26,-41.40
10339109,---,62.43,55.24,71.55,59.57
10339110,---,-30.17,-84.50,-51.83,67.54
10339111,---,-29.37,-90.91,-53.77,47.47
10339112,---,-56.53,25.65,-77.30,-90.74
10339113,---,-21.51,31.03,-15.20,-78.04
10339114,---,21.43,73.15,-17.59,-6.77
10339115,---,-37.47,-68.18,-2.29,-44.07
10339116,---,-51.93,-59.63,-36.04,-60.97
10339117,---,-25.36,-73.36,-4.96,19.16
10339118,---,70.47,91.05,-7.93,90.22
10339119,---,-46.90,11.31,-84.02,-44.26
10339120,---,90.80,86.60,94.23,90.25
10339121,---,76.58,40.42,80.84,90.27
10339122,---,-7.89,-13.36,-15.40,5.99
10339123,---,76.43,90.79,91.57,7.68
10339124,---,75.16,85.19,71.53,64.19
10339125,---,27.04,82.26,50.58,-67.67
10339126,---,74.13,88.58,59.27,70.22
10339127,---,-10.08,-13.95,-69.73,60.04
10339128,---,38.34,63.00,-44.72,74.20
10339129,---,13.85,41.22,-39.34,38.37
10339130,---,-11.74,-15.23,-82.90,68.01
10339131,---,57.14,-5.81,47.16,93.05
10339132,---,77.89,87.50,85.07,46.92
10339133,---,96.44,95.64,95.97,97.80
10339134,---,-21.70,7.65,-23.22,-46.52
10339135,---,-27.73,-77.54,-24.63,18.11
10339136,---,90.91,97.00,97.31,35.88
10339137,---,-6.77,65.34,-99.02,65.47
10339138,---,-23.99,-55.38,30.27,-40.40
10339139,---,54.43,70.15,51.97,40.23
10339140,---,43.88,48.64,-2.11,83.33
10339141,---,-13.98,-77.98,85.69,-57.18
10339142,---,36.36,54.84,62.04,-16.02
10339143,---,-26.06,19.93,-54.05,-44.86
10339144,---,-43.51,15.09,-74.95,-62.80
10339145,---,45.49,68.57,17.73,44.33
10339146,---,15.11,-4.15,-0.16,45.11
10339147,---,-0.05,16.73,-0.02,-7.65
10339148,---,-42.16,-32.54,-70.19,-19.20
10339149,---,82.01,87.61,47.16,91.22
10339150,---,-82.77,-93.11,-69.31,-76.20
10339151,---,-5.41,28.53,10.20,-53.05
10339152,---,12.25,-2.62,55.64,-10.18
10339153,---,-70.06,-73.09,-74.28,-60.06
10339154,---,-30.08,-20.43,-31.01,-40.53
10339155,---,76.22,90.16,44.00,79.64
10339156,---,9.70,8.40,18.16,4.90
10339157,---,-18.42,-54.67,-5.20,10.91
10339158,---,17.51,54.42,-2.66,-6.17
10339159,---,78.36,97.45,80.96,-11.90
10339160,---,-34.15,-90.25,8.88,-7.27
10339161,---,46.67,79.51,54.53,-18.73
10339162,---,59.80,77.05,60.34,24.45
10339163,---,37.78,38.38,32.50,42.71
10339164,---,-10.20,-17.45,-71.69,63.69
10339165,---,-1.54,-23.29,-12.82,25.59
10339166,---,68.80,69.69,87.00,31.65
10339167,---,-4.25,58.49,-22.70,-31.53
10339168,---,66.13,58.72,35.05,89.09
10339169,---,82.17,90.35,72.03,77.82
10339170,---,3.05,88.43,-69.60,-37.15
10339171,---,-36.94,-9.73,3.01,-94.47
10339172,---,64.80,37.06,73.17,77.02
10339173,---,40.02,67.54,47.45,-8.17
10339174,---,-59.84,-95.36,-69.27,62.27
10339175,---,-8.12,-8.78,-20.48,4.60
10339176,---,85.67,95.58,80.92,70.08
10339177,---,-1.53,-20.00,-12.92,15.00
10339178,---,77.51,95.70,77.06,12.33
10339179,---,54.04,79.69,-18.37,71.02
10339180,---,74.58,84.85,83.68,43.89
10339181,---,-51.47,-47.25,-92.34,-9.75
10339182,---,58.85,98.02,-20.94,-37.34
10339183,---,51.04,75.56,58.91,-9.55
10339184,---,85.46,82.90,50.91,96.98
10339185,---,-77.04,-88.56,-98.57,38.14
10339186,---,-16.70,-2.08,-23.63,-29.79
10339187,---,50.24,82.39,-7.92,56.66
10339188,---,95.45,99.18,62.71,97.42
10339189,---,-51.91,-30.96,-94.11,2.25
10339190,---,36.95,58.79,68.60,-32.17
10339191,---,-61.34,-68.46,-57.84,-55.52
10339192,---,62.76,40.29,46.49,87.69
10339193,---,59.76,66.15,52.60,59.97
10339194,---,-15.10,9.05,-13.83,-44.36
10339195,---,72.70,62.85,72.52,80.85
10339196,---,-16.21,37.79,-55.42,-24.44
10339197,---,43.43,66.36,-11.57,60.73
10339198,---,85.20,93.46,94.96,46.64
10339199,---,-21.82,51.17,-26.41,-94.56
10339200,---,25.44,62.62,36.70,-27.68
10339201,---,-0.68,-0.47,-4.89,7.28
10339202,---,-93.37,-99.73,-86.25,-70.26
10339203,---,59.70,86.60,-3.71,69.79
10339204,---,13.37,58.21,-43.59,24.11
10339205,---,37.17,73.75,63.51,-43.59
10339206,---,73.87,45.13,85.72,77.92
10339207,---,93.63,92.59,93.02,95.18
10339208,---,52.02,97.79,-6.90,-21.14
10339209,---,-37.06,-57.93,-37.79,-11.23
10339210,---,67.01,96.65,95.09,-78.91
10339211,---,11.94,-9.87,13.57,31.67
10339212,---,27.52,37.13,86.36,-71.53
10339213,---,88.59,92.30,86.37,85.45
10339214,---,33.56,38.20,14.70,41.06
10339215,---,88.26,95.79,88.32,74.88
10339216,---,24.33,18.73,17.36,38.97
10339217,---,46.07,-1.80,61.46,63.41
10339218,---,-35.10,18.01,-23.39,-93.04
10339219,---,61.87,96.51,-35.53,49.15
10339220,---,44.52,94.05,-36.27,21.52
10339221,---,14.47,18.33,6.48,24.89
10339222,---,1.78,53.87,-46.14,6.73
10339223,---,-9.77,37.27,-21.32,-41.27
10339224,---,-67.11,-82.32,-70.24,-35.64
10339225,---,-27.13,-7.17,-31.93,-40.22
10339226,---,13.87,-7.79,81.26,-47.14
10339227,---,69.98,66.78,82.69,56.45
10339228,---,46.25,0.03,86.84,29.03
10339229,---,93.49,91.54,97.25,89.56
10339230,---,43.49,58.63,34.65,34.33
