Probeset_ID,Gene Symbol,L+WT,Sample_,Sample_,Sample_
10338622,---,-90.58,-90.65,-79.74,-95.69
10338623,---,63.59,40.40,85.92,52.50
10338624,---,9.63,-18.11,45.47,0.75
10338625,---,0.42,-87.88,61.72,45.90
10338626,---,-17.14,-40.10,-61.65,54.13
10338627,---,17.43,-2.20,71.67,-20.56
10338628,---,59.27,68.76,42.68,61.69
10338629,---,58.82,78.37,-6.96,75.82
10338630,---,-59.28,-71.40,-97.58,-13.55
10338631,---,-17.37,-18.23,-26.96,-10.43
10338632,---,-48.49,-56.66,-50.02,-38.03
10338633,---,37.13,59.90,55.24,-8.98
10338634,---,-28.23,-23.13,-60.17,0.97
10338635,---,23.55,57.36,34.04,-23.39
10338636,---,22.32,-21.50,31.62,56.34
10338637,---,-3.18,53.33,-45.58,-16.84
10338638,---,-17.54,-43.87,19.40,-21.42
10338639,---,-11.31,-8.84,-69.66,51.60
10338640,---,-14.01,-10.32,13.49,-45.27
10338641,---,26.40,-2.80,-17.18,79.34
10338642,---,1.70,-6.58,5.83,7.77
10338643,---,17.11,54.87,-35.86,25.05
10338644,---,-47.07,-31.00,-61.49,-43.42
10338645,---,-29.46,-32.25,-28.03,-27.99
10338646,---,11.83,64.81,-61.09,34.39
10338647,---,-51.53,-95.56,-14.42,-17.99
10338648,---,-51.84,-39.66,-79.96,-25.58
10338649,---,-17.23,-27.65,-14.69,-12.01
10338650,---,-79.63,-54.27,-64.22,-96.42
10338651,---,21.73,11.63,25.89,28.61
10338652,---,45.02,30.18,28.87,69.60
10338653,---,-83.35,-50.83,-97.43,-85.21
10338654,---,-20.57,-20.11,-21.88,-19.08
10338655,---,-49.08,-54.33,-74.14,-21.04
10338656,---,54.03,64.92,64.40,17.51
10338657,---,72.38,59.90,86.42,64.20
10338658,---,73.29,41.82,89.09,74.24
10338659,---,88.99,82.28,92.96,90.10
10338660,---,-3.98,-4.21,-71.67,64.63
10338661,---,-60.97,-29.51,-47.59,-88.48
10338662,---,-8.52,-7.76,-36.46,24.23
10338663,---,-46.44,-92.50,-53.69,-1.11
10338664,---,-65.14,-40.51,-78.02,-69.46
10338665,---,-75.75,-58.71,-85.39,-77.62
10338666,---,5.71,-35.18,11.21,29.71
10338667,---,91.50,82.83,86.72,97.32
10338668,---,-47.70,-51.13,-34.35,-59.65
10338669,---,-75.30,-46.37,-83.78,-90.15
10338670,---,-63.10,-72.99,-35.29,-84.40
10338671,---,58.28,41.04,80.91,42.29
10338672,---,63.40,51.69,63.67,74.06
10338673,---,96.15,95.88,98.73,92.15
10338674,---,21.97,22.31,17.87,26.21
10338675,---,28.50,7.02,52.42,21.11
10338676,---,-66.54,-97.01,-96.59,7.86
10338677,---,-76.71,-87.89,-99.44,-27.59
10338678,---,3.12,-21.43,-29.41,60.21
10338679,---,-32.57,-57.12,-27.37,-14.94
10338680,---,73.99,95.06,-33.26,91.47
10338681,---,47.31,46.56,39.38,55.79
10338682,---,73.02,54.82,81.32,77.72
10338683,---,34.86,42.26,27.60,35.60
10338684,---,90.82,91.81,91.81,88.74
10338685,---,98.47,97.79,99.46,97.02
10338686,---,75.43,90.86,43.27,73.45
10338687,---,-72.48,-47.88,-65.88,-90.06
10338688,---,21.84,43.73,15.06,5.10
10338689,---,8.18,-10.44,34.49,1.36
10338690,---,81.24,70.95,86.95,83.72
10338691,---,-64.90,-87.59,-28.24,-69.58
10338692,---,-54.77,-75.93,-55.31,-30.89
10338693,---,20.02,17.21,14.56,26.67
10338694,---,47.06,10.89,32.99,77.57
10338695,---,-6.61,-47.05,-65.75,79.59
10338696,---,-44.13,-88.39,-37.30,-5.42
10338697,---,-78.74,-54.44,-98.09,-69.77
10338698,---,-10.16,83.63,-36.25,-83.36
10338699,---,-31.31,-23.62,-68.96,-18.42
10338700,---,47.21,55.07,50.33,35.28
10338701,---,0.45,6.42,43.21,-42.24
10338702,---,-57.73,-29.29,-50.18,-82.21
10338703,---,-76.40,-46.44,-49.16,-96.32
10338704,---,-54.06,-36.68,-71.77,-45.53
10338705,---,62.95,29.25,81.10,65.16
10338706,---,-77.00,-61.26,-88.27,-75.15
10338707,---,73.34,83.19,-2.49,92.56
10338708,---,27.48,30.17,33.60,18.34
10338709,---,99.63,99.74,99.52,99.50
10338710,---,64.54,81.78,52.31,42.82
10338711,---,-66.80,-48.35,-81.77,-67.00
10338712,---,31.98,30.54,31.78,33.61
10338713,---,-63.78,-74.83,-61.35,-52.83
10338714,---,-53.87,-39.80,-87.70,-32.50
10338715,---,-29.69,-62.95,17.28,-38.57
10338716,---,-53.97,-25.11,-84.53,-34.49
10338717,---,-82.42,-96.13,-73.93,-56.56
10338718,---,-69.44,-71.20,-61.11,-74.37
10338719,---,6.62,-49.06,37.23,47.22
10338720,---,37.48,23.49,40.17,49.17
10338721,---,-82.47,-98.92,-84.41,-47.14
10338722,---,63.39,87.39,30.27,56.57
10338723,---,-39.87,-43.28,-12.78,-64.70
10338724,---,10.76,41.01,-4.23,-4.05
10338725,---,6.09,-50.27,22.02,48.03
10338726,---,40.14,71.50,6.98,24.97
10338727,---,-63.79,-62.17,-80.02,-46.25
10338728,---,73.28,72.85,76.95,68.13
10338729,---,-35.70,-21.54,-39.47,-47.18
10338730,---,-15.05,-10.08,-19.94,-15.28
10338731,---,-36.50,-12.88,-91.81,-1.71
10338732,---,-2.62,-18.53,-38.67,51.10
10338733,---,-70.81,-33.61,-92.46,-65.34
10338734,---,57.03,-22.15,20.56,95.37
10338735,---,49.21,44.76,25.26,69.58
10338736,---,-60.16,-56.88,-54.82,-66.67
10338737,---,47.03,26.70,50.84,59.92
10338738,---,37.98,51.38,24.12,36.52
10338739,---,84.45,88.18,82.05,82.34
10338740,---,58.68,41.10,73.78,54.70
10338741,---,22.32,34.15,12.33,18.21
10338742,---,-14.15,-10.83,-10.39,-21.62
10338743,---,-14.37,-47.21,28.83,-17.88
10338744,---,84.08,94.64,79.19,68.39
10338745,---,-31.68,-48.36,-40.08,-9.17
10338746,---,18.13,45.16,-43.33,55.67
10338747,---,-5.08,-84.94,-49.95,94.08
10338748,---,68.96,65.18,76.13,63.79
10338749,---,0.72,-10.31,4.19,12.16
10338750,---,59.79,17.91,87.03,50.05
10338751,---,64.36,63.21,60.24,69.41
10338752,---,-57.72,-23.97,-74.66,-74.47
10338753,---,-49.57,-53.49,-18.20,-84.19
10338754,---,-64.34,-74.65,-23.05,-78.04
10338755,---,56.79,72.32,59.70,29.51
10338756,---,-64.74,-89.60,7.13,-85.32
10338757,---,-56.70,-86.66,-24.45,-48.04
10338758,---,-53.81,-68.32,-37.48,-51.74
10338759,---,-84.35,16.34,-97.71,-97.41
10338760,---,-49.34,-42.12,-63.60,-36.65
10338761,---,-39.65,-41.22,-29.26,-48.39
10338762,---,-33.53,-96.93,76.68,-40.31
10338763,---,-60.89,-58.07,-42.24,-76.33
10338764,---,16.08,53.61,9.39,-13.95
10338765,---,-61.56,-55.43,-44.46,-78.54
10338766,---,42.04,80.11,-14.69,43.49
10338767,---,-46.10,-55.95,-98.29,-6.08
10338768,---,-68.99,-90.80,-44.28,-60.40
10338769,---,-47.07,5.37,-77.95,-45.97
10338770,---,38.30,-26.04,78.63,38.89
10338771,---,-27.20,0.63,-76.71,0.19
10338772,---,-26.68,8.08,-52.17,-25.87
10338773,---,-96.78,-94.62,-93.92,-99.36
10338774,---,-59.99,-66.97,-62.29,-46.40
10338775,---,24.80,-9.53,54.92,25.53
10338776,---,94.59,98.88,68.24,95.95
10338777,---,-18.66,-15.77,-3.35,-42.66
10338778,---,-71.94,-74.15,-73.45,-68.27
10338779,---,-81.50,-79.60,-70.92,-89.07
10338780,---,-33.87,-92.79,-52.36,74.01
10338781,---,-39.25,-59.45,-50.93,-14.51
10338782,---,-6.95,-1.85,8.60,-29.88
10338783,---,-79.56,-83.96,-77.65,-77.16
10338784,---,-44.86,-55.79,-35.27,-42.46
10338785,---,58.84,23.93,56.92,77.20
10338786,---,7.91,31.18,-22.47,14.35
10338787,---,-11.43,89.55,-36.26,-89.38
10338788,---,-91.60,-95.35,-73.21,-95.38
10338789,---,-10.39,-13.78,-3.87,-14.11
10338790,---,0.10,2.34,-5.02,4.26
10338791,---,87.20,89.09,90.91,79.67
10338792,---,-24.27,10.58,-15.40,-72.06
10338793,---,87.13,83.29,79.88,94.26
10338794,---,81.14,90.60,83.70,53.62
10338795,---,-27.95,-49.85,-22.52,-16.71
10338796,---,-98.75,-99.33,-99.39,-92.21
10338797,---,-97.68,-99.36,-97.51,-94.43
10338798,---,-59.24,-0.95,-66.55,-97.35
10338799,---,-23.39,63.66,-33.22,-99.28
10338800,---,6.80,12.67,1.97,5.55
10338801,---,68.73,96.23,-4.28,57.92
10338802,---,43.28,39.40,45.95,45.43
10338803,---,-4.62,-37.51,52.26,-28.62
10338804,---,51.35,43.29,62.72,46.71
10338805,---,-38.31,-82.97,-43.60,8.48
10338806,---,-11.09,-7.80,-25.00,-3.40
10338807,---,59.75,47.45,76.04,50.13
10338808,---,-49.25,-42.89,-44.59,-59.40
10338809,---,-96.83,-93.96,-94.25,-99.41
10338810,---,100.00,100.00,100.00,100.00
10338811,---,43.53,46.84,33.42,48.90
10338812,---,-42.89,-27.90,-63.62,-29.43
10338813,---,3.98,29.99,-69.51,65.18
10338814,---,81.34,78.56,81.34,84.02
10338815,---,-62.10,-61.95,-68.93,-54.13
10338816,---,-17.50,13.86,14.98,-69.11
10338817,---,-54.98,0.09,-65.44,-75.49
10338818,---,-63.27,-82.27,-56.45,-44.71
10338819,---,-82.35,-74.22,-82.71,-88.37
10338820,---,-74.15,-31.50,-93.73,-81.29
10338821,---,-18.71,38.28,-47.87,-38.42
10338822,---,51.84,71.05,65.11,14.90
10338823,---,-1.76,-2.34,3.88,-4.08
10338824,---,-1.42,26.34,5.05,-35.15
10338825,---,-22.05,-83.72,-62.98,71.66
10338826,---,-92.70,-95.46,-72.00,-98.97
10338827,---,7.12,14.47,29.61,-13.50
10338828,---,31.81,65.14,15.96,-4.13
10338829,---,-71.82,-85.37,-63.32,-65.04
10338830,---,42.55,50.82,40.41,36.47
10338831,---,-32.66,-58.84,-5.67,-38.04
10338832,---,37.02,38.12,33.64,39.12
10338833,---,71.60,77.96,71.57,62.88
10338834,---,-21.95,-12.20,-40.00,-15.61
10338835,---,3.87,-1.27,-12.86,24.63
10338836,---,63.08,62.08,59.09,68.51
10338837,---,92.03,92.24,88.77,94.55
10338838,---,76.17,71.92,-14.52,99.09
10338839,---,-47.01,-46.00,-82.97,-7.15
10338840,---,59.26,60.63,73.56,32.42
10338841,---,19.43,16.86,8.71,31.23
10338842,---,-12.23,-68.48,29.98,16.44
10338843,---,-76.42,-77.78,-84.96,-64.31
10338844,---,-62.24,-79.43,-92.09,-14.35
10338845,---,-69.06,-21.68,-77.75,-95.62
10338846,---,-86.42,-7.47,-94.95,-98.06
10338847,---,-4.36,-14.79,7.35,-4.79
10338848,---,-57.02,-52.34,-51.36,-66.77
10338849,---,94.56,98.38,65.57,97.51
10338850,---,-34.90,25.89,-48.35,-77.48
10338851,---,-90.08,-95.03,-89.64,-82.38
10338852,---,49.50,52.06,42.93,53.32
10338853,---,78.36,76.78,86.62,69.56
10338854,---,37.54,45.98,26.42,39.50
10338855,---,-22.75,-37.70,-45.34,17.50
10338856,---,19.81,19.81,22.12,17.02
10338857,---,-11.24,23.85,-13.92,-38.09
10338858,---,-80.90,-59.32,-70.82,-96.61
10338859,---,81.54,80.61,40.59,97.60
10338860,---,-76.93,-88.64,-59.50,-81.67
10338861,---,92.82,99.40,65.48,88.00
10338862,---,-59.30,-18.66,-71.15,-82.56
10338863,---,46.41,72.72,11.66,42.44
10338864,---,-59.82,-71.63,-39.39,-65.90
10338865,---,81.36,82.53,78.04,82.41
10338866,---,52.62,42.78,22.87,79.75
10338867,---,-90.96,-83.68,-93.70,-91.33
10338868,---,-67.79,-96.40,-51.61,-39.79
10338869,---,-86.85,-89.33,-73.33,-92.82
10338870,---,58.72,59.54,62.88,53.33
10338871,---,-36.81,-57.43,-42.45,-9.02
10338872,---,97.04,97.63,97.56,94.57
10338873,---,6.08,-15.91,-44.58,78.56
10338874,---,7.85,52.24,3.30,-33.97
10338875,---,79.20,73.30,80.53,84.04
10338876,---,72.61,74.61,77.09,64.39
10338877,---,-1.23,4.98,37.21,-35.28
10338878,---,-44.80,-55.01,-78.27,-12.93
10338879,---,-60.96,-29.94,-85.06,-59.22
10338880,---,3.51,10.68,10.68,-11.55
10338881,---,-15.98,-41.58,-22.88,17.93
10338882,---,-11.05,-19.08,-63.01,54.56
10338883,---,31.17,6.93,-17.76,79.85
10338884,---,-80.76,-68.65,-95.19,-72.83
10338885,---,81.79,77.66,81.98,85.06
10338886,---,54.76,62.72,70.09,15.41
10338887,---,77.31,76.44,66.38,86.26
10338888,---,-74.94,-68.90,-98.16,-24.78
10338889,---,91.83,96.54,88.93,86.69
10338890,---,-67.09,-79.53,-48.13,-68.97
10338891,---,41.97,24.12,12.73,73.66
10338892,---,-31.05,-25.15,-69.24,-9.46
10338893,---,86.95,54.62,95.03,91.52
10338894,---,89.88,80.88,93.99,89.51
10338895,---,2.42,-9.62,14.13,3.08
10338896,---,-72.47,-23.03,-63.78,-97.10
10338897,---,43.24,77.38,51.10,-21.83
10338898,---,-35.71,-32.89,-32.80,-42.87
10338899,---,20.48,69.48,6.50,-22.93
10338900,---,-18.01,-28.51,-13.61,-11.97
10338901,---,45.36,-17.67,67.92,69.23
10338902,---,-71.13,-76.12,-76.12,-59.93
10338903,---,-85.83,-69.95,-75.00,-98.45
10338904,---,20.86,-10.64,47.06,23.75
10338905,---,-4.91,-39.59,7.36,27.88
10338906,---,-65.07,-36.85,-72.74,-75.24
10338907,---,-56.51,-22.18,-45.91,-84.98
10338908,---,-73.99,-79.43,-46.16,-89.91
10338909,---,45.67,-43.27,82.51,68.73
10338910,---,-91.75,-93.95,-90.85,-90.06
10338911,---,-44.38,-23.39,-56.15,-51.44
10338912,---,-72.30,-45.50,-89.50,-81.48
10338913,---,94.40,93.53,83.53,98.58
10338914,---,48.83,-0.26,-14.70,94.90
10338915,---,-33.33,18.67,-58.26,-71.02
10338916,---,-58.45,-78.05,-45.75,-51.69
10338917,---,-79.13,-56.53,-97.74,-62.14
10338918,---,-94.39,-81.58,-97.42,-95.90
10338919,---,56.01,60.74,80.51,7.31
10338920,---,54.00,44.62,59.14,59.08
10338921,---,-46.84,22.54,-86.92,-60.78
10338922,---,-45.83,-46.93,-58.38,-32.89
10338923,---,-98.63,-99.90,-85.30,-98.00
10338924,---,-10.57,13.97,-13.77,-30.55
10338925,---,-2.63,-20.22,-16.92,28.38
10338926,---,11.37,55.20,-52.76,32.14
10338927,---,31.36,17.73,60.71,13.11
10338928,---,48.37,34.45,-9.07,86.64
10338929,---,65.64,-12.75,88.52,76.47
10338930,---,-49.46,4.16,-91.67,-26.16
10338931,---,-59.10,-40.58,-72.92,-61.87
10338932,---,-7.31,22.85,-60.19,26.14
10338933,---,-57.86,-63.55,-31.82,-78.19
10338934,---,80.33,72.34,87.37,77.07
10338935,---,-52.16,-54.86,-88.12,-21.25
10338936,---,-64.42,-85.20,-50.44,-50.25
10338937,---,-26.68,-69.27,-33.91,-3.36
10338938,---,99.96,99.98,99.96,99.96
10338939,---,89.28,99.31,98.85,4.06
10338940,---,-72.53,-89.36,-64.03,-53.44
10338941,---,-36.08,-24.36,-60.93,-23.06
10338942,---,-83.59,-89.10,-92.53,-62.04
10338943,---,73.30,70.51,92.96,17.48
10338944,---,-60.08,-10.14,-88.91,-72.92
10338945,---,19.17,64.67,-54.96,40.79
10338946,---,85.96,92.75,29.84,97.27
10338947,---,43.88,35.14,50.04,46.47
10338948,---,76.48,57.65,93.58,62.46
10338949,---,-62.33,-71.79,-56.07,-58.12
10338950,---,-63.07,-97.39,-10.86,-68.96
10338951,---,-10.38,-26.03,27.26,-36.85
10338952,---,-59.77,-92.71,-80.73,30.26
10338953,---,-30.58,-43.45,-71.04,6.37
10338954,---,-88.20,-79.81,-87.64,-92.12
10338955,---,-55.21,-38.67,-67.71,-59.45
10338956,---,9.81,-43.21,66.47,9.65
10338957,---,-41.36,-57.28,-60.08,-6.42
10338958,---,-82.24,-53.94,-80.32,-95.25
10338959,---,95.76,98.00,95.93,90.10
10338960,---,-80.25,-83.14,-76.91,-80.87
10338961,---,74.54,34.83,80.49,85.26
10338962,---,-52.50,-34.28,-72.92,-51.77
10338963,---,-87.60,-72.98,-60.33,-98.95
10338964,---,-8.28,-35.24,19.35,-7.18
10338965,---,46.18,72.05,89.95,-64.92
10338966,---,64.72,28.53,79.37,75.17
10338967,---,-11.35,-59.04,5.53,28.00
10338968,---,-57.58,-89.07,-36.10,-38.93
10338969,---,-29.77,-48.68,0.90,-43.20
10338970,---,-85.16,-84.98,-67.95,-95.92
10338971,---,4.64,-22.98,10.08,25.09
10338972,---,53.54,74.46,42.80,34.03
10338973,---,28.96,28.47,8.83,46.42
10338974,---,-75.40,-59.56,-64.97,-89.73
10338975,---,14.75,8.54,21.40,14.24
10338976,---,24.46,12.64,39.13,21.98
10338977,---,70.34,84.67,49.21,71.93
10338978,---,52.98,69.31,24.30,60.75
10338979,---,-6.72,-18.17,25.32,-18.80
10338980,---,-95.55,-97.35,-53.55,-99.54
10338981,---,-29.86,-2.69,-68.32,-8.35
10338982,---,-62.92,-29.18,-73.76,-85.27
10338983,---,42.50,26.62,77.15,10.95
10338984,---,93.77,91.95,93.06,96.11
10338985,---,-5.61,-5.91,-8.10,-4.23
10338986,---,-37.35,-49.02,-45.95,-22.80
10338987,---,-87.35,-86.40,-88.00,-87.62
10338988,---,-18.92,-12.07,-19.02,-25.05
10338989,---,-23.34,-23.34,-45.57,-2.40
10338990,---,-81.25,-94.35,-83.21,-59.10
10338991,---,-18.32,-8.52,-18.44,-28.15
10338992,---,-49.47,-13.30,-33.15,-82.89
10338993,---,-12.99,-25.24,0.23,-12.31
10338994,---,-29.36,-0.99,-25.36,-52.42
10338995,---,76.53,-16.74,86.05,94.96
10338996,---,99.68,99.92,99.52,99.48
10338997,---,-33.55,-37.51,-55.66,-10.15
10338998,---,-15.66,-9.61,8.30,-45.52
10338999,---,44.46,29.51,23.49,73.89
10339000,---,-58.76,-35.98,-50.40,-84.53
10339001,---,-41.06,-48.81,-43.51,-30.90
10339002,---,-8.81,-66.98,-24.23,68.36
10339003,---,-47.65,-90.11,36.03,-53.71
10339004,---,3.33,65.11,-37.89,-16.64
10339005,---,-3.26,-42.74,1.45,37.23
10339006,---,-11.66,20.96,-55.92,-5.35
10339007,---,49.83,20.00,71.63,51.75
10339008,---,-41.99,-92.88,31.27,-31.68
10339009,---,-14.64,-29.51,36.46,-47.76
10339010,---,-28.15,-36.18,-6.73,-41.42
10339011,---,-48.89,-43.90,-55.49,-46.74
10339012,---,67.99,78.60,39.69,74.04
10339013,---,-95.92,-71.32,-99.72,-99.29
10339014,---,98.96,99.32,99.73,92.43
10339015,---,9.67,0.62,10.39,16.82
10339016,---,-62.30,-58.02,-50.45,-77.62
10339017,---,-12.59,5.05,68.72,-91.68
10339018,---,22.44,9.47,37.65,16.57
10339019,---,-62.36,-58.18,-71.44,-57.06
10339020,---,-84.78,-98.71,-80.43,-62.44
10339021,---,-80.11,-84.55,-81.70,-71.97
10339022,---,-56.60,-69.55,-92.55,36.47
10339023,---,-58.30,-36.71,-70.15,-61.18
10339024,---,-89.41,-90.69,-84.31,-93.22
10339025,---,67.58,77.69,76.08,30.14
10339026,---,-36.34,-24.85,-22.63,-60.28
10339027,---,-18.76,-58.65,-3.11,-4.09
10339028,---,-0.39,-17.63,13.83,2.60
10339029,---,-39.51,-64.92,-32.53,-17.90
10339030,---,-96.16,-95.75,-96.10,-97.02
10339031,---,50.41,15.93,75.19,48.53
10339032,---,53.09,-9.14,61.53,83.96
10339033,---,-43.12,-85.43,-54.17,29.25
10339034,---,-66.04,-26.40,-92.10,-71.52
10339035,---,97.80,98.58,95.92,98.51
10339036,---,-21.68,-12.76,-29.88,-20.23
10339037,---,76.41,83.69,73.84,73.91
10339038,---,-36.81,-45.14,-71.70,23.28
10339039,---,52.52,49.37,83.40,-0.88
10339040,---,84.92,94.64,82.19,72.59
10339041,---,37.74,15.25,28.18,65.49
10339042,---,-53.88,-46.14,-60.93,-55.04
10339043,---,-7.18,60.60,-26.39,-46.61
10339044,---,-50.13,-46.33,-47.19,-56.35
10339045,---,-35.39,-48.49,-3.27,-48.18
10339046,---,-25.57,-46.52,-76.93,54.94
10339047,---,-81.73,-84.24,-96.74,-49.43
10339048,---,-67.29,-17.56,-92.11,-99.96
10339049,---,-90.69,-97.38,-97.24,-48.94
10339050,---,32.95,29.59,20.24,47.51
10339051,---,41.59,55.46,64.21,-3.61
10339052,---,-43.38,-33.77,-41.83,-53.81
10339053,---,-87.22,-63.82,-74.17,-99.69
10339054,---,-21.21,-59.83,14.02,-13.79
10339055,---,-7.58,-49.84,-52.83,72.00
10339056,---,25.21,47.67,28.00,-5.93
10339057,---,84.03,82.76,88.78,80.16
10339058,---,-20.60,-14.80,-47.04,-4.38
10339059,---,-66.03,-98.51,-76.48,-13.81
10339060,---,-49.60,-32.13,-71.52,-45.36
10339061,---,82.32,75.89,85.09,85.13
10339062,---,67.75,74.17,60.19,68.74
10339063,---,-20.92,-21.24,-43.21,-2.44
10339064,---,-81.61,-71.61,-81.24,-87.42
10339065,---,10.17,5.38,14.77,12.93
10339066,---,-90.10,-99.57,-97.24,44.76
10339067,---,-17.98,13.61,-3.70,-57.22
10339068,---,22.32,16.72,30.12,19.99
10339069,---,65.40,14.45,89.46,61.70
10339070,---,-87.26,-82.92,-96.82,-70.72
10339071,---,-40.84,-38.01,-46.21,-40.14
10339072,---,-50.53,-71.27,-55.66,-19.06
10339073,---,-73.22,-94.79,-51.73,-47.37
10339074,---,47.99,98.30,27.47,-63.37
10339075,---,-38.31,-48.92,-52.04,-13.04
10339076,---,-17.73,61.81,-39.26,-71.75
10339077,---,47.76,73.02,-10.02,65.33
10339078,---,-16.59,-27.92,26.89,-43.86
10339079,---,40.14,-12.27,31.47,81.88
10339080,---,27.90,21.43,34.42,28.04
10339081,---,26.50,90.39,-16.78,-35.31
10339082,---,-19.65,-34.67,-38.56,13.54
10339083,---,-98.44,-99.91,-99.81,-91.46
10339084,---,-4.98,15.65,-8.90,-16.37
10339085,---,-72.50,-96.57,-63.31,-50.72
10339086,---,-76.70,-31.37,-68.45,-99.06
10339087,---,-83.63,-69.96,-87.53,-88.12
10339088,---,-43.01,-32.35,-33.31,-66.12
10339089,---,-89.82,-80.83,-90.67,-96.01
10339090,---,-18.65,-17.04,-15.82,-23.39
10339091,---,-78.21,-86.27,-27.37,-95.43
10339092,---,-40.90,-93.63,-33.38,20.30
10339093,---,-78.99,-72.46,-80.11,-82.07
10339094,---,62.92,78.21,10.90,82.12
10339095,---,99.47,99.40,99.80,99.21
10339096,---,-57.02,-26.53,-92.94,-38.62
10339097,---,44.79,38.10,49.36,45.25
10339098,---,-56.39,-25.11,-79.41,-42.75
10339099,---,80.36,76.66,72.28,90.02
10339100,---,-78.50,-77.25,-64.77,-89.47
10339101,---,34.11,40.48,34.40,27.41
10339102,---,-29.45,-8.70,-57.21,-27.52
10339103,---,-89.68,-94.39,-78.04,-91.61
10339104,---,-32.08,-20.69,-14.49,-55.27
10339105,---,-22.51,-23.39,-39.37,-10.35
10339106,---,13.15,17.56,16.14,6.13
10339107,---,84.59,92.49,73.51,81.50
10339108,---,66.61,93.99,59.56,13.97
10339109,---,96.27,97.59,92.77,97.48
10339110,---,12.89,40.42,-24.79,21.95
10339111,---,-36.74,-31.47,-57.96,-22.48
10339112,---,25.60,55.89,33.92,-15.21
10339113,---,-54.22,-96.03,-27.65,-34.84
10339114,---,-85.36,-89.84,-92.06,-68.76
10339115,---,-13.03,-63.92,15.84,17.05
10339116,---,-71.83,-80.52,-57.31,-76.62
10339117,---,42.25,18.02,60.43,45.86
10339118,---,-43.50,-70.90,-10.64,-43.09
10339119,---,8.40,-76.76,-11.79,89.39
10339120,---,23.04,60.43,-13.02,19.09
10339121,---,17.19,9.24,-50.71,78.13
10339122,---,-84.84,-71.45,-98.75,-65.03
10339123,---,26.14,7.19,41.91,29.12
10339124,---,-55.44,12.00,-59.90,-85.44
10339125,---,-6.24,-55.75,54.44,-7.93
10339126,---,13.58,-68.23,59.27,54.08
10339127,---,87.88,85.84,85.84,90.59
10339128,---,-79.77,-68.05,-67.46,-93.35
10339129,---,90.18,90.18,92.71,87.21
10339130,---,-81.60,-72.02,-91.83,-76.43
10339131,---,76.20,76.36,69.85,82.02
10339132,---,89.17,95.40,83.08,85.13
10339133,---,34.21,41.66,5.34,47.47
10339134,---,-22.54,-16.04,-23.92,-27.34
10339135,---,-61.86,-33.15,-97.95,-30.99
10339136,---,37.32,60.96,-8.20,53.59
10339137,---,-4.64,25.97,-68.31,42.62
10339138,---,86.20,91.10,97.53,27.83
10339139,---,75.34,71.78,80.91,73.39
10339140,---,10.44,-8.78,17.09,22.80
10339141,---,59.07,79.17,41.17,46.55
10339142,---,-47.55,-19.20,-55.41,-66.91
10339143,---,-61.91,-58.71,-54.53,-73.05
10339144,---,-84.36,-89.42,-79.95,-82.85
10339145,---,41.54,38.75,37.43,47.66
10339146,---,-9.37,17.48,-69.40,42.60
10339147,---,17.97,19.11,21.58,13.12
10339148,---,66.25,38.12,78.80,71.74
10339149,---,51.73,-8.54,81.26,59.73
10339150,---,-86.51,-81.59,-79.37,-93.88
10339151,---,82.77,81.20,79.21,86.71
10339152,---,-93.39,-62.32,-98.34,-97.93
10339153,---,-47.87,-34.53,-59.97,-45.35
10339154,---,3.32,-33.24,79.94,-37.86
10339155,---,80.56,74.70,71.70,90.81
10339156,---,-62.61,-25.83,-77.63,-51.65
10339157,---,-93.39,-76.26,-95.20,-97.93
10339158,---,-94.65,-85.94,-98.59,-94.60
10339159,---,70.31,56.42,67.32,82.01
10339160,---,-31.63,-35.14,-21.33,-38.74
10339161,---,16.84,27.37,7.65,15.23
10339162,---,32.64,-11.94,55.92,52.49
10339163,---,-87.21,-72.99,-98.15,-81.30
10339164,---,-91.02,-84.79,-89.23,-96.86
10339165,---,-23.39,-17.99,-17.25,-35.14
10339166,---,-23.73,-18.80,-4.68,-52.79
10339167,---,-29.18,-63.96,-36.44,3.26
10339168,---,-2.81,14.89,-50.34,31.35
10339169,---,78.43,57.38,79.75,88.00
10339170,---,-66.56,-50.73,-91.56,-54.91
10339171,---,83.50,96.38,49.28,81.45
10339172,---,51.13,66.85,23.95,58.58
10339173,---,-56.97,-67.81,-70.07,-29.19
10339174,---,-63.46,-83.80,27.86,-87.30
10339175,---,30.92,37.99,25.20,26.54
10339176,---,13.42,35.35,43.25,-43.86
10339177,---,-43.46,-17.62,-48.39,-59.26
10339178,---,24.78,52.85,-51.06,65.62
10339179,---,26.54,-38.95,44.89,63.60
10339180,---,88.10,78.09,90.93,90.25
10339181,---,-93.13,-98.46,-89.49,-88.38
10339182,---,-59.09,-45.35,-93.57,-37.12
10339183,---,-26.13,64.92,-61.56,-97.16
10339184,---,88.91,96.55,92.13,56.46
10339185,---,19.96,7.24,26.15,26.12
10339186,---,20.32,30.38,9.66,14.69
10339187,---,26.10,72.10,18.82,-23.21
10339188,---,74.91,44.59,14.52,99.08
10339189,---,-93.78,-95.70,-99.09,-64.40
10339190,---,-11.09,-34.92,-33.47,43.44
10339191,---,36.20,2.34,44.47,53.04
10339192,---,99.77,99.93,99.63,99.63
10339193,---,-62.85,-90.58,-43.57,-43.65
10339194,---,-57.92,-82.14,-50.82,-37.40
10339195,---,-60.19,-15.24,-78.13,-71.32
10339196,---,-35.86,-31.23,-50.66,-25.89
