Probeset_ID,Gene Symbol,MF PC 480hi,Sample_,Sample_,Sample_
10338633,---,-85.31,-55.61,-91.77,-93.35
10338634,---,36.69,96.06,8.77,-64.45
10338635,---,40.24,40.44,38.90,41.46
10338636,---,43.66,94.15,70.08,-87.64
10338637,---,28.97,-14.08,26.32,62.59
10338638,---,-58.88,38.66,-85.02,-85.02
10338639,---,37.21,3.68,86.28,4.91
10338640,---,-1.25,22.85,-6.50,-6.56
10338641,---,-16.74,-9.56,-53.51,8.73
10338642,---,25.70,11.48,17.00,43.15
10338643,---,57.26,75.15,64.46,29.24
10338644,---,-2.66,-22.54,36.45,-24.86
10338645,---,-7.04,-5.20,-1.69,-13.70
10338646,---,79.39,60.97,93.77,67.43
10338647,---,21.43,23.26,75.30,-44.69
10338648,---,87.90,84.22,92.30,85.45
10338649,---,-9.92,-20.71,-15.89,-1.18
10338650,---,24.38,-26.54,41.84,56.21
10338651,---,84.30,70.75,98.03,44.45
10338652,---,2.45,22.60,24.68,-39.39
10338653,---,44.11,43.78,52.33,36.34
10338654,---,-33.26,-61.74,-15.25,-12.45
10338655,---,82.28,95.35,70.02,63.47
10338656,---,65.91,13.35,84.93,67.08
10338657,---,26.06,32.35,32.07,13.26
10338658,---,77.16,65.03,91.27,62.49
10338659,---,54.11,43.29,64.16,52.93
10338660,---,-20.14,-4.81,-16.78,-42.82
10338661,---,67.59,61.37,75.25,65.56
10338662,---,-0.90,-27.44,-36.57,66.31
10338663,---,27.42,-32.91,80.77,10.26
10338664,---,42.19,44.33,32.69,50.37
10338665,---,-31.51,-28.63,-32.44,-33.52
10338666,---,84.62,85.01,82.98,85.93
10338667,---,-59.77,-91.73,-28.25,-53.39
10338668,---,58.69,72.13,-29.73,87.00
10338669,---,-1.64,-10.66,34.90,-6.65
10338670,---,-2.88,-9.23,-9.07,15.70
10338671,---,86.91,83.75,90.72,85.15
10338672,---,70.88,78.09,73.76,56.19
10338673,---,84.34,91.18,81.93,78.69
10338674,---,28.09,29.25,29.67,25.50
10338675,---,17.86,36.49,18.41,-2.44
10338676,---,-52.45,-9.62,-63.01,-91.04
10338677,---,4.22,18.42,-33.74,47.52
10338678,---,-42.65,-64.50,-96.36,76.62
10338679,---,-35.38,-54.48,-5.20,-51.04
10338680,---,17.37,62.04,10.29,-26.99
10338681,---,14.57,3.76,2.81,39.82
10338682,---,31.69,38.44,55.45,-3.99
10338683,---,15.67,2.18,20.21,28.23
10338684,---,52.39,63.57,58.50,32.69
10338685,---,9.56,-1.44,55.12,-21.23
10338686,---,3.45,63.82,-9.10,-42.88
10338687,---,6.27,-33.99,27.33,17.81
10338688,---,64.76,68.37,54.27,71.22
10338689,---,-68.58,-93.24,-81.99,-4.26
10338690,---,-7.66,22.23,-16.02,-23.41
10338691,---,-52.75,-57.44,-71.70,-28.02
10338692,---,-13.64,-64.58,29.81,-5.16
10338693,---,87.16,88.21,87.65,85.44
10338694,---,29.72,73.93,39.72,-38.31
10338695,---,39.35,63.75,33.37,16.10
10338696,---,-10.00,-32.42,-3.62,3.21
10338697,---,-52.80,-58.15,-30.42,-74.63
10338698,---,73.74,21.29,79.19,91.08
10338699,---,-12.56,-96.16,-1.79,26.02
10338700,---,74.59,75.99,92.99,29.60
10338701,---,8.46,12.78,15.04,-1.21
10338702,---,48.98,24.60,69.54,44.42
10338703,---,42.44,82.86,-34.35,47.10
10338704,---,73.50,75.11,80.67,62.07
10338705,---,-56.51,-84.25,-4.34,-57.65
10338706,---,-0.26,-3.93,-1.78,6.12
10338707,---,39.72,79.13,58.32,-46.68
10338708,---,52.41,59.93,56.29,40.99
10338709,---,99.74,99.78,99.74,99.61
10338710,---,59.72,45.98,61.67,65.95
10338711,---,-42.71,-52.45,-28.86,-46.95
10338712,---,-43.02,-42.20,-44.57,-42.42
10338713,---,23.76,31.27,46.71,-6.60
10338714,---,18.11,-29.32,34.63,51.28
10338715,---,37.35,-22.98,84.80,19.00
10338716,---,83.84,89.64,84.62,74.35
10338717,---,-32.84,9.42,27.45,-88.17
10338718,---,41.51,50.99,-6.07,69.30
10338719,---,25.19,60.91,59.61,-50.12
10338720,---,75.20,84.01,81.42,54.33
10338721,---,16.22,-8.23,72.58,-21.73
10338722,---,69.15,63.28,86.37,50.99
10338723,---,30.75,82.58,51.53,-67.81
10338724,---,-14.67,70.88,-79.62,-22.95
10338725,---,-28.35,-40.24,-0.46,-43.54
10338726,---,-33.94,-49.81,20.12,-69.15
10338727,---,34.52,34.75,28.56,41.55
10338728,---,-26.78,-34.17,-1.03,-41.94
10338729,---,7.03,63.91,-56.87,23.06
10338730,---,55.29,48.03,43.75,74.32
10338731,---,20.76,37.54,-61.81,78.34
10338732,---,74.29,98.83,57.50,-9.85
10338733,---,82.16,88.01,81.36,75.44
10338734,---,31.50,19.69,6.24,60.58
10338735,---,-62.98,-73.71,-85.88,-31.75
10338736,---,-0.80,18.55,11.38,-32.11
10338737,---,9.60,25.27,9.92,-7.89
10338738,---,64.10,60.96,57.76,72.53
10338739,---,88.23,81.24,50.13,98.67
10338740,---,-43.22,-58.88,6.49,-63.12
10338741,---,60.81,54.56,41.13,78.88
10338742,---,-48.38,-44.00,-48.06,-53.20
10338743,---,-35.81,-29.35,-67.84,-4.04
10338744,---,54.55,95.07,51.79,-36.20
10338745,---,89.94,92.94,89.64,86.34
10338746,---,39.46,24.07,66.41,22.20
10338747,---,33.67,51.30,41.72,5.67
10338748,---,24.00,36.66,18.99,15.96
10338749,---,-13.94,15.96,-21.84,-34.82
10338750,---,60.10,67.48,44.43,66.16
10338751,---,44.00,31.93,49.08,48.36
10338752,---,-4.59,21.35,0.05,-29.01
10338753,---,-24.45,-2.59,-5.00,-93.94
10338754,---,50.21,61.03,20.37,62.82
10338755,---,17.92,-17.51,-23.71,80.25
10338756,---,-3.36,-18.36,26.56,-15.70
10338757,---,52.04,34.60,55.30,64.62
10338758,---,73.51,72.57,83.06,61.35
10338759,---,26.22,23.67,25.83,29.23
10338760,---,33.59,44.69,20.02,38.35
10338761,---,-22.31,-34.48,21.96,-54.33
10338762,---,-13.67,-44.64,-16.09,23.97
10338763,---,30.51,21.39,36.67,33.32
10338764,---,45.75,26.76,35.45,68.10
10338765,---,-32.43,-20.79,-19.31,-55.54
10338766,---,99.34,99.58,99.79,98.70
10338767,---,-2.47,34.03,-30.35,7.17
10338768,---,71.96,66.02,90.39,49.35
10338769,---,5.19,6.42,49.25,-47.66
10338770,---,-20.66,12.15,-74.58,13.93
10338771,---,81.93,85.17,92.12,55.32
10338772,---,16.77,5.90,19.41,26.23
10338773,---,41.18,26.88,41.24,54.51
10338774,---,6.86,-9.75,19.52,13.05
10338775,---,61.71,44.39,89.51,12.72
10338776,---,-36.24,-8.88,-74.37,-19.31
10338777,---,13.52,-29.00,92.76,-89.15
10338778,---,35.45,34.31,45.97,23.96
10338779,---,-10.48,0.25,-18.15,-13.36
10338780,---,7.09,20.91,-40.64,43.12
10338781,---,69.89,56.34,29.54,91.93
10338782,---,51.22,75.74,64.94,5.82
10338783,---,-58.06,-86.87,7.46,-64.06
10338784,---,-25.53,-42.21,9.33,-41.83
10338785,---,-38.19,15.12,-97.18,-1.07
10338786,---,65.21,91.66,23.73,58.31
10338787,---,37.10,-47.55,87.37,44.38
10338788,---,21.18,-63.83,92.78,-3.78
10338789,---,-46.23,-30.49,-62.72,-43.80
10338790,---,17.61,15.21,48.85,-12.35
10338791,---,0.97,7.15,-30.54,16.43
10338792,---,-11.57,-24.93,-33.78,24.99
10338793,---,77.85,83.51,75.99,73.36
10338794,---,-37.20,-41.26,-69.76,10.89
10338795,---,-1.14,-4.99,-31.65,61.95
10338796,---,24.25,24.18,23.39,24.91
10338797,---,51.96,49.30,75.30,23.84
10338798,---,-32.57,-36.26,-3.90,-59.40
10338799,---,33.83,-34.52,34.50,86.51
10338800,---,38.55,44.63,46.79,24.87
10338801,---,60.25,64.43,97.13,-58.54
10338802,---,16.10,4.08,24.52,21.98
10338803,---,84.59,63.20,94.73,85.67
10338804,---,33.31,48.18,42.37,13.00
10338805,---,76.21,85.35,93.13,-8.71
10338806,---,64.21,87.78,73.66,-20.86
10338807,---,-21.09,-3.19,-11.12,-54.73
10338808,---,44.92,56.96,81.09,-30.93
10338809,---,32.31,46.03,61.44,-12.31
10338810,---,97.44,99.30,97.75,90.95
10338811,---,39.23,25.39,44.44,48.23
10338812,---,79.12,73.84,79.37,83.14
10338813,---,-13.64,-1.31,-12.39,-30.95
10338814,---,68.96,69.02,70.10,67.51
10338815,---,29.76,17.99,34.38,36.25
10338816,---,1.31,-22.62,-60.97,75.14
10338817,---,82.12,70.20,84.43,88.27
10338818,---,78.59,71.93,90.36,66.48
10338819,---,-8.63,56.12,-11.63,-64.47
10338820,---,86.06,84.66,81.85,90.34
10338821,---,24.05,-50.59,61.09,53.11
10338822,---,72.36,62.74,80.29,72.28
10338823,---,-61.23,-86.57,-29.92,-57.19
10338824,---,8.61,-12.66,62.02,-29.40
10338825,---,16.78,43.27,37.89,-23.92
10338826,---,85.86,86.89,91.32,76.80
10338827,---,-3.26,19.10,-11.17,-9.31
10338828,---,46.41,86.25,43.18,-50.34
10338829,---,37.54,-8.32,84.18,17.57
10338830,---,24.86,40.69,44.01,-14.39
10338831,---,-61.77,-65.46,-38.23,-76.95
10338832,---,-19.96,-17.89,-15.06,-27.41
10338833,---,32.70,17.68,65.14,7.15
10338834,---,28.39,70.23,2.58,-5.10
10338835,---,-26.54,-27.01,-31.36,-20.56
10338836,---,-27.28,-55.86,-4.80,-72.74
10338837,---,-28.45,-37.95,-2.97,-43.84
10338838,---,-23.57,-63.55,-29.49,28.00
10338839,---,-4.59,-8.86,-7.62,4.11
10338840,---,85.76,93.73,91.23,46.67
10338841,---,72.89,60.11,66.00,88.74
10338842,---,-28.71,-33.62,-49.84,-5.16
10338843,---,33.10,38.08,-1.17,56.78
10338844,---,-10.91,66.67,-47.33,-48.10
10338845,---,19.30,7.39,58.18,-11.46
10338846,---,96.64,95.73,98.30,95.06
10338847,---,-61.68,-76.40,-47.28,-57.78
10338848,---,14.27,23.62,55.23,-39.60
10338849,---,16.04,29.87,21.32,-4.55
10338850,---,29.47,-1.81,59.57,18.11
10338851,---,79.05,92.58,77.62,56.70
10338852,---,-3.49,-4.33,6.35,-13.39
10338853,---,13.43,29.94,-2.48,14.51
10338854,---,37.48,29.34,41.58,41.17
10338855,---,-30.18,-43.28,50.29,-79.83
10338856,---,-54.40,-72.31,-63.51,-25.01
10338857,---,-41.80,-53.89,-10.09,-65.68
10338858,---,24.38,-42.13,91.28,-30.05
10338859,---,75.01,80.14,81.11,58.88
10338860,---,-29.35,-62.44,-12.20,-23.31
10338861,---,-53.41,-14.52,18.12,-96.31
10338862,---,-0.97,-9.70,-42.94,57.36
10338863,---,53.24,50.13,87.38,-18.64
10338864,---,57.74,-9.97,25.04,96.52
10338865,---,-31.48,-45.42,-33.47,-15.32
10338866,---,-2.10,6.24,30.38,-31.35
10338867,---,86.42,92.88,90.91,67.37
10338868,---,-8.08,9.80,-12.68,-18.32
10338869,---,46.54,43.17,64.80,22.66
10338870,---,25.03,39.95,26.26,11.54
10338871,---,42.60,54.47,59.38,4.16
10338872,---,52.93,19.32,87.28,31.56
10338873,---,35.30,50.61,-21.31,68.56
10338874,---,-31.97,-18.38,-34.78,-41.97
10338875,---,58.47,55.78,55.93,64.84
10338876,---,17.04,15.82,2.21,34.04
10338877,---,-25.44,57.00,-68.23,-60.18
10338878,---,-50.20,-30.13,-52.86,-71.04
10338879,---,34.51,58.15,75.83,-48.43
10338880,---,-33.84,-53.04,-10.31,-34.69
10338881,---,7.70,-19.57,24.66,21.22
10338882,---,41.65,-8.11,82.95,21.47
10338883,---,-15.68,-36.65,0.65,-13.19
10338884,---,58.85,66.24,70.00,38.76
10338885,---,-13.75,-43.49,-18.39,29.02
10338886,---,-9.91,49.63,-18.18,-49.82
10338887,---,50.46,77.10,65.57,-6.26
10338888,---,-60.19,-86.40,-43.71,-39.40
10338889,---,31.53,19.51,79.43,-28.90
10338890,---,-81.72,-96.49,-57.06,-68.18
10338891,---,-11.45,-67.98,39.35,3.75
10338892,---,-28.36,-28.55,-4.46,-64.24
10338893,---,64.98,85.86,37.16,58.37
10338894,---,83.59,90.70,89.11,62.95
10338895,---,23.36,62.08,51.67,-52.62
10338896,---,-23.91,-9.59,-27.66,-36.40
10338897,---,-47.97,-83.83,-0.32,-51.18
10338898,---,-37.12,-59.04,-27.56,-31.80
10338899,---,-19.02,-13.50,-38.06,-7.77
10338900,---,40.54,-5.31,78.52,17.01
10338901,---,-29.69,-9.91,-51.24,-28.68
10338902,---,15.75,51.66,0.24,-11.67
10338903,---,-23.24,-76.17,-3.96,-10.55
10338904,---,70.23,41.75,79.24,78.60
10338905,---,-52.17,-40.65,-84.72,-22.09
10338906,---,9.11,9.57,6.78,10.99
10338907,---,67.75,79.82,64.16,56.08
10338908,---,-34.53,-21.44,-66.96,-22.66
10338909,---,26.08,48.41,45.45,-19.53
10338910,---,4.32,6.10,8.89,-4.24
10338911,---,60.18,74.69,-7.81,82.22
10338912,---,54.37,-34.92,83.60,78.16
10338913,---,-4.28,-37.32,32.04,-2.05
10338914,---,44.20,49.36,48.58,34.44
10338915,---,-10.30,32.17,-28.32,-26.36
10338916,---,-70.70,-22.40,-75.00,-99.19
10338917,---,70.29,91.36,66.74,36.33
10338918,---,-67.33,-48.19,-69.40,-79.24
10338919,---,55.19,79.19,15.77,53.67
10338920,---,72.57,76.42,68.29,72.49
10338921,---,66.63,73.63,54.44,68.81
10338922,---,22.07,44.10,48.63,-23.19
10338923,---,16.81,-36.77,57.58,29.75
10338924,---,48.47,80.36,44.26,1.99
10338925,---,76.90,82.26,92.03,31.59
10338926,---,26.16,26.95,51.61,-5.61
10338927,---,25.75,27.91,-36.83,73.38
10338928,---,0.04,-18.53,36.38,-11.89
10338929,---,25.73,-10.64,57.49,24.86
10338930,---,90.66,85.81,96.53,84.71
10338931,---,96.06,95.07,96.46,96.64
10338932,---,7.84,30.93,-60.06,58.12
10338933,---,-18.83,-4.27,-35.23,-21.43
10338934,---,-29.36,29.66,-34.99,-64.79
10338935,---,-13.90,-56.54,21.18,-15.76
10338936,---,29.06,50.15,66.55,-40.81
10338937,---,-21.17,-26.84,-49.76,-3.11
10338938,---,96.57,96.99,97.73,94.02
10338939,---,19.87,5.63,33.54,18.19
10338940,---,29.47,31.85,58.09,-8.92
10338941,---,6.01,37.61,36.69,-45.50
10338942,---,54.04,67.04,69.79,22.01
10338943,---,30.21,25.39,7.76,53.14
10338944,---,-12.16,-24.56,52.87,-58.61
10338945,---,33.85,57.76,67.27,-31.65
10338946,---,-30.26,10.04,-41.90,-53.75
10338947,---,-26.33,-39.42,-41.69,-1.21
10338948,---,86.23,91.29,77.68,86.27
10338949,---,53.09,37.23,69.13,49.83
10338950,---,52.43,7.29,71.86,58.96
10338951,---,31.39,65.72,14.12,10.61
10338952,---,60.74,51.63,89.66,20.14
10338953,---,25.90,-13.15,10.09,71.56
10338954,---,-58.46,-54.86,-80.82,-22.68
10338955,---,-68.01,-91.24,-53.62,-44.49
10338956,---,27.44,31.85,73.08,-30.60
10338957,---,-68.15,-72.56,-54.66,-77.20
10338958,---,71.98,91.97,45.94,62.72
10338959,---,-2.12,19.85,-16.67,-18.38
10338960,---,-19.94,-50.25,-5.40,-11.03
10338961,---,54.95,34.78,65.83,57.99
10338962,---,-4.75,12.13,-60.47,42.48
10338963,---,4.06,54.99,-2.47,-37.83
10338964,---,-17.70,29.44,-93.94,60.88
10338965,---,67.38,55.81,74.11,68.69
10338966,---,32.57,56.76,23.15,15.89
10338967,---,28.00,78.21,17.36,-31.98
10338968,---,-12.72,43.27,-51.38,-24.53
10338969,---,95.23,94.51,96.84,92.86
10338970,---,-40.14,-73.40,27.47,-61.74
10338971,---,83.77,83.48,86.29,81.57
10338972,---,-24.10,-25.20,38.64,-73.23
10338973,---,-15.20,-38.17,-7.08,-2.17
10338974,---,26.06,15.68,20.91,43.89
10338975,---,33.47,13.84,-36.30,86.19
10338976,---,15.77,-4.27,21.05,30.64
10338977,---,55.92,80.23,59.07,16.49
10338978,---,62.58,71.01,70.75,44.25
10338979,---,-13.98,48.65,15.35,-88.15
10338980,---,43.78,80.01,77.87,-61.44
10338981,---,43.49,-42.62,70.19,79.90
10338982,---,-49.01,-31.01,-29.63,-85.83
10338983,---,-6.57,30.19,-32.60,-20.57
10338984,---,35.93,58.24,8.79,46.42
10338985,---,-56.10,-18.01,-84.73,-69.67
10338986,---,-28.06,-2.36,-48.55,-72.80
10338987,---,-18.44,-32.15,-7.62,-13.18
10338988,---,3.68,-9.30,6.24,9.03
10338989,---,49.86,69.06,80.27,-19.58
10338990,---,87.51,63.07,92.59,93.37
10338991,---,-27.11,-8.98,43.87,-94.96
10338992,---,-50.23,-68.86,10.76,-72.46
10338993,---,-9.32,-3.77,-54.00,35.60
10338994,---,92.45,92.05,96.09,85.88
10338995,---,-23.24,-59.63,-30.87,18.99
10338996,---,-6.95,-4.69,61.89,-70.31
10338997,---,62.28,74.08,59.17,51.36
10338998,---,-32.59,-53.96,-23.08,-20.99
10338999,---,63.37,24.64,85.47,65.02
10339000,---,-0.23,-1.75,-15.87,32.23
10339001,---,-31.54,0.82,36.77,-97.82
10339002,---,58.88,89.52,-28.14,64.32
10339003,---,-31.76,-77.06,16.61,-20.93
10339004,---,-38.16,-47.07,44.71,-84.09
10339005,---,96.75,92.98,94.92,99.00
10339006,---,29.51,3.99,-2.59,68.52
10339007,---,54.19,51.81,51.90,58.45
10339008,---,-17.34,8.69,-58.09,4.67
10339009,---,55.62,62.98,58.22,42.90
10339010,---,-38.20,-10.00,-100.02,37.38
10339011,---,-14.13,-40.30,-15.41,10.90
10339012,---,61.36,68.87,61.49,53.41
10339013,---,-9.10,-29.26,33.25,-25.64
10339014,---,94.00,80.49,98.25,94.59
10339015,---,63.22,77.13,46.83,55.84
10339016,---,29.30,62.28,-6.66,23.00
10339017,---,11.08,12.33,62.41,-40.65
10339018,---,96.83,94.20,99.17,90.23
10339019,---,-19.88,64.11,-32.68,-84.72
10339020,---,43.05,-17.87,46.16,80.82
10339021,---,29.76,47.98,31.68,5.23
10339022,---,75.00,88.04,34.86,85.82
10339023,---,59.31,39.07,75.28,61.07
10339024,---,-14.73,-25.94,-64.71,52.40
10339025,---,21.41,-22.15,77.99,-17.51
10339026,---,-57.90,-84.16,4.15,-83.85
10339027,---,-11.46,-2.39,-26.49,-8.88
10339028,---,-7.39,-82.07,35.28,44.96
10339029,---,-22.86,-66.76,-0.85,4.93
10339030,---,-48.43,-76.94,-46.55,-12.03
10339031,---,-56.36,-14.89,-57.79,-84.32
10339032,---,68.96,69.00,78.50,54.39
10339033,---,19.67,29.33,43.83,-16.09
10339034,---,-52.50,-78.26,-8.66,-75.14
10339035,---,6.67,-1.32,36.89,-5.04
10339036,---,71.89,66.32,69.44,79.99
10339037,---,11.45,8.40,17.28,8.81
10339038,---,-20.00,-59.54,81.65,-73.41
10339039,---,-66.83,17.34,-73.60,-94.36
10339040,---,-37.87,-25.05,-1.39,-79.00
10339041,---,70.25,81.90,81.85,32.93
10339042,---,-53.21,-78.15,-57.86,-27.74
10339043,---,25.47,11.99,31.96,32.96
10339044,---,2.54,-34.78,56.86,-3.61
10339045,---,42.78,22.81,63.33,39.51
10339046,---,51.13,40.75,58.48,52.83
10339047,---,-12.57,-64.22,3.00,21.69
10339048,---,11.92,23.90,50.93,-25.87
10339049,---,-21.90,-44.97,-16.26,-5.41
10339050,---,-1.46,-0.36,-16.00,14.12
10339051,---,60.24,58.28,26.61,83.34
10339052,---,32.42,38.71,42.88,13.76
10339053,---,-17.94,-24.63,-1.57,-32.11
10339054,---,83.19,87.35,98.29,10.06
10339055,---,78.51,78.12,93.85,44.39
10339056,---,54.10,69.99,48.21,35.95
10339057,---,-50.02,-32.71,-48.44,-66.57
10339058,---,77.01,93.95,-12.33,88.68
10339059,---,13.46,41.82,0.79,-5.56
10339060,---,-1.53,47.57,31.92,-62.87
10339061,---,61.91,80.64,76.42,7.16
10339062,---,14.91,4.82,15.79,26.60
10339063,---,51.75,13.76,90.08,-6.82
10339064,---,7.76,-0.33,11.32,13.78
10339065,---,60.19,57.76,53.24,69.09
10339066,---,56.72,35.20,43.31,78.70
10339067,---,83.87,83.94,96.68,42.08
10339068,---,78.80,85.20,84.12,60.24
10339069,---,-35.89,-96.10,27.64,13.72
10339070,---,59.28,56.54,48.64,70.73
10339071,---,-64.50,-80.00,-62.79,-44.50
10339072,---,27.68,24.34,57.58,-6.61
10339073,---,12.12,23.24,41.12,-24.16
10339074,---,-4.67,-27.22,52.13,-33.12
10339075,---,17.32,-50.08,74.63,13.29
10339076,---,0.30,-9.55,21.60,-5.78
10339077,---,43.17,36.73,23.91,65.09
10339078,---,-61.89,-60.57,-29.09,-89.06
10339079,---,20.99,25.09,-61.64,81.81
10339080,---,89.50,91.79,88.37,88.14
10339081,---,89.44,83.28,96.08,83.11
10339082,---,5.25,16.38,37.94,-36.14
10339083,---,69.79,68.65,73.52,68.06
10339084,---,-23.86,-25.11,-19.78,-26.27
10339085,---,-73.28,-73.75,-57.54,-87.14
10339086,---,21.49,54.78,42.04,-32.40
10339087,---,-48.47,-33.10,-33.35,-73.74
10339088,---,3.49,-62.62,56.17,40.68
10339089,---,24.57,-37.39,2.24,78.87
10339090,---,-28.15,-18.93,5.80,-62.16
10339091,---,13.30,15.20,66.67,-43.29
10339092,---,50.23,70.11,70.88,-6.82
10339093,---,8.53,8.29,5.28,12.20
10339094,---,57.19,68.17,74.53,20.28
10339095,---,-30.40,-88.81,-32.72,16.21
10339096,---,-22.42,-25.74,-25.85,-16.45
10339097,---,98.72,97.77,99.43,98.34
10339098,---,43.98,9.60,64.32,49.40
10339099,---,96.79,98.04,97.25,92.90
10339100,---,-33.82,-46.53,-25.45,-29.40
10339101,---,17.03,28.94,10.90,10.31
10339102,---,-9.99,-42.27,20.81,-6.90
10339103,---,10.50,-30.50,-4.64,62.83
10339104,---,55.12,68.17,71.31,13.15
10339105,---,-64.41,-71.45,-52.46,-70.95
10339106,---,-24.38,-38.93,-28.18,-9.39
10339107,---,37.73,-18.61,83.65,19.97
10339108,---,7.05,30.52,-45.57,34.12
10339109,---,56.14,23.32,70.87,66.88
10339110,---,-7.47,22.54,-2.22,-39.89
10339111,---,9.18,-61.86,8.31,75.02
10339112,---,-25.75,50.96,-29.47,-83.88
10339113,---,35.79,19.75,60.88,20.04
10339114,---,-35.21,-26.86,-16.01,-61.38
10339115,---,76.57,16.58,90.92,85.28
10339116,---,-52.82,3.32,-82.33,-77.68
10339117,---,-83.19,-97.14,-60.08,-67.11
10339118,---,38.39,77.09,42.05,-16.70
10339119,---,-17.50,-22.92,-2.73,-26.85
10339120,---,97.06,95.56,98.64,95.45
10339121,---,77.49,62.59,90.61,68.06
10339122,---,12.32,-54.43,32.86,62.29
10339123,---,25.25,-14.34,34.14,52.48
10339124,---,67.12,60.20,84.95,47.75
10339125,---,2.37,-5.90,28.52,-9.76
10339126,---,64.28,60.65,77.85,45.79
10339127,---,-4.25,-26.71,21.72,-2.33
10339128,---,46.83,47.38,25.60,61.97
10339129,---,28.47,45.82,-9.15,41.96
10339130,---,-1.14,34.30,-32.14,-1.84
10339131,---,31.26,24.62,-21.09,75.09
10339132,---,98.87,99.89,96.46,97.92
10339133,---,64.15,69.12,45.31,72.63
10339134,---,0.96,18.04,-2.36,-12.41
10339135,---,-13.44,-50.91,39.67,-22.53
10339136,---,74.89,92.38,87.91,-1.94
10339137,---,59.95,71.84,7.19,78.18
10339138,---,-43.48,-49.64,-0.47,-67.66
10339139,---,48.51,46.55,37.35,62.41
10339140,---,52.17,44.98,49.10,61.41
10339141,---,-38.61,-56.72,-26.07,-29.11
10339142,---,-63.47,-22.18,-57.31,-93.91
10339143,---,-53.13,-54.07,-7.64,-97.37
10339144,---,-15.45,-18.61,-5.14,-22.10
10339145,---,37.68,53.02,66.07,-18.48
10339146,---,5.42,7.74,42.33,-22.77
10339147,---,-49.50,-47.10,-69.36,-37.77
10339148,---,3.98,-1.02,16.19,-3.49
10339149,---,54.98,59.09,-22.31,89.15
10339150,---,-9.46,1.85,-1.08,-28.09
10339151,---,51.66,65.49,75.42,2.89
10339152,---,22.28,-34.81,70.62,30.75
10339153,---,-3.21,-0.02,-19.62,4.79
10339154,---,-9.29,-27.74,42.93,-32.08
10339155,---,-4.07,-22.05,36.95,-26.93
10339156,---,59.61,60.35,69.90,47.71
10339157,---,28.38,10.37,47.65,26.30
10339158,---,2.33,-27.86,32.73,9.66
10339159,---,-53.72,-1.76,-88.25,-75.42
10339160,---,-17.52,-14.32,24.95,-60.79
10339161,---,43.35,54.35,40.47,34.51
10339162,---,24.49,17.36,44.66,12.02
10339163,---,-2.59,30.79,-3.52,-40.34
10339164,---,-15.71,-49.26,24.45,-17.83
10339165,---,-14.49,-26.18,-23.29,6.73
10339166,---,-1.33,-30.98,57.49,-14.16
10339167,---,10.64,80.63,15.72,-73.72
10339168,---,85.97,85.97,86.21,85.85
10339169,---,11.54,11.54,-54.16,72.48
10339170,---,-11.07,-28.98,-34.09,32.39
10339171,---,-23.40,-90.72,-8.48,43.15
10339172,---,73.33,82.78,59.26,75.13
10339173,---,-54.82,-41.91,-31.31,-82.68
10339174,---,-51.44,-76.07,-70.95,21.83
10339175,---,-56.80,-60.12,-31.47,-75.22
10339176,---,58.16,53.90,30.45,84.28
10339177,---,76.35,76.64,81.33,69.90
10339178,---,-16.37,-8.16,-56.21,9.93
10339179,---,-34.80,-24.54,-84.19,26.54
10339180,---,35.60,3.12,37.58,60.70
10339181,---,-34.12,-40.70,-87.40,33.29
10339182,---,3.59,-6.10,23.54,9.25
10339183,---,-0.08,26.52,-15.14,15.88
10339184,---,53.90,22.10,70.80,61.03
10339185,---,12.71,1.38,2.46,33.48
10339186,---,-66.16,-62.57,-71.29,-65.42
10339187,---,60.64,42.44,51.38,79.56
10339188,---,50.11,33.01,23.72,83.15
10339189,---,-4.66,-8.96,16.91,-17.32
10339190,---,-8.19,-30.98,49.47,-34.27
10339191,---,-8.09,-15.98,-0.09,-8.38
10339192,---,52.73,53.98,59.74,45.22
10339193,---,-34.12,-9.94,-26.82,-61.68
10339194,---,12.51,23.90,61.70,-41.70
10339195,---,60.24,47.36,84.30,36.42
10339196,---,40.93,49.46,21.05,48.01
10339197,---,23.81,38.94,61.61,-32.27
10339198,---,61.42,48.05,55.84,76.54
10339199,---,-16.85,3.43,-4.63,-66.69
10339200,---,15.59,58.00,60.37,-69.67
10339201,---,-2.86,-62.94,71.28,-11.98
10339202,---,-21.56,24.44,39.55,-94.24
10339203,---,38.14,12.81,28.51,68.74
10339204,---,49.67,44.17,66.90,29.27
10339205,---,58.43,69.99,76.20,13.14
10339206,---,30.82,-3.64,80.39,-6.92
10339207,---,16.85,4.79,14.54,31.79
10339208,---,1.36,4.19,-19.15,32.50
10339209,---,-40.30,-12.23,-21.29,-76.33
10339210,---,80.43,90.93,91.71,32.69
10339211,---,-68.96,-60.38,-39.87,-92.60
10339212,---,-39.15,-44.23,-29.04,-43.98
10339213,---,97.63,98.20,98.12,96.01
10339214,---,-39.90,-79.35,-33.28,-2.88
10339215,---,56.78,88.72,-8.11,62.39
10339216,---,68.86,51.65,74.21,78.52
10339217,---,51.84,34.64,25.06,79.59
10339218,---,-43.62,-64.93,7.91,-78.83
10339219,---,23.21,39.65,63.84,-35.12
10339220,---,-6.13,-23.51,51.65,-34.38
10339221,---,47.92,44.88,41.75,55.69
10339222,---,-26.24,-76.25,33.00,-37.55
10339223,---,-13.55,9.31,-21.01,-29.21
