Probeset_ID,Gene Symbol,Mo Bl Ly6C- II+,Sample_,Sample_
10338763,---,61.84,11.35,88.25
10338764,---,33.04,-11.82,69.37
10338765,---,-98.32,-99.57,-92.79
10338766,---,21.30,-6.55,47.72
10338767,---,39.50,73.92,-7.98
10338768,---,-93.18,-79.70,-98.01
10338769,---,-86.78,-94.65,-68.24
10338770,---,38.00,90.93,-64.08
10338771,---,47.47,11.67,72.27
10338772,---,12.18,12.00,12.47
10338773,---,-52.87,-47.25,-57.25
10338774,---,-4.46,24.97,-27.31
10338775,---,60.03,39.49,72.02
10338776,---,82.52,71.09,89.62
10338777,---,-0.24,67.32,-57.91
10338778,---,61.41,16.96,86.43
10338779,---,-98.16,-99.88,-87.56
10338780,---,2.22,93.48,-95.52
10338781,---,2.90,78.79,-82.54
10338782,---,91.09,85.85,94.66
10338783,---,-76.26,-22.35,-94.46
10338784,---,-64.30,-29.06,-90.76
10338785,---,-22.56,-9.27,-37.55
10338786,---,-23.65,-36.89,-8.66
10338787,---,40.20,-5.57,73.82
10338788,---,40.09,86.34,-31.44
10338789,---,-0.56,-0.69,-0.45
10338790,---,-51.71,-71.92,-26.86
10338791,---,13.62,59.34,-40.24
10338792,---,37.78,34.92,39.21
10338793,---,74.05,73.45,74.70
10338794,---,-22.93,-31.78,-13.24
10338795,---,76.62,63.90,84.62
10338796,---,-26.05,-52.62,-0.78
10338797,---,-75.44,-83.47,-66.65
10338798,---,-40.42,-33.36,-46.87
10338799,---,-30.12,-77.27,17.13
10338800,---,33.21,49.95,19.37
10338801,---,31.93,67.17,-14.53
10338802,---,-41.22,-65.98,5.97
10338803,---,37.51,53.69,19.31
10338804,---,72.68,92.32,32.76
10338805,---,-84.72,-99.96,-4.30
10338806,---,84.65,88.64,78.39
10338807,---,-26.00,-52.16,-3.83
10338808,---,-19.92,-65.37,32.95
10338809,---,-58.51,-80.68,-34.71
10338810,---,73.85,74.08,73.54
10338811,---,-46.30,-42.46,-50.37
10338812,---,-37.77,-28.35,-46.43
10338813,---,-24.42,-22.20,-26.87
10338814,---,91.06,94.66,85.70
10338815,---,54.47,35.99,71.30
10338816,---,-59.52,35.00,-93.54
10338817,---,20.03,78.66,-53.23
10338818,---,-82.81,-94.85,-65.16
10338819,---,-54.61,-19.05,-79.39
10338820,---,85.34,86.55,84.07
10338821,---,-65.04,38.11,-97.95
10338822,---,47.92,83.82,-1.68
10338823,---,11.12,42.36,-14.53
10338824,---,-7.84,-44.81,31.83
10338825,---,82.74,82.80,82.74
10338826,---,60.30,83.62,30.05
10338827,---,-89.98,-96.72,-75.38
10338828,---,89.59,80.93,95.59
10338829,---,10.91,-7.96,26.68
10338830,---,-72.26,-75.58,-68.12
10338831,---,-12.05,30.70,-52.36
10338832,---,-45.72,-96.08,-0.24
10338833,---,16.08,67.27,-45.23
10338834,---,78.32,75.24,80.86
10338835,---,-88.23,-94.97,-66.99
10338836,---,-1.47,-7.78,10.64
10338837,---,-97.03,-99.86,-60.73
10338838,---,-15.43,17.05,-44.62
10338839,---,-19.56,0.33,-38.30
10338840,---,70.37,90.26,17.78
10338841,---,-15.32,-45.27,15.06
10338842,---,-43.50,-94.84,40.84
10338843,---,79.64,96.35,31.98
10338844,---,62.21,90.31,-16.03
10338845,---,-54.29,-36.02,-69.41
10338846,---,4.94,55.06,-45.37
10338847,---,-14.02,-14.65,-13.34
10338848,---,16.22,77.86,-57.70
10338849,---,81.70,90.44,66.12
10338850,---,-10.21,-7.76,-12.49
10338851,---,80.55,93.22,58.93
10338852,---,-81.18,-79.34,-82.83
10338853,---,20.60,9.57,33.16
10338854,---,-49.96,-54.60,-44.68
10338855,---,-31.42,-50.74,-10.25
10338856,---,-26.02,-73.57,-1.46
10338857,---,-54.81,-21.16,-86.67
10338858,---,-57.87,-46.16,-69.13
10338859,---,-20.39,-6.66,-34.23
10338860,---,15.96,-45.52,74.13
10338861,---,70.57,95.83,-18.06
10338862,---,34.12,-17.97,72.60
10338863,---,-16.72,-58.76,34.25
10338864,---,-17.05,5.38,-40.18
10338865,---,-80.75,-96.24,-49.54
10338866,---,0.42,49.16,-36.66
10338867,---,7.97,68.82,-54.69
10338868,---,81.20,80.03,82.27
10338869,---,-27.72,-72.63,31.91
10338870,---,-68.84,-77.01,-58.44
10338871,---,9.82,83.53,-80.10
10338872,---,-66.65,-81.12,-46.18
10338873,---,90.44,77.46,97.40
10338874,---,85.79,89.19,82.42
10338875,---,98.58,99.17,97.23
10338876,---,-67.69,-72.31,-61.71
10338877,---,94.53,99.31,78.42
10338878,---,-2.50,-13.33,18.45
10338879,---,-6.79,-5.92,-7.63
10338880,---,-99.34,-99.77,-98.88
10338881,---,-30.64,21.69,-76.60
10338882,---,-8.37,0.69,-17.48
10338883,---,54.07,32.02,70.65
10338884,---,-94.14,-92.07,-95.91
10338885,---,67.04,23.40,90.39
10338886,---,95.73,93.41,96.86
10338887,---,30.73,29.32,32.10
10338888,---,-17.27,-38.20,2.64
10338889,---,34.47,-71.62,90.46
10338890,---,-60.57,-14.07,-86.30
10338891,---,-25.18,-10.26,-40.12
10338892,---,-13.02,-72.54,47.55
10338893,---,-2.41,55.64,-57.19
10338894,---,-62.94,-95.46,41.38
10338895,---,-70.22,-73.90,-66.01
10338896,---,1.32,59.92,-47.14
10338897,---,-84.54,-19.28,-99.68
10338898,---,-31.29,-35.87,-27.08
10338899,---,72.32,95.26,-14.91
10338900,---,54.49,45.91,61.11
10338901,---,42.54,77.85,-11.88
10338902,---,-77.45,-83.81,-70.89
10338903,---,-28.22,-11.10,-54.20
10338904,---,96.26,95.61,97.18
10338905,---,-95.70,-99.86,-56.86
10338906,---,-98.47,-99.52,-94.04
10338907,---,-26.95,-45.04,-9.90
10338908,---,53.90,54.93,52.77
10338909,---,-65.31,-99.48,65.62
10338910,---,-83.45,-87.51,-74.46
10338911,---,-35.91,-20.75,-50.82
10338912,---,47.25,50.08,44.05
10338913,---,-52.46,-97.59,35.71
10338914,---,60.68,76.07,40.98
10338915,---,90.44,91.94,89.06
10338916,---,49.35,82.22,-16.58
10338917,---,-58.03,-78.99,-32.49
10338918,---,-96.42,-98.35,-91.46
10338919,---,5.38,67.21,-57.41
10338920,---,15.29,41.87,4.62
10338921,---,-56.10,-63.04,-48.60
10338922,---,16.20,20.22,11.38
10338923,---,-31.92,-64.01,2.84
10338924,---,-8.51,-12.67,-4.83
10338925,---,72.78,58.35,82.61
10338926,---,88.98,63.86,95.61
10338927,---,68.52,91.87,15.42
10338928,---,-42.94,-92.23,40.98
10338929,---,81.38,83.22,79.39
10338930,---,-45.74,-43.74,-47.81
10338931,---,-36.89,-88.93,32.99
10338932,---,85.58,78.27,90.59
10338933,---,-23.32,-16.96,-30.88
10338934,---,38.95,59.05,10.11
10338935,---,-73.53,-53.94,-89.80
10338936,---,6.80,-22.77,36.31
10338937,---,39.08,69.49,-6.53
10338938,---,57.33,83.15,20.39
10338939,---,-11.02,42.46,-58.06
10338940,---,-15.61,41.71,-63.04
10338941,---,33.72,47.09,17.07
10338942,---,0.00,-41.81,42.68
10338943,---,75.92,66.99,82.52
10338944,---,-32.75,-68.42,-5.09
10338945,---,-9.21,-81.96,74.92
10338946,---,44.57,15.59,69.44
10338947,---,-54.73,-77.64,-26.23
10338948,---,-13.54,-30.98,3.41
10338949,---,40.70,80.55,-21.62
10338950,---,3.49,38.66,-17.73
10338951,---,-54.12,-23.92,-74.70
10338952,---,18.37,84.45,-69.27
10338953,---,20.88,-2.65,43.72
10338954,---,-41.36,-26.28,-54.68
10338955,---,-3.53,-9.66,-0.82
10338956,---,-30.21,-2.55,-67.34
10338957,---,-95.20,-99.95,-54.32
10338958,---,35.71,-7.43,66.97
10338959,---,55.75,86.86,5.95
10338960,---,75.14,75.62,74.83
10338961,---,50.55,87.56,-40.25
10338962,---,82.98,7.66,96.88
10338963,---,-24.44,53.16,-76.22
10338964,---,-91.18,-71.76,-98.06
10338965,---,81.31,84.83,77.89
10338966,---,-40.33,-42.56,-37.38
10338967,---,4.33,-79.23,83.05
10338968,---,-32.87,-8.66,-59.20
10338969,---,57.45,34.98,75.03
10338970,---,42.07,-49.64,92.15
10338971,---,-43.20,-11.73,-68.24
10338972,---,-96.06,-98.29,-80.76
10338973,---,-65.29,-49.68,-77.16
10338974,---,21.56,65.89,-24.80
10338975,---,-19.23,-79.11,52.33
10338976,---,14.55,-8.11,37.75
10338977,---,-34.66,-60.70,-2.44
10338978,---,67.53,76.57,56.08
10338979,---,97.06,97.76,95.66
10338980,---,15.50,-42.78,67.56
10338981,---,-40.34,-31.80,-48.06
10338982,---,-2.39,-23.70,30.16
10338983,---,-53.14,11.73,-87.02
10338984,---,-31.18,-55.21,2.74
10338985,---,-85.16,-99.96,-12.67
10338986,---,69.68,87.46,15.31
10338987,---,-91.50,-95.24,-84.04
10338988,---,14.18,15.00,13.11
10338989,---,44.68,70.63,10.41
10338990,---,-31.29,-43.68,-19.96
10338991,---,66.70,22.78,87.84
10338992,---,32.91,37.54,29.07
10338993,---,84.69,76.34,90.48
10338994,---,-38.94,-78.77,22.63
10338995,---,46.13,48.57,44.30
10338996,---,39.48,-10.08,72.93
10338997,---,-62.71,-93.41,-20.89
10338998,---,-26.84,-9.59,-46.71
10338999,---,-79.62,-95.77,-46.32
10339000,---,-3.53,54.18,-54.34
10339001,---,-53.37,-42.70,-62.26
10339002,---,62.00,-15.83,89.94
10339003,---,17.53,31.05,3.62
10339004,---,-83.19,-49.31,-96.98
10339005,---,97.96,98.82,96.72
10339006,---,84.86,96.83,26.60
10339007,---,-25.65,-11.59,-40.35
10339008,---,60.96,52.54,69.35
10339009,---,49.06,91.40,-39.76
10339010,---,79.65,77.78,81.64
10339011,---,-41.58,-51.98,-31.20
10339012,---,-1.11,43.44,-36.91
10339013,---,-3.57,-28.55,27.95
10339014,---,-76.78,-98.86,-0.49
10339015,---,86.95,92.52,78.13
10339016,---,93.28,88.46,95.90
10339017,---,32.34,79.64,-32.77
10339018,---,52.68,72.82,24.71
10339019,---,-28.78,-17.07,-41.80
10339020,---,87.21,77.89,92.49
10339021,---,-6.14,62.09,-68.12
10339022,---,-0.21,-12.75,11.71
10339023,---,-46.06,-50.16,-41.00
10339024,---,77.60,94.64,25.11
10339025,---,60.94,54.96,66.51
10339026,---,40.27,32.86,46.09
10339027,---,45.49,19.90,67.86
10339028,---,80.33,59.36,91.23
10339029,---,25.18,-65.67,85.39
10339030,---,-76.94,-73.45,-79.43
10339031,---,25.56,55.47,-9.68
10339032,---,-19.41,-54.34,17.98
10339033,---,-60.08,-44.19,-72.22
10339034,---,-48.26,-74.74,-23.32
10339035,---,-14.03,-67.73,49.90
10339036,---,-32.26,-63.07,2.20
10339037,---,16.38,-11.48,39.83
10339038,---,15.69,20.91,10.41
10339039,---,78.47,86.07,66.94
10339040,---,-74.18,-94.58,-44.98
10339041,---,58.28,25.81,80.05
10339042,---,-16.36,-62.46,-2.75
10339043,---,-28.71,-86.64,42.12
10339044,---,89.60,92.67,84.66
10339045,---,94.44,99.02,74.24
10339046,---,-59.43,-79.83,-32.18
10339047,---,32.93,-5.30,60.58
10339048,---,-58.13,-67.04,-50.79
10339049,---,7.17,-63.07,73.71
10339050,---,56.99,46.00,64.96
10339051,---,-22.62,12.31,-55.62
10339052,---,18.55,49.19,-17.60
10339053,---,-10.85,-65.69,48.05
10339054,---,36.50,48.00,24.25
10339055,---,-12.41,19.00,-41.46
10339056,---,87.00,89.46,84.40
10339057,---,97.85,99.97,79.44
10339058,---,50.48,85.65,-15.10
10339059,---,-72.56,-82.22,-62.82
10339060,---,61.77,65.78,57.46
10339061,---,75.33,49.14,89.97
10339062,---,-76.51,-88.87,-13.19
10339063,---,-38.31,-4.74,-75.83
10339064,---,-73.20,-74.57,-71.61
10339065,---,23.83,20.90,26.88
10339066,---,78.67,79.35,78.17
10339067,---,-65.32,-91.04,-20.62
10339068,---,58.65,66.19,50.34
10339069,---,81.03,89.62,66.34
10339070,---,89.90,83.92,93.82
10339071,---,-77.21,-91.76,-46.35
10339072,---,94.29,99.60,47.29
10339073,---,80.02,79.54,80.51
10339074,---,10.43,57.04,-35.30
10339075,---,28.62,-9.85,60.44
10339076,---,53.86,33.76,68.41
10339077,---,-36.91,-29.47,-43.78
10339078,---,-32.36,-27.19,-37.41
10339079,---,-48.50,48.98,-96.30
10339080,---,6.25,7.08,5.66
10339081,---,7.15,2.54,12.24
10339082,---,50.29,41.39,58.75
10339083,---,-11.45,-49.72,27.07
10339084,---,15.14,-4.44,34.35
10339085,---,-52.40,-29.35,-81.09
10339086,---,39.94,22.02,57.21
10339087,---,-43.88,-75.52,-5.53
10339088,---,65.87,-3.44,89.36
10339089,---,69.16,87.60,29.05
10339090,---,38.26,74.64,-9.12
10339091,---,16.23,35.49,-3.52
10339092,---,13.81,-11.34,40.84
10339093,---,-55.74,-31.37,-70.21
10339094,---,-41.65,-35.97,-47.29
10339095,---,44.67,60.42,25.68
10339096,---,-11.16,-19.88,-5.88
10339097,---,-69.84,-68.92,-71.20
10339098,---,-92.69,-96.42,-83.65
10339099,---,40.20,63.08,14.11
10339100,---,20.16,63.46,-28.55
10339101,---,-94.34,-99.61,-25.62
10339102,---,-74.90,-59.01,-86.67
10339103,---,89.89,88.17,91.51
10339104,---,-48.56,-51.11,-46.71
10339105,---,-42.19,-75.08,-20.88
10339106,---,-76.34,-91.45,-52.94
10339107,---,92.49,71.39,97.94
10339108,---,-8.27,19.31,-36.61
10339109,---,-2.33,-72.75,72.57
10339110,---,20.69,-19.26,56.79
10339111,---,-19.26,-34.49,-7.35
10339112,---,-1.35,54.64,-45.04
10339113,---,5.89,16.80,-3.19
10339114,---,56.83,16.95,81.40
10339115,---,39.12,-0.22,64.00
10339116,---,-51.34,-73.64,-29.04
10339117,---,38.66,64.52,6.67
10339118,---,-23.07,-33.43,-12.72
10339119,---,-93.20,-27.91,-99.83
10339120,---,-35.55,-10.63,-56.07
10339121,---,96.53,97.02,95.63
10339122,---,52.72,48.88,56.39
10339123,---,98.06,99.42,82.09
10339124,---,-25.84,-26.05,-25.54
10339125,---,95.33,96.07,94.12
10339126,---,17.02,-25.58,56.55
10339127,---,-60.16,-50.10,-69.81
10339128,---,-65.89,-87.45,-26.09
10339129,---,84.11,79.14,87.78
10339130,---,-71.21,-48.19,-88.93
10339131,---,-48.02,-24.49,-68.42
10339132,---,-45.70,-65.99,-18.73
10339133,---,93.11,92.13,93.67
10339134,---,-38.72,2.26,-69.49
10339135,---,-2.98,1.25,-6.83
10339136,---,88.66,93.60,80.11
10339137,---,27.34,-65.54,88.62
10339138,---,-48.81,-85.25,21.00
10339139,---,35.23,25.98,45.48
10339140,---,30.43,9.50,53.73
10339141,---,15.34,-44.66,70.76
10339142,---,-10.76,-38.90,22.26
10339143,---,-24.44,-9.21,-40.66
10339144,---,-57.71,-42.23,-72.13
10339145,---,-30.02,24.15,-68.84
10339146,---,89.85,86.62,91.94
10339147,---,16.06,7.32,28.04
10339148,---,-2.70,-24.97,19.05
10339149,---,44.06,3.46,71.19
10339150,---,-79.88,-90.23,-60.58
10339151,---,71.28,64.79,75.77
10339152,---,-28.63,-35.59,-23.15
10339153,---,-90.88,-91.15,-90.33
10339154,---,51.83,50.70,53.18
10339155,---,-21.28,11.47,-52.44
10339156,---,-23.87,-40.54,0.45
10339157,---,-94.13,-92.43,-95.24
10339158,---,38.10,41.36,34.91
10339159,---,51.67,49.38,53.37
10339160,---,-64.84,-85.33,-33.35
10339161,---,-65.00,-3.30,-88.77
10339162,---,-27.08,-74.83,37.72
10339163,---,-61.21,-26.58,-85.55
10339164,---,84.47,87.32,80.06
10339165,---,-17.15,-29.97,-5.65
10339166,---,-9.72,-8.10,-10.83
10339167,---,75.02,98.18,-33.67
10339168,---,-3.49,-34.29,28.08
10339169,---,-68.59,-49.02,-82.87
10339170,---,-21.75,-7.23,-46.38
10339171,---,66.86,99.26,-66.76
10339172,---,-59.55,-71.90,-44.12
10339173,---,30.18,40.35,18.51
10339174,---,-1.29,-2.14,-0.24
10339175,---,-24.09,-51.20,-0.36
10339176,---,25.33,15.08,36.87
10339177,---,-49.41,-58.30,-39.72
10339178,---,-7.71,-17.47,2.79
10339179,---,94.85,98.55,82.91
10339180,---,83.94,79.13,87.42
10339181,---,-37.74,-51.15,-25.32
10339182,---,92.81,96.95,84.19
10339183,---,97.07,99.23,89.75
10339184,---,64.25,81.97,32.38
10339185,---,-58.10,-92.28,13.74
10339186,---,-33.70,-62.89,-12.38
10339187,---,-55.04,23.14,-98.11
10339188,---,66.14,3.63,94.57
10339189,---,93.70,98.28,74.33
10339190,---,11.18,-38.98,62.44
10339191,---,-85.85,-93.29,-66.08
10339192,---,35.98,12.98,58.29
10339193,---,56.60,84.96,1.22
10339194,---,17.48,67.45,-30.49
10339195,---,95.88,98.12,89.52
10339196,---,8.95,-37.42,61.32
10339197,---,2.47,-29.21,41.26
10339198,---,-27.64,17.52,-68.16
10339199,---,23.60,51.41,-6.53
10339200,---,84.97,88.79,80.71
10339201,---,81.79,99.53,-76.41
10339202,---,53.22,15.50,77.24
10339203,---,74.28,51.02,87.98
10339204,---,72.47,92.27,18.46
10339205,---,-6.11,2.09,-13.89
10339206,---,79.78,82.92,75.73
10339207,---,98.48,98.78,98.14
10339208,---,31.14,72.53,-19.35
10339209,---,-49.79,-71.46,-20.40
10339210,---,38.69,70.60,-0.38
10339211,---,0.76,-6.99,11.53
10339212,---,35.08,69.09,-15.54
10339213,---,-93.55,-99.39,-73.94
10339214,---,-33.65,-46.15,-21.44
10339215,---,-10.60,-31.68,11.68
10339216,---,9.68,-54.37,61.61
10339217,---,-30.61,-88.03,52.13
10339218,---,-18.10,-4.31,-34.97
10339219,---,37.59,52.55,19.76
10339220,---,18.99,60.40,-22.10
10339221,---,1.85,0.37,6.87
10339222,---,-46.84,-25.33,-68.02
10339223,---,-62.61,-47.91,-72.83
10339224,---,-83.02,-86.48,-77.29
10339225,---,-46.14,-51.52,-38.39
10339226,---,-76.32,-48.55,-91.20
10339227,---,47.36,53.38,41.25
10339228,---,-79.12,-94.34,-41.89
10339229,---,94.56,92.38,96.54
10339230,---,-51.46,-32.61,-67.76
10339231,---,-79.66,-97.79,-36.83
10339232,---,28.69,-7.36,58.02
10339233,---,-11.67,19.90,-41.19
10339234,---,-38.18,-7.10,-72.11
10339235,---,-46.48,-1.74,-85.65
10339236,---,76.10,27.36,93.69
10339237,---,-59.72,-51.24,-66.72
10339238,---,41.15,12.77,63.78
10339239,---,90.50,86.64,93.06
10339240,---,8.17,20.56,-4.39
10339241,---,94.35,89.80,97.31
10339242,---,-28.00,-19.31,-35.99
10339243,---,-58.83,-53.17,-64.22
10339244,---,-73.12,-58.62,-85.03
10339245,---,60.61,-2.46,89.84
10339246,---,90.42,92.06,88.07
10339247,---,19.00,55.79,3.40
10339248,---,-73.05,-65.79,-79.25
10339249,---,8.66,12.86,5.58
10339250,---,-2.65,54.47,-54.33
10339251,---,-71.92,-88.86,-44.25
10339252,---,25.08,70.63,-28.34
10339253,---,57.41,20.76,79.00
10339254,---,-59.49,-79.47,-30.67
10339255,---,-18.01,-13.10,-23.62
10339256,---,36.02,-3.44,62.53
10339257,---,65.40,38.29,83.56
10339258,---,80.70,26.80,94.97
10339259,---,28.93,91.05,-66.30
10339260,---,69.05,61.99,75.48
10339261,---,-71.44,-70.00,-72.95
10339262,---,63.18,72.25,51.34
10339263,---,-42.89,-20.15,-72.50
10339264,---,23.73,48.99,-6.22
10339265,---,85.11,94.59,59.49
10339266,---,-12.59,-4.94,-20.45
10339267,---,93.08,88.82,95.67
10339268,---,40.62,26.68,52.28
10339269,---,73.94,85.49,56.31
10339270,---,-19.24,-91.61,55.56
10339271,---,-6.13,-3.69,-9.00
10339272,---,-80.48,-25.40,-98.25
10339273,---,-24.96,-70.75,26.48
10339274,---,-96.43,-95.36,-97.30
10339275,---,-70.06,-21.75,-92.07
10339276,---,40.17,21.80,54.21
10339277,---,55.54,87.53,-13.16
10339278,---,-96.54,-97.99,-94.80
10339279,---,-46.37,2.63,-85.21
10339280,---,-79.70,-41.04,-97.88
10339281,---,-69.16,-93.51,-31.71
10339282,---,94.89,84.71,98.20
10339283,---,-64.94,-60.61,-68.31
10339284,---,94.11,98.96,59.67
10339285,---,-89.08,-90.93,-87.01
10339286,---,5.77,-36.83,42.73
10339287,---,-25.27,-10.28,-39.41
10339288,---,-24.10,-86.77,65.46
10339289,---,-25.22,47.64,-94.70
10339290,---,-58.17,-84.69,8.75
10339291,---,40.22,11.03,61.11
10339292,---,62.12,73.37,47.24
10339293,---,-1.95,-66.95,64.04
10339294,---,89.46,96.68,71.37
10339295,---,66.07,88.95,-2.52
10339296,---,14.14,29.86,5.12
10339297,---,41.26,18.45,60.04
10339298,---,33.95,38.17,30.15
10339299,---,-37.49,-41.33,-33.32
10339300,---,89.38,53.46,98.17
10339301,---,-94.69,-95.93,-93.26
10339302,---,-2.52,-4.26,-1.72
10339303,---,6.94,-63.99,72.92
10339304,---,-69.01,-67.68,-70.45
10339305,---,-46.94,-24.43,-65.86
10339306,---,-25.94,35.71,-70.14
10339307,---,-5.47,-9.10,-1.57
10339308,---,-96.49,-99.93,27.43
10339309,---,-22.00,-18.22,-27.05
10339310,---,57.79,45.64,68.05
10339311,---,39.69,17.30,58.23
10339312,---,83.39,97.41,37.36
10339313,---,-0.87,-49.22,49.83
10339314,---,94.38,84.97,98.60
10339315,---,94.86,97.78,88.35
10339316,---,-91.65,-90.69,-92.61
10339317,---,21.43,7.56,33.60
10339318,---,74.84,75.26,74.39
10339319,---,-96.52,-98.71,-89.57
10339320,---,71.68,89.99,39.33
10339321,---,-64.89,-59.85,-70.27
10339322,---,45.28,40.67,49.50
10339323,---,21.32,19.85,22.87
10339324,---,60.74,93.01,6.53
10339325,---,74.38,84.72,61.35
10339326,---,16.18,78.11,-57.96
10339327,---,83.03,73.09,90.07
10339328,---,46.37,-3.99,71.32
10339329,---,69.76,66.14,73.38
10339330,---,15.01,-52.93,74.21
10339331,---,60.69,82.91,0.27
10339332,---,-94.55,-66.54,-99.32
10339333,---,69.33,89.84,22.02
10339334,---,-19.55,13.36,-57.01
10339335,---,-94.67,-94.03,-95.54
10339336,---,-18.99,-63.78,35.72
10339337,---,4.82,-7.92,17.73
10339338,---,77.14,25.79,93.73
10339339,---,-4.52,-5.93,-2.82
10339340,---,-38.34,-41.02,-35.62
10339341,---,17.96,-47.15,69.80
10339342,---,64.55,52.59,73.52
10339343,---,71.67,-1.45,91.92
10339344,---,-7.68,25.08,-39.83
10339345,---,48.96,-30.94,88.80
10339346,---,-28.23,-59.14,-9.11
10339347,---,84.55,95.35,57.22
10339348,---,1.99,-43.33,29.50
10339349,---,30.21,31.60,28.79
10339350,---,-16.39,47.90,-73.30
10339351,---,-70.30,-98.72,43.80
10339352,---,66.93,87.94,32.10
10339353,---,72.57,92.68,20.93
10339354,---,-29.13,-52.36,-3.34
10339355,---,33.71,-3.41,66.07
10339356,---,-95.68,-92.93,-97.03
10339357,---,-6.82,23.37,-30.83
10339358,---,99.05,99.22,98.65
10339359,---,-4.46,-85.94,63.08
10339360,---,39.68,67.31,0.94
10339361,---,-55.28,-31.93,-72.86
10339362,---,-24.53,-8.73,-41.40
10339363,---,-2.72,-45.60,45.73
10339364,---,-62.33,-50.59,-73.76
10339365,---,15.33,9.92,20.18
10339366,---,68.73,61.60,73.66
10339367,---,-92.96,-99.30,-74.71
10339368,---,69.08,67.49,70.71
10339369,---,43.05,73.16,-3.58
10339370,---,52.48,30.85,72.68
10339371,---,19.02,88.52,-78.29
10339372,---,0.00,-59.39,67.43
10339373,---,95.83,96.09,95.49
10339374,---,-76.02,-78.84,-72.90
10339375,---,9.82,12.70,7.87
10339376,---,-43.46,70.65,-99.68
10339377,---,80.90,95.63,28.75
10339378,---,52.59,51.97,52.84
10339379,---,-60.97,30.23,-97.01
10339380,---,50.58,86.74,-24.87
10339381,---,-40.18,-71.30,-6.65
10339382,---,-25.93,-18.40,-32.59
10339383,---,-20.08,-72.65,40.86
10339384,---,96.97,99.43,90.94
10339385,---,-80.51,-67.62,-88.22
10339386,---,1.79,29.09,-21.87
10339387,---,-59.71,-78.87,-36.05
10339388,---,17.04,34.93,-0.38
10339389,---,-5.45,15.87,-19.60
10339390,---,-45.08,-38.71,-50.79
10339391,---,-69.10,-88.81,-21.08
10339392,---,-0.99,-17.41,16.40
10339393,---,27.42,65.26,-15.30
10339394,---,62.00,28.34,82.20
10339395,---,-16.43,-25.88,-6.97
10339396,---,86.33,91.90,78.40
10339397,---,58.86,89.20,-18.67
10339398,---,-2.75,12.89,-62.55
10339399,---,80.19,83.67,74.77
10339400,---,-57.32,-43.28,-68.62
10339401,---,94.87,97.31,90.15
10339402,---,-2.99,12.92,-18.74
10339403,---,79.43,98.57,-3.65
10339404,---,75.38,85.69,59.20
10339405,---,28.64,10.81,44.15
10339406,---,30.16,-53.67,85.94
10339407,---,75.20,86.67,55.44
10339408,---,-44.96,-73.58,-1.81
10339409,---,54.04,69.89,30.85
10339410,---,-22.27,-6.74,-43.34
10339411,---,1.95,0.57,3.05
10339412,---,-22.65,-10.18,-36.10
10339413,---,95.73,89.35,98.51
10339414,---,81.53,94.88,41.87
10339415,---,21.95,43.80,0.70
10339416,---,-97.57,-86.44,-99.72
10339417,---,49.48,76.32,10.61
10339418,---,16.90,52.22,-23.00
10339419,---,-70.95,-87.43,-36.49
10339420,---,-84.76,-97.77,-45.30
10339421,---,-65.89,-76.18,-54.06
10339422,---,82.96,83.52,82.34
10339423,---,-99.87,-100.03,-97.21
10339424,---,21.76,64.85,-27.96
10339425,---,-11.87,1.24,-27.12
10339426,---,-64.17,-92.85,5.11
10339427,---,-86.69,-89.07,-82.85
10339428,---,-45.86,-97.55,71.99
10339429,---,-89.58,-87.37,-91.64
10339430,---,-36.52,-33.98,-40.26
10339431,---,-25.12,-53.46,-1.58
10339432,---,-57.40,-83.32,-18.81
10339433,---,38.37,78.55,-23.28
10339434,---,-58.56,-81.51,-27.66
10339435,---,78.54,43.89,93.38
10339436,---,61.52,51.32,70.00
10339437,---,3.21,-28.09,34.90
10339438,---,49.96,69.82,18.05
10339439,---,-43.26,-73.33,12.55
10339440,---,17.75,-71.53,88.57
10339441,---,-60.47,-78.89,-34.00
10339442,---,-81.08,-64.64,-94.19
10339443,---,96.90,94.90,98.42
10339444,---,-52.06,-51.79,-52.29
