Probeset_ID,Gene Symbol,MF PC 480lo,Sample_,Sample_,Sample_
10338634,---,-22.33,-34.03,-62.71,35.81
10338635,---,55.46,62.74,71.17,24.89
10338636,---,34.36,74.03,25.89,-11.96
10338637,---,54.67,68.26,34.80,57.60
10338638,---,-48.09,-44.49,-57.22,-42.22
10338639,---,66.92,91.92,19.50,67.42
10338640,---,23.91,-3.35,14.70,48.83
10338641,---,-29.36,-66.06,-19.72,-7.82
10338642,---,26.88,32.02,25.32,22.55
10338643,---,31.28,57.65,-15.19,41.80
10338644,---,17.47,-32.44,45.29,33.48
10338645,---,0.73,12.49,7.18,-4.43
10338646,---,84.56,82.50,89.66,80.35
10338647,---,23.23,29.82,-4.81,43.03
10338648,---,70.40,90.73,17.44,76.59
10338649,---,-6.07,-11.99,1.31,-11.31
10338650,---,23.14,50.60,26.16,-7.91
10338651,---,4.22,12.99,-17.42,14.43
10338652,---,-53.21,-58.42,-22.03,-71.01
10338653,---,28.76,77.38,-10.16,1.50
10338654,---,-14.57,21.32,-28.05,-35.14
10338655,---,64.48,81.92,86.25,-2.23
10338656,---,56.44,69.86,46.52,45.35
10338657,---,20.65,29.72,1.85,29.40
10338658,---,65.70,30.40,20.63,95.84
10338659,---,55.08,77.28,49.41,22.50
10338660,---,23.13,47.81,-1.88,14.56
10338661,---,79.93,72.37,46.64,94.93
10338662,---,7.18,-0.54,2.75,18.36
10338663,---,-5.75,-11.76,-0.66,-5.30
10338664,---,40.84,62.54,30.15,31.99
10338665,---,-42.30,-22.59,-39.83,-62.63
10338666,---,89.81,95.98,71.60,92.20
10338667,---,-17.66,-70.26,82.26,-83.09
10338668,---,-20.31,-78.31,-9.01,8.05
10338669,---,-15.91,-72.98,-22.17,39.25
10338670,---,-39.03,-5.35,-60.35,-55.30
10338671,---,68.18,27.44,81.36,78.32
10338672,---,76.74,75.61,62.91,87.92
10338673,---,94.86,94.42,96.06,93.66
10338674,---,21.57,24.61,31.04,12.62
10338675,---,-1.05,-0.67,-65.50,66.65
10338676,---,-38.67,-23.82,-34.24,-60.17
10338677,---,-24.37,-2.50,-11.07,-71.83
10338678,---,47.74,70.71,-43.61,82.66
10338679,---,-16.34,-7.44,-20.63,-21.47
10338680,---,36.06,80.90,-41.97,49.24
10338681,---,10.96,20.30,36.37,-29.49
10338682,---,29.69,9.93,28.02,49.59
10338683,---,22.81,39.55,17.07,15.01
10338684,---,59.71,72.38,47.94,56.53
10338685,---,-56.69,-95.33,-41.28,-20.21
10338686,---,18.32,37.09,19.38,-4.13
10338687,---,51.51,82.00,39.95,24.85
10338688,---,72.98,75.17,86.79,50.61
10338689,---,-71.37,-52.38,-76.09,-81.41
10338690,---,42.26,22.43,51.12,50.96
10338691,---,-3.29,-1.42,-8.01,-1.07
10338692,---,-4.69,-57.76,-69.46,86.76
10338693,---,42.96,63.78,44.00,13.56
10338694,---,-21.14,-15.56,-33.07,-15.18
10338695,---,57.12,76.50,-9.98,79.06
10338696,---,8.72,29.18,-5.92,6.91
10338697,---,-8.17,48.74,-13.98,-47.62
10338698,---,-2.03,66.63,-0.71,-66.34
10338699,---,-9.95,-88.53,86.11,-97.99
10338700,---,85.19,83.76,76.87,92.17
10338701,---,-62.94,-60.66,-8.23,-91.11
10338702,---,68.35,22.83,83.16,80.21
10338703,---,22.34,0.49,5.37,51.81
10338704,---,76.73,71.36,73.50,84.00
10338705,---,-56.43,-18.07,-90.99,-27.68
10338706,---,73.07,74.32,52.44,84.03
10338707,---,-29.81,30.82,-74.33,-27.48
10338708,---,18.03,14.30,24.55,15.49
10338709,---,99.54,99.70,99.52,99.11
10338710,---,23.53,75.40,-15.66,-13.33
10338711,---,-21.96,-24.58,-33.05,-8.86
10338712,---,-47.21,-23.94,-56.37,-55.60
10338713,---,47.01,39.82,23.71,70.07
10338714,---,19.61,-4.93,-19.30,69.96
10338715,---,45.77,50.43,52.90,32.72
10338716,---,72.25,81.26,60.91,71.60
10338717,---,-66.79,-30.34,-26.73,-95.07
10338718,---,-17.19,-54.37,33.19,-24.79
10338719,---,-38.13,-56.73,-6.76,-54.82
10338720,---,37.82,73.48,-10.58,48.53
10338721,---,-16.58,46.52,-90.82,-8.93
10338722,---,75.42,67.29,69.64,86.20
10338723,---,58.71,80.90,75.35,-9.41
10338724,---,25.40,50.20,37.93,-15.25
10338725,---,-14.09,30.99,-17.86,-50.51
10338726,---,-1.18,36.16,-38.71,12.32
10338727,---,44.43,42.62,51.76,38.47
10338728,---,-21.00,-30.44,9.77,-40.33
10338729,---,53.83,-38.28,85.85,73.58
10338730,---,63.16,64.77,82.33,41.05
10338731,---,7.01,-92.19,45.02,78.10
10338732,---,97.89,97.83,97.86,98.14
10338733,---,90.25,98.53,77.87,81.51
10338734,---,64.34,58.94,74.87,57.40
10338735,---,-61.70,-90.06,-16.13,-86.14
10338736,---,-20.47,35.51,-29.31,-64.27
10338737,---,24.95,1.78,-35.34,82.22
10338738,---,60.02,59.75,59.43,60.72
10338739,---,12.20,-12.96,-49.60,78.98
10338740,---,11.93,15.75,45.59,-24.51
10338741,---,60.17,60.44,60.34,59.37
10338742,---,-58.08,-1.51,-93.52,-41.95
10338743,---,-12.03,31.51,-36.88,-24.60
10338744,---,75.56,95.90,-6.00,82.89
10338745,---,64.88,87.79,70.67,23.18
10338746,---,67.65,76.39,50.92,71.60
10338747,---,-36.04,-56.15,-9.32,-40.40
10338748,---,13.66,-1.85,17.93,24.13
10338749,---,-11.05,-28.73,-26.09,23.76
10338750,---,47.97,1.36,34.05,82.94
10338751,---,21.76,32.65,-14.39,45.81
10338752,---,55.02,46.36,65.60,50.07
10338753,---,-47.91,-29.56,-35.58,-81.84
10338754,---,-54.82,-81.59,-0.79,-58.74
10338755,---,-13.25,-14.61,28.08,-47.03
10338756,---,4.59,29.25,-77.65,67.84
10338757,---,20.16,-7.01,22.23,44.70
10338758,---,82.16,64.03,94.21,77.12
10338759,---,6.40,50.05,-62.37,27.25
10338760,---,48.33,61.98,43.93,38.93
10338761,---,-63.79,-77.12,-64.89,-47.86
10338762,---,-68.14,-60.53,-86.11,-50.48
10338763,---,48.74,53.73,49.75,42.31
10338764,---,57.39,59.74,50.88,61.33
10338765,---,2.30,3.13,0.95,2.26
10338766,---,80.58,82.22,79.44,79.66
10338767,---,-14.54,-3.55,-11.44,-44.89
10338768,---,87.36,73.00,91.29,91.22
10338769,---,-20.44,3.95,-17.95,-42.27
10338770,---,66.81,79.44,87.00,-5.45
10338771,---,54.50,84.98,48.88,2.90
10338772,---,26.11,50.45,48.41,-22.34
10338773,---,51.43,53.12,53.68,47.04
10338774,---,-8.47,-13.96,18.58,-25.06
10338775,---,45.64,72.20,71.29,-30.54
10338776,---,42.22,63.03,36.29,20.53
10338777,---,11.80,-9.23,70.05,-20.79
10338778,---,49.66,76.38,23.45,36.22
10338779,---,-25.45,-4.93,-48.95,-16.07
10338780,---,62.41,80.61,-5.81,82.16
10338781,---,5.54,-16.43,35.33,7.66
10338782,---,40.11,-5.27,66.24,57.33
10338783,---,-6.33,15.54,-18.31,-12.08
10338784,---,-19.76,51.95,-26.63,-73.52
10338785,---,-18.54,31.66,-49.73,-32.52
10338786,---,8.14,40.85,39.75,-51.66
10338787,---,6.77,-19.26,38.65,2.60
10338788,---,12.94,-21.29,32.84,27.21
10338789,---,-54.23,-53.39,-63.02,-45.11
10338790,---,18.07,55.22,-40.01,36.30
10338791,---,17.19,24.96,12.54,14.52
10338792,---,-4.59,-2.34,-4.68,-7.18
10338793,---,72.24,68.96,67.10,79.84
10338794,---,-28.35,-12.97,-50.08,-21.70
10338795,---,-56.42,-20.62,-79.08,-74.82
10338796,---,-5.33,13.09,-24.43,-3.39
10338797,---,18.18,50.00,14.60,-11.31
10338798,---,-45.97,-46.37,15.94,-95.55
10338799,---,8.85,29.63,-49.39,53.91
10338800,---,30.98,44.08,24.95,25.90
10338801,---,86.66,95.54,65.37,86.12
10338802,---,36.00,25.29,34.89,47.15
10338803,---,97.53,98.72,95.98,96.87
10338804,---,16.77,24.30,9.83,17.27
10338805,---,68.74,78.69,66.82,56.67
10338806,---,49.91,17.93,89.13,-24.29
10338807,---,-17.71,-41.63,-14.67,-0.13
10338808,---,63.75,56.41,71.13,61.83
10338809,---,48.30,24.97,77.30,29.84
10338810,---,97.00,97.91,95.31,97.04
10338811,---,26.97,25.81,27.83,27.22
10338812,---,75.83,81.45,74.37,70.85
10338813,---,-22.89,-6.90,-2.63,-80.73
10338814,---,51.22,56.46,5.15,74.27
10338815,---,43.89,48.02,44.83,38.55
10338816,---,21.76,35.00,-24.68,50.53
10338817,---,73.16,56.34,76.00,82.28
10338818,---,50.39,72.74,35.99,41.24
10338819,---,-41.98,-56.78,-53.64,-12.51
10338820,---,73.03,88.05,22.76,84.52
10338821,---,84.13,89.41,77.76,84.05
10338822,---,80.69,73.52,73.75,89.94
10338823,---,-17.88,-18.94,-32.18,-3.90
10338824,---,-1.11,14.64,-45.65,29.48
10338825,---,-17.15,5.17,-2.97,-63.19
10338826,---,98.79,99.29,97.67,98.82
10338827,---,-5.74,9.26,-38.65,17.43
10338828,---,82.12,92.19,2.21,87.27
10338829,---,38.32,51.19,28.97,34.46
10338830,---,22.30,46.95,25.13,-9.46
10338831,---,-38.11,-72.00,-49.78,-0.72
10338832,---,-19.38,-26.51,-22.53,-9.87
10338833,---,52.70,58.34,41.22,56.05
10338834,---,40.04,35.02,96.41,-93.73
10338835,---,-13.62,-18.09,-20.48,-2.27
10338836,---,-43.53,-54.80,-53.91,-27.89
10338837,---,-43.93,-50.43,-38.61,-42.66
10338838,---,-33.27,-32.19,-63.90,-4.54
10338839,---,69.75,82.67,47.76,73.61
10338840,---,79.94,88.09,75.67,71.85
10338841,---,79.80,74.35,83.83,80.03
10338842,---,-49.26,-24.94,-91.48,-18.69
10338843,---,65.82,60.47,21.36,90.71
10338844,---,-27.72,-15.53,-48.04,-20.48
10338845,---,5.78,69.09,-67.73,21.79
10338846,---,50.79,38.79,45.24,66.52
10338847,---,-4.94,-4.14,17.54,-24.33
10338848,---,-3.44,-6.55,46.38,-49.05
10338849,---,70.49,97.18,4.96,48.75
10338850,---,32.38,21.15,53.80,14.27
10338851,---,71.17,89.92,67.28,38.41
10338852,---,-0.03,3.50,-4.95,0.71
10338853,---,62.13,69.76,63.39,52.89
10338854,---,21.26,23.79,26.55,13.34
10338855,---,-15.62,20.58,-10.25,-54.26
10338856,---,-59.52,-71.54,-38.32,-66.58
10338857,---,-83.42,-95.75,-56.13,-86.46
10338858,---,56.42,42.91,50.21,71.90
10338859,---,54.72,66.88,40.32,55.51
10338860,---,49.25,4.49,37.97,78.99
10338861,---,71.69,85.68,70.83,49.80
10338862,---,-1.22,-52.69,34.56,27.62
10338863,---,74.90,75.04,84.98,60.03
10338864,---,60.46,32.06,71.04,72.83
10338865,---,-26.56,-24.17,-16.13,-39.82
10338866,---,27.22,49.62,-0.31,26.33
10338867,---,85.24,93.98,67.04,86.97
10338868,---,-3.74,52.76,-51.04,-5.22
10338869,---,52.22,66.29,50.76,32.95
10338870,---,-4.61,-3.04,-25.01,9.96
10338871,---,-3.41,-47.06,1.82,42.16
10338872,---,55.99,27.98,60.74,73.65
10338873,---,58.45,54.59,44.20,71.82
10338874,---,28.94,4.68,46.42,32.04
10338875,---,84.28,86.40,85.84,79.65
10338876,---,-12.81,-8.12,6.35,-34.16
10338877,---,-28.99,70.32,-59.55,-92.07
10338878,---,-32.71,-71.53,-50.75,9.32
10338879,---,66.42,86.74,26.42,70.30
10338880,---,-41.06,-32.49,-53.72,-35.64
10338881,---,43.99,34.50,64.92,29.81
10338882,---,29.52,11.87,35.40,39.25
10338883,---,-33.90,-14.38,-79.05,-2.85
10338884,---,44.66,64.28,25.09,41.71
10338885,---,36.67,51.37,19.22,36.71
10338886,---,84.05,92.08,58.88,87.53
10338887,---,65.90,79.19,23.50,80.50
10338888,---,9.01,34.05,-40.19,40.45
10338889,---,51.28,53.20,53.75,46.72
10338890,---,-60.97,-69.28,10.34,-89.97
10338891,---,-14.67,55.66,-51.61,-43.46
10338892,---,-7.86,17.13,-1.88,-36.97
10338893,---,65.67,85.50,34.33,63.63
10338894,---,94.97,95.18,91.37,96.58
10338895,---,47.35,67.20,9.81,56.04
10338896,---,8.73,49.49,-23.89,9.26
10338897,---,-9.60,29.44,-0.58,-52.27
10338898,---,-22.42,-26.28,-18.14,-23.43
10338899,---,-53.90,-13.97,-89.87,-49.81
10338900,---,-11.36,5.92,-24.08,-15.50
10338901,---,-48.71,-3.13,-49.15,-88.51
10338902,---,-20.53,-18.68,-37.63,-6.24
10338903,---,-19.94,-50.90,36.33,-56.11
10338904,---,76.49,89.52,88.67,19.26
10338905,---,-31.17,-31.58,-1.38,-62.86
10338906,---,-12.66,-25.59,0.23,-13.01
10338907,---,69.43,72.43,57.82,76.77
10338908,---,-27.54,-23.46,-26.49,-33.04
10338909,---,-12.54,57.09,-0.03,-78.57
10338910,---,-53.28,-71.41,-40.79,-40.56
10338911,---,59.98,29.64,79.60,58.71
10338912,---,-15.48,-26.31,-11.45,-10.30
10338913,---,-3.92,30.84,-27.90,-8.32
10338914,---,44.60,61.96,51.42,13.48
10338915,---,-11.03,-27.61,41.06,-36.75
10338916,---,52.81,-50.16,64.20,87.53
10338917,---,26.46,53.75,-12.36,32.60
10338918,---,-60.48,-62.75,-58.14,-60.93
10338919,---,87.21,80.88,83.18,93.47
10338920,---,55.98,54.01,68.79,44.01
10338921,---,59.22,76.36,18.44,71.67
10338922,---,-17.48,-20.47,-24.77,-7.67
10338923,---,21.46,14.86,-5.05,51.06
10338924,---,79.56,80.02,80.28,78.87
10338925,---,91.77,92.49,88.93,92.67
10338926,---,53.14,44.92,74.46,35.17
10338927,---,54.56,54.56,53.69,55.71
10338928,---,56.79,62.62,26.13,71.49
10338929,---,-8.21,-60.21,15.05,33.16
10338930,---,91.07,94.36,91.99,86.10
10338931,---,6.50,36.93,18.36,-32.85
10338932,---,77.68,87.12,87.30,37.40
10338933,---,-42.63,-76.28,-6.61,-57.92
10338934,---,-9.15,-24.24,-14.47,12.39
10338935,---,-82.10,-74.60,-68.31,-96.26
10338936,---,63.99,56.60,45.38,83.86
10338937,---,-32.21,-9.60,-74.21,-35.41
10338938,---,94.74,96.75,94.52,92.74
10338939,---,58.84,88.51,-8.01,67.08
10338940,---,-50.96,-40.34,-36.96,-70.30
10338941,---,9.90,52.64,23.08,-40.16
10338942,---,63.88,85.11,38.81,60.35
10338943,---,-17.30,26.19,26.48,-82.41
10338944,---,-52.28,-71.86,-19.86,-69.15
10338945,---,38.12,13.37,18.40,75.90
10338946,---,-8.98,-16.78,-49.76,38.42
10338947,---,8.12,-0.99,18.98,5.25
10338948,---,78.52,89.40,71.30,70.33
10338949,---,61.92,76.77,65.08,38.75
10338950,---,14.12,-23.13,18.17,53.34
10338951,---,10.96,22.65,0.43,11.39
10338952,---,78.45,75.89,68.04,88.03
10338953,---,-68.93,-90.74,-42.80,-66.65
10338954,---,-53.48,-39.97,-57.35,-58.88
10338955,---,-48.09,-57.98,-25.05,-62.80
10338956,---,-13.09,-56.81,33.89,-11.64
10338957,---,-50.14,-41.07,-50.86,-58.33
10338958,---,-0.32,63.07,4.82,-67.87
10338959,---,17.40,4.86,9.00,38.49
10338960,---,65.53,66.31,71.11,56.82
10338961,---,-67.35,-10.72,-91.68,-77.01
10338962,---,-43.78,-55.25,-85.72,-5.77
10338963,---,-7.27,-25.15,-32.32,44.94
10338964,---,4.79,31.00,-31.28,17.15
10338965,---,64.51,71.35,38.64,74.41
10338966,---,44.15,30.29,37.83,60.32
10338967,---,-40.72,-85.08,0.85,-20.99
10338968,---,13.61,30.80,32.14,-16.22
10338969,---,91.39,93.11,95.59,78.18
10338970,---,-32.13,19.21,-68.88,-40.55
10338971,---,82.44,87.28,69.20,87.66
10338972,---,14.30,-3.42,19.97,26.59
10338973,---,-9.19,-12.29,-6.37,-9.19
10338974,---,33.23,33.98,51.51,15.01
10338975,---,41.82,24.89,62.10,32.45
10338976,---,-3.76,14.38,9.59,-28.73
10338977,---,81.02,91.25,70.48,72.86
10338978,---,33.46,53.59,4.65,40.47
10338979,---,78.66,85.14,34.30,89.43
10338980,---,-67.94,-89.41,-81.03,-9.61
10338981,---,37.82,-2.19,77.61,22.01
10338982,---,-39.66,-33.91,-30.26,-55.38
10338983,---,-3.76,40.91,-20.73,-36.49
10338984,---,29.76,36.26,44.93,12.36
10338985,---,-26.45,-27.41,-30.27,-22.40
10338986,---,-4.12,42.57,-4.00,-43.68
10338987,---,3.59,14.92,-18.67,9.09
10338988,---,31.09,33.14,38.02,21.00
10338989,---,89.63,88.63,93.69,84.05
10338990,---,64.85,67.01,85.99,30.54
10338991,---,-17.74,-39.10,-2.88,-12.36
10338992,---,2.80,61.29,-27.29,-31.75
10338993,---,-67.94,-41.27,-86.48,-62.37
10338994,---,92.90,93.99,90.40,93.32
10338995,---,-30.59,28.41,-22.90,-92.65
10338996,---,66.67,65.14,64.58,70.60
10338997,---,27.87,9.09,43.94,26.40
10338998,---,-67.08,-18.18,-87.55,-75.12
10338999,---,51.64,79.97,-26.70,78.48
10339000,---,-26.99,-8.07,-30.91,-46.63
10339001,---,-4.32,-53.70,31.56,11.82
10339002,---,10.31,41.87,-52.34,50.60
10339003,---,35.38,7.12,34.85,59.64
10339004,---,-7.63,-79.93,58.86,28.19
10339005,---,64.92,65.36,53.51,73.70
10339006,---,-6.45,23.37,-8.37,-24.61
10339007,---,76.07,84.60,86.76,49.35
10339008,---,3.06,6.01,83.57,-84.74
10339009,---,-5.93,90.44,-79.70,-51.73
10339010,---,-2.99,-23.30,0.71,20.84
10339011,---,-11.01,-68.13,53.10,-18.13
10339012,---,86.72,85.18,80.82,91.68
10339013,---,-21.23,-14.12,-28.04,-21.23
10339014,---,94.09,87.53,98.84,88.45
10339015,---,79.23,87.71,57.60,84.90
10339016,---,-29.39,-7.26,-83.55,-17.12
10339017,---,67.89,47.81,56.70,85.90
10339018,---,79.89,78.23,79.29,81.53
10339019,---,-17.51,-42.38,-59.43,56.73
10339020,---,53.08,8.68,32.90,85.57
10339021,---,-1.68,71.91,-73.60,-1.32
10339022,---,46.88,69.51,7.36,58.59
10339023,---,53.60,58.79,62.38,39.58
10339024,---,47.55,48.71,-3.62,78.37
10339025,---,70.75,34.81,83.49,73.27
10339026,---,-21.47,-96.49,54.21,-0.15
10339027,---,-9.64,-18.14,-12.99,-0.05
10339028,---,51.95,66.08,72.62,6.84
10339029,---,-6.66,22.22,-61.26,33.42
10339030,---,-48.66,-48.75,-60.27,-35.19
10339031,---,20.28,8.00,-43.93,77.49
10339032,---,68.25,91.35,20.75,65.06
10339033,---,-18.00,-1.07,-8.76,-45.38
10339034,---,-37.42,-15.32,-21.58,-80.04
10339035,---,-6.56,59.94,-4.80,-64.00
10339036,---,75.66,79.83,74.58,72.39
10339037,---,17.83,32.55,31.92,-12.14
10339038,---,52.96,67.23,28.95,58.94
10339039,---,-43.55,-80.10,-7.14,-22.88
10339040,---,-17.44,16.07,-52.65,-15.19
10339041,---,6.01,28.15,-41.65,25.48
10339042,---,-54.90,-84.17,-50.23,-31.25
10339043,---,78.97,69.76,70.09,88.68
10339044,---,-19.34,-52.30,17.35,-23.52
10339045,---,36.58,-17.39,59.57,58.06
10339046,---,54.02,53.59,30.14,71.78
10339047,---,3.73,-27.20,65.26,-13.31
10339048,---,8.41,60.67,-18.51,-6.60
10339049,---,25.25,53.76,-11.61,34.46
10339050,---,24.31,21.55,46.47,0.30
10339051,---,37.90,59.58,-15.76,60.79
10339052,---,27.82,34.24,7.83,40.41
10339053,---,41.33,49.21,56.43,1.00
10339054,---,95.34,98.56,98.66,63.40
10339055,---,79.59,86.51,74.63,75.32
10339056,---,80.43,88.43,60.81,83.96
10339057,---,-47.14,-16.73,-65.02,-56.50
10339058,---,10.11,0.78,72.26,-47.44
10339059,---,22.10,61.39,-27.06,28.62
10339060,---,77.91,91.63,25.00,82.58
10339061,---,39.74,42.28,45.68,31.30
10339062,---,21.26,40.21,14.04,10.91
10339063,---,56.86,8.10,93.03,-1.77
10339064,---,-28.65,-22.87,-26.98,-36.53
10339065,---,57.20,60.16,56.84,54.26
10339066,---,60.19,22.48,85.22,48.50
10339067,---,61.60,70.66,51.91,60.44
10339068,---,73.64,70.63,71.87,78.10
10339069,---,27.47,-12.80,8.06,69.92
10339070,---,60.18,63.38,65.25,51.56
10339071,---,-39.55,-35.95,-40.24,-41.95
10339072,---,41.22,-31.45,70.43,64.93
10339073,---,-7.40,4.07,-0.58,-25.52
10339074,---,-1.41,12.64,-32.35,23.33
10339075,---,23.05,-66.77,63.46,65.74
10339076,---,47.22,76.58,-7.24,53.45
10339077,---,64.22,68.53,28.70,83.47
10339078,---,-65.11,-45.25,-84.37,-62.80
10339079,---,72.01,65.43,68.63,79.73
10339080,---,86.99,83.77,86.17,89.93
10339081,---,25.08,-33.09,23.83,75.53
10339082,---,-23.65,68.51,11.26,-99.02
10339083,---,86.60,82.38,84.57,91.73
10339084,---,-66.28,-75.77,-64.93,-57.12
10339085,---,-45.01,-27.05,-57.93,-55.05
10339086,---,67.11,64.30,38.35,86.54
10339087,---,-21.16,51.04,-67.64,-33.86
10339088,---,-19.06,-71.11,-19.48,17.70
10339089,---,33.77,72.92,16.23,-5.28
10339090,---,18.97,55.32,-17.91,14.11
10339091,---,35.97,17.36,39.08,49.40
10339092,---,77.34,55.61,93.70,66.90
10339093,---,16.78,12.00,15.77,24.44
10339094,---,59.61,75.78,35.25,63.09
10339095,---,25.68,36.80,73.13,-40.00
10339096,---,-40.10,-47.03,-53.18,-23.90
10339097,---,51.21,55.81,43.43,54.69
10339098,---,3.62,20.24,-24.52,9.36
10339099,---,77.18,87.66,73.26,67.99
10339100,---,-93.56,-75.72,-96.80,-97.27
10339101,---,-12.23,-1.88,4.45,-38.24
10339102,---,-5.85,-6.39,1.85,-12.73
10339103,---,-47.06,-49.79,-37.21,-53.85
10339104,---,5.67,43.07,-28.52,3.38
10339105,---,-45.99,-47.28,-34.00,-57.96
10339106,---,1.06,1.91,-8.21,6.67
10339107,---,5.81,12.81,-58.30,62.46
10339108,---,23.92,16.84,-15.78,64.14
10339109,---,92.77,90.77,97.36,88.32
10339110,---,64.37,55.97,87.14,32.58
10339111,---,-25.93,-22.58,-60.32,-4.98
10339112,---,7.66,30.67,-41.78,50.05
10339113,---,35.75,39.24,53.26,7.07
10339114,---,-67.82,-50.43,-46.16,-93.13
10339115,---,63.76,18.44,-13.79,96.18
10339116,---,-68.89,-56.67,-85.69,-61.30
10339117,---,19.57,-9.28,26.58,37.24
10339118,---,18.73,1.24,69.39,-26.42
10339119,---,-81.73,45.16,-97.33,-97.79
10339120,---,97.52,95.92,98.20,97.79
10339121,---,25.60,-50.91,69.31,47.62
10339122,---,-5.67,-69.37,42.47,22.73
10339123,---,-31.08,-49.49,0.52,-39.57
10339124,---,80.27,87.64,84.13,64.55
10339125,---,-12.14,49.77,-54.58,-20.42
10339126,---,15.64,-21.33,38.50,29.06
10339127,---,-25.33,-20.34,-19.34,-37.08
10339128,---,76.09,86.59,-8.81,94.61
10339129,---,56.09,55.28,60.29,51.69
10339130,---,4.40,-11.15,-53.00,73.44
10339131,---,54.17,26.36,53.98,74.27
10339132,---,97.34,98.60,98.49,94.70
10339133,---,87.07,92.88,70.71,87.96
10339134,---,-1.95,17.94,-3.87,-18.97
10339135,---,6.70,14.74,1.94,3.24
10339136,---,92.97,93.25,96.35,87.29
10339137,---,-13.59,-24.55,-11.76,-4.73
10339138,---,47.43,44.97,47.10,50.60
10339139,---,46.75,40.71,46.56,54.07
10339140,---,37.08,39.89,32.43,38.90
10339141,---,48.55,42.59,18.90,75.24
10339142,---,-29.76,-61.29,-39.34,12.36
10339143,---,-6.92,58.85,-48.04,-21.01
10339144,---,25.91,13.20,17.59,45.26
10339145,---,44.39,68.71,33.93,26.63
10339146,---,-4.47,-7.96,30.95,-25.45
10339147,---,-7.02,-2.21,-48.99,-4.63
10339148,---,-19.53,6.33,-42.13,-20.32
10339149,---,34.17,38.77,-4.81,60.16
10339150,---,-14.98,54.73,-86.48,18.00
10339151,---,57.64,52.01,80.66,30.13
10339152,---,-4.10,-5.15,23.97,-18.18
10339153,---,-25.72,-35.90,-29.34,-10.45
10339154,---,-46.06,-94.64,-16.99,-27.57
10339155,---,28.66,42.18,-7.56,48.99
10339156,---,27.98,24.26,24.81,37.15
10339157,---,30.82,41.37,3.87,44.91
10339158,---,4.78,-5.02,-26.79,48.54
10339159,---,-4.65,9.00,22.54,-32.64
10339160,---,-68.76,-40.42,-83.84,-73.16
10339161,---,32.47,50.12,41.70,7.12
10339162,---,11.99,-7.60,54.24,-11.71
10339163,---,12.62,43.31,-26.47,18.87
10339164,---,-56.91,-60.34,-87.74,-20.63
10339165,---,4.12,-5.01,-0.96,15.89
10339166,---,27.68,68.15,17.66,-13.62
10339167,---,-17.70,-90.13,0.19,23.87
10339168,---,54.89,80.34,13.40,56.88
10339169,---,40.61,48.79,-36.96,79.94
10339170,---,-20.97,-15.30,-65.02,-4.76
10339171,---,-6.58,-6.00,75.86,-84.36
10339172,---,49.30,83.13,3.93,43.41
10339173,---,-44.82,-39.58,-64.57,-29.35
10339174,---,-28.66,19.40,-20.77,-68.48
10339175,---,-42.77,-48.71,-27.46,-52.77
10339176,---,91.87,94.61,83.20,94.55
10339177,---,67.30,77.59,60.26,60.13
10339178,---,-27.67,-23.74,-47.09,-17.43
10339179,---,-31.22,6.49,-67.43,-26.94
10339180,---,27.70,59.88,10.27,8.42
10339181,---,-60.60,-14.73,-74.78,-88.44
10339182,---,-9.78,50.04,-18.06,-60.66
10339183,---,-13.19,-13.51,-2.92,-28.10
10339184,---,25.36,71.11,-19.17,6.01
10339185,---,-14.43,-22.20,-7.87,-14.33
10339186,---,-37.59,-41.16,-49.15,-24.75
10339187,---,56.32,43.78,68.13,53.80
10339188,---,31.44,-4.23,9.16,75.11
10339189,---,6.75,10.52,64.55,-55.03
10339190,---,-32.36,-41.23,-25.06,-30.11
10339191,---,-56.05,-67.26,-35.66,-60.99
10339192,---,58.93,60.27,63.38,52.66
10339193,---,-18.08,-32.15,-2.68,-20.02
10339194,---,-8.76,-2.62,-19.09,-5.21
10339195,---,52.82,73.52,24.79,51.70
10339196,---,-11.27,18.14,-4.31,-46.61
10339197,---,17.11,-5.01,40.45,14.94
10339198,---,75.69,66.33,78.81,80.50
10339199,---,7.83,81.70,-30.58,-30.72
10339200,---,-28.00,-61.22,33.92,-50.87
10339201,---,19.72,-19.81,73.00,-4.55
10339202,---,53.22,87.97,49.04,-10.83
10339203,---,21.04,30.96,24.18,5.37
10339204,---,58.51,61.63,73.37,30.98
10339205,---,31.05,35.90,27.13,30.06
10339206,---,76.25,60.35,29.45,96.68
10339207,---,76.01,65.38,72.97,86.59
10339208,---,-9.84,11.10,-46.12,2.63
10339209,---,-11.85,-5.72,-40.12,11.17
10339210,---,67.31,40.79,95.92,24.08
10339211,---,-87.42,-87.88,-87.32,-86.92
10339212,---,-11.44,-30.97,-24.97,26.84
10339213,---,63.06,85.85,50.46,42.53
10339214,---,-28.23,-6.51,-60.06,-20.89
10339215,---,54.34,49.41,60.50,53.10
10339216,---,85.15,87.27,86.18,81.46
10339217,---,57.38,36.55,39.44,82.47
10339218,---,-37.77,-33.40,-31.98,-48.17
10339219,---,-35.14,-41.95,-3.80,-65.27
10339220,---,-27.61,-48.14,-6.72,-32.29
10339221,---,57.86,58.58,50.25,64.14
10339222,---,-21.62,-15.81,-93.76,45.86
10339223,---,-53.75,-33.47,-83.93,-19.85
10339224,---,-28.32,-1.25,-39.25,-45.87
10339225,---,33.43,33.41,32.02,34.78
